Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
BE0 0 CCGT,1,3641.0,0.0,0.0,3641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 OCGT,1,3641.0,0.0,0.0,3641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 biomass,1,672.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 coal,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 nuclear,1,5943.0,0.0,0.0,5943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 offwind-ac,1,1127.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 offwind-dc,1,1127.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 onwind,1,2629.0,0.0,0.0,2629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 ror,1,176.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE0 0 solar,1,4788.0,0.0,0.0,4788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 CCGT,2,15971.0,0.0,0.0,15971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 OCGT,2,15971.0,0.0,0.0,15971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 biomass,2,8400.0,0.0,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 coal,2,23499.0,0.0,0.0,23499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 lignite,2,20487.0,0.0,0.0,20487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 nuclear,2,8114.000000000001,0.0,0.0,8114.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 offwind-ac,2,3887.0,0.0,0.0,3887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 offwind-dc,2,3887.0,0.0,0.0,3887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 oil,2,4184.0,0.0,0.0,4184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 onwind,2,54499.0,0.0,0.0,54499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 ror,2,3814.0,0.0,0.0,3814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE0 0 solar,2,53302.0,0.0,0.0,53302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK0 0 OCGT,3,358.1050901,0.0,0.0,358.1050901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK0 0 biomass,3,810.6078944,0.0,0.0,810.6078944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK0 0 coal,3,1478.320166,0.3201660000000661,0.0,1478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK0 0 offwind-ac,3,368.064482,0.0,0.0,368.064482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK0 0 offwind-dc,3,368.064482,0.0,0.0,368.064482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK0 0 onwind,3,1940.349345,0.0,0.0,1940.349345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK0 0 solar,3,562.9221489,0.0,0.0,562.9221489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 CCGT,4,468.8949099,0.0,0.0,468.8949099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 OCGT,4,468.8949099,0.8949098999999627,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 biomass,4,1061.392106,0.0,0.0,1061.392106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 coal,4,1935.679834,0.6798340000000458,0.0,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 offwind-ac,4,481.935518,0.0,0.0,481.935518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 offwind-dc,4,481.935518,0.0,0.0,481.935518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 oil,4,572.652792,0.6527920000000131,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DK3 0 onwind,4,2540.650655,0.0,0.0,2540.650655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR0 0 CCGT,5,6109.0,0.0,0.0,6109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR0 0 OCGT,5,6109.0,0.0,0.0,6109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FR0 0 coal,5,2977.0,0.0,0.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
