Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
Zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
t1,0.0,0.0,0.0019487009347154086,24.054235350080962,0.0004976035007473061,0.0008178876757313118,0.0005001417628697367,0.005814425731451602,1.9999857102363667,15.999983907451147,0.0,0.0,0.0,0.0,0.0,0.0007314428979817102,0.00032016504553300875,0.0010905904952049276,0.002603782180707834,0.0009976313691991007,2.9999825252202608,1.9999785080816523,0.0,0.0,0.0,0.0,0.0,0.001101528300837899,0.0012148938439789348,0.3226023421270864,0.00015345870372326578,0.00048412812268634753,0.004264260242188423,31.999980719454815,1.999982939332883,0.0,0.0,81.42416181801478,67.62941603439369,0.0004544063388978404,0.0,0.000628694431267171,1.0767149798932603,45.580572722180236,0.0004547341499830631,0.0,144.34915453436835,0.0021865267862549373,34.87638332106105,0.00035535526285457834,0.0,75.89998176471717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t2,0.0,0.0,0.0019315630004405901,24.05422802020248,0.0004938930626682801,0.0008121180501098571,0.0004939228362370869,0.005752964301379436,1.9999858090096096,15.999984022087073,0.0,0.0,0.0,0.0,0.0,0.0007104363734914644,0.00031191018751851524,0.0010751886713505385,0.002552025979933835,0.000976294698111317,2.999982664696356,1.9999786743283294,0.0,0.0,0.0,0.0,0.0,0.001094981114937628,0.0012037227231886404,0.3225963319579094,0.00015140013336465015,0.00047840944438927934,0.004231249239471199,31.999980907488478,1.9999831059993796,0.0,0.0,81.42416118301215,67.6294124826697,0.0004491432768141052,0.0,0.0006289352773657397,1.0767145763038104,45.58056828357402,0.00044900897614062274,0.0,144.34915469965352,0.0021812897292896195,34.87636541021897,0.0003462528729496179,0.0,75.8999819979711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t3,0.0,0.0,0.0019011946643065613,24.05421535662553,0.0004872534446462831,0.0008023522015702745,0.000483588358214966,0.005644710396063301,1.9999858786119347,15.999984102993295,0.0,0.0,0.0,0.0,0.0,0.0006794131219418995,0.00029937114781899336,0.0010515446977644592,0.002472275299911594,0.0009443883895773506,2.9999827692412566,1.9999787961612336,0.0,0.0,0.0,0.0,0.0,0.001083230660578736,0.0011822918905548753,0.3225852758723892,0.00014752210793738372,0.0004681747538804917,0.004163458112207349,31.99998104862035,1.9999832272777376,0.0,0.0,81.42415925950448,67.62940618332684,0.00043992497089877323,0.0,0.0006291075807252479,1.07671280488759,45.580560350576285,0.0004397241085558675,0.0,144.34915481224164,0.0021711770319800044,34.876334728072955,0.0003335025506334022,0.0,75.8999821720204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t4,0.0,0.0,0.001853829045640157,24.054194367985797,0.00047735164167775704,0.0007869509516039109,0.00046825355196125314,0.005481527314070995,1.999985923876927,15.999984154218403,0.0,0.0,0.0,0.0,0.0,0.0006344741154013578,0.0002805848538085391,0.0010177743580604228,0.002354301745506622,0.0008984389789812506,2.999982845438748,1.9999788835819396,0.0,0.0,0.0,0.0,0.0,0.001064050894357617,0.0011478396644944854,0.32256658422647855,0.00014163058941342628,0.0004525701090298827,0.004056759511047942,31.999981148038387,1.999983310921828,0.0,0.0,81.42415557812156,67.62939517481787,0.00042718722138970273,0.0,0.0006292190629867806,1.0767088982218576,45.580547025476605,0.0004272852978654118,0.0,144.34915487460793,0.002152616518979896,34.87628072953644,0.00031680097269933677,0.0,75.89998229880713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t5,0.0,0.0,0.001780906696870953,24.05415604317358,0.00046361460690002145,0.0007618426166045484,0.00044634549443899193,0.005247379551070406,1.9999859466382486,15.99998417798733,0.0,0.0,0.0,0.0,0.0,0.0005651183394708222,0.00025013605539126024,0.0009698979429378404,0.0021767354429197867,0.0008308182497099551,2.9999828951165446,1.9999789388998366,0.0,0.0,0.0,0.0,0.0,0.0010315302083618062,0.0010935098351294277,0.3225318814460056,0.00013328722485152878,0.00042996980496061215,0.0038996709013435302,31.99998120896696,1.9999833606584476,0.0,0.0,81.42414864224801,67.6293748724292,0.00040702364588782235,0.0,0.0006292723914815021,1.0767009203907387,45.58052312156478,0.00040820445212212686,0.0,144.34915489028384,0.002111641149644407,34.87615677010232,0.00029103815875723005,0.0,75.89998238212414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t6,0.0,0.0,0.0016585753763852578,24.054048436256767,0.0004450129048029555,0.0007134945157753131,0.0004147204830519584,0.004908095088809615,1.9999859471602306,15.999984175269148,0.0,0.0,0.0,0.0,0.0,0.0004181884742293534,0.0001760407281279379,0.0008995653832061733,0.0018732376294347407,0.0007164379081939928,2.9999829194597916,1.9999789633229985,0.0,0.0,0.0,0.0,0.0,0.0009634747193187818,0.0009979702213147208,0.3224286670352345,0.00012136622262459468,0.00039683707171664796,0.003667426192727416,31.99998123307155,1.9999833779013791,0.0,0.0,81.42413180416492,67.62932830161434,0.00037874941585285557,0.0,0.0006292748880438572,1.0766832664563757,45.580468703060404,0.0003822724324976629,0.0,144.34915486005826,0.0004812156063871962,0.00023843664376860447,0.0002533745483381118,0.0,75.8999824317124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t7,0.0,0.0,0.0013637684767227156,17.07526967886789,0.0004194660565952677,0.0005371422872296851,0.00036521676463695414,0.004369007507343169,1.999985925692488,15.999984146508032,0.0,0.0,0.0,0.0,0.0,0.00036904930099687357,0.00015428782257665048,0.0008559777277280156,0.001715887975977317,0.0006564866092988128,2.999982964891703,1.999979015713068,0.0,0.0,0.0,0.0,0.0,0.0006181659088539727,0.0007140208558176645,0.0013551167062807647,0.00010226482732796956,0.0003428654915833372,0.003291699428579072,31.999981221707696,1.9999833629980037,0.0,0.0,81.4240618019959,0.0055095804340606815,0.00033336071897926165,0.0,0.0006292237737039884,1.0766201495306342,45.57265077726202,0.000343247894391865,0.0,144.34915478853958,0.00043250162726412363,0.00019908493368025966,0.00023043855266314265,0.0,75.89998252640775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0007089232430378797,0.00020431031904528647,0.00038788966190174716,0.00017579481964821595,0.00029804026323241456,0.003585291869723585,1.999985890258226,15.999984102329543,0.0,0.0,0.0,0.0,0.0,0.0003456534722227335,0.00014405473936905222,0.0008318795203698219,0.0016348027018121404,0.0006240206748435238,2.9999830364961544,1.999979103155842,0.0,0.0,0.0,0.0,0.0,0.00018077856022136917,0.0003065279211620889,8.832818038579168e-5,7.740323399504334e-5,0.0002700505678209275,0.0027677104857560956,31.99998119416916,1.9999833312257573,0.0,0.0,0.0007222577143729079,0.00022568606509099,0.00027563365618127474,0.0,0.0006291608582378336,0.001050019478155602,0.00025735395115874214,0.00029350466234864933,0.0,144.3491546906737,0.0004170801801897491,0.00018344681237921927,0.00021677189119481195,0.0,75.89998266975029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t9,0.0,0.0,0.0006366526933901946,0.00018198802091802996,0.00036970422003923,0.00015514490141496428,0.0002700670562530966,0.0032702677955601875,1.9999858769118086,15.999984083813084,0.0,0.0,0.0,0.0,0.0,0.00033182937539904633,0.0001380523713796395,0.0008171906254880216,0.0015868426712526825,0.0006040656687334228,2.9999831312232286,1.999979220597109,0.0,0.0,0.0,0.0,0.0,0.0001557963863836056,0.0002641789712570353,7.42328357203101e-5,6.869775122205106e-5,0.00024066137431972862,0.0025357831509155784,31.999981192286636,1.9999833234152318,0.0,0.0,0.0006479066196116347,0.00019321223518799804,0.0002491841325654168,0.0,0.0006291403924905692,0.000919063324955202,0.00022292273949824987,0.000269881476167093,0.0,144.3491546487702,0.00040866264239345295,0.00017462597223248178,0.00020898071073402425,0.0,75.89998285922591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
