Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
MIDAT,MIDAT_conventional_hydroelectric_1,2,1,0.0,2.530159284799047e7,0.0,2.530159284799047e7
MIDAT,MIDAT_hydroelectric_pumped_storage_1,2,1,0.0,0.0,0.0,0.0
MIDAT,MIDAT_natural_gas_fired_combined_cycle_1,2,1,0.0,3.860727382021639e8,0.0,3.860727382021639e8
MIDAT,MIDAT_natural_gas_fired_combined_cycle_2,2,2,0.0,3.049434258194263e9,0.0,3.049434258194263e9
MIDAT,MIDAT_natural_gas_fired_combined_cycle_3,2,3,0.0,1.627841365758531e8,0.0,1.627841365758531e8
MIDAT,MIDAT_natural_gas_fired_combined_cycle_4,2,4,0.0,1.945369756206478e9,0.0,1.945369756206478e9
MIDAT,MIDAT_natural_gas_fired_combustion_turbine_1,2,1,0.0,1.3911765227332897e9,0.0,1.3911765227332897e9
MIDAT,MIDAT_natural_gas_fired_combustion_turbine_2,2,2,0.0,6.757204798549484e7,0.0,6.757204798549484e7
MIDAT,MIDAT_nuclear_1,2,1,0.0,2.3396023638918367e8,0.0,2.3396023638918367e8
MIDAT,MIDAT_nuclear_2,2,2,0.0,1.7039025863217874e9,0.0,1.7039025863217874e9
MIDAT,MIDAT_onshore_wind_turbine_1,2,1,0.0,0.0,0.0,0.0
MIDAT,MIDAT_small_hydroelectric_1,2,1,0.0,0.0,0.0,0.0
MIDAT,MIDAT_solar_photovoltaic_1,2,1,0.0,1.490934706870977e8,0.0,1.490934706870977e8
NE,NE_conventional_hydroelectric_1,3,1,0.0,0.0,3.0932254334299964e8,3.0932254334299964e8
NE,NE_hydroelectric_pumped_storage_1,3,1,0.0,0.0,0.0,0.0
NE,NE_natural_gas_fired_combined_cycle_1,3,1,0.0,0.0,6.71479284191229e8,6.71479284191229e8
NE,NE_natural_gas_fired_combined_cycle_2,3,2,0.0,0.0,2.3289420644317822e9,2.3289420644317822e9
NE,NE_natural_gas_fired_combined_cycle_3,3,3,0.0,0.0,2.1396025650091646e6,2.1396025650091646e6
NE,NE_natural_gas_fired_combustion_turbine_1,3,1,0.0,0.0,1.5506446466938218e8,1.5506446466938218e8
NE,NE_natural_gas_fired_combustion_turbine_2,3,2,0.0,0.0,2.5688978091385087e8,2.5688978091385087e8
NE,NE_nuclear_1,3,1,0.0,0.0,3.7259572294219494e8,3.7259572294219494e8
NE,NE_nuclear_2,3,2,0.0,0.0,2.3093978456065404e8,2.3093978456065404e8
NE,NE_onshore_wind_turbine_1,3,1,0.0,0.0,0.0,0.0
NE,NE_small_hydroelectric_1,3,1,0.0,0.0,0.0,0.0
NE,NE_solar_photovoltaic_1,3,1,0.0,0.0,6.011936606949444e7,6.011936606949444e7
SE,SE_conventional_hydroelectric_1,1,1,1.1816254165529294e8,0.0,0.0,1.1816254165529294e8
SE,SE_hydroelectric_pumped_storage_1,1,1,0.0,0.0,0.0,0.0
SE,SE_natural_gas_fired_combined_cycle_1,1,1,2.3114886237337666e9,0.0,0.0,2.3114886237337666e9
SE,SE_natural_gas_fired_combined_cycle_2,1,2,4.0885027417466813e8,0.0,0.0,4.0885027417466813e8
SE,SE_natural_gas_fired_combined_cycle_3,1,3,3.7626853425772433e9,0.0,0.0,3.7626853425772433e9
SE,SE_natural_gas_fired_combined_cycle_4,1,4,5.367730387315174e8,0.0,0.0,5.367730387315174e8
SE,SE_natural_gas_fired_combustion_turbine_1,1,1,2.1982384521124043e9,0.0,0.0,2.1982384521124043e9
SE,SE_natural_gas_fired_combustion_turbine_2,1,2,6.023274058060365e7,0.0,0.0,6.023274058060365e7
SE,SE_nuclear_1,1,1,2.96508281586453e9,0.0,0.0,2.96508281586453e9
SE,SE_nuclear_2,1,2,1.9642446394450378e8,0.0,0.0,1.9642446394450378e8
SE,SE_small_hydroelectric_1,1,1,0.0,0.0,0.0,0.0
SE,SE_solar_photovoltaic_1,1,1,4.59447212487727e8,0.0,0.0,4.59447212487727e8
SE,SE_naturalgas_ccccsavgcf_conservative_0,1,0,2.7062968172292027e9,0.0,0.0,2.7062968172292027e9
SE,SE_naturalgas_ccavgcf_moderate_0,1,0,3.4164225464484086e9,0.0,0.0,3.4164225464484086e9
SE,SE_naturalgas_ctavgcf_moderate_0,1,0,2.4848820489229362e10,0.0,0.0,2.4848820489229362e10
SE,SE_battery_moderate_0,1,0,-9.098185492065079e10,-0.0,-0.0,-9.098185492065079e10
SE,SE_nuclear_mid_0,1,0,58236.12388308201,0.0,0.0,58236.12388308201
MIDAT,MIDAT_naturalgas_ccccsavgcf_conservative_0,2,0,0.0,3.892474808140866e7,0.0,3.892474808140866e7
MIDAT,MIDAT_naturalgas_ccavgcf_moderate_0,2,0,0.0,2.5043097311007476e9,0.0,2.5043097311007476e9
MIDAT,MIDAT_naturalgas_ctavgcf_moderate_0,2,0,0.0,2.1621230777561237e10,0.0,2.1621230777561237e10
MIDAT,MIDAT_battery_moderate_0,2,0,-0.0,-3.681709302266073e10,-0.0,-3.681709302266073e10
MIDAT,MIDAT_nuclear_mid_0,2,0,0.0,1.384097213885107e10,0.0,1.384097213885107e10
NE,NE_naturalgas_ccccsavgcf_conservative_0,3,0,0.0,0.0,95293.24590872199,95293.24590872199
NE,NE_naturalgas_ccavgcf_moderate_0,3,0,0.0,0.0,2.192887690787309e9,2.192887690787309e9
NE,NE_naturalgas_ctavgcf_moderate_0,3,0,0.0,0.0,7.206779848856348e9,7.206779848856348e9
NE,NE_battery_moderate_0,3,0,-0.0,-0.0,-5.11697370805291e8,-5.11697370805291e8
NE,NE_nuclear_mid_0,3,0,0.0,0.0,8.328186629886639e9,8.328186629886639e9
NE,NE_offshorewind_class10_moderate_floating_1_1,3,1,0.0,0.0,14.186599982538983,14.186599982538983
SE,SE_utilitypv_class1_moderate_70_0_2_1,1,1,5.62673736947853e10,0.0,0.0,5.62673736947853e10
SE,SE_utilitypv_class1_moderate_70_0_2_2,1,2,76148.09992812788,0.0,0.0,76148.09992812788
SE,SE_utilitypv_class1_moderate_70_0_2_3,1,3,4.5588209186967064e10,0.0,0.0,4.5588209186967064e10
SE,SE_utilitypv_class1_moderate_70_0_2_4,1,4,28761.603217514592,0.0,0.0,28761.603217514592
SE,SE_utilitypv_class1_moderate_70_0_2_5,1,5,2.7530536036277756e10,0.0,0.0,2.7530536036277756e10
SE,SE_utilitypv_class1_moderate_70_0_2_6,1,6,166913.13488467503,0.0,0.0,166913.13488467503
SE,SE_utilitypv_class1_moderate_70_0_2_7,1,7,3.3515765765139446e10,0.0,0.0,3.3515765765139446e10
SE,SE_utilitypv_class1_moderate_70_0_2_8,1,8,18486.395848192493,0.0,0.0,18486.395848192493
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_1,2,1,0.0,1.3424226980913103e9,0.0,1.3424226980913103e9
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_2,2,2,0.0,1.3346845661087463e10,0.0,1.3346845661087463e10
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_3,2,3,0.0,5.884363770719942e9,0.0,5.884363770719942e9
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_4,2,4,0.0,3.9418641594191837e9,0.0,3.9418641594191837e9
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_5,2,5,0.0,15329.229269321117,0.0,15329.229269321117
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_6,2,6,0.0,5.290042364062663e10,0.0,5.290042364062663e10
MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_7,2,7,0.0,47929.086070073485,0.0,47929.086070073485
NE,NE_utilitypv_class1_moderate_70_0_2_1,3,1,0.0,0.0,5.739058665286209e9,5.739058665286209e9
NE,NE_utilitypv_class1_moderate_70_0_2_2,3,2,0.0,0.0,5.215880402819543e9,5.215880402819543e9
NE,NE_utilitypv_class1_moderate_70_0_2_3,3,3,0.0,0.0,6279.271962415262,6279.271962415262
NE,NE_utilitypv_class1_moderate_70_0_2_4,3,4,0.0,0.0,5624.213423045603,5624.213423045603
NE,NE_utilitypv_class1_moderate_70_0_2_5,3,5,0.0,0.0,16968.77256360108,16968.77256360108
NE,NE_utilitypv_class1_moderate_70_0_2_6,3,6,0.0,0.0,5.976892742148517e8,5.976892742148517e8
NE,NE_utilitypv_class1_moderate_70_0_2_7,3,7,0.0,0.0,4702.861248917574,4702.861248917574
SE,SE_landbasedwind_class4_moderate_70_1,1,1,824.5522876308128,0.0,0.0,824.5522876308128
SE,SE_landbasedwind_class4_moderate_70_2,1,2,2.6895932703877205e8,0.0,0.0,2.6895932703877205e8
