Region,Resource,Zone,Cluster,CapRes_1,CapRes_2,CapRes_3,AnnualSum
SE,SE_landbasedwind_class4_moderate_70_3,1,3,7.341992673808427e8,0.0,0.0,7.341992673808427e8
SE,SE_landbasedwind_class4_moderate_70_4,1,4,1.175232842168506e9,0.0,0.0,1.175232842168506e9
SE,SE_landbasedwind_class4_moderate_70_5,1,5,1151.4625212799067,0.0,0.0,1151.4625212799067
SE,SE_landbasedwind_class4_moderate_70_6,1,6,9.298128508135347e8,0.0,0.0,9.298128508135347e8
SE,SE_landbasedwind_class4_moderate_70_7,1,7,5.0100428548962873e8,0.0,0.0,5.0100428548962873e8
SE,SE_landbasedwind_class4_moderate_70_8,1,8,419917.34031445824,0.0,0.0,419917.34031445824
MIDAT,MIDAT_landbasedwind_class4_moderate_70_1,2,1,0.0,4.169988683398807e7,0.0,4.169988683398807e7
MIDAT,MIDAT_landbasedwind_class4_moderate_70_2,2,2,0.0,4.6219989961164635e8,0.0,4.6219989961164635e8
MIDAT,MIDAT_landbasedwind_class4_moderate_70_3,2,3,0.0,2.305491400559482e8,0.0,2.305491400559482e8
MIDAT,MIDAT_landbasedwind_class4_moderate_70_4,2,4,0.0,2.503911928181363e9,0.0,2.503911928181363e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_5,2,5,0.0,2.1543240338363276e9,0.0,2.1543240338363276e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_6,2,6,0.0,1.122584435749621e9,0.0,1.122584435749621e9
MIDAT,MIDAT_landbasedwind_class4_moderate_70_7,2,7,0.0,8.246029470943794e8,1.1340003938901885e9,1.9586033409845679e9
NE,NE_landbasedwind_class4_moderate_70_1,3,1,0.0,0.0,3.241842925247467e8,3.241842925247467e8
NE,NE_landbasedwind_class4_moderate_70_2,3,2,0.0,0.0,5.987031835244579e8,5.987031835244579e8
NE,NE_landbasedwind_class4_moderate_70_3,3,3,0.0,0.0,2.4857476918709564e9,2.4857476918709564e9
NE,NE_landbasedwind_class4_moderate_70_4,3,4,0.0,0.0,8.0471968603511e8,8.0471968603511e8
NE,NE_landbasedwind_class4_moderate_70_5,3,5,0.0,0.0,4.2789490344538984e9,4.2789490344538984e9
NE,NE_landbasedwind_class4_moderate_70_6,3,6,0.0,0.0,6.631480891815137e7,6.631480891815137e7
NE,NE_landbasedwind_class4_moderate_70_7,3,7,0.0,0.0,0.0,0.0
