Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,Total
Zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,0
AnnualSum,0.0,0.0,0.5124549994864835,1729.9232286538916,0.17876657573957075,0.16159719248621746,0.29254783293445225,2.5158638820832246,0.0024951143338541528,0.0028630066648985134,0.0,0.0,0.0,0.0,0.0,0.39417961253786127,1549.5262337047072,0.745174409042994,1.5660410303773282,0.49045615142582055,0.0027705982694206546,0.0033526587064149956,0.0,0.0,0.0,0.0,0.0,0.16304157326594293,0.28987430407022696,16.911070819218182,0.06101241745229592,0.2501163192240078,1.6019485094391606,0.0034656857251575317,0.0031731355064247646,0.0,0.0,21228.406185573887,11025.817961313332,0.20410995912021176,0.0,0.005972452099072779,280.7713546850305,10313.963806943122,0.20583189337904562,0.0,0.005741551609870719,0.4623443693265955,6255.027727918152,0.20378228816635563,0.0,0.005622541084278468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52410.682169674896
t1,0.0,0.0,4.384156040508802e-5,1.2341137549270716e-5,2.0585434388605808e-5,1.1046401010719476e-5,3.4025644659277864e-5,0.0002662285701483314,1.7825374915953595e-7,2.0659864363259958e-7,0.0,0.0,0.0,0.0,0.0,4.075390498402451e-5,1.4511374416313113e-5,9.479707570219495e-5,0.00018312244955635593,5.6227637470073895e-5,1.950950633919381e-7,2.2103500836569977e-7,0.0,0.0,0.0,0.0,0.0,1.2972708384924921e-5,2.9604694272595065e-5,1.0434663363060313e-5,8.457469913363156e-6,2.8423414812325828e-5,0.0001655645452748995,2.1770285015687687e-7,1.9280254626385738e-7,0.0,0.0,7.576884504991324e-6,1.2849969380575545e-5,2.113401260899972e-5,0.0,4.628997119805325e-7,8.612154129170342e-6,1.392962874535937e-5,2.16728884127841e-5,0.0,4.742073273916901e-7,1.3926297006176386e-5,2.5554432340282972e-5,2.3140597940151072e-5,0.0,4.648760472770577e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011839490223275351
t2,0.0,0.0,5.0317127793358984e-5,1.4950548424223885e-5,2.204400824771527e-5,1.3019341074672681e-5,3.5781168500923164e-5,0.00029053795002866305,1.882518074620804e-7,2.169170245599359e-7,0.0,0.0,0.0,0.0,0.0,4.562572780942572e-5,1.675740104353048e-5,9.749295616639101e-5,0.00019711183182439347,6.17545531270598e-5,2.0538837468451437e-7,2.363696450846677e-7,0.0,0.0,0.0,0.0,0.0,1.545227920102811e-5,3.412822364597271e-5,1.2716609850951306e-5,9.231205473073452e-6,3.0455707939022595e-5,0.00018267779856598353,2.2727400485115558e-7,2.0457665811562688e-7,0.0,0.0,8.157970652325931e-6,1.4242892736098753e-5,2.3784528685678326e-5,0.0,4.748887827834308e-7,9.171839232840784e-6,1.558520597177013e-5,2.41389790203308e-5,0.0,4.86227296580848e-7,1.606492754021068e-5,3.16922870491131e-5,2.6086191223627686e-5,0.0,4.7119188904471947e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013016903463115527
t3,0.0,0.0,5.9451973915530915e-5,1.9148655508794896e-5,2.3776214817047367e-5,1.60209385593065e-5,3.8218026047657824e-5,0.00032103607396127343,1.9702071800455768e-7,2.2739359398763283e-7,0.0,0.0,0.0,0.0,0.0,5.273315937614738e-5,2.007031867801843e-5,0.00010072286129440283,0.00021644288001484378,6.948035689863602e-5,2.1400394528959305e-7,2.476018801256295e-7,0.0,0.0,0.0,0.0,0.0,1.9275864674636234e-5,4.0688380441483235e-5,1.6428047241426245e-5,1.014389221890214e-5,3.32217932363923e-5,0.00020426556054417913,2.3804840236859959e-7,2.155743948887245e-7,0.0,0.0,9.059162746448668e-6,1.654792908744688e-5,2.6569162706743345e-5,0.0,4.88996903785647e-7,1.0167469008326872e-5,1.8329101522666447e-5,2.666694374753937e-5,0.0,4.983648249616577e-7,1.983041066480469e-5,4.230946154835008e-5,2.8848614100987332e-5,0.0,4.81493785840537e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014622617510112448
t4,0.0,0.0,7.305413501790408e-5,2.661231907054438e-5,2.5906528584204007e-5,2.0870910788342188e-5,4.14847684020676e-5,0.0003612762992488308,2.0517828435722822e-7,2.3777766252522495e-7,0.0,0.0,0.0,0.0,0.0,6.409899332004366e-5,2.5486047832437304e-5,0.00010554900175123723,0.00024530406806786526,8.078145985392296e-5,2.2164849312306014e-7,2.568552368384513e-7,0.0,0.0,0.0,0.0,0.0,2.5648529315353622e-5,5.078455917040042e-5,2.3119420141912465e-5,1.1338385972830173e-5,3.692475297872549e-5,0.00023286506821125903,2.4979687423071e-7,2.2632233077728223e-7,0.0,0.0,1.0537580750987604e-5,2.0597369396181035e-5,2.93165988496732e-5,0.0,5.054090279024877e-7,1.1950912755150368e-5,2.302987275549976e-5,2.9112929521541547e-5,0.0,5.154487940589272e-7,2.726621612492333e-5,6.395325342994543e-5,3.22974070816468e-5,0.0,4.91572214818638e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001702077397312062
t5,0.0,0.0,9.580414886871177e-5,4.328380052614819e-5,2.8670183897385074e-5,2.9954858763465156e-5,4.622339611597102e-5,0.00041852810360009306,2.1375859733662394e-7,2.4863396137432715e-7,0.0,0.0,0.0,0.0,0.0,8.62394799248923e-5,3.643064402739373e-5,0.00011383185150550966,0.0002946772650571655,9.968088770897899e-5,2.299222209939183e-7,2.669239018497292e-7,0.0,0.0,0.0,0.0,0.0,3.817751513207229e-5,6.838112988779031e-5,3.845488654859256e-5,1.3083995083860262e-5,4.2289695459776994e-5,0.00027397930774246794,2.6276483978080533e-7,2.37842898087076e-7,0.0,0.0,1.3427233820909919e-5,2.8904744202203138e-5,3.5026808539528935e-5,0.0,5.269570411362405e-7,1.5534205924906315e-5,3.255779280407569e-5,3.413089024089072e-5,0.0,5.336160894826636e-7,4.875237798803052e-5,0.00013264266504202474,3.954423432694217e-5,0.0,5.045831153320965e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021512371054051606
t6,0.0,0.0,0.0001428570451395126,0.00011204153353151002,3.2511655191349065e-5,5.269459294752892e-5,5.395378328799636e-5,0.0005103426833555462,2.2335063033043264e-7,2.604320915140456e-7,0.0,0.0,0.0,0.0,0.0,0.00016157070016119588,7.938710288982192e-5,0.0001297719865544661,0.0004085656287343254,0.00014332661307134032,2.387507504264221e-7,2.777428549020463e-7,0.0,0.0,0.0,0.0,0.0,7.307704233759172e-5,0.0001077724466215573,0.00010646427506571523,1.6050861369273384e-5,5.116856958748568e-5,0.00034031031499658136,2.774018030604559e-7,2.5081886943028167e-7,0.0,0.0,2.2906184634098816e-5,5.422382593605517e-5,4.223771336133838e-5,0.0,5.499925518440457e-7,2.46366274589217e-5,6.20979105644669e-5,4.0152288290268574e-5,0.0,5.531141304768735e-7,0.001637261986200263,34.87592594710477,5.0527265881276495e-5,0.0,5.145049785919083e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8803850038506
t7,0.0,0.0,0.000313238049170545,6.97878276384583,3.8458969794353726e-5,0.00018028023879762501,6.956872563820425e-5,0.0006960423493757196,2.3390554649886265e-7,2.7348278945185835e-7,0.0,0.0,0.0,0.0,0.0,6.548108944494897e-5,2.7644620626413354e-5,0.00010714196149079941,0.00027411339041515353,9.233122684207246e-5,2.2825114511988033e-7,2.641963447977024e-7,0.0,0.0,0.0,0.0,0.0,0.00034980092264846343,0.0002946266576890641,0.3210763784212856,2.2681748917190235e-5,7.015565799320001e-5,0.00047479597216231145,2.937388186737849e-7,2.656159378352347e-7,0.0,0.0,7.559559156164214e-5,67.62382546301994,5.855299230696657e-5,0.0,5.764394890409624e-7,6.946182284504529e-5,0.007824695841513019,5.2541783804724654e-5,0.0,5.747706038516692e-7,5.720739712612038e-5,4.819070392008704e-5,3.751806937823042e-5,0.0,4.906775295292473e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93498793214873
t8,0.0,0.0,0.0006720816032539331,17.075069334374778,4.3864173212449496e-5,0.0003651056262911005,8.552340028122903e-5,0.0009308711405145258,2.408444959687362e-7,2.810793015245241e-7,0.0,0.0,0.0,0.0,0.0,4.194198815784797e-5,1.690439820739047e-5,9.222043026202938e-5,0.00021145521161567923,6.889299123125401e-5,2.1686564634282668e-7,2.495685984351252e-7,0.0,0.0,0.0,0.0,0.0,0.0004416730420468939,0.00041724933064427527,0.0012694318336376673,2.8117167402575107e-5,8.775843348197502e-5,0.0006176249370823772,3.0019454383985265e-7,2.732244175322581e-7,0.0,0.0,81.42334517449581,0.005290749934425401,6.989581348817124e-5,0.0,5.792299457759489e-7,1.0755763292880598,45.572400346922514,6.219274636368611e-5,0.0,5.879954859188276e-7,2.673324531915124e-5,2.595049276213678e-5,2.9305575987036852e-5,0.0,4.6773426793749574e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.15728992533354
