Segment,1,1,1,Total
Zone,1,2,3,0
AnnualSum,0.09168796970704815,0.0864287970348705,0.07209045055893205,0.2502072173008507
t1,9.84272434278607e-6,9.330447244010341e-6,7.88427957858697e-6,2.7057451165383382e-5
t2,9.854202479427248e-6,9.358261166876314e-6,7.868867506163154e-6,2.7081331152466716e-5
t3,9.84535337550501e-6,9.36572760390007e-6,7.863875731438035e-6,2.7074956710843114e-5
t4,9.843093286840455e-6,9.402157712185494e-6,7.866577294853264e-6,2.7111828293879213e-5
t5,9.889048635184492e-6,9.522168936335774e-6,7.878801425378268e-6,2.7290018996898535e-5
t6,1.0031377361496373e-5,9.737678562086137e-6,7.99238976806466e-6,2.776144569164717e-5
t7,1.0215900387576437e-5,9.823288658935253e-6,8.143882051543841e-6,2.818307109805553e-5
t8,1.0302069937373869e-5,9.833314341444264e-6,8.215574268659825e-6,2.835095854747796e-5
t9,1.0367758162295752e-5,9.903263522574303e-6,8.263596850176489e-6,2.8534618535046544e-5
t10,1.04751597216645e-5,9.97466856228081e-6,8.307837550465465e-6,2.8757665834410776e-5
t11,1.0563807385793222e-5,1.0015127394778298e-5,8.340025874567813e-6,2.8918960655139333e-5
t12,1.0651754597004233e-5,1.0044170379745205e-5,8.357886599608364e-6,2.9053811576357802e-5
t13,1.0716003021529428e-5,1.00886742461892e-5,8.383749280740457e-6,2.9188426548459086e-5
t14,1.078338230919351e-5,1.0129041337424847e-5,8.413720925074228e-6,2.9326144571692586e-5
t15,1.0842699296860163e-5,1.0176323917011532e-5,8.43624289287861e-6,2.9455266106750305e-5
t16,1.0853598043055798e-5,1.0200858497462339e-5,8.418563504236247e-6,2.9473020044754384e-5
t17,1.0832295112719574e-5,1.020276290213724e-5,8.392260108460182e-6,2.9427318123316997e-5
t18,1.0760222240802257e-5,1.018236148616261e-5,8.402874600107982e-6,2.934545832707285e-5
t19,1.0752834494079691e-5,1.0180754615628117e-5,8.412119527472616e-6,2.9345708637180424e-5
t20,1.0762154506330008e-5,1.0225232856445993e-5,8.439087587708487e-6,2.942647495048449e-5
t21,1.0725831269690472e-5,1.0137937106742219e-5,8.3866762522164e-6,2.925044462864909e-5
t22,1.0612969090603767e-5,9.964122638277844e-6,8.2631013436074e-6,2.884019307248901e-5
t23,1.0456161049296406e-5,9.784289549469972e-6,8.133947409020588e-6,2.8374398007786965e-5
t24,1.027860219420974e-5,9.634966364059198e-6,8.024953490988137e-6,2.7938522049257074e-5
t25,1.0126317679783762e-5,9.539114516462656e-6,7.957500134680911e-6,2.762293233092733e-5
t26,1.0019820673468812e-5,9.477817806073316e-6,7.913232120628627e-6,2.7410870600170755e-5
t27,9.93898504145469e-6,9.440119709589471e-6,7.890199230177919e-6,2.726930398122208e-5
t28,9.910372646722384e-6,9.459535583569179e-6,7.88990584548195e-6,2.7259814075773512e-5
t29,9.949412521284099e-6,9.572348645333153e-6,7.933065472164183e-6,2.7454826638781435e-5
t30,1.0103795016714992e-5,9.790506631351468e-6,8.04644525984643e-6,2.794074690791289e-5
t31,1.0293353586127494e-5,9.888419017188342e-6,8.16747362407195e-6,2.8349246227387786e-5
t32,1.0345686212782005e-5,9.921357866192611e-6,8.244013768735346e-6,2.851105784770996e-5
t33,1.0409348675112706e-5,9.989454994362911e-6,8.305355372162252e-6,2.870415904163787e-5
t34,1.0510677697342342e-5,1.0067464472964597e-5,8.360133200991867e-6,2.8938275371298805e-5
t35,1.0612757509035861e-5,1.0129568657231107e-5,8.41892339283827e-6,2.9161249559105237e-5
t36,1.0690712980847065e-5,1.0184142268360327e-5,8.444252404158334e-6,2.9319107653365726e-5
t37,1.0732825209276029e-5,1.0219860806132976e-5,8.462034883357123e-6,2.9414720898766128e-5
t38,1.0809250238351102e-5,1.026386443869222e-5,8.479847869977828e-6,2.955296254702115e-5
t39,1.0863666361980468e-5,1.0317349088170998e-5,8.488315903288379e-6,2.9669331353439844e-5
t40,1.0895883301796635e-5,1.0366243473194807e-5,8.492788768009223e-6,2.9754915543000665e-5
t41,1.0875118567349698e-5,1.0361161535789693e-5,8.48723771321828e-6,2.972351781635767e-5
t42,1.0794250408367644e-5,1.0304353904623223e-5,8.47216097057168e-6,2.9570765283562547e-5
t43,1.0768951934533948e-5,1.029937626406023e-5,8.473928654694608e-6,2.9542256853288787e-5
t44,1.0745589059241431e-5,1.032475653485044e-5,8.478460947026875e-6,2.9548806541118745e-5
t45,1.0728606520942428e-5,1.023255443266704e-5,8.41969627291066e-6,2.9380857226520128e-5
t46,1.0620761916015353e-5,1.0067072891240824e-5,8.30521691934313e-6,2.8993051726599307e-5
t47,1.0446200125566294e-5,9.86750822235332e-6,8.166834913685747e-6,2.848054326160536e-5
t48,1.0278511990185564e-5,9.711140981244303e-6,8.05811701821068e-6,2.8047769989640547e-5
t49,1.0142059852784474e-5,9.60597140356055e-6,7.98517071433593e-6,2.7733201970680954e-5
t50,1.0053201689026794e-5,9.543695992259187e-6,7.945705758083488e-6,2.754260343936947e-5
t51,9.994896795519531e-6,9.504100343565047e-6,7.922191929059806e-6,2.7421189068144384e-5
t52,9.958290443474134e-6,9.501771950806774e-6,7.912689694924183e-6,2.737275208920509e-5
t53,9.992647135911375e-6,9.61588728181694e-6,7.952512148211963e-6,2.7561046565940278e-5
t54,1.0136164253585433e-5,9.836657333343456e-6,8.07205752010204e-6,2.804487910703093e-5
t55,1.0301579600099074e-5,9.914444333354527e-6,8.224403439860442e-6,2.8440427373314044e-5
t56,1.0353163016898327e-5,9.913920285053873e-6,8.301673870525286e-6,2.8568757172477486e-5
t57,1.038368702038043e-5,9.969338181960712e-6,8.359477811334158e-6,2.87125030136753e-5
t58,1.047906961486589e-5,1.0043156639470565e-5,8.421749726869474e-6,2.894397598120593e-5
t59,1.0568213637630215e-5,1.0111426129043803e-5,8.480351556238243e-6,2.915999132291226e-5
