region,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,NE,NE,NE,NE,NE,NE,SE,SE,SE,SE,SE,SE,SE,SE,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,NE,NE,NE,NE,NE,NE,NE,SE,SE,SE,SE,SE,SE,SE,SE,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,MIDAT,NE,NE,NE,NE,NE,NE,NE
Resource,MIDAT_conventional_hydroelectric_1,MIDAT_hydroelectric_pumped_storage_1,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_nuclear_1,MIDAT_nuclear_2,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_hydroelectric_pumped_storage_1,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_2,NE_nuclear_1,NE_nuclear_2,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_battery_moderate_0,MIDAT_nuclear_mid_0,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0,NE_battery_moderate_0,NE_nuclear_mid_0,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7
zone,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3
Cluster,1,1,1,2,3,4,1,2,1,2,1,1,1,1,1,1,2,3,1,2,1,2,1,1,1,1,1,1,2,3,4,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,8,1,2,3,4,5,6,7,1,2,3,4,5,6,7
R_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
Inv_cost_MW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.886641325565697e9,3.126406476332002e9,1.8958062912651726e10,2.266538268586775e10,220964.57140443823,6.829140940676683e7,2.4792368399977407e9,1.6908488287955893e10,9.621220864488157e9,4.9914297513248924e10,159261.94268107592,2.3066869920563097e9,5.834076378042147e9,1.9670348569428773e9,3.0127606843965088e10,4647.490477184071,5.201029514318491e10,75673.12960727558,4.257702920177284e10,29532.86985504261,2.5700743280180416e10,162783.94338737786,3.08858816541867e10,20174.928518079727,1.3817355806551042e9,1.4889756538545183e10,5.968914870172473e9,4.472434866538159e9,20922.694915985172,5.572301034714162e10,56492.95196597229,8.68983136190438e9,7.846728098720078e9,14011.418116832185,11477.827316252966,29157.112967388635,8.226792329418373e8,9185.048312013398,11834.620595457032,1.3743732914035835e9,7.170892061686024e9,6.505906194494031e9,16316.040891275776,7.979023454603515e9,4.508221147111715e9,3.2103013407047475e6,1.0135133054217163e8,1.8436571059205909e9,7.600618386288695e8,6.905439199976066e9,5.75491100229942e9,6.316663975491249e9,3.080304637514313e9,5.919928651928958e8,9.484347180933373e8,5.652878674286192e9,1.5318605277477515e9,7.834538199455359e9,9.614150122394656e7,1.1437464643595006e9
Inv_cost_MWh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0527211555186066e11,0.0,0.0,0.0,0.0,4.608783069401288e10,0.0,0.0,0.0,0.0,8.788739178745426e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fixed_OM_cost_MW,1.2809659593599999e8,2.06608356e8,6.442642111040607e7,3.805219589328478e8,1.8792021922074057e7,1.9265958110139036e8,1.3889893407649675e8,9.547507664390381e6,6.514311566009637e8,3.332304919954873e9,1.3895878777933374e8,1.2017657663999999e7,6.807965544715746e7,2.1589130304e8,1.2634865310000001e8,9.791994659104e7,2.169946096052701e8,312012.25983329635,1.9146037097055066e7,2.3168606514653385e7,6.367684181043712e8,6.1894637893048e8,1.5714348752678895e8,3.8092982112e7,3.729664204631812e7,5.0775251832e8,2.4671590761600003e8,2.4897288431785145e8,7.420462980928592e7,5.111827570358044e8,7.144128469315168e7,2.3733408571382597e8,9.256086322674371e6,6.695779016294699e9,4.177989913573288e8,1.140720696e7,1.9458983321647328e8,1.9983704522707996e9,1.057922394719192e9,5.890764339437581e9,5.964906727185407e9,95762.87377418885,2.6427406501858033e7,7.130146185057653e8,4.71275045833966e9,2.578032471043791e9,2.0926638172319927e10,56537.23078449274,5.455950993239862e8,1.372710531294571e9,5.176019469384658e8,1.1003402454497648e10,1154.670942251325,1.602524354251978e10,23316.15939195755,1.3118696219603964e10,9099.572125743127,7.918829707749454e9,50156.46095475585,9.516457735361284e9,6216.233575777342,4.1220331489113426e8,4.441954805998643e9,1.7806637754971595e9,1.3342295757829854e9,6241.71825750915,1.6623448004367563e10,16853.139192752664,2.4097344030848846e9,2.175937583096527e9,3885.437457412061,3182.8598513309757,8085.415618094468,2.2813313259614015e8,2547.0605803108315,6007.439574897557,6.976535018477497e8,3.6400576098931313e9,3.3025003233629436e9,8282.279010577071,4.050277816985637e9,2.288443969377887e9,1.6295994591410563e6,4.7842277513426974e7,8.702870937086821e8,3.587825558532503e8,3.2596704630324163e9,2.7165706435646725e9,2.981742708831773e9,1.4540390195719893e9,2.364805343747376e8,3.7886664205181634e8,2.258128177296822e9,6.119249360738801e8,3.1296251845582743e9,3.840518175437836e7,4.5688688324447954e8
Fixed_OM_cost_MWh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.770473188555308e10,0.0,0.0,0.0,0.0,1.2349360402402514e10,0.0,0.0,0.0,0.0,2.3126527186447744e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Var_OM_cost_out,0.0,0.0,2731.2146707374063,4.8540625785099864e7,648.9651321623967,3778.0171734276523,985.2115974385409,1244.9416644688363,4.074881694091893e7,2.91858662386148e8,0.0,0.0,0.0,0.0,0.0,2028.8010658091523,1.8655046048767094e7,378.4874910860551,1104.3916856487244,1343.452703739891,6.435477506858873e7,3.987604650160762e7,0.0,0.0,0.0,0.0,0.0,2809.453466391924,2258.7694769163872,509950.15138992923,844.4215282567167,980.9901993025535,1098.4526313178183,5.3346997308664906e8,3.410159138976211e7,0.0,0.0,6.258172749714044e8,1.4290764383054143e8,926.1561246880964,0.0,9163.32195761254,8.686366766458943e6,1.455516311585613e8,1005.0999331616546,0.0,2.178766086319107e9,21292.146992187103,8.630813252793378e7,1046.8251196840552,0.0,1.46366152284515e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuel_cost,0.0,0.0,16999.772966939425,3.439767044156208e8,8139.1559004288165,27675.91655760419,8173.230704746801,9009.582186717167,1.3222835170732757e8,9.470701913819891e8,0.0,0.0,0.0,0.0,0.0,17329.775156108968,1.803313986913676e8,7499.144544788266,10858.97317290355,11760.602453823654,2.088287825424021e8,1.2939624502859043e8,0.0,0.0,0.0,0.0,0.0,21465.379053152,14562.94935595234,3.785279533005504e6,9105.344396645743,7925.580577975549,8215.342609262489,1.7401334564844534e9,1.0153907413232398e8,0.0,0.0,2.877352741220706e9,1.9231623693752556e9,6704.050476523638,0.0,29737.427670060704,3.8852496484863006e7,1.9055167839320073e9,7077.787583178917,0.0,7.070677992283117e9,117049.58348954566,1.3887276137994642e9,9060.08069373843,0.0,4.749972648609078e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
