BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t57,2.2135029399092253e6,4183.914635843691,-1.265518301690579e6,0.0,0.0,0.0,1.038368702038043e-5,-33311.88527221429,-409.2798250294493,-917474.277,1.2790093409809796e6,0.007154469714655203,-556383.3808858691,0.0,0.0,0.0,9.969338181960712e-6,22744.541249333328,-534.4218567585849,-743142.271,381559.8662069091,0.06439923696510091,-107555.39661259128,0.0,0.0,0.0,8.359477811334158e-6,10567.344022880961,-125.14203172913561,-283033.539
t58,2.267600790495987e6,6077.547085536056,-1.2757547750175504e6,0.0,0.0,0.0,1.047906961486589e-5,-33311.88718589358,-409.27983607756477,-963229.2803,1.2981010836643954e6,0.006742501936423725,-556383.3878802618,0.0,0.0,0.0,1.0043156639470565e-5,33311.86953430054,-409.29579005675305,-773051.5287,389425.9521490443,0.05958534378346256,-93040.97293753947,0.0,0.0,0.0,8.421749726869474e-6,0.017651593042115277,-0.015953979188274847,-295097.7881
t59,2.252353411606845e6,14694.384578149507,-1.2223535158417725e6,0.0,0.0,0.0,1.0568213637630215e-5,-33311.88615930511,-409.27982412287474,-1.01e6,1.2660430091472548e6,0.053362848429202026,-498956.1746188571,0.0,0.0,0.0,1.0111426129043803e-5,33311.89854338542,-409.29588955895514,-798424.7133,389808.89496923954,0.05991060025104941,-83265.0502329634,0.0,0.0,0.0,8.480351556238243e-6,-0.012384080307674239,-0.016065436080422095,-305256.7731
t60,2.243974863610682e6,17498.559918668747,-1.1667791425124146e6,0.0,0.0,0.0,1.0665664180296584e-5,-33311.88766795946,-409.2798309143613,-1.06e6,1.260043400950923e6,0.05153808322717805,-472278.7831289012,0.0,0.0,0.0,1.017949609910403e-5,33311.89980220464,-409.2959380411068,-819102.5313,395891.4723623892,0.060148098411805795,-81377.52465958572,0.0,0.0,0.0,8.539098785520909e-6,-0.012134245185578818,-0.01610712674549936,-313226.8858
t61,2.2410287219501897e6,20428.016587129798,-1.1167624567660934e6,0.0,0.0,0.0,1.073580501781435e-5,-33311.888803569644,-409.27983622157734,-1.11e6,1.2639278330916606e6,0.05411046955559057,-455682.61789036373,0.0,0.0,0.0,1.024071888995551e-5,33311.88926604808,-409.2960656126767,-839583.1287,407009.7794624,0.06086512747365591,-85965.32665652163,0.0,0.0,0.0,8.58590682745655e-6,-0.0004624784317368569,-0.016229391099389118,-319757.1425
t62,2.227852572556663e6,21558.977681963617,-1.0747172687938956e6,0.0,0.0,0.0,1.0766454820741827e-5,-33311.89006852274,-409.27984420076336,-1.14e6,1.2884894910219559e6,0.05504639684038046,-465407.1867456892,0.0,0.0,0.0,1.0275429557226543e-5,33311.84972812724,-409.29703363591926,-854420.1838,414436.95831211907,0.060861316665340476,-87058.52501035992,0.0,0.0,0.0,8.625871012344667e-6,0.04034039549777746,-0.01718943515587624,-326091.0551
t63,2.1768143283492834e6,22470.13188877151,-997345.6887941551,0.0,0.0,0.0,1.0818952113866274e-5,-30591.06803747631,-391.93790801204216,-1.17e6,1.2947915866208198e6,0.05409599922512279,-446922.27348592435,0.0,0.0,0.0,1.0322002064525675e-5,19101.16941598127,-527.9968691595188,-864759.0928,390718.23243830155,0.06080326322125279,-70900.18710299674,0.0,0.0,0.0,8.641388870570128e-6,11489.898621495044,-136.05896114747674,-329748.8714
t64,2.0566650682971897e6,24401.92646639038,-862941.3545831215,0.0,0.0,0.0,1.0846032770412981e-5,-26824.018512655555,-368.899108267024,-1.19e6,1.1614743227186669e6,0.049446847768991734,-304126.7302620517,0.0,0.0,0.0,1.0354378766088981e-5,15334.11623943095,-504.9580886434151,-870516.4163,329572.37744416064,0.056273739967979505,-7035.877560636894,0.0,0.0,0.0,8.607124258943013e-6,11489.902273224605,-136.0589803763911,-332468.5997
t65,1.4778289038175975e6,27297.73003805197,-270432.28685852257,0.0,0.0,0.0,1.0829908035136246e-5,-33311.98947847445,-409.2804777714359,-1.2e6,678098.5013547125,167697.51374880827,-0.034889147696799294,0.0,0.0,0.0,1.0345937566819117e-5,21823.218844398427,-545.326170175849,-865373.5107,241333.23728383498,80474.38606430846,-0.021178506542830655,0.0,0.0,0.0,8.593131386830933e-6,11488.77063407602,-136.04569240441307,-332694.0317
t66,469352.0913020558,734349.5166287428,-0.03619087719204918,0.0,0.0,0.0,1.0750617426843658e-5,-22590.640727518046,-277.5557512569796,-1.18e6,349562.95127218845,471292.4601270999,-0.029587817317934306,0.0,0.0,0.0,1.0290344260098169e-5,23463.418801180964,-287.8915000684977,-842738.6578,244706.38345683145,82811.97342827982,-0.021396033078596145,0.0,0.0,0.0,8.577506284036714e-6,-872.7780736629161,-10.335748811518114,-326294.6711
t67,223691.27466557178,958670.1781668932,-0.028696994507931582,0.0,0.0,0.0,1.0730832653554772e-5,-21282.645048789775,-261.48534897498627,-1.16e6,344873.8414483258,471129.7922441032,-0.029890338551051457,0.0,0.0,0.0,1.0295561953468228e-5,24117.437289571342,-295.0544493549731,-838483.2448,243828.0254876279,83080.89414564696,-0.02151284060825237,0.0,0.0,0.0,8.559703863182298e-6,-2834.792240781569,-33.569100379986814,-323676.7508
t68,246013.72091396598,916857.9062778967,-0.027178982548658775,0.0,0.0,0.0,1.0731503010885236e-5,-21780.60024341523,-267.60336462015164,-1.14e6,346967.0948917714,470353.7260129694,-0.030015570509978398,0.0,0.0,0.0,1.029376966024566e-5,21344.772184611084,-272.765098690741,-837072.3592,240946.3347961791,81624.33395236425,-0.021698048247511932,0.0,0.0,0.0,8.560504936343821e-6,435.8280588041442,-5.161734070589403,-322665.9427
t69,252751.84435273273,890494.3602056326,-0.027262533268012153,0.0,0.0,0.0,1.0728292484526686e-5,-22146.202754944832,-272.09525831239404,-1.12e6,342669.17566960194,430430.5621055849,-0.030680952279291712,0.0,0.0,0.0,1.0198720226630125e-5,18870.4712990074,-310.88595811471237,-790300.743,236641.8808722173,68713.9451137383,-0.021570094087423254,0.0,0.0,0.0,8.496058680101632e-6,3275.731455937432,-38.79069980231836,-308223.7494
t70,246195.98099986298,827555.3400985453,-0.026579070821574367,0.0,0.0,0.0,1.0631613189730858e-5,-22639.2116005098,-278.15250386248016,-1.05e6,344670.3363915528,370576.61900717684,-0.030324623393672423,0.0,0.0,0.0,1.0040891128768533e-5,11149.253502231219,-414.2117532311347,-724520.0981,227100.1207327859,46231.134447198434,-0.021094492226986575,0.0,0.0,0.0,8.379651947382888e-6,11489.958098278581,-136.05924936865452,-284218.8751
t71,235990.78131648197,747471.3848998491,-0.02460420591716462,0.0,0.0,0.0,1.0468051288860192e-5,-22480.149436349602,-276.1982206788595,-959873.8219,342119.92488449207,308457.30265133653,-0.029130037153826782,0.0,0.0,0.0,9.866425188947707e-6,10990.184163017919,-412.2575650345327,-659695.2145,219122.56525448465,26487.81553869704,-0.02112807824284335,0.0,0.0,0.0,8.227708480898017e-6,11489.965273331683,-136.05934435567323,-256498.0084
t72,225922.76132384437,667252.7426632782,-0.025096902830403632,0.0,0.0,0.0,1.0283814925842502e-5,-22307.9046116468,-274.08197391258966,-869763.6383,340175.4824808351,258063.57011961017,-0.028426885561640552,0.0,0.0,0.0,9.696315220844429e-6,10817.93893541781,-410.14132307183024,-607189.031,208990.37663139257,12971.457787732366,-0.021075371656762945,0.0,0.0,0.0,8.091379758603949e-6,11489.965676228992,-136.05934915924058,-232849.4622
t73,218887.85574881657,608216.1595232828,-0.026966483104442766,0.0,0.0,0.0,1.0135181757613172e-5,-22141.96954444391,-272.0432473727973,-803862.1608,345595.8401762908,221454.58042950538,-0.028259313354185495,0.0,0.0,0.0,9.60415337663624e-6,10652.005704878653,-408.1025701507946,-575838.5461,200850.55300949438,5447.395386796972,-0.020604478112007142,0.0,0.0,0.0,8.014552055376512e-6,11489.963839565256,-136.05932277799727,-217185.5727
t74,214579.57923006063,568689.6754497945,-0.028867283959148782,0.0,0.0,0.0,1.0041337369140847e-5,-21812.74131864938,-267.99825561367294,-760364.7154,352900.12632566533,193596.17789029938,-0.027867616264393262,0.0,0.0,0.0,9.545403708670413e-6,10322.987381991534,-404.055365523942,-554963.5075,206348.59454076173,0.030118089450911295,-9620.355292109773,0.0,0.0,0.0,7.977148378751609e-6,11489.753936657846,-136.05710991026902,-207615.6198
t75,211313.3561756335,544347.921309941,-0.030243537868469908,0.0,0.0,0.0,9.985867978280935e-6,-21555.661325426936,-264.83969775398,-733020.131,358264.66689257324,178750.3521234062,-0.027179794169187976,0.0,0.0,0.0,9.523787479196682e-6,10065.879536088822,-400.8972607784706,-545231.431,207717.5631546182,0.030094165810724702,-16370.62796794291,0.0,0.0,0.0,7.959206571577531e-6,11489.781789338114,-136.05756302449058,-202234.3393
t76,207924.40852268916,536216.3689274845,-0.034253926884332195,0.0,0.0,0.0,9.953001780020729e-6,-20993.658185347078,-257.9347805297863,-722075.4354,360938.47052271146,179423.75023297349,-0.026593394344783916,0.0,0.0,0.0,9.529122815266512e-6,9503.885808648984,-393.9921944013615,-548030.446,205625.20884628163,0.03098317806122533,-15332.703061498958,0.0,0.0,0.0,7.953564193420146e-6,11489.772376698094,-136.0574138715752,-201179.8992
t77,205256.22051950492,551274.033419239,-0.03371966868566678,0.0,0.0,0.0,9.969897331677081e-6,-20702.663721895373,-254.35954339891225,-734763.0481,358665.02057429333,213232.9191535959,-0.027323072255863404,0.0,0.0,0.0,9.626670768834318e-6,9212.89811541403,-390.41680009650247,-579282.3206,210325.05685075908,0.030969837926319077,-12862.34999010527,0.0,0.0,0.0,7.986437246666145e-6,11489.765606481344,-136.05725669759022,-208350.0919
t78,325986.83574067854,476341.68774903624,-0.02833540289932078,0.0,0.0,0.0,1.0106051912025606e-5,-16050.06610252996,-197.19647691938349,-785328.228,549687.5731005754,89646.90149427178,-0.02796905684179827,0.0,0.0,0.0,9.837279061627133e-6,4560.243540760543,-333.2546075702279,-642180.511,255887.78935833587,0.02570660115879763,-38012.63041874074,0.0,0.0,0.0,8.098530733176861e-6,11489.822561769417,-136.05813065084442,-228762.5978
t79,1.285667898115223e6,0.027238597147039814,-415567.2947924322,0.0,0.0,0.0,1.029159227897474e-5,-25182.43619631569,-309.3995520607647,-843743.3965,1.0149555885334437e6,0.02474111070952134,-345562.5928810603,0.0,0.0,0.0,9.942401315472811e-6,13692.515776589438,-445.4585506175039,-681146.744,322629.5073719927,0.022874535577076915,-78815.2078878433,0.0,0.0,0.0,8.233010394968954e-6,11489.920419726253,-136.05899855673917,-254701.8243
t80,2.139334247641918e6,0.03486377056860726,-1.2175165423243118e6,0.0,0.0,0.0,1.0371301762719856e-5,-33311.895852117545,-409.27989000645374,-887131.0519,1.2052809350609828e6,0.033276634382593165,-516243.4139034247,0.0,0.0,0.0,9.96105771882515e-6,21821.907683911624,-545.3393844264601,-708613.5008,336657.78851528704,0.02283363699334596,-73412.77313808167,0.0,0.0,0.0,8.328454178205924e-6,11489.988168205922,-136.05949442000636,-274132.6101
t81,2.2496458927116464e6,0.002669897415845858,-1.2873286817932578e6,0.0,0.0,0.0,1.043555313622317e-5,-33311.89495373525,-409.27987942473624,-927622.9947,1.2781914592056586e6,0.006213384919252843,-556383.3847241998,0.0,0.0,0.0,1.0034903357744253e-5,21821.9293687788,-545.3392367974864,-741382.4567,340194.3119105978,0.02464326305701353,-61692.61455381367,0.0,0.0,0.0,8.40182853646083e-6,11489.965584956451,-136.05935737275007,-289389.2676
t82,2.3053917937109782e6,0.003018150718586462,-1.287328681945095e6,0.0,0.0,0.0,1.051962451784321e-5,-33311.89290597524,-409.2798669029369,-983368.8926,1.3026347561930595e6,0.004278061141604084,-556383.3969128681,0.0,0.0,0.0,1.0099336603700736e-5,26955.85979163374,-484.5530442431084,-771079.323,358062.00935034495,0.02493918705953385,-61683.70050950431,0.0,0.0,0.0,8.462041162681416e-6,6356.033114341503,-75.27317734017149,-302253.4368
t83,2.362013050183884e6,0.04015474249271293,-1.287326322246653e6,0.0,0.0,0.0,1.0616562364672294e-5,-33311.890060617865,-409.2798482662215,-1.04e6,1.2860840506389919e6,0.03390655196547589,-521145.7076474786,0.0,0.0,0.0,1.0164412699439506e-5,31023.82709240054,-436.38163469054024,-793934.1527,368641.09013585915,0.024372243249706257,-57310.42964002528,0.0,0.0,0.0,8.539076921734604e-6,2288.0629682173258,-27.101786424318718,-313234.1578
t84,2.293181629605901e6,0.03473737484875107,-1.1584949930909625e6,0.0,0.0,0.0,1.0720742768061818e-5,-33311.890429326704,-409.27985025498555,-1.1e6,1.2599230852689561e6,0.036095317565280866,-482134.4072056133,0.0,0.0,0.0,1.0223619212696126e-5,32964.57656827944,-413.40006440029066,-808771.2077,374460.5223953361,0.024231606070652542,-53315.87116105356,0.0,0.0,0.0,8.596445046975483e-6,347.3138610472655,-4.120214145305115,-321153.3666
t85,2.250336789394701e6,0.03494280919807882,-1.075650163557792e6,0.0,0.0,0.0,1.0789775715394894e-5,-33311.88961522805,-409.27984613091326,-1.14e6,1.2270692731891568e6,0.036295423089094364,-432945.1251148709,0.0,0.0,0.0,1.0279077608561302e-5,30893.19784059005,-437.92839183387315,-822986.2594,367892.2342694052,0.02453977540746121,-42530.53421669822,0.0,0.0,0.0,8.628762347371793e-6,2418.6917746379977,-28.648545702959918,-327392.7432
t86,2.2101155324350484e6,0.037698298456119606,-995428.9126402008,0.0,0.0,0.0,1.0845457466273476e-5,-33311.89052220578,-409.27985356065005,-1.18e6,1.2040043369083644e6,0.03577686491668454,-395810.9729841192,0.0,0.0,0.0,1.0301846362137454e-5,26271.078377925714,-492.6618621036798,-832323.8948,354667.62294331903,0.025091760993408624,-29440.84757171203,0.0,0.0,0.0,8.639105992066333e-6,7040.812144280067,-83.38200854302974,-331770.4876
t87,2.206867799623706e6,0.03905831985795136,-962192.4492807247,0.0,0.0,0.0,1.0877961628802948e-5,-33300.7708849769,-409.20928989543955,-1.21e6,1.1149725005987256e6,0.03413966587986075,-300537.2317099276,0.0,0.0,0.0,1.0297867457155721e-5,21810.781445089488,-545.2687917678252,-834000.2696,318961.36062983546,3179.537086107167,-0.04719994454036838,0.0,0.0,0.0,8.637241101339779e-6,11489.98943988741,-136.05950187238565,-333028.5437
t88,2.0442345359842465e6,0.03879468006736046,-789547.87388139,0.0,0.0,0.0,1.0889729274936155e-5,-33311.94760684856,-409.28021378978497,-1.22e6,895402.511721455,0.032271922960487115,-81881.02522602747,0.0,0.0,0.0,1.0295068498346463e-5,21821.960684141835,-545.3396916044871,-833097.6062,260131.49435066868,60518.60934134459,-0.02048939250682868,0.0,0.0,0.0,8.603477201936812e-6,11489.986922706723,-136.05947781470223,-331537.7836
t89,1.428368253718772e6,0.0377649841701994,-183681.7248221911,0.0,0.0,0.0,1.0851663691345878e-5,-33311.97805948323,-409.28040175417146,-1.21e6,556555.9270947725,245556.86244016665,-0.03495917816804056,0.0,0.0,0.0,1.0272507859471307e-5,21822.040149499757,-545.3394950857664,-821689.1549,206030.16927491204,110053.14938393343,-0.02292840592337784,0.0,0.0,0.0,8.566196149035235e-6,11489.937909983468,-136.059093331595,-326970.9672
t90,394482.6640324384,822786.2896454601,-0.033581913265630495,0.0,0.0,0.0,1.0785868586533694e-5,-26072.391925961838,-320.33363517586514,-1.19e6,341758.6458272991,443340.6386664633,-0.030910404023597474,0.0,0.0,0.0,1.0212285226550823e-5,14582.451967797704,-456.3927473817655,-797742.0267,195780.2345442172,111707.32687206435,-0.0011960433472031108,0.0,0.0,0.0,8.527590147935912e-6,11489.939958164134,-136.05911220590036,-318375.4623
t91,173855.65892534968,1.0027755656768095e6,-0.029882144659467785,0.0,0.0,0.0,1.0737265643257366e-5,-25449.97013570172,-312.686414413827,-1.15e6,336267.6907002492,435593.36992632895,-0.03090606402624413,0.0,0.0,0.0,1.018968561079327e-5,13960.024940099549,-448.7455772197769,-783875.9037,192322.46854412663,111391.16912033685,-0.025600488924149768,0.0,0.0,0.0,8.496859322967714e-6,11489.94519560217,-136.0591628059499,-314601.294
t92,179557.07893769545,957157.8223780284,-0.02872661499613966,0.0,0.0,0.0,1.0684411368947818e-5,-25531.6453207886,-313.6898983601252,-1.11e6,339991.5013260116,426525.61392477126,-0.030471467761768886,0.0,0.0,0.0,1.0149085338999475e-5,14041.699547597129,-449.74906666492564,-778611.6316,190200.0754331592,109593.95885710756,-0.02120003378380332,0.0,0.0,0.0,8.463393596618751e-6,11489.945773191472,-136.0591683048004,-310681.6856
t93,176256.39197273902,930460.5713418729,-0.028611681328442856,0.0,0.0,0.0,1.0653574813428976e-5,-25533.661368544203,-313.71467295889767,-1.08e6,342602.795176152,389292.58493586973,-0.03078437711858642,0.0,0.0,0.0,1.004276782934253e-5,14043.685517800232,-449.77407608120313,-743991.8365,198145.53864019434,87678.95895777353,-0.02088967631486066,0.0,0.0,0.0,8.414295035489615e-6,11489.975850743971,-136.05940312230547,-296712.1723
t94,185654.44294974656,860995.2893706333,-0.029022703967382185,0.0,0.0,0.0,1.05705851572977e-5,-25468.04478644843,-312.90849549937536,-1.02e6,347206.8260717015,334681.28662308666,-0.030499576533197292,0.0,0.0,0.0,9.913489231598289e-6,13978.069153843338,-448.96789765327105,-693920.5685,200505.570499364,66106.3093778925,-0.020785814035496904,0.0,0.0,0.0,8.323689682824514e-6,11489.975632605092,-136.05940215389572,-277499.5464
t95,202724.07247070002,775323.1334044143,-0.028092645785509726,0.0,0.0,0.0,1.0471665897768253e-5,-25379.099524646368,-311.8156933346025,-951488.6068,352340.7452546786,274791.6352901655,-0.030094602241163823,0.0,0.0,0.0,9.779750685416927e-6,13889.123964603943,-447.87509647312584,-639078.0798,201548.29966650586,41742.281732554155,-0.020336106257107828,0.0,0.0,0.0,8.216976599315252e-6,11489.975560042425,-136.05940313852338,-254178.2402
t96,220718.79068461695,682168.4792496949,-0.029107088446487517,0.0,0.0,0.0,1.0334503327929353e-5,-25283.594955547287,-310.6423003093671,-876426.522,353107.5776747177,224782.47446227112,-0.028820025161134417,0.0,0.0,0.0,9.631314105446653e-6,13793.619553322153,-446.70170561060115,-589742.5961,199394.486633825,22029.198099798545,-0.020415876077525465,0.0,0.0,0.0,8.105470809663351e-6,11489.975402225135,-136.05940530123402,-232311.3341
t97,231724.19432490485,606481.061017981,-0.030776903216212334,0.0,0.0,0.0,1.0189486180926217e-5,-25187.925716722773,-309.466884907991,-811842.5251,357163.4469706428,188240.6013273435,-0.028152830467329255,0.0,0.0,0.0,9.519828984919994e-6,13697.950631563343,-445.52629019113,-557163.2754,198125.15845997503,7605.559202571841,-0.01836109985293253,0.0,0.0,0.0,8.020830006486956e-6,11489.97508515943,-136.05940528313897,-216618.3566
t98,240086.34803439936,550736.2304265822,-0.03253491405804952,0.0,0.0,0.0,1.00962813021886e-5,-25079.39053695004,-308.13339432636315,-764571.0466,361510.09728731005,163974.3233932967,-0.028484196407662025,0.0,0.0,0.0,9.456133926706448e-6,13589.43824749448,-444.19263002824175,-537137.8023,195382.7741522385,0.020739667494203994,-0.06235613234583809,0.0,0.0,0.0,7.964466214923208e-6,11489.95228945556,-136.0592357018786,-206270.2997
t99,246230.5592075508,511676.9932594176,-0.03380891081225379,0.0,0.0,0.0,1.003282779327467e-5,-24946.808955814897,-306.5044615299203,-731791.8548,365823.0487507649,147532.68807038676,-0.028903613484151346,0.0,0.0,0.0,9.424231621018961e-6,13456.849386685193,-442.56383577017056,-524879.7855,189347.19319662376,0.029973450167100638,-0.1994750413002187,0.0,0.0,0.0,7.938611049469617e-6,11489.959569129704,-136.05937424025024,-200234.5391
t100,252073.82927816635,486298.11192834354,-0.03500653525666969,0.0,0.0,0.0,9.993277392995656e-6,-24719.245600738886,-303.7085565536342,-712489.3917,372710.4226165913,136459.94796211034,-0.028836005549015338,0.0,0.0,0.0,9.413732408242435e-6,13229.500997031702,-439.76572759281765,-520472.6643,186255.52706946267,0.012085438526779818,-107.95084281562242,0.0,0.0,0.0,7.92147713747569e-6,11489.744603707184,-136.05717103918346,-197034.8588
t101,255692.47818009852,476478.01188199647,-0.034004504631866675,0.0,0.0,0.0,9.970755969053742e-6,-23810.04971808022,-292.5379439523835,-707219.4693,379751.1430547385,134819.61971093895,-0.022225357887570615,0.0,0.0,0.0,9.425633109826089e-6,12320.089040894101,-428.5972138006888,-524985.9812,186586.51515581933,91.65421645790246,-0.011289912990637297,0.0,0.0,0.0,7.927423501804897e-6,11489.960677186118,-136.0592698483053,-197565.7148
t102,358632.0421872299,359340.45264784567,-0.00983343456214342,0.0,0.0,0.0,1.0000139588529279e-5,-0.36199093916058367,-0.011180305886325828,-717416.2202,544913.6049912905,1.2222582028015312,-0.011208129197676265,0.0,0.0,0.0,9.494528438853118e-6,-1305.1194798760312,-15.479422859167371,-542531.0263,202388.21983575783,0.030856822643025306,-0.012385355889916218,0.0,0.0,0.0,7.948617658961564e-6,1305.4814708151916,-15.468242553281046,-203332.4114
t103,1.1482997033962153e6,0.00980917796611927,-435738.97586293396,0.0,0.0,0.0,1.0081567401621937e-5,26686.01411436982,-371.4595140925629,-737940.0976,883341.6871875359,0.009797340009022656,-284652.3271340347,0.0,0.0,0.0,9.54348034657359e-6,-38175.89998670107,-507.51840091133795,-558339.0134,272704.3638243317,0.009804664501158342,-69911.0046130693,0.0,0.0,0.0,7.983559521011562e-6,11489.885872331248,-136.058886818775,-212713.2923
t104,1.9832963159744963e6,6772.104980903,-1.224286019343425e6,0.0,0.0,0.0,1.01659534878894e-5,7590.445025545012,-290.0943293248931,-772228.9026,1.0906142782233201e6,11081.185742387523,-485558.60375940823,0.0,0.0,0.0,9.646239898606885e-6,-19080.332431542927,-426.1532212775088,-595044.7953,294076.83585421334,0.2965706783248996,-75525.33053422172,0.0,0.0,0.0,8.058316705192998e-6,11489.887405997917,-136.05889195261568,-228471.7178
t105,2.1149718562885784e6,1402.7836998121848,-1.2773895223938907e6,0.0,0.0,0.0,1.029605984141352e-5,-3717.3771536931545,-280.1745509203697,-834143.629,1.1515186015979287e6,7867.633858632553,-518766.32141283125,0.0,0.0,0.0,9.76213283139141e-6,-7772.510822672828,-416.23344524543137,-630855.4992,307548.99429385713,0.3086252455782311,-71937.3831689415,0.0,0.0,0.0,8.148518382516529e-6,11489.887976365982,-136.05889432506166,-245531.8314
t106,2.195073628737977e6,1498.9584713550253,-1.277193284182064e6,0.0,0.0,0.0,1.0458594000071756e-5,-5910.062940092577,-288.8051594571202,-912327.8684,1.1731710585094925e6,8147.435809075076,-518168.32536084624,0.0,0.0,0.0,9.840896731619665e-6,-5579.825137007088,-424.8640539458255,-655561.168,313369.47314253193,0.3227322882503664,-66500.81435973714,0.0,0.0,0.0,8.215066718060427e-6,11489.888077099666,-136.05889448870525,-256788.8885
t107,2.2509041697067064e6,3966.4664198478326,-1.2655025148785631e6,0.0,0.0,0.0,1.0577806845052871e-5,-3702.0632362219912,-286.87301676227935,-984528.55,1.184989312418307e6,8653.609634288856,-515598.22730634676,0.0,0.0,0.0,9.875238789380778e-6,-7787.824810034546,-422.93191028551695,-668251.553,298046.6536490902,0.3251111098020847,-45963.970531751576,0.0,0.0,0.0,8.231432055943109e-6,11489.888046256538,-136.0588935232376,-262002.913
t108,2.186450402263731e6,10577.762640612546,-1.1431503288315213e6,0.0,0.0,0.0,1.0692416759300124e-5,-2745.791669016049,-284.14132684978233,-1.05e6,1.1923289324513183e6,8956.085644855932,-515075.78975987213,0.0,0.0,0.0,9.901731332949002e-6,-8744.096900788249,-420.20022237395597,-675465.2746,291906.18135436357,0.3233345874894088,-37816.423595277665,0.0,0.0,0.0,8.2519237735271e-6,11489.888569804298,-136.0588955241736,-264009.9852
t109,2.1135215527462056e6,11457.849383643925,-1.0236415544087362e6,0.0,0.0,0.0,1.0770468253579517e-5,-228.96055094984695,-272.5611500503154,-1.1e6,1.2063298553083334e6,7703.443475364827,-520157.14867365273,0.0,0.0,0.0,9.921050995297424e-6,-11260.929168991133,-408.6200524662883,-680638.5218,280648.42027707945,0.32134932500226077,-26296.869163945983,0.0,0.0,0.0,8.250449995760697e-6,11489.88971994098,-136.0589024159729,-264271.7772
t110,2.022279201483468e6,11890.133068872037,-896915.498125331,0.0,0.0,0.0,1.0830424924165122e-5,3857.956381996348,-274.0124450723358,-1.14e6,1.2163206964160588e6,7709.030051027072,-521262.1963394055,0.0,0.0,0.0,9.94053691146882e-6,-15347.845361128157,-410.07134320729233,-685440.084,296017.70274531585,0.3203393216773299,-42698.773061173095,0.0,0.0,0.0,8.264370568362072e-6,11489.888979131809,-136.05889813495648,-263239.1531
t111,1.9433656212482932e6,12921.982877584818,-787428.1612013868,0.0,0.0,0.0,1.0872802142720878e-5,2249.428985125991,-272.54961755552324,-1.17e6,1.2170189600929245e6,8252.971012098078,-516902.1320763608,0.0,0.0,0.0,9.95932724793111e-6,-13739.318168825495,-408.6085164531264,-692653.8056,310948.05783164536,0.32799919134503375,-58981.72684811992,0.0,0.0,0.0,8.257852223554268e-6,11489.889183699504,-136.05889889760317,-261886.561
t112,1.7558283335139342e6,13448.52765264538,-585060.3192103463,0.0,0.0,0.0,1.086477828138205e-5,-3098.3898597413754,-277.1871528167237,-1.18e6,1.1465759577552755e6,17560.6892807469,-456614.83676800405,0.0,0.0,0.0,9.954322158642221e-6,-8391.49936432818,-413.24605178310344,-697144.3662,282854.55812357157,0.330023083270788,-30655.526009688678,0.0,0.0,0.0,8.246586504096922e-6,11489.889224069555,-136.05889896637976,-262119.265
t113,1.1755226108132305e6,41544.79403491318,-17998.595561641294,0.0,0.0,0.0,1.0826083657336783e-5,-17892.961654601626,-306.04328156899015,-1.18e6,650190.3728976283,55281.681672979066,-13043.602189688423,0.0,0.0,0.0,9.935275079849706e-6,6403.051908949841,-442.10230732608795,-696787.8521,207379.56602241663,46085.37529212008,-0.3146258021699291,0.0,0.0,0.0,8.23880430091929e-6,11489.909745651785,-136.05902575709777,-263384.5931
t114,322195.282274848,850996.3720779733,-11289.09667979262,0.0,0.0,0.0,1.073766299869385e-5,-10828.869240078244,-254.99102287104216,-1.15e6,260156.86082229484,436581.1465920208,-8043.025927479475,0.0,0.0,0.0,9.890234298855465e-6,-661.040502573238,-391.0500448607355,-686092.429,188975.82365539053,64809.042541118884,-0.2846354511554571,0.0,0.0,0.0,8.253675767284172e-6,11489.909742651482,-136.05902198969338,-263704.5611
t115,204073.24605527843,937939.4263364659,-10929.143869457206,0.0,0.0,0.0,1.072069931013174e-5,-10020.99318101612,-249.4110860746858,-1.12e6,267001.20511476183,431869.1654949063,-7816.090823030199,0.0,0.0,0.0,9.913941278642756e-6,-1468.9161695872317,-385.47010492921453,-687655.0227,197519.83941560466,59268.35166637352,-0.2759025499949199,0.0,0.0,0.0,8.281782933827597e-6,11489.909350603351,-136.05901885452872,-266707.8974
t116,228810.40894599134,884570.93558505,-10592.69761701376,0.0,0.0,0.0,1.0701194386998998e-5,-11697.76276864059,-263.5796131787192,-1.09e6,278844.63077599544,422989.81902635295,-7384.322744890084,0.0,0.0,0.0,9.932313315342494e-6,207.85373378507575,-399.6386295740431,-692699.318,201043.95526295528,56776.865814634766,-0.27691970687902334,0.0,0.0,0.0,8.291609529218821e-6,11489.909034855515,-136.05901639532382,-267740.5215
