Zone,1,2,3
AnnualMean,45.76077,53.145027,59.177414
t1,117.61588652505374,114.48590990836202,107.40074188353371
t2,117.61588664653925,114.48590944131018,107.40073601204249
t3,117.61588622576289,114.48590848920092,107.40072738246634
t4,117.61588556675676,114.48590772985901,107.40071745051357
t5,117.61588448427975,114.48590587560541,107.40067581820834
t6,117.61587940976791,114.48589167964336,9.984304674795695
t7,93.71034546014408,96.90078161708425,0.00020462167705283748
t8,0.00027802260765243185,10.469156530264161,9.983908266472094
t9,2.8208845891303273e-5,9.98398339129382,9.983973274456122
t10,2.011891469507989e-5,9.983949913791063,9.984037722156891
t11,3.84792311860934e-5,9.983937082094398,9.984029027443803
t12,4.076277199858272e-5,9.98393661978352,9.984058754128522
t13,4.079788076790761e-5,9.983929069251303,9.984041982579885
t14,3.95806132182648e-5,9.983915649936765,9.984004079318249
t15,3.969810781986055e-5,9.983909828385707,9.983951472610562
t16,5.74388273591267e-5,9.983907285668263,9.984195033053423
t17,84.49401183245197,107.46241865078477,109.05336641374235
t18,110.7163974728525,114.48589096232854,109.053425690484
t19,110.71640451537304,114.48588732714374,109.0534193690289
t20,110.71640399545223,114.48588247580373,109.05342132883978
t21,110.71640403896585,114.48588322163276,109.05341554764674
t22,110.7164054393279,114.48588661152,109.05340247838696
t23,110.7164066504888,114.48588783737034,109.05304742971052
t24,110.71640750191176,114.48588749517918,92.30284175408549
t25,110.71640832831838,114.4858865436668,92.30281416203566
t26,110.71640836838185,114.4858833628736,92.30281124793082
t27,110.7164086773336,114.48588173893047,92.30281216167475
t28,110.71640855114019,114.48588059800251,92.30281440527801
t29,110.71640768482132,114.48587817258819,92.30282208443948
t30,110.7164038818449,114.48585636686778,101.68636283423083
t31,37.361156749726646,35.569269506032505,109.05327861938409
t32,9.6798823696224e-5,19.96772906900125,109.0533034630225
t33,1.4914739855629688e-5,6.916066523000001e-5,109.05328848421435
t34,1.6116974442998998e-5,0.0003290249381800307,109.0530784212941
t35,3.730745136357111e-5,4.834038333847409,101.6860580664173
t36,3.952138926182139e-5,9.983922878016662,10.470876710296633
t37,3.705421327490145e-5,9.98390271073878,10.468352071080881
t38,3.2361608159783726e-5,9.983848302815758,10.468244431605212
t39,3.105129007070269e-5,0.0005910976528196155,9.983993171042028
t40,3.536108284899019e-5,0.0001896475597258429,9.985094119670498
t41,37.36095387752806,101.03851542003042,109.0534614151672
t42,102.02787686045698,101.0389774280751,109.05351025118942
t43,102.0278826894688,101.03893800499547,109.05345962225675
t44,102.02788272063033,101.03893111988673,109.05345213924026
t45,102.02788270628896,101.03892434551528,109.05343518322357
t46,102.02788309811135,101.03892193510238,109.05340944749206
t47,102.02788354669158,101.03892104710249,109.05336746142068
t48,102.02788351045955,101.03892113330586,105.94369179587277
t49,102.02788378970864,101.0389186482582,96.36383889949458
t50,102.02788369807284,101.03891712452645,96.36323542772669
t51,102.0278831091779,101.03891475730123,81.56538106159736
t52,102.0278829543364,101.03891430758144,96.36266774930223
t53,102.02788224823414,101.03891247947848,96.36341042515691
t54,102.02787941673303,101.03888521250597,50.24210079030671
t55,0.0001495245015674542,19.966892243465864,9.98446653185123
t56,3.773632781946862e-5,0.0008749176633169989,9.983467559249963
t57,1.6679853605174328e-5,9.521517732119325,9.983981808554647
t58,2.165861359786097e-5,9.983937777033473,9.984057637087083
t59,2.324533838707111e-5,9.983928100790374,9.98398598016971
t60,2.2131125911094592e-5,9.98391625585641,9.983958969246025
t61,2.077321731834094e-5,9.98390430918445,9.98394009705081
t62,2.0607140113690328e-5,9.983747266139442,9.983986187756058
t63,2.041788716529139e-5,0.00038963346236085215,9.983843723592011
t64,2.2288113883198445e-5,0.00016389430957777218,9.98389829939455
t65,7.90750611598039e-5,96.46945199374613,101.68617108371816
t66,106.98574098045519,112.3760539857309,107.17710001210229
t67,106.98574848294076,112.37605576128847,107.17643206230859
t68,106.98574828592177,112.37605766736228,117.82731967453775
t69,106.98574822952972,112.37605871074894,117.82786526537714
t70,106.98574877400105,112.37606098932717,148.00401539408028
t71,106.98574907325167,112.37606005105387,148.00511511497277
t72,106.985749411912,112.37605937699958,148.00513657174625
t73,106.9857497029264,112.37605857886652,148.00505671502094
t74,106.98574962012968,112.37605650219639,125.27167627045787
t75,106.98574935244545,112.37605552201073,125.27161546660777
t76,106.98574856546851,112.37605221307528,125.27161782203814
t77,106.98574803829929,112.37605007549038,125.27163555635116
t78,106.98574511240126,112.37603097356575,125.27154048741264
t79,81.66689740946569,85.78266654879104,101.68838730624007
t80,9.817979696644738e-5,9.983707232714536,101.68623952284729
t81,1.6433988259142357e-5,9.983926346599343,68.45947380494273
t82,1.5149478593631617e-5,9.983899029155905,10.468299105826915
t83,2.9680971420975354e-5,9.98391142130699,10.468151141005766
t84,2.912688264217965e-5,9.983908875840902,10.467221956730558
t85,2.8753747646232634e-5,9.983915498693468,10.468164311846241
t86,2.8521300057935855e-5,9.983891807153041,10.468314545920204
t87,2.6935377249765872e-5,0.09833050682952788,101.6860308187026
t88,3.284509257620909e-5,19.869584648310983,101.68719158945666
t89,43.58744370738739,101.35020537199834,123.85286056841986
t90,96.48880065251053,101.3502607363873,123.8540694382102
t91,96.48880549220671,101.35026209795153,123.85458391581504
t92,96.48880568663776,101.35026299927091,123.85465461025278
t93,96.4888057248114,101.35026309378368,147.9863350203305
t94,96.48880553548153,101.35026257979482,148.00495463189918
t95,96.4888051158538,101.35026127648504,148.00517456204744
t96,96.48880439888649,101.35025929967009,148.00527639451835
t97,96.48880431529821,101.35025848521755,148.00517975464606
