Conventional_diesel_co2_per_mmbtu,Conventional_diesel_price_per_mmbtu,Syn_diesel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3,Load_mmbtu_z4,Load_mmbtu_z5,Load_mmbtu_z6,Load_mmbtu_z7,Load_mmbtu_z8,Load_mmbtu_z9,Load_mmbtu_z10
0.07396,28.1976,0.07396,1,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,2,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,3,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,4,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,5,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,6,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,7,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,8,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,9,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,10,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,11,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,12,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,13,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,14,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,15,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,16,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,17,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,18,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,19,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,20,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,21,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,22,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,23,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,24,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,25,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,26,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,27,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,28,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,29,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,30,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,31,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,32,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,33,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,34,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,35,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,36,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,37,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,38,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
,,,39,2717.254783735228,40623.83684393213,768.7864330271348,589.4934839819375,28356.40129038097,255.7945110893984,10402.310117635534,10585.230589098494,3054.5816343783686,4876.154518475871
