Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000.0,1.0,1.0,1.0,2000.0,5.0,48.0,1443.956043956044,1,15683.890065301417,110785.57013960998,4605.6477898036555,3531.5391179766557,97465.63456207654,1691.1789989841245,68774.61262535438,25397.96455693503,16212.640623671317,20528.691491354715
,2.0,0.9,0.04,1800.0,,,1155.1648351648353,2,15202.501505970478,106826.62822720497,4575.142046536782,3508.147788333859,94150.459962221,1646.3565210005413,66951.83185402199,25075.905555344365,16113.126553872768,20415.747666229825
,3.0,0.55,0.024,1100.0,,,1010.7692307692308,3,14909.836695700264,104070.23539632003,4555.858705519512,3493.3616222534774,92435.36789633674,1582.1001375948226,64338.738928856095,25020.289136725205,16099.730101443698,20400.543317904954
,4.0,0.2,0.003,400.0,,,2502.8571428571427,4,14351.493884479112,97554.9703914682,4412.159857552066,3383.175579819075,84555.44582847739,1416.9494282359774,57622.6100815964,24331.488779823278,16061.194727532416,19979.324890321743
,,,,,,,2647.252747252747,5,14244.189528087156,92468.70161114905,4446.674450905864,3409.640833380115,76123.68560815371,1253.898322121725,50991.8650996168,24282.72719113402,16690.757358885196,20316.36652009107
,,,,,,,,6,14927.120833336785,88257.83392674761,4661.7326464498565,3574.544114062258,77652.34833648716,1202.1160727860836,48886.05362663406,25300.10043202571,17874.043769854863,21281.858798689707
,,,,,,,,7,15070.364726879268,83932.9912504941,4745.446543222758,3638.7346285488998,76916.41947158748,1210.345744512119,49220.72694349283,26252.931859822,18543.108250789835,21474.991895996583
,,,,,,,,8,15356.09575608619,93303.0749006497,4911.285618699925,3765.8974532080706,78854.06836817208,1385.3250337883974,56336.55137406147,27662.51246244317,18923.711015392684,21906.958271950996
,,,,,,,,9,15534.849592698869,101692.63235780575,5007.62276862649,3839.7672819503473,78915.28526282083,1475.3789690263288,59998.74474040402,28247.011548393515,19127.397340598425,22138.1327454796
,,,,,,,,10,16080.574683853465,109334.02520134744,5242.48341053493,4019.854770622191,81227.17252455262,1608.6814438978213,65419.71205184471,29293.204511189164,19531.082084295173,22973.778667074464
