Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS
71,0.9,0.9,0.9,0.9,0.9,0.306,0.369,0.189,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.198,0.9,0.09,0.783,0.0,0.9,0.9,0.9,0.135,0.279,0.09,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.045,0.234,0.9,0.018,0.9,0.9,0.9,0.9,0.9,0.288,0.378,0.9,0.225,0.594,0.0,0.9,0.9,0.252,0.459,0.9,0.216,0.0,0.9,0.9,0.9,0.9,0.9,0.162,0.252,0.9,0.099,0.423,0.0,0.9,0.9,0.9,0.9,0.243,0.279,0.171,0.0,0.9,0.9,0.441,0.621,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.288,0.9,0.108,0.27,0.0,0.898158153,0.661089826,0.471329926,0.150593811,0.300642253,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,0.9,0.9,0.9,0.9,0.9,0.252,0.324,0.162,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.189,0.9,0.081,0.783,0.0,0.9,0.9,0.9,0.108,0.243,0.072,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.045,0.234,0.9,0.009,0.9,0.9,0.9,0.9,0.9,0.261,0.324,0.9,0.207,0.594,0.0,0.9,0.9,0.27,0.459,0.9,0.189,0.0,0.9,0.9,0.9,0.9,0.9,0.171,0.261,0.9,0.099,0.423,0.0,0.9,0.9,0.9,0.9,0.198,0.27,0.135,0.0,0.9,0.9,0.45,0.612,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.216,0.27,0.9,0.108,0.27,0.0,0.8979471,0.661186622,0.471107164,0.150540006,0.300544314,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,0.9,0.9,0.9,0.9,0.9,0.207,0.27,0.144,0.828,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.171,0.9,0.081,0.783,0.0,0.9,0.9,0.9,0.09,0.189,0.063,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.045,0.225,0.9,0.009,0.9,0.9,0.9,0.9,0.9,0.243,0.315,0.9,0.198,0.594,0.0,0.9,0.9,0.288,0.486,0.9,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.18,0.261,0.9,0.09,0.423,0.0,0.9,0.9,0.9,0.9,0.18,0.261,0.126,0.0,0.9,0.9,0.45,0.594,0.117,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.243,0.9,0.108,0.27,0.0,0.897722445,0.66099702,0.470884396,0.150486216,0.300446289,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,0.9,0.9,0.9,0.9,0.9,0.18,0.252,0.126,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.162,0.9,0.081,0.783,0.0,0.9,0.9,0.9,0.081,0.153,0.054,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.216,0.9,0.018,0.9,0.9,0.9,0.9,0.9,0.216,0.279,0.9,0.189,0.594,0.0,0.9,0.9,0.315,0.513,0.9,0.189,0.0,0.9,0.9,0.9,0.9,0.9,0.18,0.252,0.9,0.081,0.423,0.0,0.9,0.9,0.9,0.9,0.162,0.243,0.126,0.0,0.9,0.9,0.45,0.549,0.117,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.234,0.9,0.108,0.27,0.0,0.897486277,0.660546559,0.470661778,0.150432275,0.30034848,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,0.9,0.9,0.9,0.9,0.9,0.144,0.225,0.126,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.153,0.153,0.9,0.072,0.783,0.0,0.9,0.9,0.9,0.072,0.144,0.054,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.225,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.198,0.225,0.9,0.171,0.594,0.0,0.9,0.9,0.378,0.54,0.9,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.189,0.225,0.9,0.081,0.423,0.0,0.9,0.9,0.9,0.9,0.144,0.225,0.117,0.0,0.9,0.9,0.45,0.513,0.126,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.225,0.9,0.108,0.27,0.0,0.897240887,0.660024175,0.470440097,0.150378386,0.300251072,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,0.9,0.9,0.9,0.9,0.9,0.117,0.189,0.117,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.153,0.135,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.063,0.144,0.045,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.081,0.216,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.18,0.18,0.9,0.162,0.594,0.0,0.9,0.9,0.468,0.549,0.9,0.279,0.0,0.9,0.9,0.9,0.9,0.9,0.198,0.207,0.9,0.081,0.423,0.0,0.9,0.9,0.9,0.9,0.144,0.216,0.108,0.0,0.9,0.9,0.459,0.504,0.126,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.207,0.9,0.117,0.27,0.0,0.896988948,0.659452465,0.470219237,0.150324478,0.300154015,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,0.9,0.9,0.9,0.9,0.9,0.108,0.162,0.099,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.126,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.063,0.144,0.045,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.099,0.234,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.171,0.153,0.9,0.153,0.594,0.0,0.9,0.9,0.549,0.585,0.9,0.333,0.0,0.9,0.9,0.9,0.9,0.9,0.207,0.198,0.9,0.09,0.423,0.0,0.9,0.9,0.9,0.9,0.144,0.216,0.099,0.0,0.9,0.9,0.468,0.513,0.135,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.225,0.9,0.126,0.27,0.0,0.896732088,0.658735737,0.469999081,0.150270279,0.300056498,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,0.9,0.9,0.9,0.9,0.9,0.117,0.171,0.09,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.135,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.054,0.144,0.045,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.108,0.252,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.189,0.153,0.9,0.144,0.594,0.0,0.9,0.9,0.639,0.612,0.9,0.396,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.207,0.9,0.099,0.423,0.0,0.9,0.9,0.9,0.9,0.153,0.225,0.09,0.0,0.9,0.9,0.459,0.495,0.135,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.234,0.9,0.126,0.27,0.0,0.896473195,0.657875624,0.469779702,0.150216109,0.299959551,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,0.9,0.9,0.9,0.9,0.9,0.117,0.171,0.081,0.819,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.144,0.9,0.072,0.774,0.054,0.9,0.9,0.9,0.054,0.153,0.045,0.072,0.9,1.0,0.9,0.9,0.9,0.9,0.099,0.27,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.207,0.153,0.9,0.135,0.594,0.009,0.9,0.9,0.675,0.657,0.9,0.432,0.0,0.9,0.9,0.9,0.9,0.9,0.243,0.216,0.9,0.117,0.423,0.0,0.9,0.9,0.9,0.9,0.153,0.225,0.081,0.027,0.9,0.9,0.441,0.459,0.135,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.252,0.9,0.117,0.27,0.153,0.896217196,0.656883559,0.469560395,0.150162417,0.299862393,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,0.9,0.9,0.9,0.9,0.9,0.117,0.18,0.063,0.819,0.162,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.153,0.9,0.063,0.774,0.135,0.9,0.9,0.9,0.036,0.144,0.018,0.261,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.288,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.234,0.171,0.9,0.117,0.594,0.135,0.9,0.9,0.702,0.729,0.9,0.477,0.045,0.9,0.9,0.9,0.9,0.9,0.27,0.234,0.9,0.126,0.423,0.108,0.9,0.9,0.9,0.9,0.144,0.234,0.054,0.153,0.9,0.9,0.405,0.387,0.126,0.144,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.243,0.9,0.099,0.27,0.342,0.895964214,0.65561307,0.469341422,0.150108436,0.299765326,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,0.9,0.9,0.9,0.9,0.9,0.117,0.18,0.054,0.819,0.252,0.9,0.9,0.9,0.9,0.9,0.9,0.153,0.135,0.9,0.072,0.774,0.198,0.9,0.9,0.9,0.027,0.117,0.0,0.414,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.27,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.261,0.207,0.9,0.108,0.585,0.288,0.9,0.9,0.729,0.81,0.9,0.495,0.099,0.9,0.9,0.9,0.9,0.9,0.279,0.252,0.9,0.108,0.423,0.261,0.9,0.9,0.9,0.9,0.144,0.234,0.054,0.225,0.9,0.9,0.378,0.351,0.108,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.252,0.9,0.081,0.27,0.477,0.895708311,0.654288364,0.46911978,0.150055105,0.299667734,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,0.9,0.9,0.9,0.9,0.9,0.126,0.171,0.063,0.819,0.234,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.108,0.9,0.072,0.774,0.216,0.9,0.9,0.9,0.027,0.099,0.018,0.522,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.234,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.297,0.225,0.9,0.126,0.585,0.369,0.9,0.9,0.783,0.855,0.9,0.702,0.144,0.9,0.9,0.9,0.9,0.9,0.315,0.261,0.9,0.144,0.423,0.333,0.9,0.9,0.9,0.9,0.135,0.225,0.072,0.225,0.9,0.9,0.369,0.333,0.099,0.351,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.243,0.9,0.081,0.27,0.558,0.895307332,0.653212684,0.468901465,0.150000858,0.299571137,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,0.9,0.9,0.9,0.9,0.9,0.081,0.108,0.027,0.819,0.189,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.063,0.9,0.072,0.774,0.207,0.9,0.9,0.9,0.018,0.063,0.027,0.585,0.9,1.0,0.9,0.9,0.9,0.9,0.045,0.225,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.351,0.261,0.9,0.117,0.585,0.414,0.9,0.9,0.819,0.882,0.9,0.729,0.216,0.9,0.9,0.9,0.9,0.9,0.351,0.261,0.9,0.198,0.423,0.342,0.9,0.9,0.9,0.9,0.081,0.135,0.045,0.207,0.9,0.9,0.378,0.315,0.081,0.405,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.207,0.9,0.072,0.27,0.603,0.894886646,0.652192901,0.468683083,0.14994708,0.299474792,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,0.9,0.9,0.9,0.9,0.9,0.063,0.081,0.009,0.819,0.162,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.063,0.9,0.09,0.774,0.18,0.9,0.9,0.9,0.027,0.063,0.036,0.576,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.198,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.324,0.27,0.9,0.099,0.585,0.45,0.9,0.9,0.801,0.891,0.9,0.747,0.27,0.9,0.9,0.9,0.9,0.9,0.333,0.234,0.9,0.189,0.423,0.36,0.9,0.9,0.9,0.9,0.063,0.117,0.063,0.18,0.9,0.9,0.378,0.288,0.081,0.423,0.9,0.9,0.9,0.9,0.9,0.9,0.171,0.207,0.9,0.099,0.27,0.612,0.894574139,0.651242877,0.468471045,0.149893533,0.299377153,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,0.9,0.9,0.9,0.9,0.9,0.063,0.081,0.009,0.819,0.144,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.063,0.9,0.09,0.774,0.171,0.9,0.9,0.9,0.036,0.063,0.036,0.549,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.18,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.315,0.297,0.9,0.09,0.585,0.477,0.9,0.9,0.783,0.882,0.9,0.729,0.297,0.9,0.9,0.9,0.9,0.9,0.324,0.234,0.9,0.189,0.423,0.378,0.9,0.9,0.9,0.9,0.081,0.126,0.063,0.162,0.9,0.9,0.387,0.324,0.09,0.396,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.207,0.9,0.117,0.27,0.576,0.894232195,0.65001859,0.468271374,0.149840811,0.299283549,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,0.9,0.9,0.9,0.9,0.9,0.063,0.09,0.027,0.819,0.135,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.063,0.9,0.099,0.774,0.162,0.9,0.9,0.9,0.045,0.063,0.036,0.477,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.189,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.288,0.297,0.9,0.081,0.585,0.45,0.9,0.9,0.765,0.891,0.9,0.702,0.297,0.9,0.9,0.9,0.9,0.9,0.324,0.234,0.9,0.189,0.423,0.342,0.9,0.9,0.9,0.9,0.108,0.126,0.081,0.144,0.9,0.9,0.351,0.369,0.099,0.351,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.225,0.9,0.126,0.27,0.504,0.893946312,0.648569326,0.46807743,0.149788188,0.299190079,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,0.9,0.9,0.9,0.9,0.9,0.072,0.099,0.045,0.819,0.117,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.072,0.9,0.108,0.774,0.135,0.9,0.9,0.9,0.072,0.081,0.045,0.396,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.225,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.288,0.324,0.9,0.081,0.585,0.396,0.9,0.9,0.738,0.882,0.9,0.675,0.27,0.9,0.9,0.9,0.9,0.9,0.324,0.234,0.9,0.198,0.423,0.288,0.9,0.9,0.9,0.9,0.135,0.135,0.09,0.117,0.9,0.9,0.297,0.342,0.09,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.252,0.9,0.126,0.27,0.387,0.893638842,0.646968303,0.467889153,0.149735588,0.29909638,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88,0.9,0.9,0.9,0.9,0.9,0.09,0.117,0.054,0.819,0.117,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.072,0.9,0.099,0.774,0.126,0.9,0.9,0.9,0.117,0.108,0.054,0.288,0.9,1.0,0.9,0.9,0.9,0.9,0.09,0.243,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.288,0.378,0.9,0.081,0.585,0.306,0.9,0.9,0.72,0.882,0.9,0.666,0.234,0.9,0.9,0.9,0.9,0.9,0.333,0.234,0.9,0.207,0.423,0.225,0.9,0.9,0.9,0.9,0.144,0.126,0.081,0.117,0.9,0.9,0.243,0.27,0.09,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.27,0.9,0.117,0.27,0.252,0.893302651,0.645013577,0.467690921,0.149683473,0.299001468,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,0.9,0.9,0.9,0.9,0.9,0.144,0.18,0.072,0.819,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.081,0.081,0.9,0.09,0.774,0.072,0.9,0.9,0.9,0.162,0.144,0.063,0.144,0.9,1.0,0.9,0.9,0.9,0.9,0.117,0.225,0.9,0.126,0.9,0.9,0.9,0.9,0.9,0.306,0.432,0.9,0.09,0.576,0.18,0.9,0.9,0.702,0.864,0.9,0.648,0.162,0.9,0.9,0.9,0.9,0.9,0.351,0.234,0.9,0.216,0.423,0.144,0.9,0.9,0.9,0.9,0.162,0.135,0.081,0.081,0.9,0.9,0.216,0.216,0.09,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.27,0.288,0.9,0.108,0.27,0.09,0.89295671,0.642341863,0.467483598,0.149630281,0.298903999,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,0.9,0.9,0.9,0.9,0.9,0.198,0.243,0.081,0.819,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.063,0.081,0.9,0.072,0.774,0.009,0.9,0.9,0.9,0.189,0.171,0.072,0.009,0.9,1.0,0.9,0.9,0.9,0.9,0.144,0.234,0.9,0.189,0.9,0.9,0.9,0.9,0.9,0.333,0.45,0.9,0.108,0.576,0.054,0.9,0.9,0.693,0.864,0.9,0.63,0.09,0.9,0.9,0.9,0.9,0.9,0.36,0.243,0.9,0.216,0.423,0.054,0.9,0.9,0.9,0.9,0.18,0.144,0.072,0.018,0.9,0.9,0.207,0.216,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.315,0.9,0.108,0.27,0.0,0.892647848,0.640688002,0.467266745,0.149576617,0.298804996,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,0.9,0.9,0.9,0.9,0.9,0.261,0.324,0.108,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.054,0.099,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.216,0.216,0.099,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.171,0.252,0.9,0.252,0.9,0.9,0.9,0.9,0.9,0.378,0.459,0.9,0.135,0.576,0.0,0.9,0.9,0.666,0.864,0.9,0.576,0.009,0.9,0.9,0.9,0.9,0.9,0.387,0.279,0.9,0.216,0.423,0.0,0.9,0.9,0.9,0.9,0.207,0.162,0.09,0.0,0.9,0.9,0.216,0.216,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.342,0.9,0.117,0.27,0.0,0.892385563,0.638839581,0.467045341,0.14952298,0.298705406,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,0.9,0.9,0.9,0.9,0.9,0.297,0.387,0.153,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.063,0.117,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.234,0.234,0.117,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.189,0.234,0.9,0.252,0.9,0.9,0.9,0.9,0.9,0.477,0.504,0.9,0.189,0.576,0.0,0.9,0.9,0.693,0.864,0.9,0.54,0.0,0.9,0.9,0.9,0.9,0.9,0.432,0.333,0.9,0.252,0.423,0.0,0.9,0.9,0.9,0.9,0.225,0.18,0.126,0.0,0.9,0.9,0.216,0.225,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.27,0.369,0.9,0.117,0.27,0.0,0.892125829,0.637876799,0.466824913,0.149468206,0.298608252,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,0.9,0.9,0.9,0.9,0.9,0.333,0.423,0.189,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.063,0.144,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.234,0.234,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.207,0.198,0.9,0.234,0.9,0.9,0.9,0.9,0.9,0.576,0.585,0.9,0.234,0.576,0.0,0.9,0.9,0.756,0.873,0.9,0.558,0.0,0.9,0.9,0.9,0.9,0.9,0.477,0.387,0.9,0.288,0.423,0.0,0.9,0.9,0.9,0.9,0.252,0.198,0.162,0.0,0.9,0.9,0.198,0.216,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.378,0.9,0.108,0.27,0.0,0.8918645,0.637016597,0.466604132,0.14941301,0.298509925,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,0.9,0.9,0.9,0.9,0.9,0.378,0.459,0.216,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.081,0.153,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.225,0.216,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.225,0.189,0.9,0.216,0.9,0.9,0.9,0.9,0.9,0.63,0.621,0.9,0.279,0.576,0.0,0.9,0.9,0.792,0.864,0.9,0.576,0.0,0.9,0.9,0.9,0.9,0.9,0.513,0.432,0.9,0.315,0.423,0.0,0.9,0.9,0.9,0.9,0.27,0.207,0.171,0.0,0.9,0.9,0.189,0.189,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.387,0.9,0.099,0.27,0.0,0.891603578,0.636150498,0.46638346,0.149358864,0.298410569,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
