,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10
AnnualSum,0.11003238853338758,0.0,0.0,0.14116164718455504,-0.14116164718455476,0.0,4949.61559187509,0.0,0.008889103489649526,-4949.716735156999,99790.58473026863,0.0,0.0,16281.259819126984,-16281.259819128752,0.0,-13858.203019731274,0.0,0.008592632633225484,-85932.3731179,0.15081843020793975,0.0,0.0,0.20874760686341184,-0.2087476068634115,0.0,1766.941157653701,0.0,0.008832546775344095,-1767.083143534,1.100069750668158,0.0,0.0,113.06930052479413,-113.069300524794,0.0,1348.4699013509069,0.0,0.010709584441551949,-1349.5592615139994,39055.26841636173,0.0,0.0,7118.068590362916,-7118.068590363078,0.0,-4583.721607062481,0.0,0.00955797794599185,-34471.53725131799,0.11084704764065233,0.0,0.0,0.2934477758769183,-0.29344777587691717,0.0,1685.8989428473708,0.0,0.012249955141517301,-1685.9975398930003,70382.9121689433,0.0,0.0,17260.869414358494,-17260.86941435891,0.0,-1704.525394257556,0.0,0.010953598572132099,-68678.37582104001,1761.8559675033757,0.0,0.0,46.948972984552874,-46.94897298455271,0.0,13666.518339122893,0.0,0.011027036137402415,-15428.363279546002,9315.567164526532,0.0,0.0,2254.2066047898174,-2254.2066047898174,0.0,-3261.105230970713,0.0,0.01233152795058955,-6054.449601981,12479.809075037287,0.0,0.0,3265.961767495106,-3265.9617674949964,0.0,-9.888680828672939,0.0,0.012013312854806227,-12469.908380848998
t1,0.00012871888719576493,0,0,0.00018313495158101112,-0.00016124996383054456,0.0,12.217621092459265,0,1.2166330475297273e-5,-12.21775953,134.75905085305723,0,0,71.58741473411251,-0.0003582477607943658,0.0,5.767269006346432,0,1.1745751643165305e-5,-212.1133646,0.00015891108847928049,0,0,0.000280038676424163,-0.00024392654011288649,0.0,4.361641685059643,0,1.1967280702342488e-5,-4.361824741,0.0015746145924248564,0,0,0.5570841099301318,-0.0003247328190542646,0.0,2.7728999712211744,0,1.494392094587276e-5,-3.331219019,52.72022096752239,0,0,29.82070952625566,-0.000307419119064006,0.0,2.54808692145142,0,1.1936106676713885e-5,-85.08869806,0.0001269707019992046,0,0,0.00035688453566442977,-0.0003307050329140233,0.0,4.16153814258546,0,1.6268734412662545e-5,-4.161675024,95.72603049300292,0,0,72.098913488279,-0.0005283256415905583,0.0,1.6996191655652473,0,1.4421149719526984e-5,-169.5240204,2.0974333207431193,0,0,0.0005256161215188279,-0.016962959972425307,0.0,36.00201280679553,0,1.4833635207342136e-5,-38.08299395,11.348296371096595,0,0,4.209161456710061,-2.6835966235208004,0.0,2.070807893972193,0,1.4028202253896238e-5,-14.94465507,16.92820238494592,0,0,13.341853794098922,-0.0005607740087222842,0.0,0.5109364040328305,0,1.544901315730581e-5,-30.78041636
t2,0.00012828147892793166,0,0,0.00017123030168575084,-0.00016401637755332593,0.0,12.217636180125602,0,1.2145524933489798e-5,-12.21775953,134.7590378172454,0,0,71.29790523895043,-0.000363144195829787,0.0,6.056796432958434,0,1.1744954683944908e-5,-212.1133646,0.00015917625174744493,0,0,0.000261657535271312,-0.00024775456615594633,0.0,4.361663889402687,0,1.2227619817546936e-5,-4.361824741,0.0015754460943335027,0,0,0.5567004890806618,-0.0003337881384268808,0.0,2.77329181907671,0,1.494710954787805e-5,-3.331219019,52.72022346231994,0,0,29.856398639891257,-0.00029812652537077023,0.0,2.512386214428607,0,1.2130110697365258e-5,-85.08869806,0.0001239485101796117,0,0,0.000346214680222598,-0.0003316795195193222,0.0,4.16155249166423,0,1.595127931424493e-5,-4.161675024,95.7260264578446,0,0,72.06800543889884,-0.0005310831494301474,0.0,1.7305340780202,0,1.449155836986475e-5,-169.5240204,2.0974340756228096,0,0,0.000555572534601523,-0.016531673810351154,0.0,36.00155080984253,0,1.4834137061549722e-5,-38.08299395,11.348296156297717,0,0,4.3438931756149834,-2.6835936741925464,0.0,1.936073479053706,0,1.4066718065220003e-5,-14.94465507,16.92820199085684,0,0,13.341857954799819,-0.000557938657968167,0.0,0.5109298433163183,0,1.549025921262731e-5,-30.78041636
t3,0.00012736640089855653,0,0,0.000170533586852619,-0.00016411619413841627,0.0,12.217637896821085,0,1.2150610966312167e-5,-12.21775953,134.75902933246033,0,0,71.08594862693774,-0.0003699195516864938,0.0,6.268768327630474,0,1.1767473135328794e-5,-212.1133646,0.00015897305099864522,0,0,0.000252349185855234,-0.00024964456188675423,0.0,4.361675348976137,0,1.2285647372192648e-5,-4.361824741,0.0015770037149683003,0,0,0.5566670562878648,-0.00034470915488681215,0.0,2.773334613991614,0,1.4945835829973728e-5,-3.331219019,52.720217904164585,0,0,29.86918613541606,-0.00029567110772521336,0.0,2.499602031571424,0,1.23400406213657e-5,-85.08869806,0.00012197343286225386,0,0,0.00034011229963968465,-0.0003325605397169524,0.0,4.1615613505822235,0,1.5851719211458185e-5,-4.161675024,95.72603299326265,0,0,71.96943446596475,-0.0005371245402009035,0.0,1.8291045876139986,0,1.4522245412216793e-5,-169.5240204,2.097435402989651,0,0,0.0005814420415576114,-0.01631454606621424,0.0,36.00130649838118,0,1.4847293624839997e-5,-38.08299395,11.348295957247672,0,0,4.735105269231865,-2.683590690009567,0.0,1.5448586701561262,0,1.413657030372331e-5,-14.94465507,16.92820026291687,0,0,13.341872605391634,-0.0005560467137250116,0.0,0.5109151057521222,0,1.556729110833349e-5,-30.78041636
t4,0.00012477092757534708,0,0,0.00016056995650406608,-0.00016749207758028908,0.0,9.774101955216626,0,1.2180019392752441e-5,-9.774207624,134.75899690939121,0,0,29.41377906168972,-0.00035316123551179144,0.0,5.518280848099463,0,1.1957941119574091e-5,-169.6906917,0.00015879030527511906,0,0,0.00024334661543993797,-0.00025100294611615797,0.0,3.4893209311864855,0,1.2272157354654296e-5,-3.489459793,0.0015898781067671878,0,0,0.03191750425411257,-0.00033472323989695185,0.0,2.631817461401774,0,1.490551902624008e-5,-2.664975215,52.72020774494247,0,0,13.017007147400708,-0.000312884261074119,0.0,2.3340689286786875,0,1.2486757068307183e-5,-68.07095845,0.00011949235754142352,0,0,0.00033800327680014956,-0.0003281254149669865,0.0,3.3292264272909033,0,1.5778454481164827e-5,-3.329340019,95.72600843923806,0,0,37.9518518212914,-0.0005498286576210782,0.0,1.9419205696953827,0,1.4701511418690605e-5,-135.6192163,2.0974362014321235,0,0,0.000610840006428279,-0.016213875719336357,0.0,28.38457682830668,0,1.4833973358147224e-5,-30.46639516,11.34829545842098,0,0,2.979838447145696,-2.683592338348111,0.0,0.31119680428509444,0,1.4311447862983332e-5,-11.95572406,16.92819489204403,0,0,7.185861076335996,-0.0005637671801222889,0.0,0.5108566415260726,0,1.5752670172512666e-5,-24.62433309
t5,0.00012418000278107747,0,0,0.00015292876983607394,-0.00017011258890274847,0.0,7.330560923772091,0,1.220195207486662e-5,-7.330655718,130.9637477752497,0,0,0.0005817592295761356,-1.8509482257918637,0.0,-1.8453505478413836,0,1.196084227377181e-5,-127.2680188,0.00015914808190843266,0,0,0.0002413661718427298,-0.0002499108395961441,0.0,2.616956472077464,0,1.2230487887851514e-5,-2.617094845,0.001518231678547923,0,0,0.008721318620716427,-0.004981725497978071,0.0,1.9934884658000411,0,1.4878597597446116e-5,-1.998731412,52.102524086986186,0,0,0.0003650365674257229,-0.4723134900390892,0.0,-0.5773439972721192,0,1.2796238680756236e-5,-51.05321884,0.00011772713307062428,0,0,0.0003322427912325037,-0.0003271348627266222,0.0,2.496897890121803,0,1.5711127582609617e-5,-2.497005014,95.725975173224,0,0,4.49730884426812,-0.0005617027890353314,0.0,1.4917047127862386,0,1.4827433540827137e-5,-101.7144122,2.097433026214234,0,0,0.0005781177939237317,-0.016331581512683997,0.0,20.768131692527827,0,1.4884970761173427e-5,-22.84979637,11.348294443558448,0,0,2.4476865316839347,-2.683588245427821,0.0,-2.145585036063995,0,1.46486947700174e-5,-8.966793045,16.92816186766713,0,0,1.0299892207794537,-0.0005597715946643618,0.0,0.5106745967215763,0,1.6103517700227256e-5,-18.46824981
t6,0.0001263059385845402,0,0,0.00017845537476286936,-0.00016346826837047165,0.0,4.886974682679539,0,1.2163720784803037e-5,-4.887103812,107.44259632491537,0,0,0.00035590011482071135,-7.924171161516223,0.0,-14.67342315751407,0,1.2055996150118621e-5,-84.84534585,0.0001587834996086867,0,0,0.0002635557252542911,-0.0002466594723025104,0.0,1.7445663220895906,0,1.210583842046528e-5,-1.744729896,0.000180628561655344,0,0,7.871826301327463e-5,-0.19832620935447876,0.0,1.5305698815147137,0,1.541098117382975e-5,-1.332487608,44.100277127304935,0,0,0.0003048703028433493,-3.454836463667998,0.0,-6.610253430668662,0,1.2873267395222032e-5,-34.03547923,0.00011756484800987346,0,0,0.0003392664588256406,-0.0003279917576103478,0.0,1.6645569207860147,0,1.5751279442336636e-5,-1.664670009,78.37096902545785,0,0,0.0005336055741357528,-7.85238866763316,0.0,-2.709490985093608,0,1.4828249435402859e-5,-67.80960815,2.0974292934874614,0,0,0.0005544186782075773,-0.016864163062200482,0.0,13.15209292583353,0,1.4894884457612157e-5,-15.23319758,11.348292881338494,0,0,2.9197522638843387,-2.683592631482817,0.0,-5.606575102303553,0,1.5381380669639037e-5,-5.97786203,14.4068939812541,0,0,0.0005463518039955391,-2.225663968031554,0.0,0.1304065272020815,0,1.6352172828513916e-5,-12.31216654
t7,0.0001263714742866562,0,0,0.00016930312846802435,-0.00016606529936800463,0.0,1.2216585228963688,0,1.2179196025299754e-5,-1.221775953,94.0525260563017,0,0,0.00022890176620035782,-44.97662537229504,0.0,-27.86478088859919,0,1.2237169953936722e-5,-21.21133646,0.00015776009067446515,0,0,0.00024934300726919476,-0.0002486269326141859,0.0,0.4360361509281641,0,1.2153089763563096e-5,-0.436182474,0.00013001584253418742,0,0,8.06997299608262e-5,-0.19832493465133286,0.0,0.5312516458915415,0,1.5524808973255855e-5,-0.333121902,34.46456691925171,0,0,0.00027970314060607823,-17.217423327702935,0.0,-8.738540494314183,0,1.2994371470862415e-5,-8.508869806,0.00011667843778246712,0,0,0.00033385598892002837,-0.0003270574926468374,0.0,0.4160597507566536,0,1.5725634911941187e-5,-0.416167502,65.08402930501641,0,0,0.0004350733219177918,-44.673284314565805,0.0,-3.458763108240504,0,1.4915476238584779e-5,-16.95240204,2.097429061944412,0,0,0.0005550508966390287,-0.01680942192196229,0.0,1.727139646528232,0,1.4942394777885763e-5,-3.808299395,10.216166878370617,0,0,0.6522905289470605,-2.6835813257012973,0.0,-6.690391679485151,0,1.889507543207232e-5,-1.494465507,9.959671334012866,0,0,0.0005602467521683652,-6.994652147712323,0.0,0.11247871174514226,0,1.6508742055799205e-5,-3.078041636
t8,0.00012613507054018126,0,0,0.00016653718500646153,-0.00016704094949894442,0.0,1.2216625127311798,0,1.21910334973981e-5,-1.221775953,93.00342042514971,0,0,0.00022714007012701067,-43.892649524447236,0.0,-27.899649310018326,0,1.2270750548202667e-5,-21.21133646,0.000157562666425778,0,0,0.0002453211767992851,-0.00024934316381406,0.0,0.43604114977571456,0,1.2216451395093053e-5,-0.436182474,0.00012925778806086803,0,0,8.079249989557399e-5,-0.1983255092631031,0.0,0.5312529121845021,0,1.555120562507019e-5,-0.333121902,33.59181470739424,0,0,0.00028346559790368755,-16.352216073770034,0.0,-8.730999267796523,0,1.3025421860133186e-5,-8.508869806,0.00011617715754166229,0,0,0.00033219060620269384,-0.0003265852884626299,0.0,0.4160614424528594,0,1.5722872343859078e-5,-0.416167502,63.1833975677308,0,0,0.00042900966996853535,-42.82195178660981,0.0,-3.4094577925957212,0,1.4958139435875584e-5,-16.95240204,2.097428932547924,0,0,0.0005617968276878792,-0.016649111130178997,0.0,1.7269727344422883,0,1.4957635177335975e-5,-3.808299395,10.120273138759885,0,0,0.748186112704144,-2.6835822905583195,0.0,-6.690392054346168,0,1.9399503738607405e-5,-1.494465507,9.634631962037663,0,0,0.0005573256932135672,-6.669201600423672,0.0,0.11207049710666847,0,1.6548358074070257e-5,-3.078041636
