,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t42,11138.686227317876,1.0045970573261293e-9,9.150470051666133e-8,-1.253418391015624e-7,0,-0.0,4.4242070389245024e-11,0.0,-1403.0535972898763,-13.787700420626491,-1.1194701229403299e-7,-9721.844929462637,3479.987847964658,4.05187070671841e-10,9.446135142814006e-8,-1.1708209234450654e-7,0,-0.0,0.0,0.0,-2.692044250076099e-7,-3.204983197440947e-8,-702.5237050164012,-2777.4641426246408,102.58733150293774,3.7667978760989226e-10,9.690980384226873e-8,-1.1074113535154481e-7,0,-0.0,3.776240235680462e-11,0.0,1403.0535975590808,-13.78770038857666,-166.03807710241344,-1325.8151515575776
t43,11494.914903954012,9.969146107781721e-10,8.821521821996895e-8,-1.321005974681956e-7,0,-0.0,8.022252679245596e-11,7.438237346962345e-12,-1438.0195024740349,-14.131307692861848,-1.1538296928864724e-7,-10042.76409362893,3610.913005574609,4.045623123583379e-10,9.530854005551976e-8,-1.1819082830525508e-7,0,-0.0,4.0837683244019106e-11,0.0,9.999873671613625e-8,-3.3197277073894534e-8,-742.1706986818281,-2868.742306936249,102.58733154801946,3.7453167070023795e-10,9.416713130010353e-8,-1.1386257847469378e-7,0,-0.0,0.0,0.0,1438.0195023740362,-14.13130765966457,-157.5362812535861,-1368.9392449894806
t44,12030.160302686567,1.003806867421941e-9,9.002207935620413e-8,-1.3313731609402832e-7,0,-0.0,7.809302975028153e-11,7.389347199485884e-12,-1556.907430001446,-15.299610260199131,-1.1381511766006795e-7,-10457.953262269071,3720.495292261104,4.0767291018070095e-10,9.358433850783018e-8,-1.1846448961332386e-7,0,-0.0,0.0,0.0,1.4897061669031904e-7,-3.295320256030336e-8,-733.3922888372273,-2987.103003516136,102.58733157993751,4.0784963314843713e-10,9.269639478222528e-8,-1.109793712257122e-7,0,-0.0,0.0,0.0,1556.9074298524754,-15.299610227245928,-218.09141025318178,-1426.1037409340963
t45,11734.937308532611,9.970685244881428e-10,1.0487851164278791e-7,-1.1638687042879284e-7,0,-0.0,7.898693392686196e-11,7.400664595123322e-12,-1528.7254334173404,-15.022667935482666,-1.1351784690169155e-7,-10191.18920705584,3621.662993949533,4.0533153811587775e-10,1.012694597578462e-7,-1.0949769318376551e-7,0,-0.0,0.0,0.0,2.2033566288027837e-7,-3.308427457838371e-8,-710.7923036642541,-2910.8706904646833,102.58733149029308,4.051847889889405e-10,9.064007917854809e-8,-1.1499151463462275e-7,0,-0.0,0.0,0.0,1528.7254331970048,-15.022667902398391,-227.29313389616405,-1388.9969628647843
t46,11041.561163685461,9.89909113067862e-10,1.0392245143570903e-7,-1.1501883518946616e-7,0,-0.0,7.78277163554118e-11,7.377064547445739e-12,-1447.8957523591605,-14.228360842327632,-1.1010220497088175e-7,-9579.437050363846,3416.1818698830875,4.0625290604820625e-10,9.872277218098133e-8,-1.1218375387275953e-7,0,-0.0,0.0,0.0,2.7994174084799376e-7,-3.295204973878585e-8,-679.843054270048,-2736.3388158468833,102.58733154899696,4.057841608452251e-10,9.960145551642761e-8,-1.0608896098035861e-7,0,-0.0,0.0,0.0,1447.8957520792187,-14.228360809375582,-230.49728913048975,-1305.7574336822738
t47,10006.432040006608,9.886373389794849e-10,1.0283185517321887e-7,-1.118296301143635e-7,0,-0.0,7.579099740166443e-11,7.359962589750381e-12,-1325.5796206628384,-13.026369572746447,-1.0911738641942544e-7,-8667.82604965397,3116.7941830308127,4.0643063800163723e-10,9.575681239318283e-8,-1.1509331222820605e-7,0,-0.0,0.0,0.0,3.658201260372791e-7,-3.339524518542793e-8,-641.2501226735204,-2475.5440606708607,102.5873315849393,4.0412308070033507e-10,9.552993789326639e-8,-1.0945648323165502e-7,0,-0.0,0.0,0.0,1325.5796202970182,-13.026369539351201,-233.74099947369558,-1181.3995828553905
t48,9031.212070693398,9.918398035473023e-10,1.0125696938404096e-7,-1.104971320886717e-7,0,-0.0,7.513358833371294e-11,7.363563432905497e-12,-1208.9615400640882,-11.880372616346547,-1.076394120384339e-7,-7810.370157897155,2845.1318519603924,4.0534614907561627e-10,8.962244889204101e-8,-1.2402174553929513e-7,0,-0.0,0.0,0.0,2.954798405304998e-7,-3.308517640651907e-8,-614.3336386831872,-2230.7982135056704,102.58733160082167,4.0274810246256915e-10,9.24049598513493e-8,-1.143546586625184e-7,0,-0.0,0.0,0.0,1208.9615397686084,-11.88037258326137,-234.603679586007,-1065.0648191786288
t49,7879.040140168745,1.2912556261787495e-9,1.1655030399223915e-7,-1.251039789044656e-7,0,-0.0,9.519499478638738e-11,9.314537352904087e-12,-1191.6545400032246,-11.264112980362741,-1.312064794096825e-7,-6676.121487046913,2246.449330508558,5.241787858421425e-10,1.1847022210827357e-7,-1.1965741470545329e-7,0,-0.0,0.0,0.0,121.44378345832055,-0.7472337249252783,-460.3349972092556,-1906.810883036996,102.5873316240114,5.258730776622176e-10,1.1239737036108155e-7,-1.2427675814436318e-7,0,-0.0,0.0,0.0,1070.2107565449041,-10.516879255437463,-251.66081736327965,-910.62039153879
t50,7879.040140047241,1.2912274519168917e-9,1.1304301153916585e-7,-1.277424231797563e-7,0,-0.0,9.496032746700119e-11,9.332665427737536e-12,-1483.8217516222667,-12.938510925342744,-1.2915797649041902e-7,-6382.279877357151,1857.5107908520367,5.245579885173886e-10,1.1530246970726046e-7,-1.197801255200627e-7,0,-0.0,0.0,0.0,447.1665007760963,-2.7513790575939825,-478.36873983934487,-1823.5571727308043,102.5873316259762,5.243565896969179e-10,1.0950921789061057e-7,-1.2697652186704468e-7,0,-0.0,0.0,0.0,1036.6552508461705,-10.18713186774876,-258.5504947992465,-870.5049557881825
t51,7879.040140045166,1.3077282752125954e-9,1.1104153361935737e-7,-1.2893235191508075e-7,0,-0.0,9.561666323111209e-11,9.364238727541878e-12,-1618.4463054132325,-13.701729512585967,-1.2840221124402004e-7,-6246.892104974497,1748.0015542358933,5.219088938950577e-10,1.1087343513266363e-7,-1.2407449325915025e-7,0,-0.0,0.0,0.0,599.5143075644686,-3.6887626965521703,-559.3891396392222,-1784.437959454401,102.58733161780663,5.201449633612092e-10,1.0786279066884225e-7,-1.2814206144745076e-7,0,-0.0,0.0,0.0,1018.9319978487638,-10.012966816033796,-260.05623882412465,-851.450123806644
t52,7879.040140020871,1.3285773867821755e-9,1.1006334779300555e-7,-1.2863914351591443e-7,0,-0.0,9.728027851726464e-11,9.423835117179028e-12,-1659.340714613761,-13.92508818957774,-1.3477441360815415e-7,-6205.77433706569,1733.5792201957086,5.18439530852428e-10,1.038926131556481e-7,-1.3609337776273606e-7,0,-0.0,0.0,0.0,648.1009466812983,-3.9877123274314403,-605.2911760728402,-1772.4012784462768,102.58733158223566,5.184844711176851e-10,1.0391459038953013e-7,-1.3352488878585252e-7,0,-0.0,0.0,0.0,1011.2397679324627,-9.9373758621463,-258.4569151793733,-845.4328084440529
t53,7879.040140073756,1.3437272446081301e-9,1.0457564293654225e-7,-1.3451875510154165e-7,0,-0.0,9.805448617045183e-11,9.521139694402025e-12,-1464.9088365276966,-12.796850655270406,-1.3277305469116947e-7,-6401.334452729525,1957.173850760222,5.135312919998105e-10,1.0044456560721843e-7,-1.4196940537011052e-7,0,-0.0,5.048730133261197e-11,0.0,435.1372580749904,-2.6773641082215947,-561.0612882035781,-1828.5724564841894,102.58733161790342,5.213824761398535e-10,1.011870484091165e-7,-1.374109085531963e-7,0,-0.0,0.0,0.0,1029.771578452706,-10.119486547048812,-249.72869591212822,-872.5107275757128
t54,8155.837026878013,1.3379447576391012e-9,1.1667134179838254e-7,-1.2053345724439598e-7,0,-0.0,9.884579868359473e-11,9.529381205946952e-12,-1086.9398847003329,-10.681275159436566,-1.3340990237173797e-7,-7058.215866882406,2627.196290796435,5.107472158588357e-10,1.1457747592118092e-7,-1.2616738730759522e-7,0,-0.0,7.168335279380273e-11,0.0,8.942665611277489e-8,-4.1826780217552965e-8,-611.0522219723485,-2016.1440688607902,102.58733188944866,5.235964301821887e-10,1.1503664450571528e-7,-1.2079686817634987e-7,0,-0.0,0.0,0.0,1086.9398846109061,-10.681275117609786,-217.07836925673314,-961.7675721208145
t55,9616.496551910786,1.3259557558635942e-9,1.1034833906050898e-7,-1.2796886111393514e-7,0,-0.0,1.0270207636694823e-10,9.555164350622559e-12,-1264.18670686345,-12.423066124150582,-1.3545258941106795e-7,-8339.886778771539,3069.6659729778958,5.114796834702606e-10,1.1812279070660404e-7,-1.2624928619259521e-7,0,-0.0,9.308343902095774e-11,9.509340719346663e-12,-9.472663324371347e-8,-4.235672351652408e-8,-687.4061899753596,-2382.2597828578987,102.58733182552913,5.263993914983914e-10,1.116349899145704e-7,-1.2395903584564244e-7,0,-0.0,0.0,0.0,1264.1867069581765,-12.423066081793857,-217.07836916039682,-1137.2726035297223
t56,10463.929863041423,1.2890306232237153e-9,1.085612683336999e-7,-1.2936647040806858e-7,0,-0.0,0.0,0.0,-1366.4834438857454,-13.428328332324192,-1.2169556606464904e-7,-9084.01809068213,3321.171936824427,5.216328567988405e-10,1.1463903381054036e-7,-1.2648634402244475e-7,0,-0.0,0.0,0.0,-7.629811790307716e-8,-4.156040848811344e-8,-726.2641226943355,-2594.907814001425,102.58733178440654,5.285448233811597e-10,1.104404102540569e-7,-1.241381282318774e-7,0,-0.0,0.0,0.0,1366.4834439620436,-13.428328290763783,-217.07836864252766,-1238.5640788000062
t57,10604.928969609828,1.2701867838385325e-9,1.0660787169275133e-7,-1.3169637445665253e-7,0,-0.0,0.0,0.0,-1325.36385488537,-13.024249280103238,-1.1881845912203246e-7,-9266.54086530171,3381.4564411758447,5.205287307963145e-10,1.0267234975605473e-7,-1.3696394269472124e-7,0,-0.0,0.0,0.0,-3.10646524444776e-7,-4.082407931122152e-8,-734.3896757538669,-2647.0667650366295,102.58733172065244,4.834419543432362e-10,1.0924691257063724e-7,-1.265249020562779e-7,0,-0.0,0.0,0.0,1325.3638551960166,-13.024249239279158,-151.29071151646383,-1263.636226144136
t58,10685.270673450334,1.201793241932529e-9,1.0530309120365422e-7,-1.3149798358544466e-7,0,-0.0,0.0,0.0,-1310.5779815038447,-12.878949633740667,-1.2417309104188154e-7,-9361.813742163577,3404.756225716723,5.240320649410425e-10,1.0069323967215707e-7,-1.4112195550020872e-7,0,-0.0,0.0,0.0,-2.9955550336621354e-7,-4.146208892214562e-8,-730.6069280305755,-2674.149297304909,102.58733171742328,4.844927898505235e-10,1.0316955279004806e-7,-1.3395293911982422e-7,0,-0.0,4.810800244316456e-11,0.0,1310.5779818034002,-12.878949592278579,-124.61550702896771,-1275.6708568693182
t59,10835.32802413043,1.171535009554534e-9,1.1651681533680529e-7,-1.1859114901827555e-7,0,-0.0,0.0,0.0,-1327.0910321095291,-13.041222120184798,-1.296123029149636e-7,-9495.195769770193,3439.868211432949,5.236074238156389e-10,1.1452433554101296e-7,-1.241229136604726e-7,0,-0.0,0.0,0.0,-3.8706975616373533e-7,-4.091954384920542e-8,-727.6027571648461,-2712.265453830635,102.58733173171764,4.832052819314925e-10,1.1291549786831274e-7,-1.2325082503702283e-7,0,-0.0,4.845259406584729e-11,0.0,1327.091032496599,-13.041222079265255,-121.91145328840572,-1294.7256888508566
t60,10929.879105402162,1.173504928852339e-9,1.117979014144287e-7,-1.2273183878259715e-7,0,-0.0,0.0,0.0,-1337.3005050720799,-13.141549830415945,-1.2605117732329858e-7,-9579.437050363846,3456.904328520424,5.234208319861097e-10,1.1001906218868465e-7,-1.2870717451919518e-7,0,-0.0,0.0,0.0,-4.1706099218452587e-7,-4.075332007373601e-8,-720.5655121972643,-2736.3388158468833,102.58733174212487,4.841823815814096e-10,1.0934661068586469e-7,-1.2652092312033322e-7,0,-0.0,4.8476533513408775e-11,0.0,1337.300505489141,-13.141549789662625,-120.98885374269801,-1305.7574336822738
t61,10974.969421750327,1.1621772980919935e-9,1.0985824751394972e-7,-1.245707136766421e-7,0,-0.0,0.0,0.0,-1344.2137348871277,-13.209485610224265,-1.3082314563823613e-7,-9617.546201108593,3453.479006618185,5.256559179018167e-10,1.0938685595652093e-7,-1.2943110672998427e-7,0,-0.0,0.0,0.0,-4.1839958540729893e-7,-4.04715789959463e-8,-706.1065660356448,-2747.3724401043305,102.58733173490776,4.856729564926303e-10,1.084883611245155e-7,-1.2703335652391012e-7,0,-0.0,4.842979852391928e-11,0.0,1344.2137353055273,-13.209485569752685,-121.81683240782094,-1311.7747490448648
t62,11060.725922837548,1.1680845148799342e-9,1.0844557108817213e-7,-1.2554247790242312e-7,0,-0.0,0.0,0.0,-1353.6591154540845,-13.302304640889455,-1.285584873511879e-7,-9693.764502598087,3463.1199727600892,5.26464111853149e-10,1.1070191866593181e-7,-1.2314484490224885e-7,0,-0.0,0.0,0.0,-2.520283675430112e-7,-4.0629097548704595e-8,-694.6833405870425,-2768.436631868548,102.58733172525528,4.860732938013584e-10,1.0652420134274939e-7,-1.296324520804137e-7,0,-0.0,4.838188863709093e-11,0.0,1353.6591157061127,-13.302304600260356,-121.14053482604155,-1321.8036079825167
t63,11033.95534766997,1.1773462882275179e-9,1.056564588231492e-7,-1.2924600370490095e-7,0,-0.0,0.0,0.0,-1352.9699943119283,-13.295532699713503,-1.2634000482856283e-7,-9667.689820509575,3442.957303590179,5.286032126895752e-10,1.0649884103549329e-7,-1.2580945666986026e-7,0,-0.0,0.0,0.0,-1.9132293515817245e-7,-4.087102771660859e-8,-681.5420687256359,-2761.4152346138085,102.58733171667943,4.858691023508209e-10,1.0307142958253324e-7,-1.340110674829694e-7,0,-0.0,4.8216469785299237e-11,0.0,1352.9699945032512,-13.295532658842475,-124.46972912324347,-1317.792064407456
t64,10981.968650314206,1.1953256828054877e-9,1.1770997225341068e-7,-1.1736870665860467e-7,0,-0.0,0.0,0.0,-1347.1723993492926,-13.238560177584095,-1.281886502798406e-7,-9621.557690660671,3422.450978618887,5.269539194069311e-10,1.1661769816480999e-7,-1.1820936263845835e-7,0,-0.0,0.0,0.0,-2.626434264772095e-7,-4.075718294966135e-8,-674.0754814589111,-2748.3754968550074,102.58733170071629,4.85225304759659e-10,1.1654694868875983e-7,-1.2104337978178653e-7,0,-0.0,4.79492161106386e-11,0.0,1347.172399611936,-13.238560136826912,-124.74642212702518,-1311.7747490448648
t65,10972.262107566972,1.260236285970958e-9,1.0851236597416306e-7,-1.2984453014682284e-7,0,-0.0,0.0,0.0,-1343.5189926635449,-13.202658428978223,-1.2182659354319074e-7,-9615.540456332552,3435.0887216128704,5.234078215835794e-10,1.1053824858386957e-7,-1.2489676160786908e-7,0,-0.0,0.0,0.0,-2.120410802947414e-7,-4.1176218128080257e-8,-688.7193379924838,-2746.3693833536536,102.58733174849688,4.88508335794781e-10,1.1761502576133076e-7,-1.169843462347444e-7,0,-0.0,0.0,0.0,1343.518992875586,-13.202658387802005,-122.13180308630339,-1310.7718631510998
t66,10996.939249853653,1.311940460311704e-9,1.0433752825625537e-7,-1.3744082565350672e-7,0,-0.0,5.4545780102655656e-11,0.0,-1344.12127899986,-13.208577047173687,-1.298415651588595e-7,-9639.609393645025,3467.9347262785955,5.195564768742837e-10,1.0228771134907873e-7,-1.3464576859903976e-7,0,-0.0,0.0,0.0,-7.298005812609722e-8,-4.047417243667617e-8,-714.5439455251543,-2753.3907806083926,102.58733175468868,4.852220494427441e-10,1.1144574601614501e-7,-1.1946668795615726e-7,0,-0.0,0.0,0.0,1344.12127907284,-13.208577006699516,-119.71951298091354,-1313.7805208323953
t67,11038.695391732015,1.3139645611454199e-9,1.0395626540920759e-7,-1.4110148117374317e-7,0,-0.0,9.62850873785745e-11,9.32930777231061e-12,-1373.553721854837,-13.497807409490568,-1.306971998854846e-7,-9651.64386230126,3492.6330832581466,5.215133196291894e-10,1.0618834376839548e-7,-1.319074797679659e-7,0,-0.0,0.0,0.0,3.429413045347565e-7,-4.2179662232782716e-8,-735.2300759229537,-2757.4030076111007,102.58733180682451,4.958161285528818e-10,9.902792228186878e-8,-1.390635899299424e-7,0,-0.0,0.0,0.0,1373.5537215118957,-13.497807367310905,-146.85695329194542,-1315.7862926199257
t68,11692.368115638717,1.3345455896556037e-9,1.0201158592427419e-7,-1.4573094709805766e-7,0,-0.0,9.858384156468226e-11,9.399865635121633e-12,-1515.3707749231687,-14.8914327416655,-1.283417654477531e-7,-10162.10590780327,3627.7979557613876,5.196601017353665e-10,1.0238059321208047e-7,-1.3673683579205506e-7,0,-0.0,5.189488709170191e-11,0.0,1.4432270900507684e-7,-4.0937547447426483e-8,-724.9517193714981,-2902.846236459267,102.58733183558951,5.373062410924059e-10,9.85283009428267e-8,-1.4116784249142109e-7,0,-0.0,0.0,0.0,1515.370774778846,-14.891432700727954,-217.07836868813982,-1385.9883051834888
t69,11500.341417811162,1.334660693713982e-9,1.1543024687761973e-7,-1.3156608934170212e-7,0,-0.0,9.678575714973455e-11,9.360561161956353e-12,-1491.0626401008838,-14.652558558743655,-1.328426061330709e-7,-9994.626219003987,3551.676161723283,5.187323355527117e-10,1.1605654143187449e-7,-1.2132524538996346e-7,0,-0.0,0.0,0.0,4.159867600371612e-7,-4.234922489855789e-8,-696.9766496670993,-2854.6995124267705,102.58733181901562,5.356728300865787e-10,1.1176937443752936e-7,-1.2481446584377758e-7,0,-0.0,0.0,0.0,1491.062639684897,-14.65255851639443,-217.0783692419317,-1361.9190437331242
t70,10673.02531341298,1.3146344013481873e-9,1.105663808850971e-7,-1.3451382795709293e-7,0,-0.0,9.586544853640103e-11,9.32086410679859e-12,-1391.8044199483975,-13.677155622643781,-1.2967128272637918e-7,-9267.543737689728,3289.3983688846038,5.208158664329312e-10,1.1413468487715925e-7,-1.213380969663675e-7,0,-0.0,0.0,0.0,4.746376906200025e-7,-4.27124975852714e-8,-642.3316044818239,-2647.0667650366295,102.58733180078049,5.358030331364239e-10,1.0551560761643395e-7,-1.3229632264878649e-7,0,-0.0,0.0,0.0,1391.8044194737597,-13.677155579931283,-217.07836952341063,-1263.636226144136
t71,9529.027538041952,1.3202657630513423e-9,1.0989922398870156e-7,-1.342827581112284e-7,0,-0.0,9.6809867400617e-11,9.369868320278826e-12,-1253.0454784863077,-12.31358212039059,-1.3024798060137002e-7,-8263.668477282044,2929.710218847102,5.176295686860248e-10,1.0342037712261149e-7,-1.346148465052921e-7,0,-0.0,0.0,0.0,3.180241052019812e-7,-4.164040281012001e-8,-569.5176847623243,-2360.192534343005,102.58733183048894,5.27374219925702e-10,1.0947950994858861e-7,-1.2701881211796182e-7,0,-0.0,0.0,0.0,1253.0454781682836,-12.313582078750187,-217.07836920470461,-1126.2408586983051
t72,8538.847712549421,1.3200049841041086e-9,1.081784159772496e-7,-1.354134060670834e-7,0,-0.0,9.64767283943099e-11,9.380081183011243e-12,-1133.530478170843,-11.139117355505611,-1.2825826698845915e-7,-7394.178116868994,2616.0061130973704,5.168373469123831e-10,9.862249308107229e-8,-1.432687746459642e-7,0,-0.0,0.0,0.0,2.747037376039095e-7,-4.1798412720531125e-8,-504.57165312103405,-2111.4344601751063,102.58733186388238,5.24396523697604e-10,1.057390986446764e-7,-1.3031463452601988e-7,0,-0.0,0.0,0.0,1133.5304778961392,-11.1391173137072,-217.0783691882514,-1007.9003232340132
t73,8507.882140509053,1.3404389337695627e-9,1.2188979118286552e-7,-1.2391260958357303e-7,0,-0.0,9.942583975103527e-11,9.647739929089e-12,-1137.6252012027826,-11.179355886186535,-1.3120731364327823e-7,-7359.0775832883055,2598.8298290253892,5.397111983593609e-10,1.2034771964379388e-7,-1.2140716193844831e-7,0,-0.0,0.0,0.0,4.829335511281594e-7,-4.3730962556353134e-8,-496.4228800452309,-2102.406949419013,102.58733188808189,5.456690306476547e-10,1.1554722003808529e-7,-1.2376114946868395e-7,0,-0.0,0.0,0.0,1137.625200719849,-11.179355842455573,-226.14728299263086,-1002.8858937651872
t74,8056.466101015249,1.3409019781389083e-9,1.1821370388549323e-7,-1.2592677432946108e-7,0,-0.0,9.870766636348231e-11,9.641876107875351e-12,-1087.8472807298272,-10.690192069621654,-1.290408645564338e-7,-6957.928628080439,2467.2071338615788,5.396828244654042e-10,1.1593819372146263e-7,-1.2388004683031016e-7,0,-0.0,0.0,0.0,5.140136665765943e-7,-4.4122817843044615e-8,-479.1486544822706,-1988.058479841834,102.58733190907431,5.448150200594422e-10,1.1127592342414513e-7,-1.2831498755477805e-7,0,-0.0,0.0,0.0,1087.8472802158135,-10.690192025498837,-231.01436458097913,-948.7300555018671
t75,7882.390851321581,1.3509530449117917e-9,1.1514218404908922e-7,-1.2812091510337e-7,0,-0.0,9.903032535088683e-11,9.661919094754554e-12,-1101.1781660059648,-10.821193654688203,-1.2824484223930068e-7,-6770.3914915207615,2417.981689322653,5.382405074214671e-10,1.1272374062278692e-7,-1.26698607581883e-7,0,-0.0,0.0,0.0,8.873898326735091e-7,-4.308894789066084e-8,-484.0882748481128,-1933.8934153052753,102.58733190500836,5.423294992879539e-10,1.1123308287751403e-7,-1.279314600797667e-7,0,-0.0,0.0,0.0,1101.178165118575,-10.821193611599256,-270.28928113168905,-922.6550222639722
t76,7879.040140352222,1.3572658602030135e-9,1.0906678922863224e-7,-1.3485865116353785e-7,0,-0.0,1.0065167395389883e-10,9.739097576371244e-12,-1172.622917703351,-11.241160074655104,-1.3359786186755105e-7,-6695.176062419287,2353.000514276033,5.33692204487528e-10,1.0475204240275526e-7,-1.3896342363396414e-7,0,-0.0,5.1937750131899174e-11,0.0,76.78696130619667,-0.4724639386100086,-516.4857880689217,-1912.8292235410581,102.58733164558433,5.421157304789523e-10,1.0212129826375559e-7,-1.4144826304526506e-7,0,-0.0,0.0,0.0,1095.8359563971544,-10.768696136045095,-275.02842854160656,-912.6261633263204
t77,7944.514321698081,1.3656623442316353e-9,1.0802137803400813e-7,-1.3477007095209735e-7,0,-0.0,1.0109235578260323e-10,9.80169083659114e-12,-1074.3100249883796,-10.557162495693712,-1.3443348272264854e-7,-6859.647134054512,2532.563318797959,5.312147051350723e-10,1.0397372262391818e-7,-1.4170361207278422e-7,0,-0.0,5.249838115917787e-11,0.0,1.3478768728721646e-7,-4.252817801812944e-8,-573.5934847809777,-1958.9698340722007,102.58733190460462,5.449408905216741e-10,1.010278235432532e-7,-1.430264834795573e-7,0,-0.0,0.0,0.0,1074.3100248535918,-10.557162453165533,-230.64765538062366,-935.6925388829196
t78,8463.259217638297,1.3737003633949003e-9,1.2027280119397894e-7,-1.2168573607269434e-7,0,-0.0,8.013735616003848e-11,0.0,-1131.1748165071954,-11.115968456147332,-1.3142182628448107e-7,-7320.968432543558,2726.7775708649287,5.306976801773304e-10,1.1526548560820309e-7,-1.275779099413471e-7,0,-0.0,5.259632796203044e-11,0.0,-3.2088400713187316e-7,-4.1804165214446803e-8,-635.4042453294469,-2091.373325161566,102.58733189381253,5.410279097387583e-10,1.1777718980804867e-7,-1.2284869710764728e-7,0,-0.0,0.0,0.0,1131.1748168280794,-11.115968414343167,-224.77471600661264,-997.8714642963613
t79,9779.180340931558,1.3730624606562655e-9,1.1301045347565158e-7,-1.288988687389874e-7,0,-0.0,5.774103085369032e-11,0.0,-1288.2377584903295,-12.659413971863284,-1.3664909624049743e-7,-8478.283168318252,3115.319330781892,5.30635076644507e-10,1.09961969046305e-7,-1.345796826712489e-7,0,-0.0,5.333791985401519e-11,0.0,-2.0963203524796077e-7,-4.273140414458832e-8,-693.9403343711639,-2421.3789961343023,102.587331757746,5.345708047463148e-10,1.161033945203718e-7,-1.236695426128224e-7,0,-0.0,0.0,0.0,1288.2377586999614,-12.65941392913188,-222.8411269040518,-1155.3245496174957
t80,10934.592309358026,1.3602807952534406e-9,1.116905190630926e-7,-1.2970346957368894e-7,0,-0.0,0.0,0.0,-1424.3962341511851,-13.99743289939255,-1.3257335457908807e-7,-9496.198642158213,3439.064857389497,5.365200163267684e-10,1.1291808109280434e-7,-1.3212705044089682e-7,0,-0.0,0.0,0.0,-6.011907039353163e-7,-4.150919332003654e-8,-726.7994028976474,-2712.265453830635,102.58733173677705,5.358489984862383e-10,1.127786875023833e-7,-1.2713044662518663e-7,0,-0.0,4.9529272765951885e-11,0.0,1424.396234752376,-13.997432857883357,-218.26044476663964,-1294.7256888508566
t81,11479.626280096225,1.3487638440683298e-9,1.0753177915418987e-7,-1.3496317254491366e-7,0,-0.0,0.0,0.0,-1430.8245618294197,-14.060603584536205,-1.314038595512052e-7,-10034.741114524773,3601.2589932479996,5.374436734532213e-10,1.037332156444666e-7,-1.4064346360191234e-7,0,-0.0,0.0,0.0,-6.835311557747153e-7,-4.1387432921588924e-8,-734.5227990517963,-2866.7361934348946,102.58733173664565,4.960057448391808e-10,1.0500371585081976e-7,-1.3592790841250362e-7,0,-0.0,5.002611813271647e-11,0.0,1430.824562512951,-14.060603543148773,-151.4149315803326,-1367.9363590957153
t82,11835.699323686178,1.3156961964068456e-9,1.0576550139079243e-7,-1.3731952777582608e-7,0,-0.0,0.0,0.0,-1450.7396513728634,-14.256307644599804,-1.2711605491411488e-7,-10370.70336451136,3693.871438859846,5.444293206466427e-10,1.0820558702988119e-7,-1.3551036695973413e-7,0,-0.0,0.0,0.0,-5.153469530531182e-7,-4.1729051089562355e-8,-730.8417967760425,-2963.029641499888,102.58733174396382,4.97379950213609e-10,1.0248849679942675e-7,-1.3810289199273562e-7,0,-0.0,5.016121826564918e-11,0.0,1450.7396518882103,-14.256307602870754,-125.00156578531744,-1414.069110208914
t83,12158.454337413628,1.278861710473718e-9,1.1988166110652265e-7,-1.216186446540481e-7,0,-0.0,0.0,0.0,-1487.3165957106107,-14.615746477303219,-1.2828869723876946e-7,-10656.521995096966,3772.0228430554926,5.426165210561054e-10,1.1914485980765844e-7,-1.2256970843227463e-7,0,-0.0,0.0,0.0,-4.0655359521167646e-7,-4.1929248662931055e-8,-727.7456043001409,-3044.2772383047254,102.58733174257328,4.976139018968289e-10,1.1697362557248566e-7,-1.232625133834318e-7,0,-0.0,4.994698420603994e-11,0.0,1487.3165961171644,-14.61574643537397,-122.10652135286117,-1453.1816600657562
t84,12332.217137882775,1.248925972924431e-9,1.1641950663840186e-7,-1.2473881430349162e-7,0,-0.0,0.0,0.0,-1506.4490354008194,-14.803759496312823,-1.2657856565850707e-7,-10810.964342851994,3809.066977555528,5.44111996793448e-10,1.1672696988596568e-7,-1.2221378154311902e-7,0,-0.0,0.0,0.0,-1.0831893839182322e-7,-4.252089079167498e-8,-720.6552420660877,-3088.411735334514,102.58733175958425,4.994113035316514e-10,1.1741221016759485e-7,-1.215358977204676e-7,0,-0.0,0.0,0.0,1506.4490355091384,-14.803759453791933,-120.99322987023756,-1473.23937794106
t85,12412.496113067918,1.2172254769649156e-9,1.1251762802267567e-7,-1.2913562654937969e-7,0,-0.0,0.0,0.0,-1517.421985459725,-14.911589836916157,-1.3052312731234842e-7,-10880.16253762535,3814.6344409839444,5.454932841854867e-10,1.1277724946242366e-7,-1.2446678220805168e-7,0,-0.0,0.0,0.0,-6.84453623433076e-8,-4.2622217854916365e-8,-706.1615705140791,-3108.472870348054,102.58733176518902,5.013090379442372e-10,1.125509800745875e-7,-1.2477672556080475e-7,0,-0.0,0.0,0.0,1517.4219855281704,-14.911589794293938,-121.82949060863076,-1483.2682368787118
