Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0955610719083516e-7,1.1006257875095808e-7,9.769714497045789e-8,3.173158309122511e-7
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.176864551031246e-7,1.0832384990748257e-7,1.1314035113481277e-7,3.3915065614541995e-7
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1490691707489518e-7,1.1800303145570932e-7,1.1332479892460522e-7,3.462347474552097e-7
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1543432454751926e-7,1.239564250149389e-7,1.0597601395437536e-7,3.453667635168335e-7
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368278252169626e-7,1.2212453386986924e-7,1.1085378654056712e-7,3.466611029321326e-7
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028736843208222e-7,1.103873492607017e-7,1.0184386362709645e-7,3.1510489720862034e-7
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086395841469355e-7,1.1267615861500124e-7,1.1033076680987238e-7,3.3164650957180915e-7
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1077477772342835e-7,1.1558978557227262e-7,1.1098217571808884e-7,3.3734673901378977e-7
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1297174933413441e-7,1.1925930493899766e-7,1.140982034503287e-7,3.4632925772346075e-7
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.166338872364265e-7,1.1674602987880725e-7,1.1947609748231412e-7,3.528560145975479e-7
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0741139827190508e-7,1.0793383766103687e-7,1.0679941292117018e-7,3.2214464885411215e-7
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1151576912718668e-7,1.1035736490877201e-7,1.0839916760618597e-7,3.3027230164214466e-7
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.253418391015624e-7,1.1708209234450654e-7,1.1074113535154481e-7,3.5316506679761374e-7
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.321005974681956e-7,1.1819082830525508e-7,1.1386257847469378e-7,3.641540042481445e-7
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3313731609402832e-7,1.1846448961332386e-7,1.109793712257122e-7,3.625811769330644e-7
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1638687042879284e-7,1.0949769318376551e-7,1.1499151463462275e-7,3.408760782471811e-7
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1501883518946616e-7,1.1218375387275953e-7,1.0608896098035861e-7,3.3329155004258426e-7
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118296301143635e-7,1.1509331222820605e-7,1.0945648323165502e-7,3.363794255742246e-7
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104971320886717e-7,1.2402174553929513e-7,1.143546586625184e-7,3.488735362904852e-7
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.251039789044656e-7,1.1965741470545329e-7,1.2427675814436318e-7,3.690381517542821e-7
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.277424231797563e-7,1.197801255200627e-7,1.2697652186704468e-7,3.7449907056686366e-7
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2893235191508075e-7,1.2407449325915025e-7,1.2814206144745076e-7,3.8114890662168173e-7
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2863914351591443e-7,1.3609337776273606e-7,1.3352488878585252e-7,3.98257410064503e-7
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3451875510154165e-7,1.4196940537011052e-7,1.374109085531963e-7,4.1389906902484843e-7
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2053345724439598e-7,1.2616738730759522e-7,1.2079686817634987e-7,3.6749771272834107e-7
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2796886111393514e-7,1.2624928619259521e-7,1.2395903584564244e-7,3.7817718315217277e-7
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2936647040806858e-7,1.2648634402244475e-7,1.241381282318774e-7,3.799909426623907e-7
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3169637445665253e-7,1.3696394269472124e-7,1.265249020562779e-7,3.951852192076517e-7
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3149798358544466e-7,1.4112195550020872e-7,1.3395293911982422e-7,4.065728782054776e-7
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1859114901827555e-7,1.241229136604726e-7,1.2325082503702283e-7,3.6596488771577097e-7
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2273183878259715e-7,1.2870717451919518e-7,1.2652092312033322e-7,3.7795993642212555e-7
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.245707136766421e-7,1.2943110672998427e-7,1.2703335652391012e-7,3.8103517693053647e-7
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2554247790242312e-7,1.2314484490224885e-7,1.296324520804137e-7,3.783197748850857e-7
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2924600370490095e-7,1.2580945666986026e-7,1.340110674829694e-7,3.890665278577306e-7
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1736870665860467e-7,1.1820936263845835e-7,1.2104337978178653e-7,3.5662144907884954e-7
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2984453014682284e-7,1.2489676160786908e-7,1.169843462347444e-7,3.717256379894363e-7
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3744082565350672e-7,1.3464576859903976e-7,1.1946668795615726e-7,3.915532822087037e-7
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4110148117374317e-7,1.319074797679659e-7,1.390635899299424e-7,4.120725508716515e-7
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4573094709805766e-7,1.3673683579205506e-7,1.4116784249142109e-7,4.236356253815338e-7
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3156608934170212e-7,1.2132524538996346e-7,1.2481446584377758e-7,3.7770580057544313e-7
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3451382795709293e-7,1.213380969663675e-7,1.3229632264878649e-7,3.881482475722469e-7
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342827581112284e-7,1.346148465052921e-7,1.2701881211796182e-7,3.959164167344823e-7
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.354134060670834e-7,1.432687746459642e-7,1.3031463452601988e-7,4.089968152390675e-7
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2391260958357303e-7,1.2140716193844831e-7,1.2376114946868395e-7,3.690809209907053e-7
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2592677432946108e-7,1.2388004683031016e-7,1.2831498755477805e-7,3.781218087145493e-7
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2812091510337e-7,1.26698607581883e-7,1.279314600797667e-7,3.827509827650197e-7
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3485865116353785e-7,1.3896342363396414e-7,1.4144826304526506e-7,4.1527033784276707e-7
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3477007095209735e-7,1.4170361207278422e-7,1.430264834795573e-7,4.1950016650443886e-7
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2168573607269434e-7,1.275779099413471e-7,1.2284869710764728e-7,3.7211234312168866e-7
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288988687389874e-7,1.345796826712489e-7,1.236695426128224e-7,3.871480940230587e-7
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2970346957368894e-7,1.3212705044089682e-7,1.2713044662518663e-7,3.8896096663977237e-7
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3496317254491366e-7,1.4064346360191234e-7,1.3592790841250362e-7,4.1153454455932963e-7
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3731952777582608e-7,1.3551036695973413e-7,1.3810289199273562e-7,4.1093278672829585e-7
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.216186446540481e-7,1.2256970843227463e-7,1.232625133834318e-7,3.6745086646975456e-7
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2473881430349162e-7,1.2221378154311902e-7,1.215358977204676e-7,3.684884935670782e-7
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2913562654937969e-7,1.2446678220805168e-7,1.2477672556080475e-7,3.783791343182361e-7
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3629081278765199e-7,1.2986979121161678e-7,1.293833281360036e-7,3.9554393213527236e-7
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4144552045607225e-7,1.3307772025363098e-7,1.3530279088201166e-7,4.098260315917149e-7
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2967596409619335e-7,1.1987657679772523e-7,1.2181971432760636e-7,3.7137225522152495e-7
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3367158573612718e-7,1.3023753687493979e-7,1.217616957804684e-7,3.8567081839153536e-7
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3581560072206076e-7,1.3473521413159406e-7,1.3048710184047632e-7,4.0103791669413117e-7
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3982180297335122e-7,1.3041753335879354e-7,1.3444447365954065e-7,4.0468380999168536e-7
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.455341144778718e-7,1.3588109688530502e-7,1.4234521461749353e-7,4.237604259806703e-7
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.307472174235033e-7,1.2698974216115333e-7,1.2214937791035235e-7,3.79886337495009e-7
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3599416274118853e-7,1.2528543063573504e-7,1.3497382405453815e-7,3.9625341743146167e-7
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943300928529378e-7,1.3007519441641187e-7,1.2873399918576713e-7,3.982422028874728e-7
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4023085468195192e-7,1.466558006432121e-7,1.3263772743370465e-7,4.195243827588687e-7
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.613668263723808e-7,1.490765329465595e-7,1.58787090881257e-7,4.692304502001973e-7
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7875829625272732e-7,1.7328694576227634e-7,1.7243812133687132e-7,5.24483363351875e-7
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7810296521197918e-7,1.6932572567383432e-7,1.7833042137235743e-7,5.257591122581709e-7
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.796613240142198e-7,1.8064153418262736e-7,1.8072509877232727e-7,5.410279569691744e-7
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8608221808330702e-7,1.9906165106861546e-7,1.893838837542388e-7,5.745277529061613e-7
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74734885065218e-7,1.6882046787337154e-7,1.7073790922256663e-7,5.142932621611562e-7
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6729734971278555e-7,1.5749308502731216e-7,1.6040446688914706e-7,4.851949016292447e-7
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7419559114018666e-7,1.7455930442072046e-7,1.8543664107744707e-7,5.341915366383542e-7
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8812462494175088e-7,1.8289437692747539e-7,1.8759981707789147e-7,5.586188189471177e-7
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.336086068836386e-7,2.510099556797925e-7,2.5898432261458743e-7,7.436028851780185e-7
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9275752453937002e-7,2.3580583444393107e-7,2.401349981389423e-7,6.686983571222434e-7
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.996224457495365e-7,3.9733615819341116e-7,3.7042437861541174e-7,1.1673829825583594e-6
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.663476881744542e-8,7.034236813359255e-8,7.023523688104996e-8,2.0721237383208794e-7
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0694556784869168e-8,2.173098548662837e-8,2.0689914515884157e-8,6.311545678738169e-8
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.899071894792015e-9,1.2172353301995204e-8,1.1296939205847253e-8,3.236836440263447e-8
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890681701393498e-9,5.361824640433541e-9,7.252252920646318e-9,1.7504759262473358e-8
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73973855994391e-9,1.0278272739589649e-8,1.0754591351722909e-8,2.977260265125647e-8
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8299105036190314e-8,1.8938257730574715e-8,6.939412256174736e-9,4.4176775022939767e-8
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.984220948669077e-7,4.087930273708323e-7,4.390987581194076e-7,1.2463138803571476e-6
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0093619179757644e-7,2.0987772952726045e-7,2.5065323377675284e-7,6.614671551015896e-7
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1063537621822173e-7,2.2628878204825192e-7,2.06263475984873e-7,6.431876342513467e-7
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0935585656421864e-7,2.3753776114579314e-7,2.0100852407765748e-7,6.479021417876693e-7
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9994221473480925e-7,2.2415623888642393e-7,2.1096476016932767e-7,6.350632137905609e-7
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7597253126801295e-7,1.8759403083840423e-7,1.8443683611881748e-7,5.480033982252347e-7
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4221350787653764e-7,1.3831876886242728e-7,1.4020467903926477e-7,4.207369557782297e-7
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4102569138692235e-7,1.4645103920542953e-7,1.4511293272314117e-7,4.3258966331549307e-7
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4114156705589766e-7,1.514389857816553e-7,1.473785004104712e-7,4.399590532480242e-7
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.452493654327325e-7,1.5987721007323136e-7,1.534566996215202e-7,4.5858327512748406e-7
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6554648475724563e-7,1.594064313601586e-7,1.7101685437170556e-7,4.959697704891098e-7
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5326439055688382e-7,1.4124751594028533e-7,1.4253720117083896e-7,4.3704910766800814e-7
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60984548165688e-7,1.4573913160313913e-7,1.4112884812895293e-7,4.4785252789778005e-7
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531788559414556e-7,1.5567463915682522e-7,1.5255363551393364e-7,4.614071306122144e-7
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5353352467904244e-7,1.5660251876329637e-7,1.594612075770827e-7,4.695972510194215e-7
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5179361401241813e-7,1.565657753397134e-7,1.5854061084401963e-7,4.6690000019615116e-7
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344774349662602e-7,1.3992548270570855e-7,1.3648005889909902e-7,4.108829765710678e-7
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4001649344328748e-7,1.423241522455632e-7,1.3811792292885353e-7,4.204585686177042e-7
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468030908161431e-7,1.4581887079052052e-7,1.4099907096855334e-7,4.33621032575217e-7
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4475060838111586e-7,1.4665342911443278e-7,1.4264196456818426e-7,4.340460020637329e-7
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.453909095099717e-7,1.4848952836638183e-7,1.5342928085991349e-7,4.47309718736267e-7
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3640328738745989e-7,1.3247706989812927e-7,1.3351199607893047e-7,4.0239235336451963e-7
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4233372614741544e-7,1.3610161104543022e-7,1.3928833624682863e-7,4.177236734396743e-7
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4406242816972142e-7,1.4488125197124381e-7,1.47038551170321e-7,4.3598223131128626e-7
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4903524158901296e-7,1.4460366890867882e-7,1.5467247285962903e-7,4.483113833573208e-7
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5703131073478643e-7,1.454348497811176e-7,1.4708572050971858e-7,4.495518810256226e-7
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.289331063648469e-7,1.3606006137950072e-7,1.2876120311465313e-7,3.9375437085900074e-7
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3712221087558444e-7,1.39085939524968e-7,1.3367488372187749e-7,4.098830341224299e-7
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.455054079957163e-7,1.452400252322358e-7,1.4243217840548846e-7,4.331776116334406e-7
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6017691993573222e-7,1.6143630076810612e-7,1.5512051513990416e-7,4.767337358437425e-7
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3008355363016015e-7,1.2027876435276866e-7,1.2965168698363787e-7,3.800140049665667e-7
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3055714488303226e-7,1.263355001023724e-7,1.2942405574363317e-7,3.863167007290378e-7
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3537942866518734e-7,1.321611991063003e-7,1.3211243966657622e-7,3.9965306743806386e-7
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3893040103404436e-7,1.3579453185243032e-7,1.3999012538312674e-7,4.147150582696014e-7
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4297616571635076e-7,1.3796494330845659e-7,1.4343588002064e-7,4.243769890454473e-7
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2387562410731826e-7,1.2427811030571703e-7,1.2070435065912059e-7,3.6885808507215585e-7
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2689941997937334e-7,1.3341716258285752e-7,1.278390263818e-7,3.881556089440309e-7
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.377688866532368e-7,1.3274035022873247e-7,1.3165394466990878e-7,4.0216318155187806e-7
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4185731590176306e-7,1.3655811584375868e-7,1.345785371933845e-7,4.129939689389062e-7
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3826097586832686e-7,1.3577283654898209e-7,1.3613521616415325e-7,4.101690285814622e-7
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2095067331099607e-7,1.223550318695461e-7,1.228742444185656e-7,3.6617994959910777e-7
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2251905486302247e-7,1.272088778816849e-7,1.2533103738891806e-7,3.750589701336254e-7
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263108499184658e-7,1.3026422914028863e-7,1.284674856735037e-7,3.850425647322582e-7
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3192365652065266e-7,1.3434626169178565e-7,1.3258391043766858e-7,3.988538286501069e-7
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3801507224183254e-7,1.3737763002653647e-7,1.3638171173571452e-7,4.117744140040835e-7
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3085679990856293e-7,1.2069030882039147e-7,1.2127301639854865e-7,3.72820125127503e-7
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3994542551153427e-7,1.2654166482876286e-7,1.2872194325142933e-7,3.952090335917265e-7
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.388340669536065e-7,1.4081588941537358e-7,1.314142560191895e-7,4.110642123881696e-7
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4263390442592409e-7,1.3642461516863697e-7,1.3726470298606624e-7,4.163232225806273e-7
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.477325860362486e-7,1.3353644149382886e-7,1.3947770258046125e-7,4.207467301105387e-7
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3409980805026601e-7,1.2788975149059652e-7,1.2345233010935854e-7,3.854418896502211e-7
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.379677169051593e-7,1.2446617049936256e-7,1.2707804353999954e-7,3.895119309445214e-7
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3849448992031763e-7,1.4025072794202983e-7,1.3508091905217176e-7,4.1382613691451924e-7
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.390370467306058e-7,1.483152392326619e-7,1.3375741448756825e-7,4.2110970045083595e-7
