region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MA,MA_natural_gas_combined_cycle,1,1,1,1.1010453525959902e9,0.0,1.7318736302989224e8,0.0,3.378697448e8,1.7131424314834802e9,0.0,0.0,0.0,3.325245e9,0.0,0.0,0.0,0.0,0.0,3.325244928e9,3.325244891909363e9,36.09063720703125
MA,MA_solar_pv,1,1,2,0.008889408469746783,0.0,0.0019550445825609573,0.0,0.0,0.0,0.0,0.0,0.0,0.005948628,0.0,0.0,0.0,0.0,0.0,0.005948627833276987,0.01084445305230774,-0.004895825219030753
CT,CT_natural_gas_combined_cycle,2,1,3,3.239849766652705e8,0.0,4.804290984250449e7,0.0,1.0447431497999999e8,5.2676125626925355e8,0.0,0.0,0.0,1.0032635e9,0.0,0.0,0.0,0.0,0.0,1.003263488e9,1.0032634577570286e9,30.242971420288086
CT,CT_onshore_wind,2,1,4,0.01221365750743874,0.0,0.005428920500091469,0.0,3.1241579563356936e-5,0.0,0.0,0.0,0.0,0.008292484,0.0,0.0,0.0,0.0,0.0,0.00829248409718275,0.017673819587093565,-0.009381335489910814
CT,CT_solar_pv,2,1,5,0.007918060787979743,0.0,0.001741416417145369,0.0,0.0,0.0,0.0,0.0,0.0,0.004868907,0.0,0.0,0.0,0.0,0.0,0.004868906922638416,0.009659477205125113,-0.004790570282486696
ME,ME_natural_gas_combined_cycle,3,1,6,1.4154454515667811e7,0.0,3.5258443197973133e6,0.0,4.12642996875e6,1.65057199275326e7,0.0,0.0,0.0,3.831245e7,0.0,0.0,0.0,0.0,0.0,3.8312448e7,3.8312448731747724e7,-0.7317477241158485
ME,ME_onshore_wind,3,1,7,0.02451327097970299,0.0,0.010896048072819626,0.0,9.374824585393072e-5,0.0,0.0,0.0,0.0,0.025838124,0.0,0.0,0.0,0.0,0.0,0.025838123634457588,0.035503067298376545,-0.009664943663918957
MA,MA_battery,1,0,8,0.015417530662231936,0.02727531951283261,0.0038535954141965547,0.006817011038550054,0.00015072787064127625,0.0,0.00017808112566441273,0.0,0.02654891,0.045035023,0.0,0.0,0.0,0.0,0.0,0.045035023242235184,0.08024117651016612,-0.03520615326793093
CT,CT_battery,2,0,9,0.015475680751921413,0.026908351472364082,0.0038681299673537233,0.006725293499494571,0.00014952400233596562,0.0,0.00017665878223469846,0.0,0.026529817,0.044364892,0.0,0.0,0.0,0.0,0.0,0.044364891946315765,0.07983345538632895,-0.03546856344001319
ME,ME_battery,3,0,10,0.015388997713202951,0.02825420014426489,0.0038464636338913626,0.007061665920292398,0.0001483505533542484,0.0,0.00017527238883045213,0.0,0.02682798,0.04646616,0.0,0.0,0.0,0.0,0.0,0.0464661605656147,0.08170293018672395,-0.03523676962110925
