Zone,1,2,3
t1,21.549999999990753,21.56999999999157,21.9777438085357
t2,21.549999999985914,21.56999999999111,21.97774380852958
t3,21.549999999982195,21.569999999991104,21.977743808525336
t4,21.5499999999827,21.569999999991925,21.97774380852585
t5,21.549999999988774,21.569999999993236,21.977743808532768
t6,21.54999999999491,21.569999999995407,21.977743808542144
t7,21.54999999999807,21.569999999998856,21.977743808551615
t8,21.549999999998832,21.570000000000253,21.977743808555893
t9,21.549999999998807,21.570000000000125,21.977743808555946
t10,21.549999999998818,21.570000000000125,21.977743808556568
t11,21.54999999999884,21.5700000000002,21.97774380855697
t12,21.54999999999881,21.570000000000118,21.977743808556667
t13,21.54999999999867,21.56999999999978,21.97774380855495
t14,21.549999999998594,21.569999999999617,21.97774380855416
t15,21.54999999999842,21.5699999999991,21.977743808552898
t16,21.54999999999839,21.569999999998856,21.97774380855294
t17,21.549999999998743,21.56999999999957,21.97774380855641
t18,21.54999999999989,21.57000000000259,21.977743808567997
t19,21.55000000000011,21.57000000000356,21.97774380857365
t20,21.54999999999988,21.57000000000249,21.97774380857771
t21,21.54999999999948,21.570000000001123,21.97774380857072
t22,21.549999999998736,21.5699999999991,21.977743808560806
t23,21.549999999997492,21.569999999996607,21.977743808551647
t24,21.54999999999579,21.56999999999459,21.977743808544965
t25,21.549999999982457,21.569999999996348,21.97774380851966
t26,21.306186320008926,21.569999999995208,21.729090695040526
t27,21.30618631998679,21.569999999993268,21.72909069501769
t28,21.306186319985734,21.569999999993254,21.72909069501646
t29,21.30618632000728,21.56999999999581,21.729090695038483
t30,21.549999999994505,21.569999999997393,21.977743808532328
t31,21.54999999999856,21.56999999999882,21.977743808538406
t32,21.549999999999194,21.569999999999563,21.9777438085409
t33,21.549999999999265,21.569999999999588,21.97774380854153
t34,21.5499999999993,21.569999999999677,21.97774380854192
t35,21.54999999999935,21.569999999999766,21.977743808542265
t36,21.54999999999933,21.569999999999713,21.977743808542098
t37,21.549999999999255,21.56999999999954,21.97774380854158
t38,21.549999999999223,21.569999999999474,21.977743808541344
t39,21.54999999999911,21.569999999999215,21.97774380854073
t40,21.54999999999905,21.56999999999905,21.977743808540414
t41,21.549999999999084,21.569999999999137,21.977743808540623
t42,21.549999999999223,21.569999999999403,21.977743808541288
t43,21.54999999999938,21.569999999999848,21.977743808542606
t44,21.549999999999645,21.57000000000032,21.977743808546297
t45,21.549999999999507,21.569999999999908,21.977743808545135
t46,21.54999999999921,21.569999999999293,21.977743808542503
t47,21.549999999998526,21.569999999998345,21.97774380853925
t48,21.54999999999705,21.569999999997446,21.977743808535926
t49,21.306186320008653,21.569999999991953,21.729090695040767
t50,21.306186319968067,21.569999999977874,21.729090694998902
t51,21.306186319941112,21.569999999953385,21.729090694971166
t52,21.306186319927946,21.569999999940713,21.729090694957634
t53,21.306186319974156,21.56999999998374,21.729090695005016
t54,21.549999999983942,21.569999999995815,21.9777438085219
t55,21.549999999997663,21.569999999997872,21.977743808538893
t56,21.549999999998622,21.56999999999886,21.977743808542133
t57,21.549999999998686,21.569999999998956,21.977743808541383
t58,21.54999999999874,21.569999999998995,21.9777438085412
t59,21.54999999999885,21.56999999999915,21.977743808541618
t60,21.549999999998906,21.569999999999215,21.97774380854188
t61,21.549999999998924,21.569999999999176,21.977743808541874
t62,21.549999999998985,21.569999999999247,21.97774380854209
t63,21.54999999999896,21.56999999999915,21.97774380854184
t64,21.549999999998914,21.56999999999904,21.977743808541597
t65,21.549999999998917,21.569999999999098,21.977743808541643
t66,21.549999999998946,21.569999999999244,21.977743808541994
t67,21.549999999998928,21.56999999999924,21.977743808542815
t68,21.549999999999393,21.57000000000003,21.97774380854761
t69,21.549999999999276,21.569999999999688,21.977743808546563
t70,21.54999999999875,21.569999999998632,21.977743808542918
t71,21.549999999997457,21.569999999997044,21.97774380853847
t72,21.549999999993304,21.569999999995396,21.97774380853216
t73,21.549999999992735,21.569999999995172,21.97774380853181
t74,21.549999999974265,21.56999999999427,21.977743808512184
t75,21.549999998487436,21.569999999993932,21.977743806996042
t76,21.30618632003283,21.56999999999309,21.729090695065963
t77,21.549999999930638,21.56999999999478,21.97774380846749
t78,21.549999999992146,21.569999999995876,21.977743808531105
t79,21.549999999997798,21.569999999997872,21.977743808539774
t80,21.54999999999891,21.569999999999244,21.97774380854436
t81,21.54999999999921,21.569999999999805,21.977743808545064
t82,21.54999999999938,21.57000000000014,21.977743808545988
t83,21.54999999999955,21.570000000000515,21.977743808547395
t84,21.549999999999624,21.57000000000068,21.977743808547842
t85,21.549999999999645,21.57000000000066,21.977743808548134
t86,21.549999999999738,21.57000000000084,21.977743808548947
t87,21.54999999999971,21.570000000000697,21.97774380854867
t88,21.54999999999967,21.570000000000555,21.977743808548183
t89,21.549999999999677,21.570000000000626,21.977743808548595
t90,21.549999999999624,21.570000000000636,21.977743808548276
t91,21.5499999999995,21.57000000000042,21.977743808548016
t92,21.54999999999945,21.570000000000146,21.977743808549878
t93,21.54999999999955,21.57000000000028,21.97774380855067
t94,21.549999999999283,21.569999999999563,21.977743808547604
t95,21.549999999998494,21.569999999998068,21.977743808542424
t96,21.549999999997034,21.569999999996558,21.977743808538023
t97,21.549999999997027,21.57000000000197,21.977743808564583
t98,21.549999999995716,21.570000000000082,21.977743808556625
t99,21.549999999994508,21.569999999999023,21.977743808551867
t100,21.549999999993563,21.56999999999837,21.97774380854857
t101,21.549999999993645,21.56999999999846,21.977743808547714
t102,21.549999999994835,21.56999999999923,21.97774380855007
t103,21.549999999997198,21.570000000002565,21.977743808560984
t104,21.549999999999205,21.570000000009262,21.977743808581682
t105,21.55000000000066,21.57000000002074,21.977743808614903
t106,21.550000000002516,21.570000000059107,21.977743808692807
t107,21.550000000006133,21.81683258624106,21.97774380920067
t108,21.550000000018652,21.816832586477886,22.49999999981597
t109,165.98437882910534,168.03960115496398,169.27898627489665
t110,635.6757772191004,629.8059942637021,648.2932425537193
t111,882.2700539263111,871.4793766111171,899.782144553973
t112,882.2700539254939,871.4793766103356,899.7821445531818
t113,554.8985772525265,548.1118440260972,648.293242553938
t114,166.5377363091657,168.59981031983025,366.60375524929185
t115,21.550000000014194,21.816832586463466,22.499999999593044
t116,21.550000000005287,21.816832585861736,21.97774380902705
t117,21.550000000004285,21.570000000248953,21.977743808921982
t118,21.55000000000288,21.57000000006498,21.9777438087537
t119,21.550000000000477,21.5700000000182,21.97774380862495
t120,21.549999999998843,21.57000000000734,21.977743808584563
t121,21.549999999997663,21.569999999996426,21.977743808544666
t122,21.54999999999662,21.569999999995492,21.977743808541213
t123,21.54999999999547,21.56999999999486,21.977743808538744
t124,21.549999999994693,21.569999999994764,21.977743808537372
t125,21.549999999995002,21.569999999995183,21.977743808537863
t126,21.549999999996455,21.569999999996266,21.977743808540726
t127,21.549999999997958,21.569999999997883,21.977743808545558
t128,21.549999999999088,21.569999999999915,21.97774380855293
t129,21.549999999999606,21.570000000001237,21.977743808556436
t130,21.55000000000007,21.57000000000254,21.97774380856234
t131,21.550000000000594,21.5700000000042,21.977743808571443
t132,21.550000000001095,21.570000000005837,21.977743808581728
t133,21.550000000001518,21.57000000000705,21.97774380859086
t134,21.55000000000217,21.570000000009,21.97774380860463
t135,21.55000000000261,21.570000000010094,21.97774380861195
t136,21.550000000002967,21.570000000010946,21.977743808617976
t137,21.550000000003195,21.570000000012158,21.97774380862524
t138,21.550000000002765,21.570000000011632,21.977743808621565
t139,21.55000000000185,21.570000000008793,21.977743808610498
t140,21.550000000001226,21.570000000005958,21.97774380861635
t141,21.55000000000143,21.570000000006115,21.977743808624606
t142,21.550000000000686,21.57000000000337,21.977743808589203
t143,21.549999999999663,21.57000000000031,21.97774380856293
t144,21.549999999998786,21.56999999999826,21.97774380855135
t145,21.306186319979968,21.569999999987104,21.72909069501169
t146,21.30618631994158,21.569999999954366,21.729090694972008
t147,21.306186319751898,21.56999999976369,21.72909069477834
t148,21.306186319750356,21.56999999976216,21.72909069477663
t149,21.306186319967992,21.569999999979824,21.729090694998696
t150,21.54999999997661,21.56999999999634,21.97774380851463
t151,21.5499999999975,21.569999999998046,21.977743808538687
t152,21.549999999998494,21.569999999998892,21.97774380854139
t153,21.549999999998622,21.569999999998945,21.97774380854206
t154,21.549999999998764,21.569999999999165,21.977743808542773
t155,21.549999999998892,21.56999999999912,21.977743808543455
t156,21.54999999999894,21.569999999999123,21.97774380854379
t157,21.549999999998896,21.569999999998995,21.97774380854371
t158,21.549999999998892,21.56999999999905,21.97774380854365
t159,21.549999999998814,21.56999999999892,21.97774380854319
t160,21.549999999998743,21.56999999999886,21.977743808542805
t161,21.54999999999878,21.569999999998956,21.97774380854303
t162,21.549999999998985,21.569999999999435,21.977743808544346
t163,21.54999999999951,21.570000000000586,21.97774380854861
t164,21.549999999999443,21.570000000000242,21.977743808550038
t165,21.549999999999105,21.569999999999453,21.977743808546876
t166,21.549999999998494,21.569999999998405,21.97774380854292
t167,21.549999999997123,21.56999999999706,21.97774380853858
t168,21.549999999992433,21.56999999999604,21.977743808531816
