Costs,Total,Zone1,Zone2,Zone3
cTotal,4.366820812059747e9,3.325244904509376e9,1.0032634586866157e9,3.831244883849711e7
cFix,1.6639409012035706e9,1.2742327156900904e9,3.720278865880545e8,1.7680298925425775e7
cVar,2.7028799108103366e9,2.0510121888041618e9,6.312355720963461e8,2.0632149909833122e7
cNSE,0.020578107048707554,0.015124936964246076,0.0022149532655408094,0.0032382168189206834
cStart,0.0,0,0,0
cUnmetRsv,0.0,-,-,-
cNetworkExp,0.025260780362762893,-,-,-
