Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21344.426562098513,-21145.29849171735,-21616.270969549565
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21598.62387764344,-21334.789329601615,-21888.55174886052
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21627.27088804195,-21539.044004542513,-22034.773106927343
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20918.68935510413,-21177.80817610269,-21507.534476593784
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21125.145763063567,-21393.386273850145,-21716.62687968557
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21375.493631176498,-21559.03378374056,-21906.933480119056
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21651.9732612321,-21792.721677602724,-22153.231116050076
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21090.437069923253,-21203.777177142365,-21608.474743634477
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21176.559999061046,-21332.613061439635,-21680.820089987465
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21263.03114846342,-21444.47477287967,-21765.956007766614
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21367.495155517165,-21561.651646050446,-21904.061544224944
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21522.20605933156,-21720.936499568314,-22055.288511225426
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21050.25261135519,-21296.57979303872,-21643.146607636078
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21210.981757281726,-21464.607092536735,-21784.744462680814
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21485.46521069676,-21515.99972503943,-21876.28211511461
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21584.635807271243,-21562.80225890015,-21960.322429256845
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21657.238077753664,-21648.486962935604,-22076.209706182584
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21132.200806508212,-21187.6386577534,-21624.840299768533
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21236.95896564688,-21321.87526901823,-21733.274837306573
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21349.420412932886,-21420.241755520063,-21835.20649017424
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21490.071767308433,-21521.440055583953,-21943.075009419117
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21682.348570684535,-21657.684926213245,-22083.640620367987
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21301.203230384373,-21187.875937270728,-21657.5500873182
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21411.57479778749,-21393.027380401592,-21815.43780820382
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21462.296375365542,-21606.007752643898,-21939.45394126873
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21575.173534225432,-21616.049062845606,-22054.478536156035
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21711.49454215992,-21711.49002253311,-22167.955717783527
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21265.01960216764,-21299.754607433686,-21708.7215434038
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21409.838128640768,-21425.612569849858,-21851.628418572578
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21517.002622883832,-21664.050315631328,-21960.193775213527
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21617.932762234912,-21781.08257980758,-22067.252006245148
