Segment,1,2,3,4,1,2,3,4,1,2,3,4,Total
Zone,1,1,1,1,2,2,2,2,3,3,3,3,0
AnnualSum,5.3946746e-8,8.0299316e-8,1.7047923e-7,4.1259517e-7,3.051107e-9,4.949978e-9,1.8122764e-8,1.3412729e-7,6.2453323e-9,9.719099e-9,2.2592651e-8,1.8672928e-7,1.1028579e-6
t1,1.864396394850881e-11,3.334540256031084e-11,5.641305979897439e-11,1.2273984943493975e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0840242630779404e-10
t2,1.874874146293965e-11,3.392786571716945e-11,5.6208179938239505e-11,1.2320929447686443e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088847871183486e-10
t3,1.8791106992726533e-11,3.414068362986694e-11,5.612490848896283e-11,1.2344459939099208e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0905669911155629e-10
t4,1.868060631268634e-11,3.3805662480109904e-11,5.592055032065341e-11,1.2280579895786073e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0840681911344965e-10
t5,1.8716143728960063e-11,3.380019642277965e-11,5.642004219388605e-11,1.231105760271031e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893638234562577e-10
t6,1.8765640507580193e-11,3.284322936647009e-11,5.76230515183739e-11,1.2249597947499417e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0923192139242419e-10
t7,1.8604841598752507e-11,3.014607920625321e-11,5.940582257010184e-11,1.211693194911646e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0815674337510757e-10
t8,1.865821735191842e-11,2.8810912156627752e-11,6.05521724435095e-11,1.2171039469095774e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0802130195205566e-10
t9,0.0,0.0,0.0,1.133331403164477e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t17,0.0,0.0,0.0,1.1709678763491186e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t18,1.8726030865944867e-11,2.6510619735279773e-11,6.175104234744204e-11,1.1434588929867519e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0698769294866669e-10
t19,1.854165729477268e-11,2.6649686440944845e-11,6.117264917346668e-11,1.1459721540448805e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0636399290918421e-10
t20,1.8620438551079706e-11,2.6817439263155976e-11,6.155853585912026e-11,1.1459542606227467e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0699641367335594e-10
t21,1.865430178727912e-11,2.7753132693068265e-11,6.103653178811427e-11,1.1724463710722068e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0744396626846164e-10
t22,1.8579508312536267e-11,2.8940573936820763e-11,5.978114039853621e-11,1.2081464688123092e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0730122264789325e-10
t23,1.8670370175489797e-11,3.0855640727057787e-11,5.904448230414208e-11,1.2133248842305374e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857049320668967e-10
