Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.386699776679078e-7,7.3393928362663e-7,7.634282868375871e-7
t16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.329026837808598e-7,7.173279818397769e-7,7.429000736228572e-7
t17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.342995187946745e-7,7.096925424258365e-7,7.341927082327688e-7
t18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.204471806927176e-7,7.006665209538127e-7,7.298710910694532e-7
t19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.184108410897539e-7,7.013838973406389e-7,7.378222029220348e-7
t20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.281826809214894e-7,7.187636335650448e-7,7.56340627073884e-7
t21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.040521220353604e-7,6.983852502851644e-7,7.320885491114161e-7
t22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.021351166325559e-7,6.828344336786323e-7,7.233102626073732e-7
t23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.139171338492704e-7,6.974234733582907e-7,7.344448937312817e-7
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365807259382065e-7,7.360293486015167e-7,7.521182580602353e-7
t25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.670941692989884e-7,6.890820456333046e-7,7.096061345400384e-7
t26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.696019239487199e-7,6.872956505565765e-7,7.16921063256014e-7
t27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.926072020183321e-7,6.863944823874744e-7,7.393397642089643e-7
t28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.148434635556534e-7,6.881168682077719e-7,7.645991290138785e-7
t29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.510046791890218e-7,6.923543440787452e-7,7.664910945393288e-7
t30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333399188401105e-7,6.835816302745771e-7,7.400576734299754e-7
t31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3250418220862e-7,6.725188657727658e-7,7.421850064906598e-7
t32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.271102120977094e-7,6.796736969657682e-7,7.426517903235255e-7
t33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.258650937265986e-7,6.954900909865159e-7,7.337882798979972e-7
t34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.248388307774397e-7,7.070501214345379e-7,7.345137256344907e-7
t35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.009533953490694e-7,6.98223246993307e-7,7.159303354854859e-7
t36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.903918730807829e-7,6.940739827652723e-7,7.134799218364918e-7
t37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.841270076477843e-7,6.956256433083336e-7,7.133586590870104e-7
t38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.822375561504949e-7,7.0367116944139e-7,7.187490185169314e-7
t39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862941997512349e-7,7.088931429173731e-7,7.330618193762898e-7
t40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.713971899894226e-7,6.965116346589442e-7,7.233068146448151e-7
t41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.642223765125484e-7,6.891137779207497e-7,7.162677200295784e-7
t42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800752374896148e-7,6.941539208905869e-7,7.128128212461859e-7
t43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.057216803995189e-7,6.992932437406392e-7,7.152108159427916e-7
t44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.303579249492814e-7,7.065584671111687e-7,7.16554886620202e-7
t45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.234354635233492e-7,6.972208451034436e-7,7.238252548899808e-7
t46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.162936165288556e-7,6.931225485744895e-7,7.13164658317968e-7
t47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.074031206110059e-7,6.949249040927187e-7,7.100277338766707e-7
t48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.989985588890611e-7,7.116092046714344e-7,7.14793846094721e-7
t49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.259627021327135e-7,7.028203086533123e-7,7.344669754930195e-7
t50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.206129065465177e-7,6.876892664287683e-7,7.322536307519453e-7
t51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.185333511569165e-7,6.813231968221174e-7,7.329021635131193e-7
t52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.172472895035084e-7,6.936023509337823e-7,7.427944194683535e-7
t53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.273353670919894e-7,7.150353282142639e-7,7.592265331534718e-7
t54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.114094718890266e-7,7.065685898403158e-7,7.453198208912404e-7
t55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.091969910269396e-7,6.943236091309036e-7,7.380197672452566e-7
t56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.102127651787759e-7,6.860834001853132e-7,7.321829210293915e-7
t57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.154953082737317e-7,7.004898472948321e-7,7.298391868226484e-7
t58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.220135714292384e-7,7.208728727983316e-7,7.409350725628344e-7
t59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.044687162034375e-7,7.105829799518218e-7,7.31591594783512e-7
t60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95862563542261e-7,7.094076570658175e-7,7.291358461571273e-7
t61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.910564815226525e-7,7.095855187829238e-7,7.280844025020425e-7
t62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.886799404448686e-7,7.025506036300234e-7,7.315590830434694e-7
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.927422868716936e-7,7.025356939451066e-7,7.428151025380913e-7
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.727758749830331e-7,6.845299400020427e-7,7.274935459712916e-7
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.742846325511468e-7,6.792847041993993e-7,7.072767389193534e-7
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873198353520953e-7,6.919765163658651e-7,6.960494113866865e-7
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.041372573697568e-7,6.979092849606595e-7,7.163488681636805e-7
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.273275700866284e-7,7.124239203979583e-7,7.391273039701067e-7
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.229007126314076e-7,6.978947315568611e-7,7.324681620708068e-7
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.264725965380695e-7,6.854663516563974e-7,7.394899120381189e-7
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30557055751811e-7,6.968985570471233e-7,7.373477518512213e-7
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375521545756477e-7,7.215074676767666e-7,7.423034127405114e-7
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28556796580688e-7,6.990140856650333e-7,7.290530816622202e-7
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.159162862844439e-7,6.869639666826957e-7,7.261507932522112e-7
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.086329803000995e-7,6.810008806332597e-7,7.229422116587335e-7
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.141520815133454e-7,6.949863147213379e-7,7.420732025041212e-7
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.207260054479618e-7,7.123387219327363e-7,7.638447156278649e-7
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.019455769892113e-7,7.044218277655114e-7,7.488468323929344e-7
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.976951005169941e-7,7.087112701428668e-7,7.364234834447248e-7
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.956195544127307e-7,7.075311118824003e-7,7.307979644460017e-7
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.029033045081928e-7,7.241696031304351e-7,7.41717166434614e-7
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142747685502218e-7,7.312243722226501e-7,7.573712870685538e-7
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.958577682552911e-7,7.14483221580714e-7,7.436275541938267e-7
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.840745491342204e-7,7.000427731379247e-7,7.278186262411853e-7
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.805775559697847e-7,6.9196824596235e-7,7.202751919369219e-7
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.890561246524002e-7,6.937373224637674e-7,7.223222890922552e-7
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.053073183405173e-7,7.014355797406409e-7,7.347003972769243e-7
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.989556191390622e-7,6.827554421794974e-7,7.212494899654058e-7
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.001923963590326e-7,6.848994975331545e-7,7.085477890738721e-7
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.046401966356482e-7,6.936546565698273e-7,7.105695690282761e-7
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14341846147492e-7,6.948539029686876e-7,7.193048977521815e-7
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.342339875891596e-7,7.057458322725407e-7,7.413080941916279e-7
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25475672909265e-7,6.993879445757795e-7,7.273580083078338e-7
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.278249005040751e-7,6.897258552550842e-7,7.367709642409316e-7
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366834966114456e-7,6.897621153752419e-7,7.349323154889897e-7
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.470460992234373e-7,7.18132235424915e-7,7.40787628540254e-7
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.784854677802565e-7,7.075018585297927e-7,7.297000568478486e-7
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.912545314673827e-7,7.010753849296331e-7,7.278587576499007e-7
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.024358143176818e-7,6.932597500020902e-7,7.351779982943732e-7
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.152808037822972e-7,7.044339133667175e-7,7.465691104212456e-7
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37080011139122e-7,7.42509205863114e-7,7.716175971774546e-7
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.327928161228564e-7,7.233571234011722e-7,7.595689057335211e-7
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.238222455977403e-7,6.948093864021204e-7,7.352961238898142e-7
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33165610277432e-7,6.942536927826407e-7,7.609270758475999e-7
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686249269687638e-7,7.013605293321836e-7,7.831707629690138e-7
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.628586684056055e-7,8.042395726413187e-7,8.993517018731518e-7
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.079524415089121e-7,8.862525862715994e-7,9.892285121087428e-7
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2036926137867583e-6,1.1787600905179057e-6,1.2407681173323227e-6
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2082671384184302e-6,1.1903755341770363e-6,1.2506518961463566e-6
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2039766021837158e-6,1.1854317040235913e-6,1.2455193234374682e-6
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.360852444515766e-7,6.289850318357361e-7,6.591340575815182e-7
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.726420084960239e-8,1.692888358349391e-8,2.668174297339154e-8
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7576149639490594e-8,1.7865855241438883e-8,2.139101595555856e-8
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.710492258304569e-8,2.752554286765027e-8,1.7566578208966197e-8
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8344101665787766e-7,3.9319063005911633e-7,4.1422789509804836e-7
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7625536123292047e-7,5.056307718760427e-7,5.552258880620448e-7
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.531362395760904e-7,6.016783374596961e-7,6.287539046083549e-7
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05733483828228e-7,6.816062774824066e-7,6.768950387503029e-7
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.530019222830843e-7,7.287418049651683e-7,7.257308228577804e-7
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.842113879186582e-7,7.472927327670412e-7,7.55115559379735e-7
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.018480518820393e-7,6.876843930350642e-7,7.214865390843639e-7
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.901835121480515e-7,6.854239280712769e-7,7.197486403338407e-7
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.80755242954262e-7,6.90943724129378e-7,7.214845364013018e-7
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.793341619650923e-7,7.086550143127381e-7,7.324634024912162e-7
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.088579214759044e-7,7.255261231465544e-7,7.716969509451755e-7
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.15185442072118e-7,7.057619896335046e-7,7.563272340685677e-7
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336662146594845e-7,6.985846121776751e-7,7.418019128620943e-7
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.389944122930418e-7,7.107439342306531e-7,7.495582741668916e-7
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.472646715543062e-7,7.24652654225434e-7,7.68134599031821e-7
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.562632764836266e-7,7.380620949880445e-7,7.860567154340391e-7
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.349053573206635e-7,7.225444569065956e-7,7.663033008961666e-7
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26997127080697e-7,7.156429220318757e-7,7.530604966627899e-7
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.318277120214376e-7,7.170548985932745e-7,7.461755334450789e-7
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.320326615132554e-7,7.222968148505546e-7,7.438165176992524e-7
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.339241750363053e-7,7.303579098553338e-7,7.603380104874471e-7
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.152056765449734e-7,7.07830437600539e-7,7.399170425305984e-7
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.042763344449303e-7,6.920491024045531e-7,7.28568017077288e-7
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.988181288333134e-7,6.887512306398223e-7,7.218639852546708e-7
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.088055154220116e-7,6.853201756585608e-7,7.333187638878979e-7
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.284842289507252e-7,6.84950736832208e-7,7.370682633099807e-7
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.967071220316655e-7,6.719290070864936e-7,7.12595896539081e-7
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85515879314073e-7,6.700332382500755e-7,7.035744468627839e-7
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.899056662167057e-7,6.783752531517498e-7,7.101575343881051e-7
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.135857221847972e-7,7.042926737662038e-7,7.308906881327745e-7
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.227854657413948e-7,7.052909707258771e-7,7.314380050151495e-7
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142763671711396e-7,6.946079372220591e-7,7.268765798408154e-7
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.154332757391187e-7,6.95115123558398e-7,7.279191832237199e-7
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.235597465613425e-7,7.022872324547776e-7,7.425380738306648e-7
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38849302425965e-7,7.135746200980358e-7,7.624792992310993e-7
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.187214163541042e-7,6.986616822058878e-7,7.40923849678008e-7
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.050001217813022e-7,7.015902672079865e-7,7.341626233273181e-7
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.110502182399142e-7,7.024443687285633e-7,7.350273669239576e-7
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.241348044699741e-7,7.103859843284891e-7,7.415226542109027e-7
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.323815937163651e-7,7.183069999326766e-7,7.512338251305106e-7
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.093832117741079e-7,7.004048265447462e-7,7.355009106559377e-7
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.912911928739062e-7,6.924887035428839e-7,7.257759727980543e-7
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.815098315299571e-7,6.908048880057217e-7,7.226575913142063e-7
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.814676368800483e-7,6.965397229623712e-7,7.270688239532171e-7
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.912513892163707e-7,7.078493630755291e-7,7.381543154507169e-7
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.846130792481065e-7,6.875700247019364e-7,7.20603681591358e-7
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.929619757160941e-7,6.787817511352956e-7,7.173263919696084e-7
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.980099938868478e-7,6.960414775471568e-7,7.189549289867013e-7
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.091884435849218e-7,7.030617648135254e-7,7.303719461022973e-7
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.289830493065759e-7,7.075609843799307e-7,7.452482976245871e-7
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.230619360966526e-7,6.996968971088207e-7,7.305587695247155e-7
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.249189501231127e-7,6.866106889205289e-7,7.228853575627368e-7
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.284236812861275e-7,7.021709893388425e-7,7.301295874872437e-7
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.339622752864871e-7,7.294748207010931e-7,7.353084150675902e-7
