Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
Zone,1,1,2,2,2,3,3,1,2,3,0
AnnualSum,9.517458e7,0.00012892886,2.9264514e7,0.0003124158,0.000113719514,916984.44,0.00093748246,0.0010048525,0.0009968267,0.0009890037,1.2535607e8
t1,8784.335073009841,0.0,2662.9755338517643,8.135101599903927e-8,0.0,102.5873324370684,1.6153365178094855e-7,1.4506199407872714e-7,1.4856252156470402e-7,1.4442378390188702e-7,11549.897939979606
t2,8471.908625866585,0.0,2584.198933473655,9.555310516607679e-8,0.0,102.58733245336028,1.560305262212741e-7,1.4112008734094056e-7,1.4389151818126442e-7,1.4113386159772023e-7,11158.69489247133
t3,8346.366087882443,0.0,2586.0955464564145,9.251391170182332e-8,0.0,102.58733248994459,1.6136836384560957e-7,1.3744632533597134e-7,1.3857333589903474e-7,1.3782422494719372e-7,11035.048967496527
t4,8372.372429957999,0.0,2656.4256099454346,9.080765019468509e-8,0.0,102.58733246123391,1.6993049022063595e-7,1.328354521065373e-7,1.342769637376895e-7,1.2919279819685056e-7,11131.385373021709
t5,8634.498779139707,0.0,2809.615501313206,7.185361563234651e-8,0.0,102.58733247700057,1.631880942003578e-7,1.2756455045455322e-7,1.268821450987601e-7,1.281197685307501e-7,11546.701613547522
t6,9483.592759793724,0.0,3067.424445855355,4.5517280106631283e-8,0.0,102.58733251916541,2.05063632158731e-7,1.462310588114528e-7,1.3802642064427955e-7,1.4817347901298626e-7,12653.604538851256
t7,10980.038231994082,0.0,3463.776130431886,5.706181963351046e-8,0.0,102.58733238743568,1.8206525167825715e-7,1.431375659976024e-7,1.4150462317105225e-7,1.399168221733653e-7,14546.401695477089
t8,11715.262228963253,1.652228242373816e-10,3659.401093314054,6.915292595614002e-8,0.0,102.58733239036043,1.6510871867189513e-7,1.4250825989522116e-7,1.4062587537523475e-7,1.3841518363294358e-7,15477.250655323644
t9,11792.498298041104,1.433272111485646e-8,3677.3101190108114,4.4083261245630984e-8,1.2804510845154098e-8,102.58733239725467,1.563001330219302e-7,1.303113750349493e-7,1.347142623428642e-7,1.3560103045124635e-7,15572.395750077316
t10,11802.60926611291,2.6312093189157056e-8,3681.4001410945184,2.086427723028982e-8,2.394748672874343e-8,102.58733241204199,1.9122747045312497e-7,1.2769895341825709e-7,1.2778419563693582e-7,1.3069337109415704e-7,15586.596740267994
t11,11816.953456666606,3.377859434725108e-8,3686.206843668126,4.702819904446881e-8,3.064352980487533e-8,102.58733236897054,1.441104212774205e-7,1.4664612161247975e-7,1.4846730833536224e-7,1.4627032725636518e-7,15605.747633400648
t12,11776.58293564176,3.5209705573835054e-8,3674.3829897725236,8.398293885578438e-8,2.990714903315216e-8,102.5873323777581,1.4609843726213778e-7,1.4060297530968538e-7,1.4286002442629557e-7,1.427679052417975e-7,15553.55325851347
t13,11658.442199228937,3.514767517733311e-8,3637.4136839672356,8.541180433055298e-8,3.085805098842537e-8,102.58733236566898,1.656971623639984e-7,1.3677909402550457e-7,1.3670677766659886e-7,1.3572871945063158e-7,15398.443216288171
t14,11569.168034713399,3.451063436466835e-8,3608.5995176744004,8.222076288812796e-8,3.568500024163051e-8,102.5873323602483,1.347564607201358e-7,1.3270436917918853e-7,1.3140479809674457e-7,1.3224530163411548e-7,15280.354885431574
t15,11431.845089111983,3.354453683183297e-8,3553.657307521279,9.238377112571804e-8,3.439968999226675e-8,102.58733237612802,1.8485534812360875e-7,1.267264673520162e-7,1.2767371483482276e-7,1.287678198835066e-7,15088.08972973774
t16,11444.673626564214,2.402561794492797e-8,3538.975673851489,8.898683385668733e-8,2.5091202384385118e-8,102.58733239292377,2.0802354688854572e-7,1.4107688616588798e-7,1.452822428607894e-7,1.4691263184713814e-7,15086.236633588025
t17,11835.486347079304,1.2799680414654513e-8,3645.3324057218697,8.640343824502749e-8,1.3541645307292768e-8,102.58733241186462,2.1355164423623888e-7,1.3724862908580281e-7,1.4023133721952633e-7,1.404890617500885e-7,15583.406085957306
t18,12863.454177776492,0.0,3922.3544107338657,9.139274234896698e-8,6.951878276613434e-11,102.58733241266944,2.1635823047357427e-7,1.4353095831913215e-7,1.3993246846604202e-7,1.3784749887178916e-7,16888.395921652154
t19,13131.586501423533,0.0,4014.660163944684,7.783287298140053e-8,0.0,102.58733240484798,2.0344960404092877e-7,1.367132680604215e-7,1.3498077327019918e-7,1.3242901354872276e-7,17248.83399845847
t20,12939.522890967472,0.0,3936.264368630349,5.358150029212254e-8,0.0,102.58733240561531,2.0344557613630677e-7,1.3174032068082662e-7,1.286041736858594e-7,1.2820937539534838e-7,16978.374592649016
t21,12483.249643095243,0.0,3789.609009526335,5.1887151804896173e-8,0.0,102.58733242040623,2.1065503031217024e-7,1.4864019146287314e-7,1.4675379011717817e-7,1.4815338690155467e-7,16375.445985748074
t22,11687.336642653632,0.0,3538.095700020031,7.80078747196318e-8,0.0,102.58733243406105,2.1037605896940867e-7,1.3672722357199467e-7,1.4281915503729648e-7,1.4041676385669978e-7,15328.019675816071
t23,10642.227338912107,0.0,3206.7296163853102,5.628181195872457e-8,0.0,102.58733241765738,1.8046474894503816e-7,1.3172920712392382e-7,1.296624488786456e-7,1.317440323659964e-7,13951.544288344958
t24,9732.51678071846,0.0,2930.489990136155,4.169584631661035e-8,0.0,102.58733245493538,1.797232494699089e-7,1.2771996418640586e-7,1.1925914245611102e-7,1.293833433208888e-7,12765.594103907333
t25,8076.474372971067,0.0,2591.0007655870872,5.245147856421562e-8,0.0,102.58733148405346,3.456556285938411e-8,1.143132407244405e-7,1.0782053509509892e-7,9.739327533465618e-8,10770.062470448755
t26,7879.040139664208,0.0,2405.97679858139,1.6830920156528576e-8,0.0,102.58733132530337,2.5119208356471697e-8,9.765862783074021e-8,9.758613185287457e-8,9.262000806067621e-8,10387.604269900716
t27,7879.0401394847995,0.0,2220.515838604925,9.54647628609291e-9,0.0,102.58733131044889,2.927472890867259e-8,8.976816457574026e-8,9.734090687151837e-8,8.575862283232475e-8,10202.143309711862
t28,7879.040139467126,0.0,2229.05310202833,2.7119118545305445e-9,0.0,102.58733130533126,5.2803169909803353e-8,9.012170564262965e-8,9.62528601047468e-8,8.66949882971121e-8,10210.680573129373
t29,7879.040139534949,0.0,2508.139658637909,2.0888591974665843e-9,0.0,102.58733137101785,7.467764865085593e-8,8.591283654252158e-8,9.490936810733745e-8,9.460768640400889e-8,10489.76712989607
t30,8515.787179421997,0.0,2840.3689751018005,9.111512063420183e-9,0.0,102.58733154390447,7.188665967795684e-8,1.0897986864732129e-7,1.0122786335464551e-7,1.070096109236007e-7,11458.743486465917
t31,9999.66639013063,0.0,3232.8950484833176,7.395263965847592e-9,0.0,102.58733145347931,5.848503882530169e-8,1.0037870592076853e-7,1.0186306252388023e-7,9.380485940515832e-8,13335.148770429354
t32,10959.431136335212,8.41798826884778e-9,3476.9041716714555,3.976067016582494e-9,7.382056996276626e-9,102.58733144673344,4.279264184882602e-8,1.022196671142291e-7,9.329532112655015e-8,9.548866868354946e-8,14538.922639806973
t33,11187.326622614808,2.4080480897400963e-8,3527.425334567321,2.3100719235376504e-9,2.1041502833797492e-8,102.58733147385547,9.074436904123241e-8,9.884912119844214e-8,9.036563563355647e-8,9.785252780246938e-8,14817.339289081227
t34,11285.166068987714,3.571719044621314e-8,3558.840916687161,1.4041095110610489e-9,3.165995330653948e-8,102.58733147596983,7.805783116664053e-8,9.716526903958984e-8,9.273097745527705e-8,9.315923485036205e-8,14946.594317580739
t35,11377.444035043993,4.164317594027898e-8,3581.358688730674,1.0662108246028282e-9,3.631704634035033e-8,102.58733146809904,5.692600116673596e-8,1.090468870032446e-7,1.0155257690019032e-7,1.0329736511105894e-7,15061.390055692615
t36,11330.654460841697,4.198553462212211e-8,3566.0244120828474,2.244456926315105e-9,3.894026589222736e-8,102.58733149395268,2.099543616890866e-8,1.016691571293174e-7,9.918643636211449e-8,9.563835420547537e-8,14999.266204819158
t37,11196.1837545107,4.318437479043038e-8,3518.151337182883,2.886058562295924e-9,4.251834934342415e-8,102.58733150181516,2.344047446824615e-8,9.952344806346846e-8,9.640766680875523e-8,9.404687525731331e-8,14816.922423597407
t38,11103.019525025544,4.505398905540069e-8,3484.381523576813,5.094149913942929e-9,4.705989147780699e-8,102.58733151008859,2.5978828224076153e-8,9.735758401391763e-8,9.353919165795565e-8,9.161358872483083e-8,14689.988380518143
t39,10906.856942123151,4.121534433286607e-8,3411.0266562350957,1.4517830592611155e-8,4.3893462572043916e-8,102.5873315203749,1.847900735609116e-8,9.498681004423059e-8,9.400962409151806e-8,8.795679211842099e-8,14420.470930273681
t40,10802.760433384987,3.343068396553323e-8,3365.62038870491,2.0364774376726263e-8,3.1217524256756785e-8,102.58733150691256,1.6766630705055573e-8,1.0461825647820781e-7,1.0274618779405624e-7,9.936962744943518e-8,14270.968154005324
t41,10875.717676177634,1.95411855904861e-8,3392.5102590199654,2.6076488967492343e-8,1.563524107366267e-8,102.58733149370484,2.207245936987858e-8,1.0098778800845572e-7,1.0021251447844032e-7,9.822503512838853e-8,14370.815267074056
t42,11138.68622731338,4.496339201244176e-9,3479.987847940042,2.0993556749353707e-8,3.622946120917386e-9,102.58733147483763,2.8100124315925306e-8,9.150470051666133e-8,9.446135142814006e-8,9.690980384226873e-8,14721.261407068347
t43,11494.914903954012,0.0,3610.913005568924,5.685405888634101e-9,0.0,102.58733147229785,7.572161290181671e-8,8.821521821996895e-8,9.530854005551976e-8,9.416713130010353e-8,15208.41524135433
t44,12030.160302686567,0.0,3720.495292243919,1.7185307068906792e-8,0.0,102.58733148750456,9.243295058028039e-8,9.002207935620413e-8,9.358433850783018e-8,9.269639478222528e-8,15853.242926803912
t45,11734.937308532611,0.0,3621.662993933739,1.5793710799400942e-8,0.0,102.58733143791827,5.2374810779814996e-8,1.0487851164278791e-7,1.012694597578462e-7,9.064007917854809e-8,15459.187634269227
t46,11041.561163685461,0.0,3416.1818698623247,2.076269023828002e-8,0.0,102.5873314803595,6.863746684671163e-8,1.0392245143570903e-7,9.872277218098133e-8,9.960145551642761e-8,14560.33036541979
t47,10006.432040006608,0.0,3116.794182998277,3.253580863611189e-8,0.0,102.58733150614998,7.878933089360316e-8,1.0283185517321887e-7,9.575681239318283e-8,9.552993789326639e-8,13225.81355491648
t48,9031.212070693398,0.0,2845.131851930378,3.0014322925625683e-8,0.0,102.58733152211067,7.871099555999262e-8,1.0125696938404096e-7,8.962244889204101e-8,9.24049598513493e-8,11978.931254537898
t49,7879.040140168745,0.0,2246.4493304463003,6.225777386969642e-8,0.0,102.58733150176081,1.2225058043705763e-7,1.1655030399223915e-7,1.1847022210827357e-7,1.1239737036108155e-7,10228.076802648733
t50,7879.040140047241,0.0,1857.510790772669,7.936784626305755e-8,0.0,102.58733150781363,1.181625779526185e-7,1.1304301153916585e-7,1.1530246970726046e-7,1.0950921789061057e-7,9839.138262863109
t51,7879.040140045166,0.0,1748.001554162532,7.336113313082936e-8,0.0,102.58733151820323,9.960340038994844e-8,1.1104153361935737e-7,1.1087343513266363e-7,1.0786279066884225e-7,9729.629026228644
t52,7879.040140020871,0.0,1733.5792201620718,3.363666471357136e-8,0.0,102.58733150752049,7.471517999526953e-8,1.1006334779300555e-7,1.038926131556481e-7,1.0391459038953013e-7,9715.206692116688
