Line,1,2,3,4,5,6,7,8,9,10,Total
t19,2.115060594934896,23.17357492859642,-37.55290755201895,-2001.9999999999998,1599.2587286762123,-1485.8787265971878,-290.45386933361806,1794.4688975678423,469.06724127410394,599.4116146362318,671.6096141950974
t20,0.0,0.0,0.0,-114.2341068514302,0.0,-116.71786709988105,1653.026495591797,500.6352632895091,-1421.2884406898388,-1606.9837523327174,-1105.5624080925613
t21,0.0,0.0,0.0,-1557.777164817407,252.31784887610675,3173.804579946759,1554.4206370316201,-939.182744182176,0.0,0.0,2483.583156854903
t22,0.0,0.0,0.0,-1120.8924153215855,0.0,0.0,0.0,800.6405692505339,-394.8770990576765,-1959.4805696892295,-2674.6095148179575
t23,0.0,0.0,0.0,-1376.469629608913,2015.378239911909,2272.0528869804975,-1017.2969767414686,-2227.50339818279,0.0,0.0,-333.8388776407653
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1562.5127909712553,-1239.37650725658,-550.6136394225546,-3352.50293765039
t25,-133.38898439277568,2000.0,1537.2778849767924,-734.2640443350874,-646.7517289004386,1729.9142365832254,2639.7419216119897,2227.50339818279,1568.530018160393,-2580.493146306032,7608.069555580855
t26,0.0,1753.5278449961063,0.0,-2001.9999999999998,0.0,0.0,1196.4566810238298,0.0,2614.5616017883576,1933.607767684369,5496.153895492663
t27,0.0,0.0,0.0,-78.93295692086464,0.0,-1492.383557083673,-1522.7862208679724,0.0,-983.1701110286393,-2182.290165510704,-6259.563011411854
t28,0.0,2000.0,0.0,-1821.5422716657747,-1791.6364065287012,3173.804579946759,179.25208031058705,1789.7178309056685,2728.1443551371895,-1021.0584889061815,5236.681679199546
t29,0.0,2000.0,1158.725107422187,-1310.2413425725297,-1491.734114009339,0.0,-1645.9263552385926,2227.50339818279,2211.5153540233346,2200.691526506895,5350.533574314745
t30,0.0,0.0,0.0,0.0,0.0,-494.242927139279,152.6562526272248,2227.50339818279,-1117.973103698437,77.4307421473402,845.374362119639
t31,0.0,0.0,2187.0990177982435,-142.16009949381638,0.0,0.0,-2872.3756075854617,295.27339132371617,-1125.8502499087456,-703.6418642574565,-2361.6554121235204
t32,0.0,0.0,0.0,0.0,187.7692882227072,0.0,0.0,539.806186692447,-2096.2647064261146,0.0,-1368.6892315109603
t33,0.0,0.0,0.0,0.0,0.0,-705.2829221449795,0.0,1655.0668660522822,-1478.747621391718,-1951.4483922482518,-2480.412069732667
t34,-84.61228289782441,1143.4566769588587,-783.0940621014863,0.0,-1265.3171586746814,1476.8804628792743,1200.219425192058,-782.1701146613099,-382.0826898969759,607.350510484327,1130.63076728224
t35,0.0,0.0,-738.6236950746531,-1188.8581548325126,0.0,0.0,-2872.3756075854617,92.92151975844446,-378.0709445198376,1223.1265767073778,-3861.880305546643
t36,46.53133308856281,0.0,-215.0652090346773,-331.29850222035697,0.0,-531.1420237237335,414.6495978321321,0.0,-1256.8561009763603,519.802366336587,-1353.3785386978461
t37,67.68193903790934,0.0,-309.78763408872777,-1968.862821086741,0.0,-3173.804579946759,-2114.3104500113063,838.64724915306,362.89244979323155,-1020.0431863288204,-7317.587033478153
t38,72.61713459680655,1963.4728407283317,-2453.0959436743788,-647.4323911556727,-2015.378239911909,-809.4288440334008,-2872.3756075854617,0.0,1003.322691915668,520.1285836871024,-5238.169775432915
t39,64.15689221706705,2000.0,-2453.0959436743788,-803.7710346400737,-2015.378239911909,0.0,0.0,-1746.750905135163,2050.937314399424,0.0,-2903.901916745033
t40,80.37230260751726,0.0,-368.3191872420739,0.0,-1620.9063946086897,0.0,-1294.895162848145,2227.50339818279,-1604.0737310799927,0.0,-2580.318774988594
t41,72.96959052524609,-113.23191445365063,-222.0936207183422,0.0,0.0,0.0,-1037.6307956736682,0.0,-1717.4306241671186,0.0,-3017.4173644875336
t42,42.30121189869351,0.0,-196.9697730843269,-956.1210508187019,0.0,0.0,0.0,-2058.4444393699555,-1164.3798858827772,0.0,-4333.613937257068
t43,0.0,0.0,0.0,0.0,0.0,-1288.6991299735112,0.0,-1545.2146094456227,-1556.3163474301668,-529.6429893111965,-4919.873076160497
t44,0.0,0.0,0.0,-1721.8935185566106,0.0,-1856.6211522106705,153.31882073827308,781.2901493856498,183.16701116780771,333.07250825232217,-2127.6661812232283
t45,0.0,0.0,0.0,0.0,0.0,0.0,-338.0813282093946,2227.50339818279,-1559.0640414662491,0.0,330.3580285071464
t46,0.0,0.0,-1280.7481719597392,-2001.9999999999998,2015.378239911909,0.0,1917.1282476588215,1898.0895604469501,0.0,-2380.8025964697254,167.04527958821654
t47,0.0,0.0,0.0,0.0,0.0,2731.213467526309,-909.0476172397368,-599.7815403044387,-1373.2412894454624,-1682.5016697986046,-1833.3586492619334
t48,0.0,0.0,1849.920150545703,45.962907528922706,-1146.8611118118706,173.54252828673202,-2872.3756075854617,0.0,-1293.2910563764685,-2092.0471519831244,-5335.149341395568
t49,0.0,0.0,1218.642889919157,0.0,0.0,0.0,0.0,2221.2702666568093,-1166.3268873170157,-535.4364146372192,1738.1498546217317
t50,0.0,0.0,0.0,-1936.6275707472537,259.11321268230574,-619.1102495807456,-409.47341765556564,2227.50339818279,806.299018749304,-2580.493146306032,-2252.788754675197
t51,0.0,754.9997469061553,1052.5010001223482,0.0,2015.378239911909,0.0,-443.4943489451045,2227.50339818279,-331.4891191264086,2336.29421863105,7611.69313568274
t52,0.0,0.0,0.0,-1169.2609549878289,0.0,0.0,0.0,2227.50339818279,99.60663615234058,-1463.962791145699,-306.11371179839716
t53,0.0,0.0,2453.0959436743788,0.0,503.35321403838697,-1098.2696263398577,0.0,-1053.5860522063056,-1065.8949524400443,568.4652451109644,307.1637718375223
t54,0.0,0.0,0.0,-1259.5849343252914,0.0,-1821.0021672597238,0.0,2227.50339818279,137.1471042362539,-347.08986515294583,-1063.026464318917
t55,0.0,0.0,0.0,0.0,-330.52050287999026,0.0,-1021.5464603918169,2227.50339818279,-1277.2009718767404,-2580.493146306032,-2982.2576832717896
t56,0.0,1005.1792929082097,0.0,-189.8000727230014,0.0,-2265.7344666326085,-2872.3756075854617,330.128373975572,-231.8614083483168,0.0,-4224.463888405607
t57,0.0,2000.0,-1531.425420003713,-2001.9999999999998,1031.4443264122704,0.0,0.0,74.50525498349943,2728.1443551371895,810.0186931418956,3110.687209671142
t58,0.0,2000.0,-1826.469968513063,-2001.9999999999998,1989.0182767778658,-2329.9120338995376,-1683.3707361380064,-304.69356510316607,2728.1443551371895,-2580.493146306032,-4009.77681804475
t59,2.115060594934896,2000.0,-2056.801097870252,-2001.9999999999998,0.0,0.0,-1745.9451424396932,-1353.4671270693689,2694.96039844888,-2472.2240338180764,-4933.361942153575
t60,31.725908924020025,1038.3067855355973,-1207.9939386376184,-2001.9999999999998,2008.242172799435,2370.221552170691,2811.697636438048,201.12139302140324,1430.1332605193006,2580.493146306032,9261.947917076908
t61,27.49578773415072,0.0,-129.9211576185911,-1008.7524528678736,140.71137241177,-3173.804579946759,-984.310278136497,1487.4237611160213,-570.911948791097,0.0,-4212.069496098875
t62,33.8409695189549,-1123.0056993700557,944.5400283500866,0.0,1813.275545012275,2639.389678848225,1040.1386269959723,849.6619657938702,-2728.1443551371895,-2580.493146306032,889.2036137061059
t63,9.517772677206066,-417.9580932067553,0.0,-676.4473267843534,2015.378239911909,394.1829007545904,-2872.3756075854617,2150.755733788934,-1714.549557989051,0.0,-1111.495938432982
t64,-14.624345192215944,119.53188733919293,-60.62390091539295,-2001.9999999999998,1715.8779651261245,-548.629285496688,0.0,0.0,551.0931217225095,-440.1198775416534,-679.4944349581232
t65,0.0,0.0,0.0,-237.74545170191274,869.1793278265551,347.2121756303479,-756.3922809556834,537.0206411226525,-1324.938546881564,0.0,-565.6641349596048
t66,0.0,0.0,0.0,0.0,2015.378239911909,1426.7575471836126,-589.2789278576633,-1086.427311178592,-1561.6227233912584,-2580.493146306032,-2375.6863216380243
t67,-58.49738076886605,1078.1684253871906,-837.1784191122629,-2001.9999999999998,0.0,-22.450920183448453,2872.3756075854617,1719.4112137936308,1511.8845108086364,0.0,4261.7130375103425
t68,-106.54880068614902,2000.0,-1563.6001632695659,-2001.9999999999998,1519.9517291880513,0.0,0.0,-743.9363762352765,2437.935697574433,-511.73426668545653,1030.067819886037
t69,0.0,0.0,0.0,0.0,0.0,0.0,1772.729259765048,2227.50339818279,-1536.7334473740968,0.0,2463.499210573741
t70,0.0,209.03849295872337,55.3847215478765,0.0,283.68578567868343,1674.8320986584072,569.2430740982759,-497.197662735221,-1293.6338553505827,-995.996440144154,5.356214712008409
t71,0.0,604.4940814161736,0.0,-2001.9999999999998,0.0,324.33399977789225,199.3531316702727,2227.50339818279,1203.5572918154078,-103.4592959449073,2453.782606917629
t72,-651.2127950838242,2000.0,1302.7727886666491,-388.49005007471425,1749.055106888264,-527.2287668428352,-2872.3756075854617,0.0,1443.8579339939288,1070.3938531596823,3126.772463121689
t73,0.0,0.0,2453.0959436743788,0.0,2015.378239911909,2209.1639266764973,1614.8867864377291,995.5296608154235,-1553.2816778950387,846.6527857015128,8581.425665322415
t74,0.0,1879.76157154849,0.0,-2001.9999999999998,115.80314096112558,825.7462401231554,-242.03496113542013,1228.74364692738,2728.1443551371895,512.1556643204176,5046.319657882338
t75,0.0,518.8451893761971,0.0,-2001.9999999999998,0.0,910.5151507928917,-431.8273334773238,485.1341130729575,1427.5891267858767,-802.4751015730545,105.78114497754507
t76,0.0,979.4107512631075,0.0,0.0,0.0,0.0,0.0,0.0,-64.13069004945196,0.0,915.2800612136556
t77,0.0,0.0,0.0,-1179.1068843022242,2015.378239911909,1570.6558614840403,0.0,-779.8002230604575,0.0,-869.548399212239,757.5785948210287
t78,0.0,0.0,0.0,-1828.1916164894067,386.002788009476,285.08165291385524,-817.1364457025456,1769.2765740315176,729.6597850310546,-233.3882944180054,291.3044433759457
t79,0.0,588.8740350888644,0.0,-2001.9999999999998,0.0,0.0,2159.5299794351417,2227.50339818279,1322.4460444334375,2206.2438699606078,6502.597327100842
t80,0.0,1566.6643132869833,-294.566313452224,-2001.9999999999998,0.0,0.0,1394.4460220944277,2227.50339818279,2144.213440927027,1407.6854529317116,6443.946313970716
t81,0.0,0.0,0.0,0.0,0.0,3156.1540753340155,223.9013597064507,776.160583768216,-1454.7165828271955,620.0080580820733,3321.5074940635604
t82,0.0,0.0,0.0,-2001.9999999999998,1703.8498328190783,0.0,0.0,-2032.3873684112007,0.0,896.2847420700325,-1434.2527935220899
t83,-79.73744765890864,238.6427157558086,0.0,-1675.660330419342,983.8621147429319,-3173.804579946759,-947.8701627631085,-1461.440827013954,942.8538781151912,504.52451251047125,-4668.630126677669
t84,-15.668941277374827,2000.0,-1973.1235209513318,-2001.9999999999998,-12.095585030792677,-2128.3140417805785,-2464.8604795930364,-494.6371107579714,2728.1443551371895,19.833969195255996,-4342.721355058641
t85,0.0,205.65166973676742,-199.21625973484277,0.0,-2015.378239911909,0.0,-1602.6832863386637,0.0,-1359.1548792311462,-2252.7402128563435,-7223.5212083361375
t86,21.15060594934654,-98.00210272798286,0.0,0.0,0.0,-2172.9883245935694,0.0,-1312.344710292403,-1676.4279128086841,900.0262207914827,-4338.586223681809
t87,28.553318031618158,1312.6665041930632,-1472.90117996732,-458.1460721088249,0.0,-582.0519461165475,-2735.2566322431144,-288.89426231288667,201.02099892179984,-1357.1357801737615,-5352.145051775974
t88,31.725908924020025,-149.07790489451475,0.0,-2001.9999999999998,1854.301696491358,-1524.1592241820463,0.0,2227.50339818279,-89.6239027825718,494.1762786512352,842.8462503902706
t89,37.01356041135677,0.0,-170.3705606754868,0.0,0.0,0.0,-1358.664607919449,910.0368727271116,-2256.7793764959824,-1803.4461385064808,-4642.21025045893
t90,-5.443060413658218,0.0,-42.3914966356925,-63.22517921134647,-305.2564893609901,-3173.804579946759,-1236.2955735008825,-683.4641439143328,-607.5099575849536,-1000.9855320801453,-7118.3760126487605
t91,-62.67576510949936,603.6044033767697,-335.20388765501923,-2001.9999999999998,0.0,2096.1216814218155,0.0,-1582.3021190155373,1048.6379736647011,-860.4295606882943,-1094.2472740050637
t92,0.0,0.0,0.0,-1866.0952769394614,1333.0572822333572,3173.804579946759,2062.829019186975,1415.457179999479,356.82145079367706,-1281.2621831609606,5194.612052059826
t93,0.0,0.0,0.0,-1799.026549748045,446.35702886751443,0.0,2872.3756075854617,71.16762507193761,0.0,2580.493146306032,4171.366858082901
t94,0.0,0.0,-471.1608295662425,-2001.9999999999998,2015.378239911909,0.0,2872.3756075854617,1246.4126806829388,0.0,2580.493146306032,6241.498844920099
t95,0.0,0.0,0.0,-2001.9999999999998,1635.421324549808,1347.0897676016236,0.0,0.0,611.7392778427452,-2580.493146306032,-988.2427763118549
t96,0.0,0.0,-1001.2249847761541,0.0,-2015.378239911909,0.0,1134.4877590576866,0.0,-1243.2580352233401,-1323.9998748713967,-4449.373375725114
t97,0.0,535.9218783817128,2003.9382528649649,0.0,0.0,3173.804579946759,93.89774139173475,-2227.50339818279,-609.4732377009155,-1019.3819591444521,1951.2038575570132
t98,0.0,0.0,0.0,0.0,-320.2578188554595,0.0,584.7889446866615,-1266.0049292415702,-1082.4861471317656,1355.386289808243,-728.5736607338908
t99,0.0,0.0,0.0,0.0,0.0,-1658.158010682072,0.0,1340.3591576667711,-1047.4750195524523,109.87992461861197,-1255.3939479491412
t100,0.0,0.0,0.0,638.8245519133839,-548.665607364356,2721.9028751263004,0.0,-2165.7021744065387,-1674.8724848983552,-1093.2386152773245,-2121.75145490689
t101,0.0,2000.0,0.0,-1798.5356412036363,-649.827501320938,0.0,0.0,597.9698788770921,2728.1443551371895,0.0,2877.7510914897075
t102,0.0,0.0,-2115.1954181187293,-2001.9999999999998,606.4078363951467,0.0,2379.3690984376117,1962.170415575027,687.1192925075787,-1898.0057255837844,-380.1345007871498
t103,0.0,0.0,0.0,-1202.9117084214558,1464.59289634358,0.0,-2187.6653165328653,0.0,0.0,0.0,-1925.9841286107412
t104,0.0,0.0,-2453.0959436743788,0.0,-1646.1638360728548,111.92053674656005,-73.0002400471955,2227.50339818279,-1339.9197222027205,-2580.493146306032,-5753.248953373832
t105,-255.92604086379066,1942.154686434316,-816.5032360260228,-976.2989521941965,0.0,0.0,1806.0904109541852,1499.0007248665647,1475.5470949343378,-122.3756061905819,4551.689081914812
t106,0.0,0.0,464.03845434064095,0.0,198.66540256568695,-2787.008929192562,0.0,250.92958294925776,-1502.1913126270308,1706.8747016359177,-1668.6921003280893
t107,0.0,0.0,0.0,-1545.7035955079834,77.01013632455631,0.0,0.0,1125.402709885501,0.0,643.3744819015324,300.0837326036062
t108,1.0575302974678846,21.85521265064834,-33.01115740160297,0.0,-1222.373283921346,0.0,0.0,1642.9109890031446,-1520.5570582554014,0.0,-1110.1177676270897
t109,-18.106278634567243,397.77038450633455,-443.8374719011422,-2001.9999999999998,2015.378239911909,253.01787744979026,1012.1506550416328,-977.8330237969142,1694.3431242154759,-2580.493146306032,-649.609639513513
t110,8.107786451299553,-2000.0,1807.2108879723567,-897.5854989311526,2015.378239911909,1398.5051154181733,-468.55446340625326,-2227.50339818279,-2728.1443551371895,2580.493146306031,-512.0925395976155
t111,41.243681601226044,2000.0,-2230.286420533048,-1178.462611282712,-1686.1761070788032,0.0,0.0,0.0,1561.4377360114822,-351.42223634209904,-1843.665957623954
t112,32.78343922148744,0.0,-154.39774737628287,-2001.9999999999998,741.0395140015376,-1130.7106237099106,240.10536287667298,1110.6701523907732,0.0,0.0,-1162.509902595722
t113,25.38072713921627,0.0,-120.34278398062676,-344.69531368360066,-1033.1242692904307,-3173.804579946759,0.0,-1522.9733890390535,-849.9964064874256,-877.1568221182104,-7896.712837406891
t114,0.0,0.0,0.0,0.0,0.0,-2583.351739059624,-649.1625425474759,-763.8550128491028,-1556.3163474301668,1638.2262105217271,-3914.459431364643
t115,-119.08395370804946,648.2362801548026,-123.51632823877227,-2001.9999999999998,2015.378239911909,-1544.4585245979192,-1467.8016925279023,0.0,1148.0314990597349,1030.6001772850645,-414.61430266113166
t116,0.0,-1239.5551425819458,-2165.852209030964,0.0,1974.1508713691098,-679.8254152411978,1407.3030969386975,-542.5212767764423,-2728.1443551371895,487.48600777263863,-3486.958422687293
t117,0.0,0.0,0.0,1020.7137073919446,859.6871931591219,1932.914912329522,-919.7214531774447,-496.1045506840955,-2511.325799692567,-1898.4160909466707,-2012.2520816201898
t118,0.0,0.0,816.1590215659838,-646.2903500264205,2015.378239911909,216.99261831041252,-1250.6199093714583,-309.6303601374046,-810.2952625730212,1880.9683972493876,1912.6623949293885
t119,0.0,0.0,0.0,-1343.2472885288694,670.1216580919097,0.0,0.0,-824.2119989020208,-9.249842730822099,1688.485869273022,181.89839720321925
t120,0.0,0.0,1967.4177058010932,0.0,-408.57963933217775,-1178.2922980372582,0.0,0.0,-1230.8770609937187,-1324.4140052545918,-2174.745297816653
t121,-79.62680474919088,2000.0,1588.9212991830732,-1909.3892968766193,-1545.3126962694405,115.48254595739913,-2872.3756075854617,198.24362155605874,2728.1443551371895,-876.8235561338837,-652.7361397808753
t122,0.0,0.0,13.18901428338907,1626.541855646235,1888.0671173126334,371.75478340455976,1067.203273307423,1430.1207532007932,-2728.1443551371895,123.48323271002243,3792.2156747278664
t123,0.0,348.17127325390965,2453.0959436743788,2001.9999999999998,-43.239604711710236,988.7433482406816,242.6261752462072,-1970.269749739382,-2728.1443551371895,-2580.493146306032,-1287.5101154791373
t124,0.0,0.0,0.0,-811.8638485520352,1093.32558659073,0.0,2290.2947154083136,525.9428752611568,-200.09679023472356,1731.7285935076811,4629.331131981123
t125,0.0,0.0,0.0,-1058.0198000481066,1839.0526238202156,-1464.5996155672108,-2572.2738628427096,0.0,-139.32777140766004,2580.493146306032,-814.6752797394392
t126,0.0,0.0,0.0,-707.2560958763339,0.0,0.0,1801.8192295939023,0.0,-276.3937970099571,0.0,818.1693367076111
t127,0.0,0.0,0.0,-1306.4747199343194,2015.378239911909,-1552.0412984955901,286.523533837873,-2227.50339818279,273.1177773388101,2580.493146306032,69.49328078192411
t128,0.0,0.0,0.0,0.0,2015.378239911909,0.0,2872.3756075854617,972.4788047172622,-1946.2121819131198,1224.1161596911322,5138.136629992646
t129,-686.6477731358983,498.5056914757523,2453.0959436743788,1967.138047926922,2015.378239911909,-1523.4591212552757,40.47470083995922,92.83019441698177,-2728.1443551371895,1807.1831389004667,3936.3547076180057
t130,-519.512399510566,-252.62807358099616,2453.0959436743788,2001.9999999999998,1189.0464178090942,-1620.2912861377572,-2872.3756075854617,1075.7552766342471,-2728.1443551371895,2370.1014126195446,1097.0473287852944
t131,-429.67713618694927,-661.1900653996983,2453.0959436743788,572.8751156954446,294.536868784415,2189.318377592117,432.7183647669137,-2227.50339818279,-2603.195686783864,-2580.493146306032,-2559.514762346065
t132,0.0,0.0,0.0,-1334.7776050813816,72.853522901557,517.6477299989801,0.0,-1806.2134091473276,-25.777191342544686,58.610868733646775,-2517.6560839370695
t133,0.0,510.8311718057771,0.0,-2001.9999999999998,0.0,0.0,0.0,-53.68264191676795,1129.8500931581827,2378.6037003666875,1963.6023234138795
t134,0.0,0.0,1359.0021488946932,1324.885984933508,1330.341999826244,0.0,-2387.1697045154624,1284.938063073334,-2728.1443551371895,-255.0683243180108,-71.21418724288355
t135,0.0,2000.0,-1223.2475685115649,-447.1636938790154,-698.9751662041965,745.2983752242982,2724.394768835938,0.0,1089.3949350653195,-1763.1625968400522,2426.539053690727
t136,0.0,-1329.3521812740173,0.0,0.0,1452.317439848064,0.0,2014.7793964579055,2227.50339818279,-2718.902623066208,-929.4609517815464,716.8844783669875
t137,0.0,0.0,0.0,-1700.5043317727648,2015.378239911909,3133.432267906974,0.0,-232.98436009533486,339.5104186551915,1457.0173363304245,5011.8495709364
t138,0.0,0.0,0.0,0.0,0.0,-2317.9185936582353,0.0,-916.6969151825078,-1341.4518429639957,0.0,-4576.067351804739
t139,0.0,-1754.153734863337,0.0,-1005.8493527626189,2015.378239911909,3173.804579946759,637.1432478075757,847.5956579268551,-2136.7351909867707,791.9401600770084,2569.123607057381
t140,0.0,-844.7729867289464,0.0,-1599.4413013498029,2015.378239911909,0.0,2131.6320183265,-571.9952953750927,-589.5971855644648,1720.9237155946116,2262.1272048147143
t141,0.0,186.536333611433,0.0,-2001.9999999999998,0.0,-2318.4461920475496,0.0,1058.4739883519155,827.0829825728509,-380.0409387172413,-2628.393826228591
t142,0.0,510.9040028461872,0.0,-2001.9999999999998,0.0,0.0,1865.7973359915027,0.0,1145.9506271732446,-1554.842622970562,-34.19065695962718
t143,0.0,2000.0,0.0,-2001.9999999999998,-68.10572029406983,0.0,2872.3756075854617,1739.5130476041184,2682.9331943919806,2128.9047026779886,9353.62083196548
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1164.7103086652853,-1038.795129447054,-2203.505438112339
t145,0.0,771.8517298475189,2244.4404874165534,-2001.9999999999998,553.4920335944261,3173.804579946759,1858.1455727496054,0.0,1656.411312417566,-2018.703060627641,6237.442655344787
t146,0.0,-1694.995549039195,0.0,-1071.2449928013,2015.378239911909,1103.0034159679599,1892.210825649469,0.0,-1683.0741948628552,0.0,561.2777448259876
t147,0.0,150.45242379807576,0.0,-2001.9999999999998,0.0,3173.804579946759,1368.0346909145076,469.05511418402153,1128.229084295077,-2461.82926607217,1825.7466270662708
t148,0.0,749.4724294613374,0.0,-2001.9999999999998,1398.413587569685,-251.98059395770994,0.0,2227.50339818279,1737.2637058723724,-134.08023107752507,3724.5922960509497
t149,0.0,0.0,0.0,-968.3011398352025,1695.5345103923485,0.0,-1632.3295572093941,0.0,0.0,-1055.0893128502375,-1960.1854995024858
t150,0.0,0.0,0.0,0.0,842.5682837498968,0.0,1079.8323008953855,2227.50339818279,-1157.7609102081196,0.0,2992.1430726199533
t151,0.0,0.0,180.6141784750507,0.0,544.1650245847716,0.0,-1301.7685364223714,0.0,-968.1306171743586,2580.493146306032,1035.3731957691243
t152,0.0,329.70319143881807,0.0,-2001.9999999999998,716.0004394833732,2196.217383274012,1798.3330921942245,2227.50339818279,1273.9874759016468,-2580.493146306032,3959.251834168832
t153,0.0,-546.034446073582,-472.6398485353021,-2001.9999999999998,1985.4847597004657,525.1058565053302,0.0,0.0,304.1011998506397,-2577.424857512379,-2783.407336064827
t154,-468.33285916713425,529.2401546482042,2453.0959436743788,2001.9999999999998,733.7879160110775,2984.3227971648607,2656.418303651234,0.0,-2728.1443551371895,0.0,8162.3879008454305
t155,0.0,0.0,0.0,0.0,0.0,2510.421683861703,2872.3756075854617,983.2804374879244,-1264.46566957012,-825.7135162363683,4275.8985431286
t156,0.0,2000.0,-36.03776227107551,-2001.9999999999998,-1847.2414879926225,-1782.868542328965,-2585.5166841684545,0.0,2665.909735313775,-2506.928698099965,-6094.683439547308
t157,0.0,0.0,0.0,0.0,0.0,-2848.152494712721,-2221.2441410619895,-917.0018995718472,-1304.7941268744173,1826.904043371399,-5464.288618849576
t158,-535.4090634342069,0.0,2453.0959436743788,174.10534364238327,787.2769886111099,-271.53566948236187,-75.77467827597201,-1564.257944047992,-1475.9876190282573,1442.6798278601657,934.1931295192478
t159,0.0,1017.980965635439,-478.0096823554064,-2001.9999999999998,1772.6786778268702,793.7496844523113,0.0,1195.0474974658896,1692.2110614821902,-1525.937045916769,2465.7211585905247
t160,-75.02789276109408,2000.0,0.0,-1762.4495333106947,-1878.6594722414543,-3056.918260999556,-719.7182176091966,668.1827862104292,2444.6409677769293,-1595.539716360182,-3975.4893392948193
t161,0.0,0.0,0.0,938.3140082098647,0.0,0.0,909.9298520076173,-511.0156675753146,-2270.222838128876,-1126.1622615157949,-2059.1569070025034
t162,-490.9601600244147,-268.550519316365,2453.0959436743788,0.0,2015.378239911909,2467.958010878496,-121.48723648399029,2227.50339818279,-1603.0844081833213,499.76177575108545,7179.615044390567
t163,0.0,0.0,0.0,0.0,0.0,-3173.804579946759,-2237.9275103852033,607.1521163818956,-1307.849867225716,2000.4616030871846,-4111.968238088598
t164,0.0,-384.69112166666775,0.0,0.0,557.3816488986472,1239.9228463967486,0.0,-1080.4853201984859,-1707.7336963097162,-1320.6747562698065,-2696.2803991492806
t165,0.0,0.0,0.0,343.92554940710426,-811.0354108088493,676.6395912841338,-2169.5080690810373,-190.7573297017469,-1704.657602279619,-659.9994641711255,-4515.39273535114
t166,-275.9652264292717,2000.0,0.0,-2001.9999999999998,0.0,926.484843739089,2872.3756075854617,1102.0208993913814,2728.1443551371895,2126.416734127889,9477.477213551738
