Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10
cTotal,1.4627533065541933e10,2.690687773410369e9,7.702569256493164e8,4.764544005346199e7,1.9255398158645859e9,1.3018113651617281e9,1.5465405957464917e9,1.5643193485580041e9,1.5355142746720912e9,1.5835606718884673e9,1.5842893608275957e9
cFix,5.17240544672994e9,8.448465057894658e8,2.4202493554344538e8,4.7542690105906345e7,7.171993525316308e8,4.360450830346565e8,5.8656227409129e8,5.358328241312348e8,6.135372324240475e8,5.787887139952681e8,5.700258350829948e8
cVar,9.377760125102182e9,1.8458412676209035e9,5.282319901058711e8,102749.9475556413,1.2083404633329551e9,8.657662821270719e8,9.599783216552014e8,1.0284865244267691e9,9.219770422480441e8,1.0047719578931994e9,1.0142635257446007e9
cNSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cStart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-
cNetworkExp,7.736749370981021e7,-,-,-,-,-,-,-,-,-,-
