Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MB_natural_gas_combined_cycle,MC_natural_gas_combined_cycle,MD_natural_gas_combined_cycle,MF_natural_gas_combined_cycle,MH_natural_gas_combined_cycle,MG_natural_gas_combined_cycle,MJ_natural_gas_combined_cycle,MB_battery,MC_battery,MD_battery,MF_battery,MH_battery,MG_battery,MJ_battery
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.999143011673,0.0,590.6704706651722
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.999143011673,0.0,590.6704706651722
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,1116.999143011673,61.327834692472976,590.6704706651722
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,1116.999143011673,61.327834692472976,590.6704706651722
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,1116.999143011673,1025.5167892950506,590.6704706651722
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,1116.999143011673,1025.5167892950506,590.6704706651722
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,1116.999143011673,1025.5167892950506,590.6704706651722
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,2404.8265631473105,185.31914747969492,590.6704706651722
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,2404.8265631473105,352.87942926851775,590.6704706651722
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,209.7796928702791,352.87942926851775,590.6704706651722
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.85688837592392,0.0,209.7796928702791,352.87942926851775,590.6704706651722
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.31505123596713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.3041516450544,0.0,1918.199421128452,1445.7934243517373,590.6704706651722
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.31505123596713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.3041516450544,0.0,1918.199421128452,1445.7934243517373,590.6704706651722
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.31505123596713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.6528749335938,0.0,1753.3562725599172,0.0,2572.19909131548,1445.7934243517373,697.8620872698158
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1753.3562725599172,0.0,2572.19909131548,1445.7934243517373,697.8620872698158
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.8982473950966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.4876620480909,0.0,1753.3562725599172,0.0,1848.801506681897,1445.7934243517373,697.8620872698158
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.7934243517373,0.0
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.48372989095765,0.0,0.0
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.48372989095765,0.0,0.0
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.8678154115676,0.0,0.0
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.8678154115676,95.20310625463259,0.0
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.8678154115676,95.20310625463259,201.6432831979049
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.69449917655815,95.20310625463259,201.6432831979049
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0686000661669,95.20310625463259,201.6432831979049
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.69981194467994,0.0,1107.1186946705297,95.20310625463259,201.6432831979049
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.69981194467994,0.0,715.7464659320436,95.20310625463259,201.6432831979049
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.69981194467994,0.0,715.7464659320436,783.5657588452823,201.6432831979049
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.69981194467994,0.0,1543.2679685095172,783.5657588452823,201.6432831979049
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.69981194467994,0.0,2572.19909131548,783.5657588452823,201.6432831979049
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.69981194467994,0.0,366.3815952919527,246.93135553592606,201.6432831979049
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.69981194467994,0.0,2543.490906181375,246.93135553592606,201.6432831979049
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.7750418931728,0.0,921.9893583862923,246.93135553592606,201.6432831979049
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,256.7750418931728,0.0,2572.19909131548,406.51158498746696,201.6432831979049
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,193.5231760840795,0.0,0.0,406.51158498746696,201.6432831979049
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,193.5231760840795,0.0,0.0,406.51158498746696,201.6432831979049
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,193.5231760840795,0.0,788.6036417709821,406.51158498746696,201.6432831979049
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1446.2724282687398,0.0,251.55434918280773,905.3076570609812,201.6432831979049
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1446.2724282687398,0.0,1990.3031701579814,905.3076570609812,0.0
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1446.2724282687398,0.0,781.6201414168534,905.3076570609812,0.0
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1446.2724282687398,0.0,1160.99642469881,905.3076570609812,546.6992147598178
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,0.0,0.0,872.708758592532,905.3076570609812,259.76613613440117
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,0.0,0.0,0.0,905.3076570609812,259.76613613440117
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,346.6443406352937,0.0,169.76108007828364,150.30842114505765,259.76613613440117
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,346.6443406352937,0.0,763.4700573408453,150.30842114505765,259.76613613440117
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,346.6443406352937,0.0,763.4700573408453,150.30842114505765,259.76613613440117
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,346.6443406352937,0.0,763.4700573408453,150.30842114505765,259.76613613440117
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,346.6443406352937,0.0,763.4700573408453,150.30842114505765,259.76613613440117
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,346.6443406352937,0.0,763.4700573408453,222.07386998042657,259.76613613440117
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,269.31552346520317,0.0,395.0897804260576,222.07386998042657,0.0
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1753.3562725599172,0.0,2572.19909131548,222.07386998042657,0.0
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1753.3562725599172,0.0,2572.19909131548,1445.7934243517373,0.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69837563315647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1753.3562725599172,0.0,2572.19909131548,1445.7934243517373,0.0
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.851571301417316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1753.3562725599172,0.0,2007.195442767367,743.8994402867148,0.0
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72090046930519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1753.3562725599172,0.0,2572.19909131548,0.0,0.0
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.097662404357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.65539658020165,0.0,1753.3562725599172,0.0,2347.8691231991525,1066.8289028155536,397.36275814765986
