Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MB_natural_gas_combined_cycle,MC_natural_gas_combined_cycle,MD_natural_gas_combined_cycle,MF_natural_gas_combined_cycle,MH_natural_gas_combined_cycle,MG_natural_gas_combined_cycle,MJ_natural_gas_combined_cycle,MB_battery,MC_battery,MD_battery,MF_battery,MH_battery,MG_battery,MJ_battery,Total
t48,11151.987108811885,0.0,3220.194230676236,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8997.538123036831,5755.4010325633435,6570.221510405868,7074.72476095129,6380.03671222826,6673.179759869523,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70341.51616074545
t49,11153.28559430119,0.0,3220.368203864789,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9001.882381044774,5755.4010325633435,6572.146191433168,7076.275375818058,6381.365586561869,6675.645948804833,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70354.60323659424
t50,11154.891377539992,0.0,3220.475408251562,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9002.32960480005,5755.4010325633435,6570.473616779173,7076.275375818058,6380.371868402674,6673.179759869523,7057.4738758169915,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70351.7009619863
t51,11153.268934828167,0.0,3220.5332145385473,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9001.002413597287,5755.4010325633435,6570.221510405868,7072.98725526105,6378.986094450486,6673.179759869523,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2365.6199042168923,1330.1299504035983,642.0331202882305,70343.00987792313
t52,11155.159352424585,0.0,3220.5674729597426,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8999.766138016701,5755.4010325633435,6570.698268393792,7073.281680554313,6378.986094450486,6673.179759869523,7057.5547781865935,645.3686490842437,0.0,1613.087770755124,0.0,2364.860000639581,1330.1299504035983,642.0331202882305,70343.86045619336
t53,11152.542513332211,0.0,3220.581383047153,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9001.96400277735,5755.4010325633435,6570.221510405868,7074.891106717092,6382.3831120703535,6676.733445187091,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70352.95102830268
t54,11154.465972081565,0.0,3220.4817254435934,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9001.049739993796,5755.4010325633435,6573.720367106103,7072.668551011104,6378.986094450486,6673.179759869523,7059.26511694638,645.3686490842437,0.0,1613.087770755124,0.0,2365.689859998934,1330.1299504035983,642.0331202882305,70349.31409759952
t55,11153.310988241337,0.0,3220.1664282393435,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8997.538123036831,5757.909810060542,6571.439166644365,7076.275375818058,6381.299584896387,6673.8582491100715,7061.162177218629,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70353.78894541049
t56,11151.210370125335,0.0,3219.8563763364214,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9000.618316167913,5756.657556274614,6573.720367106103,7076.275375818058,6382.3831120703535,6673.179759869523,7058.846744736344,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70353.5770206496
t57,11151.210370125335,0.0,3219.710284083858,0.0,0.0,0.0,0.0,0.0,0.0,863.5119314717249,9002.32960480005,5758.465970850954,6572.147516490372,7073.9420307004075,6378.986094450486,6673.179759869523,7058.173310344556,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1329.8244971603522,641.9255888655841,70348.28654306282
t58,11151.210370125335,0.0,3219.627253235279,0.0,0.0,0.0,0.0,0.0,0.0,863.5008542951372,9002.32960480005,5758.465970850954,6573.720367106103,7076.275375818058,6382.3831120703535,6673.179759869523,7061.162177218629,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1329.6724750075234,642.0331202882305,70358.4400245348
t59,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.4825906560013,8997.578973447475,5757.695780824315,6570.221510405868,7074.485281908307,6382.3831120703535,6673.179759869523,7061.162177218629,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1329.5627490925158,642.0331202882305,70347.44025261085
t60,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9000.177594623685,5755.4010325633435,6570.221510405868,7072.509034670466,6378.986094450486,6673.179759869523,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,641.9297948824359,70339.38023635981
t61,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9002.32960480005,5756.728001319679,6573.720367106103,7076.275375818058,6382.3831120703535,6676.733445187091,7058.334933649617,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70358.10949507591
t62,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8997.538123036831,5755.4010325633435,6570.221510405868,7072.509034670466,6378.986094450486,6675.384264108656,7058.175530223825,645.3686490842437,0.0,1613.087770755124,0.0,2365.189760561714,1330.1299504035983,642.0331202882305,70338.58684113591
t63,11151.575667208432,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9002.32960480005,5757.002006192391,6570.221510405868,7073.119335989416,6378.986094450486,6676.733445187091,7058.190810991504,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70348.55276022486
t64,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9002.32960480005,5755.4010325633435,6573.720367106103,7075.973243045812,6379.079058646533,6673.179759869523,7058.214935749065,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70349.50265690539
t65,11151.234445606213,0.0,3219.5736510418924,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9002.32960480005,5758.465970850954,6570.221510405868,7076.275375818058,6378.986094450486,6676.733445187091,7060.672710920192,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70355.32185122574
t66,11151.242852661415,0.0,3219.5757530886917,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8999.372471298017,5755.4010325633435,6570.221510405868,7072.509034670466,6381.296796659589,6675.611287785943,7061.063407090615,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70347.12318836887
t67,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8997.759066780594,5757.920982314435,6573.720367106103,7072.844327720939,6378.986094450486,6673.179759869523,7057.502118110047,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70343.5173714771
t68,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9002.32960480005,5756.164187365188,6571.332542115905,7072.509034670466,6381.4894699720935,6673.179759869523,7061.162177218629,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1329.2439384800216,642.0331202882305,70348.88541921324
t69,11151.546898335648,0.0,3219.6086859344027,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8998.138809347205,5755.9063122565985,6573.720367106103,7072.927763755535,6378.986094450486,6675.3864854165895,7059.413251011108,645.3686490842437,0.0,1613.087770755124,0.0,2365.123830602986,1330.1299504035983,642.0331202882305,70345.16437635136
t70,11151.606775334956,0.0,3219.672838040379,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8997.538123036831,5755.4010325633435,6570.221510405868,7072.509034670466,6378.986094450486,6673.179759869523,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70337.34809057406
t71,11152.265351656579,0.0,3219.9220674285066,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9000.320186916339,5757.402720642626,6570.221510405868,7072.509034670466,6378.986094450486,6673.179759869523,7061.162177218629,645.3686490842437,0.0,1613.087770755124,0.0,2364.9127919423076,1330.1299504035983,642.0331202882305,70345.28757333601
t72,11151.210370125335,0.0,3219.5652428546946,0.0,0.0,0.0,0.0,0.0,0.0,863.4565446648741,8997.538123036831,5755.4010325633435,6570.221510405868,7074.382573735763,6381.811452796422,6673.179759869523,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1328.7998204531948,641.3910871679423,70339.24098158066
t73,11152.108368577135,0.0,3220.3897190328885,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9000.12988243041,5755.4010325633435,6570.221510405868,7072.509034670466,6378.986094450486,6676.733445187091,7057.403880057277,645.3686490842437,0.0,1611.6055066555161,0.0,2364.420223444223,1330.1299504035983,642.0331202882305,70341.22680485426
t74,11153.095079239618,0.0,3220.5048369067545,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9002.32960480005,5758.106935696829,6570.221510405868,7072.509034670466,6378.986094450486,6673.179759869523,7057.403880057277,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1329.86305190564,642.0331202882305,70346.89887974385
t75,11154.723682662856,0.0,3220.5800184917543,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8999.968932893775,5755.4010325633435,6570.221510405868,7072.509034670466,6378.986094450486,6673.179759869523,7059.9741621986295,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70346.37327035163
t76,11154.337407300955,0.0,3220.6257579016196,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,8999.892557179966,5756.093528816212,6572.719258110761,7073.584983646843,6380.305484664566,6673.179759869523,7059.695577165157,645.3686490842437,0.0,1613.087770755124,0.0,2366.4231640102416,1330.1299504035983,642.0331202882305,70351.26335680053
