region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
MA,MA_natural_gas_combined_cycle,1,1,1,7.300191773835806e8,0.0,1.1482732840588522e8,0.0,3.040713024e8,1.541769968314443e9,0.0,0.0,0.0,2.6906877e9,0.0,0.0,0.0,0.0,0.0,2.690687744e9,2.690687776503909e9,-32.50390911102295
MA,MA_solar_pv,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,CT_natural_gas_combined_cycle,2,1,3,2.1077033721991694e8,0.0,3.1254598323528357e7,0.0,8.742643686e7,4.408055550257617e8,0.0,0.0,0.0,7.702569e8,0.0,0.0,0.0,0.0,0.0,7.70256896e8,7.702569274292071e8,-31.42920708656311
CT,CT_onshore_wind,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,CT_solar_pv,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,ME_natural_gas_combined_cycle,3,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,ME_onshore_wind,3,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,MA_battery,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,CT_battery,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME,ME_battery,3,0,10,1.6916392614826728e7,2.1119577176905304e7,4.228234367319078e6,5.278485946855233e6,47101.143749999996,0.0,55648.801752405394,0.0,7.915872e6,5.556131e7,0.0,0.0,0.0,0.0,0.0,5.5561312e7,5.556131205140874e7,-0.051408737897872925
