Line,1,2,3,4,5,6,7,8,9,10,Total
t23,0.0,0.0,0.0,27052.923500480243,39609.93557435796,44654.57981662299,19993.799134439378,43779.01097986464,0.0,0.0,175090.2490057652
t24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30709.38732929203,24358.516249015214,10821.676225324054,65889.5798036313
t25,1641.4630995330417,39307.693999999996,30213.424347817472,14431.113184963022,12711.159526794698,33999.46972892851,51881.083846848036,43779.01097986464,30827.648991831582,50716.61748204736,309508.6851886283
t26,0.0,34463.56797579318,0.0,39347.001694,0.0,0.0,23514.97655097015,0.0,51386.193693623296,38002.83122408013,186714.57113846677
t27,0.0,0.0,0.0,1551.3362585802647,0.0,29331.078096238274,29928.607398647335,0.0,19323.074937129888,42890.397022552046,123024.49371314781
t28,0.0,39307.693999999996,0.0,35800.31311135157,35212.54781354489,62377.46962217287,3522.9929608559896,35174.84042179188,53618.53174977998,20067.72731901329,285082.11699851044
t29,0.0,39307.693999999996,22773.405976334223,25751.282879995084,29318.3140414201,0.0,32348.78475912695,43779.01097986464,43464.784406125444,43252.054556162955,279995.3315990294
t30,0.0,0.0,0.0,0.0,0.0,9713.774870827538,3000.282632728824,43779.01097986464,21972.472330204215,1521.8119592602754,79987.35277288548
t31,0.0,0.0,42984.90946965695,2793.992844956245,0.0,0.0,56453.230718016704,5803.258056247444,22127.288556618245,13829.269542910819,143991.94918840643
t32,0.0,0.0,0.0,0.0,3690.3888620279886,0.0,0.0,10609.26820290679,41199.66581159877,0.0,55499.322876533544
t33,0.0,0.0,0.0,0.0,0.0,13861.522643550337,0.0,32528.430960161048,29063.07950244675,38353.46812964312,113806.50123580126
t34,1041.224961538515,22473.322580077835,15390.81088315111,0.0,24868.34984306691,29026.382654718433,23588.928949152654,15372.651761525842,7509.39472858361,11936.774008430857,151207.84037024577
t35,0.0,0.0,14516.797093571884,23365.63627978051,0.0,0.0,56453.230718016704,1826.265332339944,7430.548498738377,24039.142600240568,127631.620522688
t36,572.6070003805605,0.0,4226.858713390565,6511.290073968055,0.0,10438.984069536627,8149.459754404253,0.0,24702.057509605937,10216.116178217233,64817.37329950323
t37,832.8829096444491,0.0,6088.51876287184,38695.72864962718,0.0,62377.46962217287,56453.230718016704,43779.01097986464,7132.232685691353,20047.77271749913,235406.84704538813
t38,893.6146217553621,38589.79480033,48212.77235329686,12724.53715861774,39609.93557435796,15908.390658019322,56453.230718016704,0.0,19719.150678538674,10222.527604113004,242333.95416704562
t39,789.5042580497957,39307.693999999996,48212.77235329686,15797.192937847707,39609.93557435796,0.0,0.0,34330.37503663801,40308.80818379718,0.0,218356.2823439875
t40,989.0484552027823,0.0,7238.888953220072,0.0,31857.046280960807,0.0,25449.671411657528,43779.01097986464,31526.21968736532,0.0,140839.88576827114
t41,897.9518869604227,2225.442722189138,4364.994041274327,0.0,0.0,0.0,20393.436900658537,0.0,33754.11872049505,0.0,61635.94427157747
t42,520.5518185277829,0.0,3871.2137838240787,18791.45684626999,0.0,0.0,0.0,40456.35206937788,22884.54412701756,0.0,86524.1186450173
t43,0.0,0.0,0.0,0.0,0.0,25327.8955295325,0.0,30369.411516209024,30587.60337599134,10409.52227654489,96694.43269827776
t44,0.0,0.0,0.0,33841.83176400329,0.0,36489.748062512226,3013.3046450104457,15355.357058632704,3599.936412939384,6546.156117097376,98846.33406019543
t45,0.0,0.0,0.0,0.0,0.0,0.0,6644.598698184224,43779.01097986464,30641.606134179314,0.0,81065.21581222817
t46,0.0,0.0,25171.628617226408,39347.001694,39609.93557435796,0.0,37678.94525886458,37304.7618133216,0.0,46791.92996821872,225904.2029259893
t47,0.0,0.0,0.0,0.0,0.0,53678.85161510154,17866.28278494435,11788.01462656777,26989.474196843832,33067.630395466294,143390.2536189238
t48,0.0,0.0,36358.04760104221,903.347952248595,22540.232821800393,3410.7782989406037,56453.230718016704,0.0,25418.144548491488,41116.774641862066,186200.5565824021
t49,0.0,0.0,23951.020906108948,0.0,0.0,0.0,0.0,43656.50596652213,22922.81019531486,10523.385371508464,101053.7224394544
t50,0.0,0.0,0.0,38062.1819714482,5092.571437736497,12167.898121391789,8047.727901169587,43779.01097986464,15846.877550748952,50716.61748204736,173712.885444407
t51,0.0,14838.649510732299,20685.69362375161,0.0,39609.93557435796,0.0,8716.370079531695,43779.01097986464,6515.036429475208,45917.16911995921,180061.8653176726
t52,0.0,0.0,0.0,22980.475912404672,0.0,0.0,0.0,43779.01097986464,1957.6535871227702,28772.500710870518,97489.6411902626
t53,0.0,0.0,48212.77235329686,0.0,9892.82705566871,21585.223200830733,0.0,20707.019071396742,20948.936313328908,11172.528952228391,132519.30694675035
t54,0.0,0.0,0.0,24755.689582734325,0.0,35789.69798199102,0.0,43779.01097986464,2695.468203152386,6821.651104966629,113841.517852709
t55,0.0,0.0,0.0,0.0,6495.999393966387,0.0,20077.31783593233,43779.01097986464,25101.91248951675,50716.61748204736,146170.85818132746
t56,0.0,19755.640030386137,0.0,3730.3015898867425,0.0,44530.39854982389,56453.230718016704,43779.01097986464,4556.9686448823395,0.0,172805.55051286044
t57,0.0,39307.693999999996,30098.400896663712,39347.001694,20271.84898032482,0.0,0.0,1464.314882141685,53618.53174977998,15919.983462150763,200027.77566506097
t58,0.0,39307.693999999996,35897.16131125056,39347.001694,39091.86089199582,45791.73463772032,33084.710892333744,5988.400710422165,53618.53174977998,50716.61748204736,342843.71336954995
t59,26.02759092639186,39307.693999999996,40424.054086973956,39347.001694,0.0,0.0,34314.538699902936,26600.835834950933,52966.33934217331,48588.71291038329,281575.20415931084
t60,390.41386389583585,20406.72270197844,23741.72804691114,39347.001694,39469.68440314765,46583.97174246528,55260.67515681502,3952.8090868695263,28107.620291857475,50716.61748204736,307977.24446998775
t61,338.3586820430581,0.0,2553.450553898673,19825.866369539894,2765.519784540948,62377.46962217287,19345.483607022154,29233.599025138825,11220.616092012053,0.0,147660.36373636848
t62,416.4414548222274,22071.38219554707,18563.845202568264,0.0,35637.840130512865,51874.160921462135,20442.725433768905,16699.12627743196,53618.53174977998,50716.61748204736,270040.6708479408
t63,117.12415916875146,8214.484416297306,0.0,13294.792264178683,39609.93557435796,7747.210421446903,56453.230718016704,42270.62412626043,33697.49468663443,0.0,201404.89636636115
t64,179.96480816714308,2349.261425385735,1191.492873134293,39347.001694,33723.60299726018,10782.676036871224,0.0,0.0,10831.099897086578,8650.048734862392,107055.14846676754
t65,0.0,0.0,0.0,4672.612732695282,17082.717524665954,6824.0549763759855,14866.018161884014,10554.521516466519,26040.139484812582,0.0,80040.06439690034
t66,0.0,0.0,0.0,0.0,39609.93557435796,28041.274538441998,11581.597888438553,21352.476150525432,30691.894077255114,50716.61748204736,181993.7957110664
t67,719.8592326686003,21190.15727279076,16453.776560934286,39347.001694,0.0,441.2469502947078,56453.230718016704,33793.0449259843,29714.34685710278,0.0,198112.66421179214
t68,1311.1721737892378,39307.693999999996,30730.75837807507,39347.001694,29872.898732847392,0.0,0.0,14621.21171626256,47914.81519596618,10057.54698209316,213163.09887303357
t69,0.0,0.0,0.0,0.0,0.0,0.0,34840.9496438455,43779.01097986464,30202.72405447305,0.0,108822.68467818318
t70,0.0,4108.410557721326,1088.5228434395676,0.0,5575.517027803635,32916.89381772123,11187.816284137178,9771.846792155633,25424.881867080483,19575.16164713786,109649.0508371969
t71,0.0,11880.634188559017,0.0,39347.001694,0.0,6374.410808532727,3918.055948818394,43779.01097986464,23654.530869074373,2033.3731732289282,130987.01766207807
t72,8013.718508615942,39307.693999999996,25604.497064217656,7635.324005190772,34375.66146535059,10362.073517527755,56453.230718016704,0.0,28377.362924452776,21037.35701974086,231166.91922311307
t73,0.0,0.0,48212.77235329686,0.0,39609.93557435796,43418.5698128191,31738.7378229688,19565.98763762823,30527.960445252367,16639.98431230132,229713.94795862463
t74,0.0,36944.546323693576,0.0,39347.001694,2275.9772145693946,16229.090264205755,4756.918094806493,24149.539638932743,53618.53174977998,10065.829066736846,187387.43404672478
t75,0.0,10197.303968685803,0.0,39347.001694,0.0,17895.12546486542,8487.0683425813,9534.751632816606,28057.61827671322,15771.722867626271,129290.59224728863
t76,0.0,19249.18905548017,0.0,0.0,0.0,0.0,0.0,0.0,1260.4147702363512,0.0,20509.60382571652
t77,0.0,0.0,0.0,23173.986300722616,39609.93557435796,30869.429991260517,0.0,15326.074274596102,0.0,17089.971197212264,126069.39733814946
t78,0.0,0.0,0.0,35930.998317165475,7586.439737111675,5602.951188876014,16059.874681961637,34773.09108669961,14340.621777053237,4586.977830082431,118880.95461895008
t79,0.0,11573.64018790917,0.0,39347.001694,0.0,0.0,42443.07180773142,43779.01097986464,25991.152223049976,43361.17946489368,206495.0563574489
t80,0.0,30790.980713702433,5789.361255944053,39347.001694,0.0,0.0,27406.2287680025,43779.01097986464,42142.04290332332,27666.434516045556,216921.06083088252
t81,0.0,0.0,0.0,0.0,0.0,62030.56930504121,4400.523066762547,15254.541360811201,28590.777147248526,12185.54351231218,122461.95439217567
t82,0.0,0.0,0.0,39347.001694,33487.20392520174,0.0,0.0,39944.23038348636,0.0,17615.44318907888,130393.87919176699
t83,981.2360336865613,4690.247423129152,0.0,32933.171758031196,19336.675472254028,62377.46962217287,18629.295154811232,28722.934413685718,18530.705863832616,9915.847576630387,196117.58331823375
t84,192.8194373219464,39307.693999999996,38779.46779287877,39347.001694,237.72477757068953,41829.558545107095,48443.99074226816,9721.522095359223,53618.53174977998,389.8137959662744,271868.12463025213
t85,0.0,4041.846452300956,3915.36588874086,0.0,39609.93557435796,0.0,31498.89209915729,0.0,26712.622045712425,44275.011474226005,150053.6735344955
t86,260.2759092638888,1926.1183326940577,0.0,0.0,0.0,42707.58006434835,0.0,25792.62214734621,32948.25770487121,17688.977639424018,121323.83179794774
t87,351.3724775062539,25798.94663543532,28948.174437197173,9004.332804877813,0.0,11439.559895026869,53758.315355841434,5677.883630675341,3950.8359565962187,26672.938981760744,165602.36017491715
t88,390.41386389583585,2929.9543338773437,0.0,39347.001694,36444.16183468158,29955.592195712637,0.0,43779.01097986464,1761.4544728315404,9712.464971640742,164320.0543465043
t89,455.4828412118094,0.0,3348.4369328202333,0.0,0.0,0.0,26702.986328363837,17885.72546093712,44354.39657840743,35444.65447894718,128191.6826206876
t90,66.9814142316306,0.0,833.155988978915,1242.6179987673843,5999.464337658026,62377.46962217287,24297.964048363596,13432.699714478276,11939.907757351166,19673.216496716766,139863.4773787186
t91,771.2777492877864,11863.148592493313,6588.045921776937,39347.001694,0.0,41196.854820047105,0.0,31098.32375490716,20609.770292796064,16910.750940044945,168385.1737653533
t92,0.0,0.0,0.0,36675.9510603908,26199.70386725022,62377.46962217287,40542.52593026087,27819.17885076122,7012.914200216957,25181.73091473149,225809.4744457844
t93,0.0,0.0,0.0,35357.79255768597,8772.632752736712,0.0,56453.230718016704,1398.7176145172255,0.0,50716.61748204736,152698.99112500396
t94,0.0,0.0,9260.122856688007,39347.001694,39609.93557435796,0.0,56453.230718016704,24496.80412500233,0.0,50716.61748204736,219883.71245011236
t95,0.0,0.0,0.0,39347.001694,32142.32049323927,26475.496187707864,0.0,0.0,12023.030170611803,50716.61748204736,160704.4660276063
t96,0.0,0.0,19677.922663367863,0.0,39609.93557435796,0.0,22297.04883989264,0.0,24434.80320580014,26021.690968741575,132041.4012521602
t97,0.0,10532.926601666792,39385.09581925533,0.0,0.0,62377.46962217287,1845.4518429587217,43779.01097986464,11978.493764368424,20034.777059585314,189933.2256898721
t98,0.0,0.0,0.0,0.0,6294.298172338916,0.0,11493.352446163106,24881.867180559642,21275.01711534721,26638.554765788864,90583.08968019774
t99,0.0,0.0,0.0,0.0,0.0,32589.183843769802,0.0,26343.213809831595,20586.913770605905,2159.5632268257327,81678.87465103302
t100,0.0,0.0,0.0,12555.360003149202,10783.389901301123,53495.862656592406,0.0,42564.37918335343,32917.68756270208,21486.3444791524,173803.02378625065
t101,0.0,39307.693999999996,0.0,35348.14431626316,12771.610287354013,0.0,0.0,11752.4085100589,53618.53174977998,0.0,152798.38886345606
t102,0.0,0.0,41571.72712280653,39347.001694,11918.246836111242,0.0,46763.75621722076,38564.197135637995,13504.537445692198,37303.11413574768,228972.58058721642
t103,0.0,0.0,0.0,23641.842671823902,28784.884702023577,0.0,42996.0394183435,0.0,0.0,0.0,95422.76679219097
t104,0.0,0.0,48212.77235329686,0.0,32353.452171108962,2199.669105374769,1434.735548850853,43779.01097986464,26334.577212454773,50716.61748204736,205030.8348529982
t105,3149.3841429251474,38170.81105751302,16047.42967586034,19188.030232685054,0.0,0.0,35496.62460506068,29461.130899416552,29000.17684513395,2405.151440601949,172918.73889919667
t106,0.0,0.0,9120.140783727444,0.0,3904.5394262194186,54775.44708198444,0.0,4931.73163105852,29523.83822310083,33546.65423412297,135802.35138021363
t107,0.0,0.0,0.0,30379.021973463794,1513.5454367719722,0.0,0.0,22118.492673475022,0.0,12644.783630996984,66655.84371470778
t108,13.0137954632013,429.53900558830685,648.7962368640224,0.0,24024.337499077694,0.0,0.0,32289.521212486485,29884.795777721745,0.0,87290.00352720145
t109,222.81291355356706,7817.718278218669,8723.113765611848,39347.001694,39609.93557435796,4972.774651662928,19892.65411513803,19218.180641251907,33300.36052883296,50716.61748204737,223821.16964467528
t110,99.77309850050074,39307.693999999996,35518.64628894283,17641.008065411537,39609.93557435796,27486.00556714612,9208.8977349536,43779.01097986464,53618.53174977998,50716.617482047346,316986.1205410045
t111,507.53802306458675,39307.693999999996,43833.70807533418,23161.3238573709,33139.847223582416,0.0,0.0,0.0,30688.25836359606,6906.798865465454,177545.1684084136
t112,403.4276593590314,0.0,3034.5097040781147,39347.001694,14564.277229140576,22222.813599669153,4718.994065857611,21828.94124255494,0.0,0.0,106119.96519465942
t113,312.33109111667176,0.0,2365.1986639092893,6774.588956754494,20304.866320620924,62377.46962217287,0.0,29932.285973245034,16705.69932365367,17239.50597691752,156011.94592839046
t114,0.0,0.0,0.0,0.0,0.0,50772.79982666177,12758.541289359082,15012.689552719297,30587.60337599134,32197.447292983816,141329.08133771532
t115,1465.4277236468024,12740.336670011626,2427.5710172066097,39347.001694,39609.93557435796,30354.551540293236,28847.949891284432,0.0,22563.235433700673,20255.258202533532,197611.26774703487
t116,0.0,24362.027120368744,42567.32794090658,0.0,38799.65918080517,13361.184697861967,27658.919749859328,10662.630168008847,53618.53174977998,9580.97541140425,220611.25601899487
t117,0.0,0.0,0.0,20060.951035884045,16896.16056220883,37989.21395094283,18076.06472336716,9750.362935148956,49357.213034310356,37311.17939380395,189441.14563566615
t118,0.0,0.0,16040.664537527548,12702.091656995712,39609.93557435796,4264.739720402246,24579.492353940506,6085.427724695448,15925.419115434985,36968.26509137468,156176.0357747291
t119,0.0,0.0,0.0,26399.976691911248,13170.468539524703,0.0,0.0,16198.936521984486,181.79499380563968,33185.24293635397,89136.41968358005
t120,0.0,0.0,38667.326574905695,0.0,8030.161718749802,23157.97654690267,0.0,0.0,24191.469432580212,26029.830223930945,120076.76449706932
t121,979.8744800743689,39307.693999999996,31228.416109185342,37526.84510425066,30371.339299637053,2269.6762894171907,56453.230718016704,3896.2498067886804,53618.53174977998,17232.95601825126,272884.81357540126
t122,0.0,0.0,259.2148688065434,31967.804769967188,37107.782249393545,7306.411634551355,20974.649851483275,28107.374474933145,53618.53174977998,2426.920562748176,181768.69016166322
t123,0.0,6842.904934327533,48212.77235329686,39347.001694,849.8245753444319,19432.610488590075,4768.537726484144,38723.3802101061,53618.53174977998,50716.61748204736,262512.18121397647
t124,0.0,0.0,0.0,15956.247864272871,21488.053800039455,0.0,45013.10192154354,10336.80080112286,3932.67170046435,34035.128822325154,130762.00490976823
t125,0.0,0.0,0.0,20794.15927311608,36144.45889351107,28785.016760616774,50555.0769424096,0.0,2738.3267020971252,50716.61748204736,189733.65605379798
t126,0.0,0.0,0.0,13900.303098170794,0.0,0.0,35412.67946009642,0.0,5432.201398182753,0.0,54745.18395644997
t127,0.0,0.0,0.0,25677.254254956963,39609.93557435796,30503.58221831365,5631.289695948878,43779.01097986464,5367.81500879704,50716.61748204736,201285.50521428647
t128,0.0,0.0,0.0,0.0,39609.93557435796,0.0,56453.230718016704,19112.949638655948,38250.556452856625,24058.59171279708,177485.26409668432
t129,8449.775572623344,9797.55458889364,48212.77235329686,38661.83022183439,39609.93557435796,29941.832479905635,795.4835776793299,1824.4704380516137,53618.53174977998,35518.10091292952,266430.28746935225
t130,6393.034907855904,4965.11350606564,48212.77235329686,39347.001694,23369.336371518013,31844.9570331847,56453.2307180167,21142.72961641217,53618.53174977998,46581.6105381084,331928.3184882383
t131,5287.536800543399,12994.928383285662,48212.77235329686,11259.199873985566,5788.782554947968,43028.5284274837,8504.580535219113,43779.01097986464,51162.80973910998,50716.61748204736,280734.7671297842
t132,0.0,0.0,0.0,26233.514829295895,1431.8519925181972,10173.769285297265,0.0,35499.04199272998,506.6209747360978,1151.9290466281775,74996.72812120563
t133,0.0,10039.797693501456,0.0,39347.001694,0.0,0.0,0.0,1055.070430787944,22205.90086386667,46748.71320064071,119396.48388279678
t134,0.0,0.0,26709.620307047517,26039.106440327472,26146.338122259025,0.0,46917.06813558211,25253.976096119655,53618.53174977998,5013.0738206925635,209697.71467180832
t135,0.0,39307.693999999996,24041.520554648316,8788.486823453004,13737.550973376849,14647.980236006946,53544.83795430189,0.0,21410.80137634872,34652.927914417065,210131.79983255276
t136,0.0,26126.884379875795,0.0,0.0,28543.624758205548,0.0,39598.16599673601,43779.01097986464,53436.89616164192,18267.48333878889,209752.06561511278
t137,0.0,0.0,0.0,33421.45195949916,39609.93557435796,61583.99837830668,0.0,4579.0389667066165,6672.685823155079,28635.995804585706,174503.10650661116
t138,0.0,0.0,0.0,0.0,0.0,45556.01739821411,0.0,18016.620916368985,26364.689279482394,0.0,89937.32759406549
t139,0.0,34475.86911948259,0.0,19768.809284245537,39609.93557435796,62377.46962217287,12522.315909493178,16658.515378758748,41995.06652316977,15564.67073930903,242972.65215098968
t140,0.0,16603.03903090374,0.0,31435.17462220991,39609.93557435796,0.0,41894.76954849022,11241.90802002188,11587.8528767146,33822.771404968,186195.4510776663
t141,0.0,3666.1565607400616,0.0,39347.001694,0.0,45566.38673623516,0.0,20803.085820548327,16255.362395790478,7469.2664632850365,133107.25967059907
t142,0.0,10041.229103626525,0.0,39347.001694,0.0,0.0,36670.09537458458,0.0,22522.338296016987,30558.639020942108,139139.3034891702
t143,0.0,39307.693999999996,0.0,39347.001694,1338.5394064844434,0.0,56453.230718016704,34188.12329211506,52729.95851380123,41841.167304013674,265205.7149284311
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22891.03820583029,20416.320538497595,43307.35874432788
t145,0.0,15169.855805108467,44111.88994029036,39347.001694,10878.24774398371,62377.46962217287,36519.70879054811,0.0,32554.854503324044,39675.28109200738,280634.309191435
t146,0.0,33313.183186497336,0.0,21054.085188032852,39609.93557435796,21678.260377911636,37189.22205905834,0.0,33078.882715482745,0.0,185923.56910134084
t147,0.0,2956.9689181065396,0.0,39347.001694,0.0,62377.46962217287,26887.14450592602,9218.737448740287,22174.041803685548,48384.415735504714,211345.77972813597
t148,0.0,14730.016459351416,0.0,39347.001694,27484.20669281569,4952.388040613955,0.0,43779.01097986464,34143.91507386861,2635.1923473223223,167071.73128783662
t149,0.0,0.0,0.0,19030.842452246674,33323.775850471124,0.0,32081.555370971175,0.0,0.0,20736.563926093706,105172.73759978267
t150,0.0,0.0,0.0,0.0,16559.708135873054,0.0,21222.85882745587,43779.01097986464,22754.45579181112,0.0,104316.03373500468
t151,0.0,0.0,3549.763429779339,0.0,10694.936135940337,0.0,25584.759644259215,0.0,19027.491025960415,50716.61748204736,109573.56771798668
t152,0.0,6479.93607995024,0.0,39347.001694,14072.163089538974,43164.120429607785,35344.16344902218,43779.01097986464,25038.754931287152,50716.61748204736,257941.7681353183
t153,0.0,10731.67745985993,9289.191269216,39347.001694,39022.413687984714,10320.350162559713,0.0,0.0,5976.758454380895,50656.31380354509,165343.70653154634
t154,5763.22782665471,10401.605025712144,48212.77235329686,39347.001694,14421.755431730566,58653.42365409021,52208.83890796089,0.0,53618.53174977998,0.0,282627.15664322535
t155,0.0,0.0,0.0,0.0,0.0,49339.443680100274,56453.230718016704,19325.24327648073,24851.614806483696,16228.447113941595,166197.979595023
t156,0.0,39307.693999999996,708.2806658980904,39347.001694,36305.40157705934,35040.2255520465,50815.34932659412,0.0,52395.38205366742,49270.79307236591,303190.12794163136
t157,0.0,0.0,0.0,0.0,0.0,55977.15336375212,43655.99249807876,18022.61503289445,25644.224136088385,35905.69255210284,179205.67758291657
t158,6588.65666294401,0.0,48212.77235329686,3421.839785829823,15473.021480783496,5336.7205030489085,1489.2639333101774,30743.68630085379,29008.834838275652,28354.20860675003,168629.00446509276
t159,0.0,20007.242147511173,9394.729161531757,39347.001694,34839.95551417159,15600.234854524004,0.0,23487.280672927478,33258.45729407856,29990.53323208015,205925.4345708247
t160,923.2810187715036,39307.693999999996,0.0,34638.91347290979,36922.88583253428,60080.20379319133,14145.231732003855,13132.362248213482,48046.5995506197,31358.493467766413,278555.66511601035
t161,0.0,0.0,0.0,18441.47995531342,0.0,0.0,17883.62209209035,10043.423745128093,44618.61231649069,22133.42078500542,113120.55889402797
t162,6041.675702754363,5278.050818414383,48212.77235329686,0.0,39609.93557435796,48504.8691482303,2387.691558309163,43779.01097986464,31506.77568652054,9822.241477060143,235143.02329880832
t163,0.0,0.0,0.0,0.0,0.0,62377.46962217287,56453.2307180167,43779.01097986464,25704.281189424535,39316.76627645025,227630.75878592898
t164,0.0,7560.660447495073,0.0,0.0,10954.69364806173,24369.253914886198,0.0,21235.69316892705,33563.53678401562,25956.339596489066,123640.17755987473
t165,0.0,0.0,0.0,6759.460127438167,15939.96587561927,13298.571001240896,42639.17965498413,3749.1153720866887,33503.079702590476,12971.528488901282,128860.90022286092
t166,3395.9830941067094,39307.693999999996,0.0,39347.001694,0.0,18208.99136666696,56453.230718016704,21658.950147440602,53618.53174977998,41792.26915078921,273782.65192080016
t167,0.0,39307.693999999996,0.0,39347.001694,0.0,31145.45192968099,11345.789711902815,39621.00852399726,53618.53174977998,0.0,214385.47760936103
t168,0.0,39307.693999999996,0.0,31565.327180424923,39609.93557435796,44613.336173178446,56453.230718016704,3780.9800959952277,37023.37888984301,50716.61748204736,303070.5001138637
