,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t130,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1680.9554705828166,-29.7854603836092,-0.0,-9451.631811901776,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-519.512399510566,-3.1965174539279517,-0.0,-2700.0791139210864,0.0,0,863.786387603489,-0.0,0.0,-0.0,0.0,0.0,473.5162815561935,-48.965323474922805,-0.0,-1288.3373456847596,9006.544667704537,0,645.3686490842437,-0.0,0.0,-0.0,0.0,0.0,812.9535821909055,-31.358169032759,-0.0,-10433.508729946927,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2892.332235001685,-75.00433814805399,-0.0,-8578.490091611724,6576.798308714582,0,1613.087770755124,-0.0,0.0,-0.0,0.0,0.0,1252.0843214477047,-44.1490938756007,-5.2597867047454905,-9392.561520337065,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3948.130884219709,-38.79798016721443,-0.0,-3092.659758906836,6385.3714659164025,0,1700.8973861473453,-0.0,0.0,-0.0,0.0,0.0,1075.7552766342471,-10.571364808206084,-7.699767329806576,-9143.752996559982,6562.66945903044,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2728.1443551371895,-26.809265874889988,-36.74205242304336,-3770.973785595317,7064.468348405683,0,642.0331202882305,-0.0,0.0,-0.0,0.0,0.0,2370.1014126195446,-23.2908052690542,-0.0,-10053.312076044405
t131,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1362.2287420877312,-33.24761876856296,-0.0,-9766.89638201191,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-429.67713618694927,-2.6437684002716995,-0.0,-2790.4671262983593,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1369.130505688721,-37.708468998190604,-0.0,-1331.4220366905306,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,278.3382469110296,-8.523991214466767,-0.0,-9276.3589234011,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3138.8075811727085,-73.87335040888794,-11.50349665593255,-8814.59292886599,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1756.6000128252035,-25.766554481351402,-14.887346603376225,-8292.744420455045,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2660.2217629497036,-26.14179575754187,-11.475774885110807,-9702.19281560081,2988.353846048876,0,0.0,-527.6997064032148,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-19.95772489457041,-191.30351107836853,6679.859619489012,0,1330.1299504035983,-0.0,0.0,-0.0,0.0,0.0,-2603.195686783864,-25.58140486955499,-29.054237755124827,-5352.158240484067,4210.5226632831755,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-0.0,-1604.6712082361194
t132,9881.442509151924,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9881.442509151924,2854.929840978076,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2821.9978282904312,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1360.5547964239263,-13.370067902015997,-0.0,-1347.18472852191,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1407.6311279829386,-13.832683410907046,-19.18569695261672,-2774.413396139261,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-503.40507583106984,-6.37877516222182,-30.334070739093363,-2156.105985414407,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,517.6477299989801,-5.0868846426486325,-24.41313710507692,-7064.946016965837,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1806.2134091473276,-17.74952099636499,-0.0,-8868.052511444721,3879.3607447327554,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1806.2134091473276,-17.74952099636499,-10.060332612924768,-2045.3374819761382,3126.174301920858,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-25.777191342544686,-0.2533104873680489,-36.74205242304336,-3063.4017476679014,6632.832412982667,0,0.0,-0.0,0.0,-0.0,0.0,0.0,58.610868733646775,-0.5759645233140888,-8.005885686000006,-6682.861431507
t133,10395.191816003717,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-510.8311718057771,-5.019898846750728,-0.0,-9879.34074535119,2854.929840978076,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2821.9978282904312,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1382.9810786475941,-35.79635012568406,-0.0,-1347.18472852191,4668.794209954209,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2001.9999999999998,-19.673500847,-0.0,-2647.120709107209,5072.948550114723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2378.6037003666875,-23.374356600320358,-11.074402308826027,-2659.896090838889,5786.450053209872,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-24.41313710507692,-5762.036916104795,6116.709361001605,0,0.0,-0.0,0.0,-0.0,0.0,0.0,53.68264191676795,-0.527535215393972,-0.0,-6169.86446770298,2988.353846048876,0,0.0,-1438.460962522402,0.0,-0.0,0.0,0.0,-53.68264191676795,-0.527535215393972,-29.1250592942263,-1466.557647100086,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1129.8500931581827,-11.102950431933335,-37.688882850112556,-7760.91787936515,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2378.6037003666875,-23.374356600320358,-0.0,-9419.69769217205
t134,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1359.0021488946932,-13.354810153523758,-0.0,-9790.015783819987,2829.7052793844177,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2796.7732666967736,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1403.2583702036811,-39.828819095053724,-28.854976051821144,-1334.5745750568065,7130.0818015692985,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-5.456014892735839,-26.09272228129325,-2.6276427933493736,-7095.9054216019185,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2944.4124730389476,-28.934516124999554,-0.0,-8676.64015167205,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2387.1697045154624,-23.458534067791053,-40.18813562657692,-8900.321343535676,4078.4107757932125,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3672.1077675887964,-36.08552211585088,-4.359243555110806,-365.85824253345436,6385.3714659164025,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1284.938063073334,-12.626988048059827,-27.391494862226306,-7630.29104607945,3126.174301920858,0,0.0,-103.48163723329628,0.0,-0.0,0.0,0.0,-2728.1443551371895,-26.809265874889988,-36.74205242304336,-230.99699125243896,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-255.0683243180108,-2.5065369103462816,-0.0,-6806.893487177326
t135,10517.524916257476,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-776.752431488435,-31.674607277324156,-0.0,-9709.097877491718,2806.5827645902323,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2773.6507519025877,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1357.7687588136957,-34.75349109990086,-0.0,-1323.0152677137949,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,251.81147232518114,-11.263018898414925,-4.121409183884097,-9242.971711947419,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-904.3585131000074,-43.53998983922459,-4.622403685167365,-1743.7030005223921,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1979.09639361164,-34.09640909515442,-24.41313710507692,-1040.335668666553,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2724.394768835938,-26.772418977150945,-11.475774885110807,-9765.735198267435,5295.321693179601,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-14.941103148625846,-5280.380590030975,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1089.3949350653195,-10.705400688174361,-26.100892866552996,-7732.448260999605,3306.1711870538597,0,0.0,-219.17748173685317,0.0,-0.0,0.0,0.0,-1763.1625968400522,-17.32646395720853,-13.983091304,-1292.521553215746
t136,8371.791500400299,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1329.3521812740173,-13.063442189937899,-0.0,-9688.080239484376,2800.276624191818,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2767.3446115041734,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1389.5504417921907,-39.78189027075886,-28.854976051821144,-1320.9135754696108,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1452.317439848064,-14.271812379102775,-0.0,-2748.4736522585567,4060.9561603925954,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2381.7783916296103,-23.405554048497223,-0.0,-6419.328997973708,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2014.7793964579055,-19.799082998368004,-28.190925676576924,-1015.1722033455745,5053.133843798334,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-212.72400172488483,-41.688588488300326,-4.594408915110806,-4794.126844670038,6385.3714659164025,0,1571.5194509362086,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-13.430036208983928,-10149.074773336486,3126.174301920858,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2718.902623066208,-26.71844808082096,-42.26539110011256,-338.2878396737167,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-929.4609517815464,-9.133741669394444,-17.989985148,-2349.586508454919
t137,9718.555814595022,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9718.555814595022,2808.6848113897036,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2775.752798702059,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1360.9939131175731,-20.047068891327118,-15.829884268267504,-1325.1169599579787,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3715.882571684674,-36.51569376692856,-0.0,-462.6646390341211,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2575.0713643254903,-64.91496487862517,-0.0,-56.23757794267696,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3133.432267906974,-30.79199918915334,-28.692595834576924,-9650.745981597825,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,232.98436009533486,-2.2895194833533083,-0.0,-7310.283463905741,2988.353846048876,0,0.0,-815.6240227060964,0.0,-0.0,0.0,0.0,-232.98436009533486,-2.2895194833533083,-19.95772489457041,-1917.498218869521,5647.614840388911,0,0.0,-0.0,0.0,-0.0,0.0,0.0,339.5104186551915,-3.3363429115775394,-53.453739068112554,-5930.335177064412,5365.269404210823,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1457.0173363304245,-14.317997902292852,-0.0,-6807.9687426389555
t138,9741.675216403099,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-9741.675216403099,2816.041975187854,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2783.1099625002093,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1341.4518429639957,-13.182344639741197,-0.0,-1328.2694983242545,6867.798314349594,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-6867.798314349594,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2317.9185936582353,-22.77800869910706,-0.0,-8056.30277971723,3077.9416084784248,0,0.0,-360.54327385291293,0.0,-0.0,0.0,0.0,-2317.9185936582353,-22.77800869910706,-38.40444551857693,-338.2972867495924,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,916.6969151825078,-9.008310458184493,-6.375140015110807,-7980.902088002971,2988.353846048876,0,0.0,-278.31532022213355,0.0,-0.0,0.0,0.0,-916.6969151825078,-9.008310458184493,-19.95772489457041,-1764.37557529148,4973.7805210597335,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1341.4518429639957,-13.182344639741197,-36.74205242304336,-3582.404281032953,5452.910276021829,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-5452.910276021829
t139,7886.00976135802,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1754.153734863337,-17.237934559741294,-0.0,-9622.925561661616,2781.3582029965746,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2748.42619030893,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1388.4308088860525,-48.11987246344895,-28.854976051821144,-1311.455960370783,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3021.227592674528,-29.689372429301745,-0.0,-1164.1459393818936,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1950.3665001118584,-58.776037967919926,-0.0,-687.0813690670136,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2536.6613321391833,-37.44989276583302,-24.41313710507692,-9051.596610982855,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-210.4524101192794,-14.590415644125962,-1.7086051951108079,-6852.837192335243,6385.3714659164025,0,360.06245043940737,-0.0,0.0,-0.0,0.0,0.0,847.5956579268551,-8.329257689379373,-12.215588921438208,-7572.484727671847,3126.174301920858,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2136.7351909867707,-20.997533261584884,-41.28930942211257,-927.1522682503902,7029.6110993393195,0,0.0,-0.0,0.0,-0.0,0.0,0.0,791.9401600770084,-7.782335369654515,-18.87246862,-7794.896455426674
t140,8605.702407584979,0,0.0,-0.0,0.0,-0.0,0.0,0.0,844.7729867289464,-8.30151951545187,-0.0,-9442.173874798473,2729.8580564095237,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2696.9260437218795,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1344.2655001853211,-29.81303326491413,-27.16596735773967,-1287.2864995626676,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3614.8195412617115,-35.52255509828393,-16.213880016599344,-548.5069281091282,4165.610635129376,0,0.0,-0.0,0.0,-0.0,0.0,0.0,294.45452431729757,-36.716353489662986,-23.848980672665206,-4399.499825284346,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2131.6320183265,-20.947384774245112,-27.840168740576924,-897.5220366371027,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2703.627313701593,-26.568338784256053,-0.0,-9756.647598211095,6337.897728004215,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-571.9952953750927,-5.62095401001094,-1.8800046132101482,-5758.401474005901,3126.174301920858,0,0.0,-748.220274555054,0.0,-0.0,0.0,0.0,-589.5971855644648,-5.7939264383573,-44.139890728112555,-1738.4230246348693,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1720.9237155946116,-16.911385702484,-0.0,-8768.48067829781
t141,9706.651269892283,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-186.536333611433,-1.8330782803700307,-6.7497777777777985,-9511.532080222702,2766.8226676711697,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-49.92717935431129,-2716.8954883168585,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1361.4533510385818,-29.63426032526527,-35.074976051821125,-1296.7441146614954,8446.898938682734,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2001.9999999999998,-19.673500847,-8.846468400616722,-6416.378969435118,4111.53540748794,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2698.487130764791,-26.5178265997601,-27.484033772665203,-6756.020677880305,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2318.4461920475496,-22.78319336811758,-24.41313710507692,-712.2990859576802,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1058.4739883519155,-10.401542910274163,-0.0,-2244.37194443929,2988.353846048876,0,0.0,-899.4798941059495,0.0,-0.0,0.0,0.0,1058.4739883519155,-10.401542910274163,-19.529039510303072,-3117.417357874265,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,827.0829825728509,-8.127681197895239,-46.845232505005626,-7451.969688358963,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-380.0409387172413,-3.734633231642518,-0.0,-2922.395615104976
t142,9935.96916726214,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-510.9040028461872,-5.020614551813263,-12.549777777777798,-9407.494772086358,2763.5140124785685,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-76.04717935431113,-2687.466833124258,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1366.9533756729427,-35.95528454682176,-47.91497605182113,-1283.0831150742997,4815.696618758214,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2001.9999999999998,-19.673500847,-0.0,-2794.023117911213,5746.696922126382,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1554.842622970562,-15.279319510471053,-16.167464148826028,-7270.092761437646,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1865.7973359915027,-18.335047687292292,-38.49515389257692,-1155.3140709070526,3528.3791625135736,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1865.7973359915027,-18.335047687292292,-5.219932975110806,-5370.621517842674,2988.353846048876,0,0.0,-1118.4033943543072,0.0,-0.0,0.0,0.0,0.0,-0.0,-37.43507309222631,-1832.5153786023427,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1145.9506271732446,-11.261169148008493,-41.74717158539564,-7772.801905928854,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1554.842622970562,-15.279319510471053,-2.3759302399999993,-1733.6733143328272
t143,10777.577508230657,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2000.0,-19.653847,-18.7897777777778,-8739.133883452878,2624.8677537266663,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-128.68717935431113,-2496.1805743723553,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1319.0668056080192,-65.69232710390062,-61.714976051821125,-1191.659502452298,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1933.8942797059299,-20.342770550242218,-0.18407940061672168,-7052.123538047747,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2197.010422972058,-21.58985335524906,-10.219583865423457,-467.40404695406124,4500.935664304691,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2872.3756075854617,-28.226615359008353,-24.41313710507692,-1575.9203042551446,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1132.8625599813436,-45.32067700506588,-1.6557838798005944,-8165.474722390236,6385.3714659164025,0,2029.3520963416452,-0.0,0.0,-0.0,0.0,0.0,1739.5130476041184,-17.09406164605753,-24.264887939245646,-10112.877660276865,6679.859619489012,0,493.7036510446077,-0.0,0.0,-0.0,0.0,0.0,2682.9331943919806,-26.364979256900618,-38.60417652900563,-9791.527309139694,5003.955602433745,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2128.9047026779886,-20.920583652006837,-0.0,-7111.9397214597275
t144,7942.702482471705,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-7923.649528768001,2421.7315823850704,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-157.8271793543111,-2263.904403030759,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1164.7103086652853,-11.445519102915144,-72.99497605182113,-1080.2698135105488,6502.143215372681,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-22.885739180758552,-6479.257476191923,2897.2760711200767,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1038.795129447054,-10.208160269248797,-22.02199033282603,-3903.841049965056,3572.770701364516,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-26.10929663457692,-3546.6614047299386,5384.960826449722,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-11.475774885110807,-5373.485051564611,5149.600917456088,0,0.0,-2366.4231640102416,0.0,-0.0,0.0,0.0,0.0,-0.0,-27.505380062226287,-2755.6723733836193,5929.245855746446,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1164.7103086652853,-11.445519102915144,-5.926148083967526,-4747.163879894278,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1038.795129447054,-10.208160269248797,-9.494324941999999,-2247.673572395557
t145,10349.699377185272,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3016.292217264072,-29.640872872699415,-19.05295370370368,-7284.713333344798,2258.953510831054,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-177.92717935431116,-2081.0263314767426,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1117.4404174299523,-43.53585600121625,-80.85497605182113,-993.049585376915,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2555.492033594426,-25.112624718991853,-0.0,-1634.4582461723055,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1642.8310016918615,-78.52144419922716,-17.599130939390896,-7307.872621311345,6576.798308714582,0,68.93078844738659,-0.0,0.0,-0.0,0.0,0.0,1315.6590071971536,-49.44858920636049,-34.21676400057692,-7877.722751152184,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1858.1455727496054,-18.259854395274054,-0.0,-8919.47434164809,6385.3714659164025,0,1491.7814239714762,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-26.997392166951034,-7850.155497720928,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1656.411312417566,-16.277427251662022,-24.81761152131169,-8295.175893133604,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2018.703060627641,-19.83764054600369,-0.0,-5025.927647232039
t146,5223.99044366232,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1694.995549039195,-16.656591593248667,-19.05295370370368,-6883.2764474045625,2136.2719602598595,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-169.80717935431113,-1966.4647809055482,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1059.32363862496,-43.72307554500646,-77.19497605182113,-938.4055870281325,4215.062904485723,0,0.0,-192.01673541326267,0.0,-0.0,0.0,0.0,-3086.623232713209,-30.332010381195403,-19.46661886861672,-886.6243071094397,5181.089866615628,0,0.0,-0.0,0.0,-0.0,0.0,0.0,912.3748239439493,-30.6440979761348,-10.219583865423457,-6052.601008718019,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-789.2074096815091,-29.433741218484986,-35.08790274657692,-5723.0692550680105,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1892.210825649469,-18.59461102952917,-0.0,-8953.2048379137,6385.3714659164025,0,0.0,-1793.7062314447692,0.0,-0.0,0.0,0.0,0.0,-0.0,-28.285550636121183,-4563.379683835512,3126.174301920858,0,0.0,-173.45677114297925,0.0,-0.0,0.0,0.0,-1683.0741948628552,-16.53944135774137,-36.74205242304336,-1216.3618421342387,6018.410330740981,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-6018.410330740981
t147,6814.659236081695,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-150.45242379807576,-1.4784844590532698,-19.05295370370368,-6643.675374120862,2079.295439277037,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-1898.1482599227259,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1024.2233395029984,-32.23900620789604,-86.15497605182114,-905.8293572432813,4777.111874935499,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2001.9999999999998,-19.673500847,-0.0,-2755.4383740884987,4239.8627708126405,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-711.9753138745892,-55.38094267883879,-22.240778190825974,-3450.2657360683866,6576.798308714582,0,58.191716544365846,-0.0,0.0,-0.0,0.0,0.0,1805.7698890322515,-44.63230706404944,-23.521101991011097,-8372.60650523614,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,898.979576730486,-18.052940977333154,-2.350588229756177,-7958.164670817156,6385.3714659164025,0,2366.4231640102416,-0.0,0.0,-0.0,0.0,0.0,469.05511418402153,-4.609368724370143,-22.44314542095104,-9193.797229965345,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1128.229084295077,-11.087020901842774,-7.187764477832412,-7789.813918404415,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2461.82926607217,-24.192207867752355,-12.153596,-807.9961171139379
