Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MB_natural_gas_combined_cycle,MC_natural_gas_combined_cycle,MD_natural_gas_combined_cycle,MF_natural_gas_combined_cycle,MH_natural_gas_combined_cycle,MG_natural_gas_combined_cycle,MJ_natural_gas_combined_cycle,MB_battery,MC_battery,MD_battery,MF_battery,MH_battery,MG_battery,MJ_battery
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.599025890673783,-23.60869565217391,-24.051895444058765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.131066514863285,-23.131066514863285,-20.08152430385134,-23.58695652173913,-23.58695652173913,-22.684049308103447
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.599025890673783,-23.60869565217391,-24.051895444058765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.13704189694801,-23.131066514863285,-20.08152430385134,-23.58695652173913,-23.599025890673783,-22.684049308103447
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-20.08152430385134,-23.58695652173913,-23.58695652173913,-20.081524303851335
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.125207429187917,-23.58695652173913,-23.58695652173913,-20.081524303851335
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.125207429187917,-23.58695652173913,-23.58695652173913,-20.081524303851335
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.125207429187917,-23.58695652173913,-23.58695652173913,-20.081524303851335
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.125207429187917,-23.58695652173913,-23.58695652173913,-20.081524303851335
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.125207429187917,-23.58695652173913,-23.58695652173913,-20.081524303851335
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.592931903823846,-23.58695652173913,-23.58695652173913,-20.081524303851335
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.081524303851335
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.081524303851335
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.081524303851335
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.081524303851335
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.081524303851335
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.081524303851335
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.081524303851335
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.482859632504535
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.482859632504535
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.482859632504535
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863285,-23.131066514863285,-23.131066514863285,-23.58695652173913,-23.58695652173913,-20.482859632504535
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-185.20440395403773,-187.7617506180578,-210.04001923027153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.67455667329999,-287.98414542135487,-348.9502225797753,-327.7558656111139,-275.9754137675731,-307.9701003005647,-201.9537752855078
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.592931903823857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.131066514863292,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-23.58695652173913,-201.9537752855078
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.592931903823857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.131066514863292,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-23.58695652173913,-23.58695652173913
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.592931903823857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.131066514863292,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-23.58695652173913,-23.58695652173913
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.592931903823857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.131066514863292,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-23.58695652173913,-23.58695652173913
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.592931903823857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.131066514863292,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-23.58695652173913,-23.58695652173913
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.592931903823857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.131066514863292,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-23.58695652173913,-23.58695652173913
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.68404930810346,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-22.68404930810346,-23.58695652173913
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.68404930810346,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-22.68404930810346,-23.58695652173913
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.68404930810346,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-22.68404930810346,-23.58695652173913
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.68404930810346,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-22.68404930810346,-23.58695652173913
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.68404930810346,-23.131066514863292,-22.684049308103447,-20.08152430385134,-22.245732213792156,-22.68404930810346,-23.58695652173913
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-18.18901661417074,-22.245732213792156,-22.68404930810346,-23.58695652173913
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-22.69002469018817,-22.245732213792156,-22.68404930810346,-23.58695652173913
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-22.69002469018817,-22.245732213792156,-22.68404930810346,-23.58695652173913
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-22.69002469018817,-22.245732213792156,-22.68404930810346,-23.58695652173913
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-22.69002469018817,-22.245732213792156,-22.68404930810346,-23.58695652173913
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-22.69002469018817,-22.245732213792156,-22.68404930810346,-23.58695652173913
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-22.69002469018817,-22.245732213792156,-22.68404930810346,-23.58695652173913
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-23.60869565217391,-23.131066514863303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103447,-23.131066514863292,-22.684049308103447,-83.09316158334444,-84.74520863876782,-22.68404930810346,-24.051895444058765
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.736173147103,-103.45350084498213,-106.81781018834674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.94076543636574,-175.8650053190077,-172.43953105447648,-175.86500531900768,-179.3584714818194,-22.68404930810346,-179.35847148181946
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-210.46140819999692,-207.88565461229248,-158.56908911755787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-303.4464912010315,-175.8650053190077,-172.43953105447648,-175.86500531900768,-179.3584714818194,-22.68404930810346,-251.5241621259176
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-158.56908911755787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-175.86500531900768,-23.13106651486329,-22.68404930810346,-22.684049308103447
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103454,-22.684049308103447
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103454,-22.684049308103447
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103443,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-22.684049308103443,-23.13106651486329,-22.684049308103447,-22.684049308103447
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-23.592931903823857,-24.063964812993422,-22.684049308103447,-22.684049308103447
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-23.58695652173913,-24.063964812993422,-22.684049308103447,-22.684049308103447
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-23.592931903823857,-24.063964812993422,-22.684049308103447,-22.684049308103447
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-23.592931903823857,-24.063964812993422,-22.684049308103447,-22.684049308103447
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-23.592931903823857,-24.06396481299342,-22.684049308103447,-22.684049308103447
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-20.89216102621469,-23.58695652173913,-22.684049308103447,-22.684049308103447
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-20.89216102621469,-23.58695652173913,-22.684049308103447,-22.684049308103447
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-20.89216102621469,-23.58695652173913,-22.684049308103447,-22.684049308103447
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-20.89216102621469,-23.58695652173913,-22.684049308103447,-22.684049308103447
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-20.89216102621469,-23.58695652173913,-22.684049308103447,-22.684049308103447
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-20.89216102621469,-23.58695652173913,-22.684049308103447,-22.684049308103447
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-23.592931903823857,-23.58695652173913,-22.684049308103447,-22.684049308103447
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-23.13106651486329,-23.592931903823857,-23.58695652173913,-22.684049308103447,-22.684049308103447
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-22.239873128116784,-22.684049308103447,-22.684049308103447,-22.684049308103447
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-24.52606289284562,-24.051895444058765,-53.58075493364276,-20.75756223405434
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-24.52606289284562,-24.051895444058765,-53.58075493364276,-20.75756223405434
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.58695652173913,-22.966632437861822,-23.131066514863292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.684049308103454,-22.67819022242807,-22.684049308103447,-87.58058399660158,-89.32170145358165,-22.684049308103454,-20.75756223405434
