Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MB_natural_gas_combined_cycle,MC_natural_gas_combined_cycle,MD_natural_gas_combined_cycle,MF_natural_gas_combined_cycle,MH_natural_gas_combined_cycle,MG_natural_gas_combined_cycle,MJ_natural_gas_combined_cycle,MB_battery,MC_battery,MD_battery,MF_battery,MH_battery,MG_battery,MJ_battery,Total
Zone,1,1,2,2,2,3,3,1,2,3,4,5,6,7,8,9,10,4,5,6,7,8,9,10,0
AnnualSum,8.565389e7,0.0,2.4489198e7,0.0,0.0,0.0,0.0,0.0,0.0,314007.62,5.6068852e7,4.017477e7,4.453852e7,4.772559e7,4.2749064e7,4.6613064e7,4.7061536e7,173290.11,0.0,529332.1,0.0,2.2452545e6,795906.56,267265.44,4.3939952e8
t1,9701.774423686347,0.0,2342.051289210969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,6770.237425428586,0.0,0.0,995.2205347220205,0.0,0.0,0.0,0.0,56507.1267897055
t2,9805.538788471682,0.0,2228.5407620395104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,617.8672360331035,0.0,2160.03959334322,0.0,0.0,63365.7796081696
t3,6988.501716938369,0.0,2171.785498453781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,2696.2239071467916,3077.9416084784248,3809.120420038595,6385.3714659164025,3903.0724566343492,4482.125320114209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37729.205298206645
t4,6928.601448617445,0.0,2140.1691240580094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153.481495299976,3429.4181527378937,6403.577541209634,7079.588623293759,4357.691576891175,5741.369513973309,6607.321931422552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47841.219407503755
t5,7079.687030145116,0.0,2134.41210684691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6430.932730315842,3702.3758505053925,3365.100233083252,4594.3288093477,6385.3714659164025,3126.174301920858,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40124.553715135335
t6,11162.372742868203,0.0,3138.4300096352404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,6465.369528360424,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,266.957450219575,62507.33433607176
t7,9166.579495555237,0.0,2538.5717976576216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8059.546792747207,4466.862702736347,3077.9416084784248,3313.2474757014797,5649.543435469526,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46258.32411488872
t8,9856.221343543113,0.0,2848.623700579661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6577.515991528639,3771.678225279997,4533.177547450007,3313.2474757014797,2988.353846048876,3126.174301920858,5761.297721924825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42776.290153977454
t9,8932.50691908071,0.0,3014.6853977379064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,2696.2239071467916,3077.9416084784248,3313.2474757014797,6188.285514435577,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41423.98453360949
t10,9677.834559368232,0.0,3131.3489951085726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7162.640650865477,2696.2239071467916,3077.9416084784248,3313.2474757014797,5505.053133011949,5117.525810130251,5320.126560160578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45001.942699971754
t11,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7794.912453374245,4970.683011254151,3077.9416084784248,3313.2474757014797,3867.4544726067174,5702.870413106763,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46418.44139532943
t12,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7086.472090247405,4752.5743685348825,6516.415293111136,3313.2474757014797,2988.353846048876,5864.209866728727,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48212.60490118015
t13,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8059.264338308721,5761.162194758102,3837.659053069397,7079.588623293759,2988.353846048876,6622.4382027746215,3756.0495391134764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52489.67657112074
t14,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,4362.847844461783,2988.353846048876,4059.4869562404574,6438.449146814851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53578.80373849697
t15,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,1508.564153407509,152.45324658063754,138.29043718823104,64738.26183921224
t16,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,4310.482433566872,3077.9416084784248,3313.2474757014797,2988.353846048876,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,219.4022387909817,0.0,46253.97924872083
t17,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7908.553793650786,5307.299086946165,6576.798308714582,4165.119007739922,2988.353846048876,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55075.61278474881
t18,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,3919.721050608743,6679.859619489012,3517.194704303951,0.0,0.0,0.0,0.0,0.0,107.19081050317683,0.0,57033.220753129644
t19,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5761.162194758102,6576.798308714582,3313.2474757014797,3251.9957274788453,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51247.75535278721
t20,10922.130958791306,0.0,3161.3136063702177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5761.162194758102,3077.9416084784248,4041.2476019641945,6385.3714659164025,3866.3827293936624,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44736.7842572119
t21,10981.295053809657,0.0,3215.027933966518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,3756.565918997063,6576.798308714582,7079.588623293759,6385.3714659164025,3947.904040887893,5240.991637619391,0.0,0.0,1365.317489167137,0.0,1760.9987245137702,0.0,0.0,54524.9221013719
t22,10577.811112666488,0.0,3135.7843365958524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,3579.5286619655544,4054.4153634477675,3313.2474757014797,5654.120527974158,4192.70135508196,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42028.84292497284
t23,9476.99005700768,0.0,2860.437316675134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5715.295896347571,6576.798308714582,7079.588623293759,2988.353846048876,6489.668739981347,4513.8826393587815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49916.07833191346
t24,8416.650219537269,0.0,2579.5825775512435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6521.894889715458,3469.0151135771307,4236.413284933605,6546.264423989823,2988.353846048876,3126.174301920858,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41190.519844328126
t25,11162.372742868203,0.0,2518.3019411429404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,421.82638278837317,0.0,0.0,58897.99713372977
t26,9080.831207434707,0.0,2264.275557630525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8127.289721533186,2696.2239071467916,3077.9416084784248,5536.584915277467,2988.353846048876,6679.859619489012,5155.886445431707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45607.2468284707
t27,7113.556663082055,0.0,2207.5202940447957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8689.170989776176,4811.107877246267,3077.9416084784248,3313.2474757014797,2988.353846048876,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42186.929560920944
t28,9054.394367554522,0.0,2185.4488026503454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,5697.5811623771215,0.0,0.0,0.0,0.0,344.2514549826448,342.9568191801387,0.0,59113.95748662116
t29,10396.850809625083,0.0,2213.915879038189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,4808.905602441819,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,737.2654275570433,0.0,0.0,59631.14232365045
t30,7690.087650457672,0.0,2319.2309678033052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5737.022946786064,5761.162194758102,3077.9416084784248,4784.760059940412,6385.3714659164025,5978.646635076282,7064.468348405683,0.0,0.0,0.0,0.0,7.871942850499549,0.0,0.0,48806.563820472846
t31,11103.976836014388,0.0,2621.3976663163603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5495.452501143407,5761.162194758102,5509.134362333213,3313.2474757014797,2988.353846048876,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50537.05285021052
t32,9953.99049235393,0.0,2878.9144522397214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,4123.897189812622,6184.395233510361,6654.956749291541,6385.3714659164025,3126.174301920858,5085.789727845812,0.0,0.0,0.0,0.0,1072.3380329650922,0.0,0.0,49680.89055034206
t33,10515.12429507329,0.0,3036.7568891323567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7483.927094194531,4291.170416795941,3077.9416084784248,3313.2474757014797,5885.714121198166,3126.174301920858,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44036.227389548905
t34,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5583.35637103486,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62761.14817831262
t35,10435.305776773032,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,2696.2239071467916,6205.381472633296,3313.2474757014797,2988.353846048876,3694.751349609661,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40077.28595033831
t36,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4597.551212095652,2696.2239071467916,3077.9416084784248,3313.2474757014797,5540.586874849121,6679.859619489012,4035.213307549135,0.0,0.0,0.0,0.0,1547.7857564083758,0.0,0.0,45873.57053547177
t37,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4739.31731348216,3489.2543428684794,3077.9416084784248,3313.2474757014797,2988.353846048876,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41979.30616687608
t38,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,5595.524812466159,3389.9143109249826,6679.859619489012,7064.468348405683,162.04021259226366,0.0,560.6928154383714,0.0,0.0,0.0,642.0331202882305,59824.199184535704
t39,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,863.786387603489,9006.544667704537,5012.938668784439,6004.318399816703,4860.90491494473,2988.353846048876,6679.859619489012,5745.635179453058,483.32843649197997,0.0,0.0,0.0,0.0,1330.1299504035983,0.0,57360.96084449421
t40,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5531.118430916782,6576.798308714582,5974.7650834343885,6385.3714659164025,5816.963759657647,5480.596391673667,0.0,0.0,0.0,0.0,435.87150001744885,0.0,0.0,59593.19038178924
t41,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7605.597537396056,5656.922826722164,6576.798308714582,6511.734923933853,3402.137518853953,3126.174301920858,6467.114040260082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53731.64023155533
t42,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,3571.2706587092025,5284.896153290347,7079.588623293759,4350.701038678211,3126.174301920858,6476.328909937442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48489.18336406933
t43,11086.804048872998,0.0,3199.6655160913947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7149.269879779335,5761.162194758102,3077.9416084784248,5236.613912651936,2988.353846048876,3126.174301920858,6442.394024375704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48068.37933297762
t44,10947.213888200848,0.0,3163.510770168368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6033.7042786979755,5761.162194758102,4396.24664051191,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57511.125829442055
t45,11021.530329824345,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4832.270792666403,5597.105414038303,4812.583814369005,3313.2474757014797,5276.049329110641,3924.317228539784,5914.729265873353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47914.621681008895
t46,9275.102298004347,0.0,3116.485125998235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,2696.2239071467916,3077.9416084784248,3313.2474757014797,5651.739947680615,4216.712436532527,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38868.686891082005
t47,9507.465632118327,0.0,2851.0765272727554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7810.152895564804,2696.2239071467916,5814.546222795363,3313.2474757014797,2988.353846048876,5792.818602517974,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44080.05629622023
t48,10385.634056318737,0.0,2593.800209344108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,4863.862342469733,5334.7536881431115,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58266.8834353476
t49,9087.148567013814,0.0,2419.8270207914134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4662.2866597619795,5761.162194758102,4652.117281414353,3313.2474757014797,4005.879354533139,4213.670684179661,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45179.807586559626
t50,7481.365328210543,0.0,2312.6226340183684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5761.162194758102,6324.691935408301,3313.2474757014797,4999.597513728336,6679.859619489012,6994.472588691487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48082.08219449135
t51,9103.808040035437,0.0,2254.8163470329036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5542.254107249248,5761.162194758102,6576.798308714582,6601.368032708408,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,803.2597933493842,0.0,0.0,56773.166257659155
t52,7213.3904436169305,0.0,2220.55792583766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6778.529687836369,5761.162194758102,6100.040320789572,6306.942739446082,6385.3714659164025,6679.859619489012,6913.5702190897655,0.0,0.0,0.0,0.0,1563.1633706608577,0.0,0.0,55922.58798744075
t53,9830.229535991957,0.0,2206.647838427354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4580.664927187644,5761.162194758102,6576.798308714582,4697.516576667024,2988.353846048876,3126.174301920858,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46832.01587812208
t54,7906.770786638069,0.0,2306.305441986656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5494.927710741432,5761.162194758102,3077.9416084784248,6920.072282655062,6385.3714659164025,6679.859619489012,5203.231459302986,0.0,0.0,0.0,0.0,733.3040113075091,0.0,0.0,50468.94658127366
t55,9061.754626865579,0.0,2621.602646236744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,3252.384697559324,5359.1420702172345,3313.2474757014797,4071.8810200153684,6001.37037894109,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45994.09877029521
t56,11162.372742868203,0.0,2931.6545491587835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5926.351536624196,4504.638483487739,3077.9416084784248,3313.2474757014797,2988.353846048876,6679.859619489012,5621.603669339793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46206.02353119651
t57,11162.372742868203,0.0,3077.7468017220503,0.0,0.0,0.0,0.0,0.0,0.0,274.45613176409967,4215.062904485723,2696.2239071467916,4650.792224209512,5646.592593351946,6385.3714659164025,6679.859619489012,6295.038061126901,0.0,0.0,0.0,0.0,0.0,305.4532432460555,107.53142264637916,51496.50111797308
t58,11162.372742868203,0.0,3160.777650301173,0.0,0.0,0.0,0.0,0.0,0.0,285.53330835177417,4215.062904485723,2696.2239071467916,3077.9416084784248,3313.2474757014797,2988.353846048876,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,457.4753960749662,0.0,41343.01964600029
t59,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,303.79694748761375,8965.694257061845,3466.4139337861398,6576.798308714582,5103.341385451615,2988.353846048876,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,567.2013110825766,0.0,52342.791569929905
t60,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6367.073080850998,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,103.32540579463445,60402.80782097696
t61,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,4434.193438422806,3077.9416084784248,3313.2474757014797,2988.353846048876,3126.174301920858,6133.414756066183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41673.54910487813
t62,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,4475.355380356593,6292.818181857589,0.0,0.0,0.0,0.0,1233.4034485275226,0.0,0.0,61196.20304488287
t63,10797.075659771197,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,4160.188565711267,6576.798308714582,6469.2873043430245,6385.3714659164025,3126.174301920858,6277.537414179341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51230.28395592798
t64,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5761.162194758102,3077.9416084784248,3615.3802479475326,6292.407269869851,6679.859619489012,6253.412656618135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50280.387275400564
t65,11138.297261990987,0.0,3214.379843687695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,2696.2239071467916,6576.798308714582,3313.2474757014797,6385.3714659164025,3126.174301920858,3795.6374854908468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44461.19295505537
t66,11129.89020678805,0.0,3212.2777968882233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7172.19640652069,5761.162194758102,6576.798308714582,7079.588623293759,4074.6692568132107,4248.331703069629,3404.9413150678374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52659.85581191408
t67,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8785.600923941687,3241.2124436669897,3077.9416084784248,6744.295572820353,6385.3714659164025,6679.859619489012,6966.23029563544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56265.6727037021
t68,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,4998.007392914051,5465.766598676542,7079.588623293759,3881.995944309097,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,886.0119235767661,0.0,50897.62496755259
t69,10825.844532555328,0.0,3179.3449511776175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405.858357332214,5255.882501502592,3077.9416084784248,6660.859538223936,6385.3714659164025,4473.134072422548,5055.097394575851,0.0,0.0,0.0,0.0,1299.3334072557707,0.0,0.0,54618.66782944068
t70,10765.967533246501,0.0,3115.1928452014017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62434.95360672998
t71,10107.39121162511,0.0,2865.963457073548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6224.480788197752,3759.474115474891,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,1510.3720679339183,0.0,0.0,54495.47084477283
t72,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,329.84293861493643,9006.544667704537,5761.162194758102,6576.798308714582,5206.049557996422,3560.0131199812167,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,1330.1299504035983,642.0331202882305,60542.0626001101
t73,10264.3742910684,0.0,2398.311852691623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6414.785274126728,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,3126.174301920858,7064.468348405683,0.0,0.0,1482.2640996078399,0.0,2002.9405660182688,0.0,0.0,58556.23932652225
t74,9277.66362858527,0.0,2283.193978825768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,3055.259061272174,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,266.89849795827405,0.0,52884.164436946645
t75,7649.060205346635,0.0,2208.0123938256115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6575.734810762519,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,4494.1862070539455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53409.773829160564
