Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery,MB_natural_gas_combined_cycle,MC_natural_gas_combined_cycle,MD_natural_gas_combined_cycle,MF_natural_gas_combined_cycle,MH_natural_gas_combined_cycle,MG_natural_gas_combined_cycle,MJ_natural_gas_combined_cycle,MB_battery,MC_battery,MD_battery,MF_battery,MH_battery,MG_battery,MJ_battery,Total
t76,8035.335567249408,0.0,2162.2729839606636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6652.11052456938,5068.66594188937,4079.0506038207404,6003.639646915512,5065.981251836401,6679.859619489012,4772.771240525696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48519.68738025618
t77,7175.699046879257,0.0,2142.76982635115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5761.162194758102,6576.798308714582,7079.588623293759,4441.685544610104,5415.6276880367395,4942.423674984786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47750.817812114205
t78,7665.929713354369,0.0,2221.1627309374317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,2696.2239071467916,6576.798308714582,6420.460327983234,6385.3714659164025,6679.859619489012,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46167.0401650814
t79,9405.254707860659,0.0,2549.082031654979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6246.548239981646,2696.2239071467916,6148.780348260994,7079.588623293759,6385.3714659164025,6679.859619489012,6797.737396326318,0.0,0.0,0.0,0.0,934.4655274212022,0.0,0.0,54922.91186735177
t80,11162.372742868203,0.0,2852.8277941786037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5134.771244984089,2696.2239071467916,3077.9416084784248,4442.249803224045,6385.3714659164025,6679.859619489012,3558.5651782544423,0.0,0.0,0.0,0.0,240.863807104696,0.0,0.0,46231.047171644714
t81,10422.646687840985,0.0,3010.4813041389634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7353.64823819964,4429.291261723302,6576.798308714582,7079.588623293759,6385.3714659164025,6066.87414163133,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58389.16837986465
t82,10742.114785552587,0.0,3101.9203399159715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,2696.2239071467916,4757.175458359061,6291.741155034372,2988.353846048876,4107.502488311654,4751.316574275759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43651.411459130795
t83,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,556.1853106877836,9006.544667704537,5761.162194758102,6576.798308714582,7079.588623293759,6385.3714659164025,6679.859619489012,7064.468348405683,645.3686490842437,0.0,51.98048967612594,0.0,0.0,677.4074163947483,642.0331202882305,65511.928988167
t84,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,307.6010769157053,9006.544667704537,5761.162194758102,6576.798308714582,6632.903168182732,2988.353846048876,6679.859619489012,7064.468348405683,0.0,0.0,0.0,0.0,0.0,652.72253400885,0.0,60055.574537981855
t85,11162.372742868203,0.0,3217.532913886902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5295.57676938431,2696.2239071467916,3077.9416084784248,3313.2474757014797,2988.353846048876,3399.0449496976944,3306.1711870538597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38456.46540026655
t86,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5435.635995545716,5761.162194758102,3561.1524754143365,3631.4788148134207,2988.353846048876,6208.778280192932,7064.468348405683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49036.19072893285
t87,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9006.544667704537,5761.162194758102,3077.9416084784248,3313.2474757014797,2988.353846048876,6679.859619489012,4531.268560180656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49743.53874611487
t88,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.062904485723,5761.162194758102,4534.978965629329,4344.374687482535,6385.3714659164025,3126.174301920858,7064.468348405683,0.0,0.0,0.0,0.0,984.8193606943408,0.0,0.0,50801.57300304675
t89,11162.372742868203,0.0,3222.78803088558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7934.277826380898,5761.162194758102,6576.798308714582,3313.2474757014797,3613.70383812303,5763.600660400479,5980.0158554204845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53327.966933252836
