Resource,Zone,StartCap,RetCap,NewCap,EndCap
CCGT-H2_1.0,1.0,0,0.0003427018933094179,8.310390617390658,8.310047915497348
Fuel_cell_1.0,1.0,0,0.0001814811291651097,0.15450710648405455,0.15432562535488945
CCGT-H2_2.0,2.0,0,0.000342699372036671,684.4290746512576,684.4287319518855
Fuel_cell_2.0,2.0,0,0.0001814736298874019,0.16530884994765116,0.16512737631776375
CCGT-H2_3.0,3.0,0,0.000342654344141289,62.54523603005218,62.54489337570804
Fuel_cell_3.0,3.0,0,0.0001815127751113877,0.18189142256252916,0.18170990978741777
CCGT-H2_4.0,4.0,0,0.00034266552966856294,180.64536680051572,180.64502413498604
Fuel_cell_4.0,4.0,0,0.00018150495972420996,0.17715047707889842,0.1769689721191742
CCGT-H2_5.0,5.0,0,0.00034272466524093534,1.9659553281693825,1.9656126035041415
Fuel_cell_5.0,5.0,0,0.00018139820889933009,0.13948070510149096,0.13929930689259162
CCGT-H2_6.0,6.0,0,0.0003418486833867974,1188.9544775541726,1188.9541357054893
Fuel_cell_6.0,6.0,0,0.00018101313317873656,0.19828589162666438,0.19810487849348565
CCGT-H2_7.0,7.0,0,0.00034270020238253356,6034.572219626549,6034.571876926347
Fuel_cell_7.0,7.0,0,0.00018146849919542513,0.16789758058213566,0.16771611208294024
CCGT-H2_8.0,8.0,0,0.0003426865690797881,9644.717631342724,9644.717288656155
Fuel_cell_8.0,8.0,0,0.0001814621308870601,0.1899460867076963,0.18976462457680923
CCGT-H2_9.0,9.0,0,0.00034280167285994235,0.7936875535580272,0.7933447518851673
Fuel_cell_9.0,9.0,0,0.0001814948208462128,0.08647519826146997,0.08629370344062376
CCGT-H2_10.0,10.0,0,0.0003427063670475064,1.3872111645406848,1.3868684581736372
Fuel_cell_10.0,10.0,0,0.00018123798486126155,0.12917986387042932,0.12899862588556807
Total,n/a,0,0.005240236570909579,17809.91137385115,17809.90613361458
