,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10
AnnualSum,7.973783244940314e7,76215.63064466385,-220222.36972084607,0.0,0.0,0.0,182.8041229987953,18.79962282897201,1.5005017232430236e7,-3.72709146681609e6,-9.079620837641801e7,6.193203504074126e8,139928.11814762658,-1.364368802473798e7,0.0,0.0,0.0,208.26604600462073,17.191949322215603,2.6259946529019862e7,-5.079505951556807e6,-6.3840222272675e8,2.374402190307855e7,110046.51388536503,-199591.95891547928,0.0,0.0,0.0,142.59281775225438,24.064965620786886,4.382806016883235e6,-935556.7692675529,-2.6962210842130404e7,3.392313500509912e7,90650.3163041776,-232428.25473689236,0.0,0.0,0.0,137.54867981695912,24.254082983888733,-1.0475354076135285e7,-2.554063993144451e6,-2.0591618162012193e7,5.479479870653268e8,57128.619422425814,-4.787416355072833e6,0.0,0.0,0.0,208.9224132681864,17.32603248404831,-5.702628075562335e7,-6.117197956799078e6,-4.830712189209801e8,1.1308936183180705e7,110154.97714493993,-314116.20059144084,0.0,0.0,0.0,123.50410785332194,23.343494950685166,-822926.321869045,-143867.6431862034,-1.0201388131877797e7,4.075665472083078e8,138890.22198363492,-424330.97292018414,0.0,0.0,0.0,209.8113771411388,17.796436768622804,9.66609298221504e6,-1.4749220783100724e6,-4.155491045687199e8,1.4751703833061495e8,95676.72086103007,-206389.82002762548,0.0,0.0,0.0,200.5886343869096,17.20522290348623,1.831254637068749e7,-3.2227409119925136e6,-1.6248105400673005e8,1.528028500301977e8,103990.15081382124,-184672.7451515484,0.0,0.0,0.0,194.15943563842978,17.99486159759952,-2.159319073274285e7,-2.1970764339858647e6,-1.2586443247586402e8,1.2968227075102963e8,93779.34885028198,-184316.0023465112,0.0,0.0,0.0,197.47198893973138,17.640345888535826,1.6291342755134642e7,-2.8857593641281277e6,-1.4216708159512803e8
t1,8988.522820558263,12.621321505513388,-15.665620886816155,0,0,-0.0,0.02193899487927794,0.0021324590821530823,1801.3599743691248,-183.64080325183537,-10618.38970539754,74173.66029997425,8.89171081472967,-253.93123729288536,0,0,-0.0,0.024839965893370758,0.0021106694345878196,-7001.421329443749,-745.2036023620686,-66200.47363893499,4086.340653891341,11.442901754222166,-65.658252348753,0,0,-0.0,0.01657515874342333,0.0028605935478929834,-1208.4939707162384,-174.9425844197661,-2638.2713028513717,6742.977514954793,8.145414263192908,-43.45520753900901,0,0,-0.0,0.016173502893785836,0.0028885705742949987,-4349.572762918174,-330.2331164037515,-2014.90432692503,67440.30987348175,6.548602759658754,-127.3412826785273,0,0,-0.0,0.024899557124331395,0.0020967143017138626,-378.7365346247527,-588.1802454553456,-66370.12154637692,1402.9708347370124,22.880209103397956,-18.75149536968895,0,0,-0.0,0.014675591851247678,0.0027792874332307925,-281.8307950068656,-22.41263054793878,-1158.5873177248616,44449.6344761145,35.51967936981504,-15.239677649717827,0,0,-0.0,0.025026632580578488,0.0021190272697454056,2700.612689658402,-205.282150193429,-47194.55003422566,12416.09715778681,18.244506599930364,-9.220702161436156,0,0,-0.0,0.023848424756732094,0.0020907497639785473,3929.6841763852303,-463.81183515521246,-15968.348749720946,14213.611018086123,36.36597900557558,-14.40656141364752,0,0,-0.0,0.023828736746377532,0.0020862183947416273,1606.5613013501243,-122.6884736742816,-15726.042625243019,14583.413731827146,28.14921719181565,-15.286756857169685,0,0,-0.0,0.024050384276814954,0.0020591328448238376,3181.8372509468986,-242.7977962518347,-17542.26840890313
t2,8994.625235127027,12.150891732781394,-18.696816894874694,0,0,-0.0,0.021743046828961828,0.002169588322196126,1361.0787457154747,-104.91227992164227,-10252.457384432519,79784.97377103582,8.248989390464107,-7920.251207631022,0,0,-0.0,0.024855807886787144,0.0021111524912526434,-6426.980588776599,-598.6454522374243,-64864.79387481403,3940.0176512917237,14.392199278319412,-19.030521228698532,0,0,-0.0,0.01655569151766594,0.002861567315021951,-1160.6048323617063,-175.81295835745152,-2603.7258450733466,5991.130544672275,7.832592336140023,-35.699022491082,0,0,-0.0,0.016142257990948185,0.0028888464501420266,-3685.1892544414327,-280.1169035995673,-1988.5212192114354,67238.30536942295,6.269016130665436,-2277.4556527758505,0,0,-0.0,0.024915985951796768,0.0021135545336912354,64.37690374436738,-470.6103184689749,-64577.27451421298,1303.3255955761242,18.29970357564232,-27.960497967458675,0,0,-0.0,0.014655639820280385,0.0027799720313193685,-146.6745587028555,-12.390840096992475,-1149.7681850281729,43933.584793540285,27.455940597219108,-22.53692532761917,0,0,-0.0,0.025010357163626998,0.0021187795381910667,3097.075657383608,-235.01642398877448,-46835.3064769033,13908.00840985123,11.696713804279605,-31.759739725702044,0,0,-0.0,0.023769578364704294,0.0020905468811169303,2104.0351283726577,-449.28477031447767,-15542.173168737918,14172.30463374197,36.32514204551261,-15.176351419028453,0,0,-0.0,0.023825403179699042,0.002087520584857492,1623.4356313800638,-123.84326828931673,-15698.853472971956,14507.032811118497,28.465477820315474,-16.074206384814403,0,0,-0.0,0.024039055648343542,0.002060695378450327,3169.4471676864223,-242.11762849732025,-17452.851910511403
t3,8994.836091090614,11.411005946074562,-24.10920913812675,0,0,-0.0,0.02160075370547005,0.0021990292301291535,1091.2885639843316,-84.73661684244288,-9991.946013247585,81026.15778707154,7.792947048821935,-9333.69522070616,0,0,-0.0,0.02485880770363487,0.002111973238590634,-6598.003930190054,-590.5486830263178,-64523.98683418666,3974.7660084266167,15.027055428721756,-19.89012201764753,0,0,-0.0,0.016581264663923498,0.002862568077926417,-1155.752008470667,-175.76220781300947,-2642.2882167069183,5874.980134134827,7.661582880895017,-38.08406965789878,0,0,-0.0,0.01617596056848909,0.0028869218055130597,-3546.8813950512604,-269.8394539979033,-2017.9721289787158,66672.47907581793,6.108824205287188,-4561.1461519962595,0,0,-0.0,0.024939993253709446,0.0021253663711079227,1181.0635634448072,-494.9320381154857,-62816.01528529723,1234.4209462041208,17.023939148806136,-29.7133971402261,0,0,-0.0,0.014614828810851231,0.00278649862442856,-97.57447005345625,-8.78095153925544,-1129.3964960295357,43160.239516955604,24.106147338312077,-23.258152575070067,0,0,-0.0,0.02498726677111395,0.002118171267006412,3045.244546482433,-231.2659808108719,-46005.474604128285,14624.624958652177,10.564552251211301,-34.481213123652594,0,0,-0.0,0.023755028660216664,0.0020884128439392843,1289.9153699786395,-406.9768839162102,-15482.674639173314,14154.16723577175,36.33620501944113,-15.717155970468902,0,0,-0.0,0.023822166585822098,0.0020869738226703535,1623.124205278587,-123.82355163663638,-15679.432662795265,14551.919349515076,28.587342233416578,-16.640168114611043,0,0,-0.0,0.02404312140265607,0.0020602427184156216,3167.575554596639,-242.00590138874543,-17495.103660653847
t4,9022.540563784829,11.412582701277632,-28.670216295951686,0,0,-0.0,0.021538343891504524,0.0022137338745985956,944.9302335212169,-73.73621930202546,-9877.7534664414,80833.3148580285,8.06921132301478,-9345.190143332557,0,0,-0.0,0.02485837132271879,0.002111101012323177,-6349.049298790411,-680.2236466800296,-64474.31921849142,3994.765119596688,14.954053817127782,-22.448939300413905,0,0,-0.0,0.016590823733330297,0.002862953076836803,-1156.0078520033685,-175.8667261450243,-2657.077988446824,6667.803820179854,7.596009519166872,-40.66544233897344,0,0,-0.0,0.016187939768361907,0.0028864195264837657,-4270.919553044179,-323.9928936888408,-2029.267395699793,65730.01580395295,6.535576950538729,-4570.716896364169,0,0,-0.0,0.0249454650752462,0.0021236787335401786,1800.1141955805701,-513.450518300478,-62461.54722585724,1140.9666815958271,14.286891727688094,-64.89590816850604,0,0,-0.0,0.014513322540626223,0.0028056513613840713,-13.723384325718143,-3.0810328367868625,-1080.2711544432582,41494.04054701088,19.191277772598934,-121.52312747976129,0,0,-0.0,0.024925878512514967,0.0021167977597032223,2822.981241520578,-215.96312948669964,-44004.37520745823,14382.627093814706,10.443461130209979,-37.88940441171575,0,0,-0.0,0.023733562776813544,0.0020866649623549932,1429.9740833398403,-403.43328808203717,-15380.161500277361,14277.79852214823,36.54582436575087,-16.126838424387376,0,0,-0.0,0.02383672102886492,0.0020846252969959024,1623.328545346928,-123.82978408309407,-15802.55332455225,14744.478569523553,29.372703576467813,-17.180814807645,0,0,-0.0,0.024062604591614162,0.002057696585494236,3168.371788854545,-242.0351595092969,-17687.70676708215
t5,9038.189059635737,12.484645843309657,-30.18223853644807,0,0,-0.0,0.02173414289419657,0.0021726004133631642,1321.4054941284212,-101.931444612613,-10240.996153196913,79521.62786310285,9.05415197185056,-7912.070301202517,0,0,-0.0,0.024832295597076028,0.0021125685818405666,-4245.181079073726,-511.1975784708258,-66864.7329141109,4132.1656116376935,14.922936782808153,-28.9939834865228,0,0,-0.0,0.016674216994990318,0.002862957878504764,-1159.3298888348183,-175.8577612793777,-2781.931197266448,6682.964092459004,7.861534374610623,-43.39149421338537,0,0,-0.0,0.016258133262272212,0.002880381116360723,-4195.096121302293,-318.30499288624793,-2124.6204660882076,67100.95319588076,7.3889021465107945,-2377.9709797379,0,0,-0.0,0.02490697419856485,0.002101017426480626,1116.0740160605574,-367.3377966590996,-65488.365223701505,1097.735075916595,14.45821585488745,-65.95682096738977,0,0,-0.0,0.014433519530568907,0.0028216629716030506,-8.826406227283144,-2.93776503087169,-1041.6781194464306,41096.85739714838,20.928663559184706,-134.1873748495327,0,0,-0.0,0.024906584354882716,0.0021153245493987748,1569.160385744447,-122.26245408245174,-42432.304717693776,15350.120190400165,11.574521813843717,-39.93964072607401,0,0,-0.0,0.02380051215772365,0.002084716105968434,809.4359126730819,-320.70744426003387,-15808.984152734254,14717.856403136013,36.76804896964369,-17.09650492721635,0,0,-0.0,0.023893598003629772,0.002082046055119205,1622.376928196838,-123.76522561969477,-16240.291235334871,15461.555477943291,30.07390687776865,-18.154232619753074,0,0,-0.0,0.02413535051827158,0.0020492824838904623,3169.980758634776,-242.0219010630811,-18405.017644703476
t6,9084.613297095138,16.417326961524836,-16.773060260376877,0,0,-0.0,0.022211969480694198,0.002075516484742906,2197.230484460045,-167.4413070804763,-11124.24793642419,82638.93713139373,12.143530573604096,-55.34894214582002,0,0,-0.0,0.0247332532447379,0.002101043917443529,-6927.350216538372,-595.5988053049216,-75092.6896507494,4583.677776703109,17.488582379771607,-23.153705651153658,0,0,-0.0,0.01702752699642261,0.0028560253987058412,-1146.0809029246975,-174.56999837899014,-3259.469433536615,6185.0303723629995,9.008137700738105,-29.125770977056813,0,0,-0.0,0.01647616393691067,0.0028650726238898115,-3415.0911842331266,-259.7157105424752,-2489.32664903117,69893.81985137408,9.489116935608163,-37.72105955884962,0,0,-0.0,0.024855126847012344,0.0020499051840992114,1750.2063229864232,-415.1034740717531,-71237.58894320656,1079.3601198362182,18.424277094647064,-50.399973387088465,0,0,-0.0,0.01446176253277371,0.002819878296946704,-0.8632740362378968,-2.3826051731094964,-1053.4457172639848,42916.0729281026,23.60366321903642,-70.62397370572128,0,0,-0.0,0.024912251208231075,0.002116281200765837,53.48460260848202,-9.24634256355372,-42911.652684907895,15320.49327339332,14.695729660095681,-25.20803952848057,0,0,-0.0,0.024045935401320342,0.0020650159890891365,2717.2118006447654,-368.5224273604759,-17661.620659861892,15905.123257431773,37.0670757702633,-14.484642920526287,0,0,-0.0,0.024048955051591672,0.002068550524727411,1613.3463104064347,-123.18494241200011,-17423.78847518944,17235.709910194997,30.557233625229603,-15.470644366044983,0,0,-0.0,0.024296468284172406,0.002021484722011904,3157.9060566262824,-241.0301953437378,-20172.726686058093
t7,9233.109089777914,20.37821510559818,-14.655743951487803,0,0,-0.0,0.022490066122239295,0.002079023843280618,2626.4725171328746,-200.15468255107172,-11679.755431291474,86005.94651153318,17.998204525236215,-39.66661534045878,0,0,-0.0,0.024669454069232474,0.0020662730913037237,-4706.633953010367,-363.9366750010816,-80973.51856862295,4648.927422697963,23.176347793782078,-16.13023066339582,0,0,-0.0,0.01743089352467893,0.002835654113844512,-742.4687666215692,-143.93653134955127,-3780.1530879070674,6078.125064453219,11.654466481112857,-18.479401256579713,0,0,-0.0,0.016748709337883767,0.00286661067971884,-2972.2031330327914,-226.9663756710427,-2886.983914255659,73817.83052919224,11.792430340805803,-30.14909358852031,0,0,-0.0,0.024833230356610038,0.0020224354207474355,-2972.3934495181798,-232.50071411018965,-73428.41016905231,1101.2566594600946,41.60871297891513,-16.859907053257807,0,0,-0.0,0.014723923704296784,0.0027585809407655306,24.76301194747134,-3.1360464497600757,-1179.0412740055285,47657.68264268112,36.98238372781683,-22.248647471612582,0,0,-0.0,0.02503582481678042,0.0021199892878403627,362.85892852504605,-34.51762202862608,-48027.73302119365,16785.79830342493,22.335506333048887,-14.002802678441038,0,0,-0.0,0.024309207484073857,0.002033569463543196,4079.1152915473467,-404.692934036809,-20486.928938802834,17237.46804333534,37.34030961462716,-15.060755992529346,0,0,-0.0,0.024177718057449026,0.002050707276486402,1519.3565594996326,-116.47935213494736,-18667.87502443868,18789.136375274567,31.125242575225222,-15.971949242053553,0,0,-0.0,0.024370910799511054,0.002024269626589728,2781.132993530537,-213.0379978865885,-21375.939563591044
t8,9348.039151479328,21.378886419067165,-15.838212786693093,0,0,-0.0,0.02248809751474512,0.002079219707234251,2503.421108932961,-191.00341383025201,-11676.714437961184,79868.1388378876,21.259358365837244,-33.925880475364465,0,0,-0.0,0.02464768953059166,0.0020149549318048453,-4588.498918874414,-360.5837784050257,-83898.00560987295,4636.454680951048,24.572443033851446,-17.731695812033717,0,0,-0.0,0.017565802309445096,0.0028266855865772987,-567.9077101730647,-130.5247127930656,-3952.076995799949,6254.116496219915,12.397248152539834,-20.6632621796326,0,0,-0.0,0.016843610341256792,0.00286503723906805,-3007.4495733457748,-229.09985128765584,-3018.2858870913024,73675.33499842562,12.368447810490402,-31.82325120728669,0,0,-0.0,0.024824913958106418,0.0020163372470515827,-2930.1339637991864,-225.25316107297814,-74079.25716798687,1086.5524084930105,45.35314072942769,-18.087929302813492,0,0,-0.0,0.01503339230338261,0.0026542482086321854,212.48150197132702,-17.260978849325184,-1336.6704263950205,54230.71324924338,39.42998273865273,-19.363505651805134,0,0,-0.0,0.02513306614141058,0.002129842022955372,230.79385077912934,-52.49603651362083,-54448.6879192078,18733.593942038897,24.08015899095994,-15.854666790932757,0,0,-0.0,0.024434574976066673,0.002042376916242471,4038.188973621298,-399.92859232992123,-22390.88216451745,17940.814232963152,37.378516087557344,-15.703487693327958,0,0,-0.0,0.024241110477969324,0.0020387345736617587,1496.0804975679282,-114.75754826765004,-19348.57463741607,19398.025871727994,31.093493592473134,-16.259209787709985,0,0,-0.0,0.024400060607109295,0.002026806814595404,2613.024233319797,-200.42646918067322,-21828.917625626793
