Region,Resource,Zone,Cluster,AnnualSum
BE0 0,BE0 0 CCGT,1,1,6.263214e8
BE0 0,BE0 0 OCGT,1,1,1.1709361e8
BE0 0,BE0 0 biomass,1,1,5.654234e7
BE0 0,BE0 0 coal,1,1,6.343405e6
BE0 0,BE0 0 nuclear,1,1,1.6093604e9
BE0 0,BE0 0 offwind-ac,1,1,1.1656454e8
BE0 0,BE0 0 offwind-dc,1,1,1.3525456e8
BE0 0,BE0 0 onwind,1,1,1.5547254e8
BE0 0,BE0 0 ror,1,1,3.0101532e7
BE0 0,BE0 0 solar,1,1,1.254662e8
DE0 0,DE0 0 CCGT,2,1,4.035154e9
DE0 0,DE0 0 OCGT,2,1,1.2955796e9
DE0 0,DE0 0 biomass,2,1,2.2469734e9
DE0 0,DE0 0 coal,2,1,4.799024e7
DE0 0,DE0 0 lignite,2,1,2.6767756e7
DE0 0,DE0 0 nuclear,2,1,2.3853376e9
DE0 0,DE0 0 offwind-ac,2,1,4.8732947e8
DE0 0,DE0 0 offwind-dc,2,1,8.481226e9
DE0 0,DE0 0 oil,2,1,3.3026238e7
DE0 0,DE0 0 onwind,2,1,2.4385208e9
DE0 0,DE0 0 ror,2,1,8.303953e8
DE0 0,DE0 0 solar,2,1,9.168693e8
DK0 0,DK0 0 OCGT,3,1,4.365637e7
DK0 0,DK0 0 biomass,3,1,2.0522184e8
DK0 0,DK0 0 coal,3,1,2.4177475e8
DK0 0,DK0 0 offwind-ac,3,1,4.2903164e7
DK0 0,DK0 0 offwind-dc,3,1,5.1416452e7
DK0 0,DK0 0 onwind,3,1,3.1348528e8
DK0 0,DK0 0 solar,3,1,1.4315562e7
BE0 0,DK0 0 nuclear,3,1,1.9092736e7
DK3 0,DK3 0 CCGT,4,1,8.614155e7
DK3 0,DK3 0 OCGT,4,1,3.859013e7
DK3 0,DK3 0 biomass,4,1,8.5923576e7
DK3 0,DK3 0 coal,4,1,2.154927e7
DK3 0,DK3 0 offwind-ac,4,1,5.08135e7
DK3 0,DK3 0 offwind-dc,4,1,6.416073e7
DK3 0,DK3 0 oil,4,1,1.16985e7
DK3 0,DK3 0 onwind,4,1,6.565784e8
BE0 0,DK3 0 nuclear,4,1,1.4866544e7
FR0 0,FR0 0 CCGT,5,1,7.2629504e8
FR0 0,FR0 0 OCGT,5,1,2.7723214e7
FR0 0,FR0 0 coal,5,1,1.3660085e7
FR0 0,FR0 0 nuclear,5,1,1.3078395e10
FR0 0,FR0 0 offwind-ac,5,1,1.7067386e6
FR0 0,FR0 0 offwind-dc,5,1,2.6541055e6
FR0 0,FR0 0 oil,5,1,1.9161206e6
FR0 0,FR0 0 onwind,5,1,7.460211e8
FR0 0,FR0 0 ror,5,1,8.765169e8
FR0 0,FR0 0 solar,5,1,1.5799313e7
GB4 0,GB4 0 CCGT,6,1,1.9553136e8
GB4 0,GB4 0 coal,6,1,1.8544722e7
GB4 0,GB4 0 offwind-ac,6,1,1.7135458e7
GB4 0,GB4 0 offwind-dc,6,1,1.9779406e7
GB4 0,GB4 0 oil,6,1,5.101438e6
GB4 0,GB4 0 onwind,6,1,1.6560466e8
GB4 0,GB4 0 solar,6,1,8.535664e6
GB5 0,GB5 0 CCGT,7,1,5.88223e9
GB5 0,GB5 0 OCGT,7,1,1.1489382e9
GB5 0,GB5 0 biomass,7,1,1.4023192e9
GB5 0,GB5 0 coal,7,1,5.898862e8
GB5 0,GB5 0 nuclear,7,1,2.640744e9
GB5 0,GB5 0 offwind-ac,7,1,7.382315e8
GB5 0,GB5 0 offwind-dc,7,1,2.9631455e9
GB5 0,GB5 0 oil,7,1,1.1586149e7
GB5 0,GB5 0 onwind,7,1,1.845837e9
GB5 0,GB5 0 ror,7,1,2.8447856e8
GB5 0,GB5 0 solar,7,1,3.8770963e8
NL0 0,NL0 0 CCGT,8,1,1.9872051e9
NL0 0,NL0 0 OCGT,8,1,4.609813e8
NL0 0,NL0 0 coal,8,1,2.5988974e7
NL0 0,NL0 0 nuclear,8,1,1.609826e8
NL0 0,NL0 0 offwind-ac,8,1,1.4336149e8
NL0 0,NL0 0 offwind-dc,8,1,2.4918984e9
NL0 0,NL0 0 onwind,8,1,3.743417e8
NL0 0,NL0 0 solar,8,1,2.1205144e8
NO3 0,NO3 0 CCGT,9,1,1.8834863e9
NO3 0,NO3 0 OCGT,9,1,4.46702e7
NO3 0,NO3 0 offwind-ac,9,1,3.023113e6
NO3 0,NO3 0 offwind-dc,9,1,7.3382745e6
NO3 0,NO3 0 onwind,9,1,1.2645783e8
NO3 0,NO3 0 solar,9,1,195903.92
SE3 2,NO3 0 coal,9,1,1.0887915e7
NL0 0,NO3 0 nuclear,9,1,1.3838193e7
SE3 0,SE3 0 CCGT,10,1,8.387563e8
SE3 1,SE3 0 biomass,10,1,1.1018858e7
SE3 2,SE3 0 coal,10,1,1.0792244e7
SE3 3,SE3 0 nuclear,10,1,1.6112334e9
SE3 4,SE3 0 offwind-ac,10,1,2.3031955e6
SE3 5,SE3 0 offwind-dc,10,1,1.1541026e7
SE3 6,SE3 0 oil,10,1,1.3834746e6
SE3 7,SE3 0 onwind,10,1,5.642021e8
SE3 8,SE3 0 ror,10,1,0.0
SE3 9,SE3 0 solar,10,1,337002.1
DE0 0,DE0 0 hydro,2,1,3.5274643e8
FR0 0,FR0 0 hydro,5,1,7.488172e8
GB5 0,GB5 0 hydro,7,1,0.0
NO3 0,NO3 0 hydro,9,1,2.551612e9
SE3 0,SE3 0 hydro,10,1,1.7616084e9
DE0 0,DE0 0 PHS,2,1,7.4301574e8
FR0 0,FR0 0 PHS,5,1,2.2549291e8
GB5 0,GB5 0 PHS,7,1,3.4615855e6
NO3 0,NO3 0 PHS,9,1,0.0
SE3 0,SE3 0 PHS,10,1,0.0
BE0 0,BE0 0 Battery,1,1,8.328394e6
