ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,1948,81008,99937,71160
,1949,81008,99937,71160
,1950,81008,99937,71160
,1951,81008,99937,71160
,1952,81008,99937,71160
,1953,81008,99937,71160
,1954,81008,99937,71160
,1955,81008,99937,71160
,1956,81008,99937,71160
,1957,81008,99937,71160
,1958,81008,99937,71160
,1959,81008,99937,71160
,1960,81008,99937,71160
,1961,81008,99937,71160
,1962,81008,99937,71160
,1963,81008,99937,71160
,1964,81008,99937,71160
,1965,81008,99937,71160
,1966,81008,99937,71160
,1967,81008,99937,71160
,1968,81008,99937,71160
,1969,81008,99937,71160
,1970,81008,99937,71160
,1971,81008,99937,71160
,1972,81008,99937,71160
,1973,81008,99937,71160
,1974,81008,99937,71160
,1975,81008,99937,71160
,1976,81008,99937,71160
,1977,81008,99937,71160
,1978,81008,99937,71160
,1979,81008,99937,71160
,1980,81008,99937,71160
,1981,81008,99937,71160
,1982,81008,99937,71160
,1983,81008,99937,71160
,1984,81008,99937,71160
,1985,81008,99937,71160
,1986,81008,99937,71160
,1987,81008,99937,71160
,1988,81008,99937,71160
,1989,81008,99937,71160
,1990,81008,99937,71160
,1991,81008,99937,71160
,1992,81008,99937,71160
,1993,81008,99937,71160
,1994,81008,99937,71160
,1995,81008,99937,71160
,1996,81008,99937,71160
,1997,81008,99937,71160
,1998,81008,99937,71160
,1999,81008,99937,71160
,2000,81008,99937,71160
,2001,81008,99937,71160
,2002,81008,99937,71160
,2003,81008,99937,71160
,2004,81008,99937,71160
,2005,81008,99937,71160
,2006,81008,99937,71160
,2007,81008,99937,71160
,2008,81008,99937,71160
,2009,81008,99937,71160
,2010,81008,99937,71160
,2011,81008,99937,71160
,2012,81008,99937,71160
,2013,81008,99937,71160
,2014,81008,99937,71160
,2015,81008,99937,71160
,2016,81008,99937,71160
,2017,81008,99937,71160
,2018,81008,99937,71160
,2019,81008,99937,71160
,2020,81008,99937,71160
,2021,81008,99937,71160
,2022,81008,99937,71160
,2023,81008,99937,71160
,2024,81008,99937,71160
,2025,81008,99937,71160
,2026,81008,99937,71160
,2027,81008,99937,71160
,2028,81008,99937,71160
,2029,81008,99937,71160
,2030,81008,99937,71160
,2031,81008,99937,71160
,2032,81008,99937,71160
,2033,81008,99937,71160
,2034,81008,99937,71160
,2035,81008,99937,71160
,2036,81008,99937,71160
,2037,81008,99937,71160
,2038,81008,99937,71160
,2039,81008,99937,71160
,2040,81008,99937,71160
,2041,81008,99937,71160
,2042,81008,99937,71160
,2043,81008,99937,71160
,2044,81008,99937,71160
,2045,81008,99937,71160
,2046,81008,99937,71160
,2047,81008,99937,71160
,2048,81008,99937,71160
,2049,81008,99937,71160
,2050,81008,99937,71160
,2051,81008,99937,71160
,2052,81008,99937,71160
,2053,81008,99937,71160
,2054,81008,99937,71160
,2055,81008,99937,71160
,2056,81008,99937,71160
,2057,81008,99937,71160
,2058,81008,99937,71160
,2059,81008,99937,71160
,2060,81008,99937,71160
,2061,81008,99937,71160
,2062,81008,99937,71160
,2063,81008,99937,71160
,2064,81008,99937,71160
,2065,81008,99937,71160
,2066,81008,99937,71160
,2067,81008,99937,71160
,2068,81008,99937,71160
,2069,81008,99937,71160
,2070,81008,99937,71160
,2071,81008,99937,71160
,2072,81008,99937,71160
,2073,81008,99937,71160
,2074,81008,99937,71160
,2075,81008,99937,71160
,2076,81008,99937,71160
,2077,81008,99937,71160
,2078,81008,99937,71160
,2079,81008,99937,71160
,2080,81008,99937,71160
,2081,81008,99937,71160
,2082,81008,99937,71160
,2083,81008,99937,71160
,2084,81008,99937,71160
,2085,81008,99937,71160
,2086,81008,99937,71160
,2087,81008,99937,71160
,2088,81008,99937,71160
,2089,81008,99937,71160
,2090,81008,99937,71160
,2091,81008,99937,71160
,2092,81008,99937,71160
,2093,81008,99937,71160
,2094,81008,99937,71160
,2095,81008,99937,71160
,2096,81008,99937,71160
,2097,81008,99937,71160
,2098,81008,99937,71160
,2099,81008,99937,71160
,2100,81008,99937,71160
,2101,81008,99937,71160
,2102,81008,99937,71160
,2103,81008,99937,71160
,2104,81008,99937,71160
,2105,81008,99937,71160
,2106,81008,99937,71160
,2107,81008,99937,71160
,2108,81008,99937,71160
,2109,81008,99937,71160
,2110,81008,99937,71160
,2111,81008,99937,71160
,2112,81008,99937,71160
,2113,81008,99937,71160
,2114,81008,99937,71160
,2115,81008,99937,71160
,2116,81008,99937,71160
,2117,81008,99937,71160
,2118,81008,99937,71160
,2119,81008,99937,71160
,2120,81008,99937,71160
,2121,81008,99937,71160
,2122,81008,99937,71160
,2123,81008,99937,71160
,2124,81008,99937,71160
,2125,81008,99937,71160
,2126,81008,99937,71160
,2127,81008,99937,71160
,2128,81008,99937,71160
,2129,81008,99937,71160
,2130,81008,99937,71160
,2131,81008,99937,71160
,2132,81008,99937,71160
,2133,81008,99937,71160
,2134,81008,99937,71160
,2135,81008,99937,71160
,2136,81008,99937,71160
,2137,81008,99937,71160
,2138,81008,99937,71160
,2139,81008,99937,71160
,2140,81008,99937,71160
,2141,81008,99937,71160
,2142,81008,99937,71160
,2143,81008,99937,71160
,2144,81008,99937,71160
,2145,81008,99937,71160
,2146,81008,99937,71160
,2147,81008,99937,71160
,2148,81008,99937,71160
,2149,81008,99937,71160
,2150,81008,99937,71160
,2151,81008,99937,71160
,2152,81008,99937,71160
,2153,81008,99937,71160
,2154,81008,99937,71160
,2155,81008,99937,71160
,2156,81008,99937,71160
,2157,81008,99937,71160
,2158,81008,99937,71160
,2159,81008,99937,71160
,2160,81008,99937,71160
,2161,81008,99937,71160
,2162,81008,99937,71160
,2163,81008,99937,71160
,2164,81008,99937,71160
,2165,81008,99937,71160
,2166,81008,99937,71160
,2167,81008,99937,71160
,2168,81008,99937,71160
,2169,81008,99937,71160
,2170,81008,99937,71160
,2171,81008,99937,71160
,2172,81008,99937,71160
,2173,81008,99937,71160
,2174,81008,99937,71160
,2175,81008,99937,71160
,2176,81008,99937,71160
,2177,81008,99937,71160
,2178,81008,99937,71160
,2179,81008,99937,71160
,2180,81008,99937,71160
,2181,81008,99937,71160
,2182,81008,99937,71160
,2183,81008,99937,71160
,2184,81008,99937,71160
,2185,81008,99937,71160
,2186,81008,99937,71160
,2187,81008,99937,71160
,2188,81008,99937,71160
,2189,81008,99937,71160
,2190,81008,99937,71160
,2191,81008,99937,71160
,2192,81008,99937,71160
,2193,81008,99937,71160
,2194,81008,99937,71160
,2195,81008,99937,71160
,2196,81008,99937,71160
,2197,81008,99937,71160
,2198,81008,99937,71160
,2199,81008,99937,71160
,2200,81008,99937,71160
,2201,81008,99937,71160
,2202,81008,99937,71160
,2203,81008,99937,71160
,2204,81008,99937,71160
,2205,81008,99937,71160
,2206,81008,99937,71160
,2207,81008,99937,71160
,2208,81008,99937,71160
,2209,81008,99937,71160
,2210,81008,99937,71160
,2211,81008,99937,71160
,2212,81008,99937,71160
,2213,81008,99937,71160
,2214,81008,99937,71160
,2215,81008,99937,71160
,2216,81008,99937,71160
,2217,81008,99937,71160
,2218,81008,99937,71160
,2219,81008,99937,71160
,2220,81008,99937,71160
,2221,81008,99937,71160
,2222,81008,99937,71160
,2223,81008,99937,71160
,2224,81008,99937,71160
,2225,81008,99937,71160
,2226,81008,99937,71160
,2227,81008,99937,71160
,2228,81008,99937,71160
,2229,81008,99937,71160
,2230,81008,99937,71160
,2231,81008,99937,71160
,2232,81008,99937,71160
,2233,81008,99937,71160
,2234,81008,99937,71160
,2235,81008,99937,71160
,2236,81008,99937,71160
,2237,81008,99937,71160
,2238,81008,99937,71160
,2239,81008,99937,71160
,2240,81008,99937,71160
,2241,81008,99937,71160
,2242,81008,99937,71160
,2243,81008,99937,71160
,2244,81008,99937,71160
,2245,81008,99937,71160
,2246,81008,99937,71160
,2247,81008,99937,71160
,2248,81008,99937,71160
,2249,81008,99937,71160
,2250,81008,99937,71160
,2251,81008,99937,71160
,2252,81008,99937,71160
,2253,81008,99937,71160
,2254,81008,99937,71160
,2255,81008,99937,71160
,2256,81008,99937,71160
,2257,81008,99937,71160
,2258,81008,99937,71160
,2259,81008,99937,71160
,2260,81008,99937,71160
,2261,81008,99937,71160
,2262,81008,99937,71160
,2263,81008,99937,71160
,2264,81008,99937,71160
,2265,81008,99937,71160
,2266,81008,99937,71160
,2267,81008,99937,71160
,2268,81008,99937,71160
,2269,81008,99937,71160
,2270,81008,99937,71160
,2271,81008,99937,71160
,2272,81008,99937,71160
,2273,81008,99937,71160
,2274,81008,99937,71160
,2275,81008,99937,71160
,2276,81008,99937,71160
,2277,81008,99937,71160
,2278,81008,99937,71160
,2279,81008,99937,71160
,2280,81008,99937,71160
,2281,81008,99937,71160
,2282,81008,99937,71160
,2283,81008,99937,71160
,2284,81008,99937,71160
,2285,81008,99937,71160
,2286,81008,99937,71160
,2287,81008,99937,71160
,2288,81008,99937,71160
,2289,81008,99937,71160
,2290,81008,99937,71160
,2291,81008,99937,71160
,2292,81008,99937,71160
,2293,81008,99937,71160
,2294,81008,99937,71160
,2295,81008,99937,71160
,2296,81008,99937,71160
,2297,81008,99937,71160
,2298,81008,99937,71160
,2299,81008,99937,71160
,2300,81008,99937,71160
,2301,81008,99937,71160
,2302,81008,99937,71160
,2303,81008,99937,71160
,2304,81008,99937,71160
,2305,81008,99937,71160
,2306,81008,99937,71160
,2307,81008,99937,71160
,2308,81008,99937,71160
,2309,81008,99937,71160
,2310,81008,99937,71160
,2311,81008,99937,71160
,2312,81008,99937,71160
,2313,81008,99937,71160
,2314,81008,99937,71160
,2315,81008,99937,71160
,2316,81008,99937,71160
,2317,81008,99937,71160
,2318,81008,99937,71160
,2319,81008,99937,71160
,2320,81008,99937,71160
,2321,81008,99937,71160
,2322,81008,99937,71160
,2323,81008,99937,71160
,2324,81008,99937,71160
,2325,81008,99937,71160
,2326,81008,99937,71160
,2327,81008,99937,71160
,2328,81008,99937,71160
,2329,81008,99937,71160
,2330,81008,99937,71160
,2331,81008,99937,71160
,2332,81008,99937,71160
,2333,81008,99937,71160
,2334,81008,99937,71160
,2335,81008,99937,71160
,2336,81008,99937,71160
,2337,81008,99937,71160
,2338,81008,99937,71160
,2339,81008,99937,71160
,2340,81008,99937,71160
,2341,81008,99937,71160
,2342,81008,99937,71160
,2343,81008,99937,71160
,2344,81008,99937,71160
,2345,81008,99937,71160
,2346,81008,99937,71160
,2347,81008,99937,71160
,2348,81008,99937,71160
,2349,81008,99937,71160
,2350,81008,99937,71160
,2351,81008,99937,71160
,2352,81008,99937,71160
,2353,81008,99937,71160
,2354,81008,99937,71160
,2355,81008,99937,71160
,2356,81008,99937,71160
,2357,81008,99937,71160
,2358,81008,99937,71160
,2359,81008,99937,71160
,2360,81008,99937,71160
,2361,81008,99937,71160
,2362,81008,99937,71160
,2363,81008,99937,71160
,2364,81008,99937,71160
,2365,81008,99937,71160
,2366,81008,99937,71160
,2367,81008,99937,71160
,2368,81008,99937,71160
,2369,81008,99937,71160
,2370,81008,99937,71160
,2371,81008,99937,71160
,2372,81008,99937,71160
,2373,81008,99937,71160
,2374,81008,99937,71160
,2375,81008,99937,71160
,2376,81008,99937,71160
,2377,81008,99937,71160
,2378,81008,99937,71160
,2379,81008,99937,71160
,2380,81008,99937,71160
,2381,81008,99937,71160
,2382,81008,99937,71160
,2383,81008,99937,71160
,2384,81008,99937,71160
,2385,81008,99937,71160
,2386,81008,99937,71160
,2387,81008,99937,71160
,2388,81008,99937,71160
,2389,81008,99937,71160
,2390,81008,99937,71160
,2391,81008,99937,71160
,2392,81008,99937,71160
,2393,81008,99937,71160
,2394,81008,99937,71160
,2395,81008,99937,71160
,2396,81008,99937,71160
,2397,81008,99937,71160
,2398,81008,99937,71160
,2399,81008,99937,71160
,2400,81008,99937,71160
,2401,81008,99937,71160
,2402,81008,99937,71160
,2403,81008,99937,71160
,2404,81008,99937,71160
,2405,81008,99937,71160
,2406,81008,99937,71160
,2407,81008,99937,71160
,2408,81008,99937,71160
,2409,81008,99937,71160
,2410,81008,99937,71160
,2411,81008,99937,71160
,2412,81008,99937,71160
,2413,81008,99937,71160
,2414,81008,99937,71160
,2415,81008,99937,71160
,2416,81008,99937,71160
,2417,81008,99937,71160
,2418,81008,99937,71160
,2419,81008,99937,71160
,2420,81008,99937,71160
,2421,81008,99937,71160
,2422,81008,99937,71160
,2423,81008,99937,71160
,2424,81008,99937,71160
,2425,81008,99937,71160
,2426,81008,99937,71160
,2427,81008,99937,71160
,2428,81008,99937,71160
,2429,81008,99937,71160
,2430,81008,99937,71160
,2431,81008,99937,71160
,2432,81008,99937,71160
,2433,81008,99937,71160
,2434,81008,99937,71160
,2435,81008,99937,71160
,2436,81008,99937,71160
,2437,81008,99937,71160
,2438,81008,99937,71160
,2439,81008,99937,71160
,2440,81008,99937,71160
,2441,81008,99937,71160
,2442,81008,99937,71160
,2443,81008,99937,71160
,2444,81008,99937,71160
,2445,81008,99937,71160
,2446,81008,99937,71160
,2447,81008,99937,71160
,2448,81008,99937,71160
,2449,81008,99937,71160
,2450,81008,99937,71160
,2451,81008,99937,71160
,2452,81008,99937,71160
,2453,81008,99937,71160
,2454,81008,99937,71160
,2455,81008,99937,71160
,2456,81008,99937,71160
,2457,81008,99937,71160
,2458,81008,99937,71160
,2459,81008,99937,71160
,2460,81008,99937,71160
,2461,81008,99937,71160
,2462,81008,99937,71160
,2463,81008,99937,71160
,2464,81008,99937,71160
,2465,81008,99937,71160
,2466,81008,99937,71160
,2467,81008,99937,71160
,2468,81008,99937,71160
,2469,81008,99937,71160
,2470,81008,99937,71160
,2471,81008,99937,71160
,2472,81008,99937,71160
,2473,81008,99937,71160
,2474,81008,99937,71160
,2475,81008,99937,71160
,2476,81008,99937,71160
,2477,81008,99937,71160
,2478,81008,99937,71160
,2479,81008,99937,71160
,2480,81008,99937,71160
,2481,81008,99937,71160
,2482,81008,99937,71160
,2483,81008,99937,71160
,2484,81008,99937,71160
,2485,81008,99937,71160
,2486,81008,99937,71160
,2487,81008,99937,71160
,2488,81008,99937,71160
,2489,81008,99937,71160
,2490,81008,99937,71160
,2491,81008,99937,71160
,2492,81008,99937,71160
,2493,81008,99937,71160
,2494,81008,99937,71160
,2495,81008,99937,71160
,2496,81008,99937,71160
,2497,81008,99937,71160
,2498,81008,99937,71160
,2499,81008,99937,71160
,2500,81008,99937,71160
,2501,81008,99937,71160
,2502,81008,99937,71160
,2503,81008,99937,71160
,2504,81008,99937,71160
,2505,81008,99937,71160
,2506,81008,99937,71160
,2507,81008,99937,71160
,2508,81008,99937,71160
,2509,81008,99937,71160
,2510,81008,99937,71160
,2511,81008,99937,71160
,2512,81008,99937,71160
,2513,81008,99937,71160
,2514,81008,99937,71160
,2515,81008,99937,71160
,2516,81008,99937,71160
,2517,81008,99937,71160
,2518,81008,99937,71160
,2519,81008,99937,71160
,2520,81008,99937,71160
,2521,81008,99937,71160
,2522,81008,99937,71160
,2523,81008,99937,71160
,2524,81008,99937,71160
,2525,81008,99937,71160
,2526,81008,99937,71160
,2527,81008,99937,71160
,2528,81008,99937,71160
,2529,81008,99937,71160
,2530,81008,99937,71160
,2531,81008,99937,71160
,2532,81008,99937,71160
,2533,81008,99937,71160
,2534,81008,99937,71160
,2535,81008,99937,71160
,2536,81008,99937,71160
,2537,81008,99937,71160
,2538,81008,99937,71160
,2539,81008,99937,71160
,2540,81008,99937,71160
,2541,81008,99937,71160
,2542,81008,99937,71160
,2543,81008,99937,71160
,2544,81008,99937,71160
,2545,81008,99937,71160
,2546,81008,99937,71160
,2547,81008,99937,71160
,2548,81008,99937,71160
,2549,81008,99937,71160
,2550,81008,99937,71160
,2551,81008,99937,71160
,2552,81008,99937,71160
,2553,81008,99937,71160
,2554,81008,99937,71160
,2555,81008,99937,71160
,2556,81008,99937,71160
,2557,81008,99937,71160
,2558,81008,99937,71160
,2559,81008,99937,71160
,2560,81008,99937,71160
,2561,81008,99937,71160
,2562,81008,99937,71160
,2563,81008,99937,71160
,2564,81008,99937,71160
,2565,81008,99937,71160
,2566,81008,99937,71160
,2567,81008,99937,71160
,2568,81008,99937,71160
,2569,81008,99937,71160
,2570,81008,99937,71160
,2571,81008,99937,71160
,2572,81008,99937,71160
,2573,81008,99937,71160
,2574,81008,99937,71160
,2575,81008,99937,71160
,2576,81008,99937,71160
,2577,81008,99937,71160
,2578,81008,99937,71160
,2579,81008,99937,71160
,2580,81008,99937,71160
,2581,81008,99937,71160
,2582,81008,99937,71160
,2583,81008,99937,71160
,2584,81008,99937,71160
,2585,81008,99937,71160
,2586,81008,99937,71160
,2587,81008,99937,71160
,2588,81008,99937,71160
,2589,81008,99937,71160
,2590,81008,99937,71160
,2591,81008,99937,71160
,2592,81008,99937,71160
,2593,81008,99937,71160
,2594,81008,99937,71160
,2595,81008,99937,71160
,2596,81008,99937,71160
,2597,81008,99937,71160
,2598,81008,99937,71160
,2599,81008,99937,71160
,2600,81008,99937,71160
,2601,81008,99937,71160
,2602,81008,99937,71160
,2603,81008,99937,71160
,2604,81008,99937,71160
,2605,81008,99937,71160
,2606,81008,99937,71160
,2607,81008,99937,71160
,2608,81008,99937,71160
,2609,81008,99937,71160
,2610,81008,99937,71160
,2611,81008,99937,71160
,2612,81008,99937,71160
,2613,81008,99937,71160
,2614,81008,99937,71160
,2615,81008,99937,71160
,2616,81008,99937,71160
,2617,81008,99937,71160
,2618,81008,99937,71160
,2619,81008,99937,71160
,2620,81008,99937,71160
,2621,81008,99937,71160
,2622,81008,99937,71160
,2623,81008,99937,71160
,2624,81008,99937,71160
,2625,81008,99937,71160
,2626,81008,99937,71160
,2627,81008,99937,71160
,2628,81008,99937,71160
,2629,81008,99937,71160
,2630,81008,99937,71160
,2631,81008,99937,71160
,2632,81008,99937,71160
,2633,81008,99937,71160
,2634,81008,99937,71160
,2635,81008,99937,71160
,2636,81008,99937,71160
,2637,81008,99937,71160
,2638,81008,99937,71160
,2639,81008,99937,71160
,2640,81008,99937,71160
,2641,81008,99937,71160
,2642,81008,99937,71160
,2643,81008,99937,71160
,2644,81008,99937,71160
,2645,81008,99937,71160
,2646,81008,99937,71160
,2647,81008,99937,71160
,2648,81008,99937,71160
,2649,81008,99937,71160
,2650,81008,99937,71160
,2651,81008,99937,71160
,2652,81008,99937,71160
,2653,81008,99937,71160
,2654,81008,99937,71160
,2655,81008,99937,71160
,2656,81008,99937,71160
,2657,81008,99937,71160
,2658,81008,99937,71160
,2659,81008,99937,71160
,2660,81008,99937,71160
,2661,81008,99937,71160
,2662,81008,99937,71160
,2663,81008,99937,71160
,2664,81008,99937,71160
,2665,81008,99937,71160
,2666,81008,99937,71160
,2667,81008,99937,71160
,2668,81008,99937,71160
,2669,81008,99937,71160
,2670,81008,99937,71160
,2671,81008,99937,71160
,2672,81008,99937,71160
,2673,81008,99937,71160
,2674,81008,99937,71160
,2675,81008,99937,71160
,2676,81008,99937,71160
,2677,81008,99937,71160
,2678,81008,99937,71160
,2679,81008,99937,71160
,2680,81008,99937,71160
,2681,81008,99937,71160
,2682,81008,99937,71160
,2683,81008,99937,71160
,2684,81008,99937,71160
,2685,81008,99937,71160
,2686,81008,99937,71160
,2687,81008,99937,71160
,2688,81008,99937,71160
,2689,81008,99937,71160
,2690,81008,99937,71160
,2691,81008,99937,71160
,2692,81008,99937,71160
,2693,81008,99937,71160
,2694,81008,99937,71160
,2695,81008,99937,71160
,2696,81008,99937,71160
,2697,81008,99937,71160
,2698,81008,99937,71160
,2699,81008,99937,71160
,2700,81008,99937,71160
,2701,81008,99937,71160
,2702,81008,99937,71160
,2703,81008,99937,71160
,2704,81008,99937,71160
,2705,81008,99937,71160
,2706,81008,99937,71160
,2707,81008,99937,71160
,2708,81008,99937,71160
,2709,81008,99937,71160
,2710,81008,99937,71160
,2711,81008,99937,71160
,2712,81008,99937,71160
,2713,81008,99937,71160
,2714,81008,99937,71160
,2715,81008,99937,71160
,2716,81008,99937,71160
,2717,81008,99937,71160
,2718,81008,99937,71160
,2719,81008,99937,71160
,2720,81008,99937,71160
,2721,81008,99937,71160
,2722,81008,99937,71160
,2723,81008,99937,71160
,2724,81008,99937,71160
,2725,81008,99937,71160
,2726,81008,99937,71160
,2727,81008,99937,71160
,2728,81008,99937,71160
,2729,81008,99937,71160
,2730,81008,99937,71160
,2731,81008,99937,71160
,2732,81008,99937,71160
,2733,81008,99937,71160
,2734,81008,99937,71160
,2735,81008,99937,71160
,2736,81008,99937,71160
,2737,81008,99937,71160
,2738,81008,99937,71160
,2739,81008,99937,71160
,2740,81008,99937,71160
,2741,81008,99937,71160
,2742,81008,99937,71160
,2743,81008,99937,71160
,2744,81008,99937,71160
,2745,81008,99937,71160
,2746,81008,99937,71160
,2747,81008,99937,71160
,2748,81008,99937,71160
,2749,81008,99937,71160
,2750,81008,99937,71160
,2751,81008,99937,71160
,2752,81008,99937,71160
,2753,81008,99937,71160
,2754,81008,99937,71160
,2755,81008,99937,71160
,2756,81008,99937,71160
,2757,81008,99937,71160
,2758,81008,99937,71160
,2759,81008,99937,71160
,2760,81008,99937,71160
,2761,81008,99937,71160
,2762,81008,99937,71160
,2763,81008,99937,71160
,2764,81008,99937,71160
,2765,81008,99937,71160
,2766,81008,99937,71160
,2767,81008,99937,71160
,2768,81008,99937,71160
,2769,81008,99937,71160
,2770,81008,99937,71160
,2771,81008,99937,71160
,2772,81008,99937,71160
,2773,81008,99937,71160
,2774,81008,99937,71160
,2775,81008,99937,71160
,2776,81008,99937,71160
,2777,81008,99937,71160
,2778,81008,99937,71160
,2779,81008,99937,71160
,2780,81008,99937,71160
,2781,81008,99937,71160
,2782,81008,99937,71160
,2783,81008,99937,71160
,2784,81008,99937,71160
,2785,81008,99937,71160
,2786,81008,99937,71160
,2787,81008,99937,71160
,2788,81008,99937,71160
,2789,81008,99937,71160
,2790,81008,99937,71160
,2791,81008,99937,71160
,2792,81008,99937,71160
,2793,81008,99937,71160
,2794,81008,99937,71160
,2795,81008,99937,71160
,2796,81008,99937,71160
,2797,81008,99937,71160
,2798,81008,99937,71160
,2799,81008,99937,71160
,2800,81008,99937,71160
,2801,81008,99937,71160
,2802,81008,99937,71160
,2803,81008,99937,71160
,2804,81008,99937,71160
,2805,81008,99937,71160
,2806,81008,99937,71160
,2807,81008,99937,71160
,2808,81008,99937,71160
,2809,81008,99937,71160
,2810,81008,99937,71160
,2811,81008,99937,71160
,2812,81008,99937,71160
,2813,81008,99937,71160
,2814,81008,99937,71160
,2815,81008,99937,71160
,2816,81008,99937,71160
,2817,81008,99937,71160
,2818,81008,99937,71160
,2819,81008,99937,71160
,2820,81008,99937,71160
,2821,81008,99937,71160
,2822,81008,99937,71160
,2823,81008,99937,71160
,2824,81008,99937,71160
,2825,81008,99937,71160
,2826,81008,99937,71160
,2827,81008,99937,71160
,2828,81008,99937,71160
,2829,81008,99937,71160
,2830,81008,99937,71160
,2831,81008,99937,71160
,2832,81008,99937,71160
,2833,81008,99937,71160
,2834,81008,99937,71160
,2835,81008,99937,71160
,2836,81008,99937,71160
,2837,81008,99937,71160
,2838,81008,99937,71160
,2839,81008,99937,71160
,2840,81008,99937,71160
,2841,81008,99937,71160
,2842,81008,99937,71160
,2843,81008,99937,71160
,2844,81008,99937,71160
,2845,81008,99937,71160
,2846,81008,99937,71160
,2847,81008,99937,71160
,2848,81008,99937,71160
,2849,81008,99937,71160
,2850,81008,99937,71160
,2851,81008,99937,71160
,2852,81008,99937,71160
,2853,81008,99937,71160
,2854,81008,99937,71160
,2855,81008,99937,71160
,2856,81008,99937,71160
,2857,81008,99937,71160
,2858,81008,99937,71160
,2859,81008,99937,71160
,2860,81008,99937,71160
,2861,81008,99937,71160
,2862,81008,99937,71160
,2863,81008,99937,71160
,2864,81008,99937,71160
,2865,81008,99937,71160
,2866,81008,99937,71160
,2867,81008,99937,71160
,2868,81008,99937,71160
,2869,81008,99937,71160
,2870,81008,99937,71160
,2871,81008,99937,71160
,2872,81008,99937,71160
,2873,81008,99937,71160
,2874,81008,99937,71160
,2875,81008,99937,71160
,2876,81008,99937,71160
,2877,81008,99937,71160
,2878,81008,99937,71160
,2879,81008,99937,71160
,2880,81008,99937,71160
,2881,81008,99937,71160
,2882,81008,99937,71160
,2883,81008,99937,71160
,2884,81008,99937,71160
,2885,81008,99937,71160
,2886,81008,99937,71160
,2887,81008,99937,71160
,2888,81008,99937,71160
,2889,81008,99937,71160
,2890,81008,99937,71160
,2891,81008,99937,71160
,2892,81008,99937,71160
,2893,81008,99937,71160
,2894,81008,99937,71160
,2895,81008,99937,71160
,2896,81008,99937,71160
,2897,81008,99937,71160
,2898,81008,99937,71160
,2899,81008,99937,71160
,2900,81008,99937,71160
,2901,81008,99937,71160
,2902,81008,99937,71160
,2903,81008,99937,71160
,2904,81008,99937,71160
,2905,81008,99937,71160
,2906,81008,99937,71160
,2907,81008,99937,71160
,2908,81008,99937,71160
,2909,81008,99937,71160
,2910,81008,99937,71160
,2911,81008,99937,71160
,2912,81008,99937,71160
,2913,81008,99937,71160
,2914,81008,99937,71160
,2915,81008,99937,71160
,2916,81008,99937,71160
,2917,81008,99937,71160
,2918,81008,99937,71160
,2919,81008,99937,71160
,2920,81008,99937,71160
,2921,81008,99937,71160
,2922,81008,99937,71160
,2923,81008,99937,71160
,2924,81008,99937,71160
,2925,81008,99937,71160
,2926,81008,99937,71160
,2927,81008,99937,71160
,2928,81008,99937,71160
,2929,81008,99937,71160
,2930,81008,99937,71160
,2931,81008,99937,71160
,2932,81008,99937,71160
,2933,81008,99937,71160
,2934,81008,99937,71160
,2935,81008,99937,71160
,2936,81008,99937,71160
,2937,81008,99937,71160
,2938,81008,99937,71160
,2939,81008,99937,71160
,2940,81008,99937,71160
,2941,81008,99937,71160
,2942,81008,99937,71160
,2943,81008,99937,71160
,2944,81008,99937,71160
,2945,81008,99937,71160
,2946,81008,99937,71160
,2947,81008,99937,71160
,2948,81008,99937,71160
,2949,81008,99937,71160
,2950,81008,99937,71160
,2951,81008,99937,71160
,2952,81008,99937,71160
,2953,81008,99937,71160
,2954,81008,99937,71160
,2955,81008,99937,71160
,2956,81008,99937,71160
,2957,81008,99937,71160
,2958,81008,99937,71160
,2959,81008,99937,71160
,2960,81008,99937,71160
,2961,81008,99937,71160
,2962,81008,99937,71160
,2963,81008,99937,71160
,2964,81008,99937,71160
,2965,81008,99937,71160
,2966,81008,99937,71160
,2967,81008,99937,71160
,2968,81008,99937,71160
,2969,81008,99937,71160
,2970,81008,99937,71160
,2971,81008,99937,71160
,2972,81008,99937,71160
,2973,81008,99937,71160
,2974,81008,99937,71160
,2975,81008,99937,71160
,2976,81008,99937,71160
,2977,81008,99937,71160
,2978,81008,99937,71160
,2979,81008,99937,71160
,2980,81008,99937,71160
,2981,81008,99937,71160
,2982,81008,99937,71160
,2983,81008,99937,71160
,2984,81008,99937,71160
,2985,81008,99937,71160
,2986,81008,99937,71160
,2987,81008,99937,71160
,2988,81008,99937,71160
,2989,81008,99937,71160
,2990,81008,99937,71160
,2991,81008,99937,71160
,2992,81008,99937,71160
,2993,81008,99937,71160
,2994,81008,99937,71160
,2995,81008,99937,71160
,2996,81008,99937,71160
,2997,81008,99937,71160
,2998,81008,99937,71160
,2999,81008,99937,71160
,3000,81008,99937,71160
,3001,81008,99937,71160
,3002,81008,99937,71160
,3003,81008,99937,71160
,3004,81008,99937,71160
,3005,81008,99937,71160
,3006,81008,99937,71160
,3007,81008,99937,71160
,3008,81008,99937,71160
,3009,81008,99937,71160
,3010,81008,99937,71160
,3011,81008,99937,71160
,3012,81008,99937,71160
,3013,81008,99937,71160
,3014,81008,99937,71160
,3015,81008,99937,71160
,3016,81008,99937,71160
,3017,81008,99937,71160
,3018,81008,99937,71160
,3019,81008,99937,71160
