ng_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,190,81008,99937,71160
,191,81008,99937,71160
,192,81008,99937,71160
,193,81008,99937,71160
,194,81008,99937,71160
,195,81008,99937,71160
,196,81008,99937,71160
,197,81008,99937,71160
,198,81008,99937,71160
,199,81008,99937,71160
,200,81008,99937,71160
,201,81008,99937,71160
,202,81008,99937,71160
,203,81008,99937,71160
,204,81008,99937,71160
,205,81008,99937,71160
,206,81008,99937,71160
,207,81008,99937,71160
,208,81008,99937,71160
,209,81008,99937,71160
,210,81008,99937,71160
,211,81008,99937,71160
,212,81008,99937,71160
,213,81008,99937,71160
,214,81008,99937,71160
,215,81008,99937,71160
,216,81008,99937,71160
,217,81008,99937,71160
,218,81008,99937,71160
,219,81008,99937,71160
,220,81008,99937,71160
,221,81008,99937,71160
,222,81008,99937,71160
,223,81008,99937,71160
,224,81008,99937,71160
,225,81008,99937,71160
,226,81008,99937,71160
,227,81008,99937,71160
,228,81008,99937,71160
,229,81008,99937,71160
,230,81008,99937,71160
,231,81008,99937,71160
,232,81008,99937,71160
,233,81008,99937,71160
,234,81008,99937,71160
,235,81008,99937,71160
,236,81008,99937,71160
,237,81008,99937,71160
,238,81008,99937,71160
,239,81008,99937,71160
,240,81008,99937,71160
,241,81008,99937,71160
,242,81008,99937,71160
,243,81008,99937,71160
,244,81008,99937,71160
,245,81008,99937,71160
,246,81008,99937,71160
,247,81008,99937,71160
,248,81008,99937,71160
,249,81008,99937,71160
,250,81008,99937,71160
,251,81008,99937,71160
,252,81008,99937,71160
,253,81008,99937,71160
,254,81008,99937,71160
,255,81008,99937,71160
,256,81008,99937,71160
,257,81008,99937,71160
,258,81008,99937,71160
,259,81008,99937,71160
,260,81008,99937,71160
,261,81008,99937,71160
,262,81008,99937,71160
,263,81008,99937,71160
,264,81008,99937,71160
,265,81008,99937,71160
,266,81008,99937,71160
,267,81008,99937,71160
,268,81008,99937,71160
,269,81008,99937,71160
,270,81008,99937,71160
,271,81008,99937,71160
,272,81008,99937,71160
,273,81008,99937,71160
,274,81008,99937,71160
,275,81008,99937,71160
,276,81008,99937,71160
,277,81008,99937,71160
,278,81008,99937,71160
,279,81008,99937,71160
,280,81008,99937,71160
,281,81008,99937,71160
,282,81008,99937,71160
,283,81008,99937,71160
,284,81008,99937,71160
,285,81008,99937,71160
,286,81008,99937,71160
,287,81008,99937,71160
,288,81008,99937,71160
,289,81008,99937,71160
,290,81008,99937,71160
,291,81008,99937,71160
,292,81008,99937,71160
,293,81008,99937,71160
,294,81008,99937,71160
,295,81008,99937,71160
,296,81008,99937,71160
,297,81008,99937,71160
,298,81008,99937,71160
,299,81008,99937,71160
,300,81008,99937,71160
,301,81008,99937,71160
,302,81008,99937,71160
,303,81008,99937,71160
,304,81008,99937,71160
,305,81008,99937,71160
,306,81008,99937,71160
,307,81008,99937,71160
,308,81008,99937,71160
,309,81008,99937,71160
,310,81008,99937,71160
,311,81008,99937,71160
,312,81008,99937,71160
,313,81008,99937,71160
,314,81008,99937,71160
,315,81008,99937,71160
,316,81008,99937,71160
,317,81008,99937,71160
,318,81008,99937,71160
,319,81008,99937,71160
,320,81008,99937,71160
,321,81008,99937,71160
,322,81008,99937,71160
,323,81008,99937,71160
,324,81008,99937,71160
,325,81008,99937,71160
,326,81008,99937,71160
,327,81008,99937,71160
,328,81008,99937,71160
,329,81008,99937,71160
,330,81008,99937,71160
,331,81008,99937,71160
,332,81008,99937,71160
,333,81008,99937,71160
,334,81008,99937,71160
,335,81008,99937,71160
,336,81008,99937,71160
,337,81008,99937,71160
,338,81008,99937,71160
,339,81008,99937,71160
,340,81008,99937,71160
,341,81008,99937,71160
,342,81008,99937,71160
,343,81008,99937,71160
,344,81008,99937,71160
,345,81008,99937,71160
,346,81008,99937,71160
,347,81008,99937,71160
,348,81008,99937,71160
,349,81008,99937,71160
,350,81008,99937,71160
,351,81008,99937,71160
,352,81008,99937,71160
,353,81008,99937,71160
,354,81008,99937,71160
,355,81008,99937,71160
,356,81008,99937,71160
,357,81008,99937,71160
,358,81008,99937,71160
,359,81008,99937,71160
,360,81008,99937,71160
,361,81008,99937,71160
,362,81008,99937,71160
,363,81008,99937,71160
,364,81008,99937,71160
,365,81008,99937,71160
,366,81008,99937,71160
,367,81008,99937,71160
,368,81008,99937,71160
,369,81008,99937,71160
,370,81008,99937,71160
,371,81008,99937,71160
,372,81008,99937,71160
,373,81008,99937,71160
,374,81008,99937,71160
,375,81008,99937,71160
,376,81008,99937,71160
,377,81008,99937,71160
,378,81008,99937,71160
,379,81008,99937,71160
,380,81008,99937,71160
,381,81008,99937,71160
,382,81008,99937,71160
,383,81008,99937,71160
,384,81008,99937,71160
,385,81008,99937,71160
,386,81008,99937,71160
,387,81008,99937,71160
,388,81008,99937,71160
,389,81008,99937,71160
,390,81008,99937,71160
,391,81008,99937,71160
,392,81008,99937,71160
,393,81008,99937,71160
,394,81008,99937,71160
,395,81008,99937,71160
,396,81008,99937,71160
,397,81008,99937,71160
,398,81008,99937,71160
,399,81008,99937,71160
,400,81008,99937,71160
,401,81008,99937,71160
,402,81008,99937,71160
,403,81008,99937,71160
,404,81008,99937,71160
,405,81008,99937,71160
,406,81008,99937,71160
,407,81008,99937,71160
,408,81008,99937,71160
,409,81008,99937,71160
,410,81008,99937,71160
,411,81008,99937,71160
,412,81008,99937,71160
,413,81008,99937,71160
,414,81008,99937,71160
,415,81008,99937,71160
,416,81008,99937,71160
,417,81008,99937,71160
,418,81008,99937,71160
,419,81008,99937,71160
,420,81008,99937,71160
,421,81008,99937,71160
,422,81008,99937,71160
,423,81008,99937,71160
,424,81008,99937,71160
,425,81008,99937,71160
,426,81008,99937,71160
,427,81008,99937,71160
,428,81008,99937,71160
,429,81008,99937,71160
,430,81008,99937,71160
,431,81008,99937,71160
,432,81008,99937,71160
,433,81008,99937,71160
,434,81008,99937,71160
,435,81008,99937,71160
,436,81008,99937,71160
,437,81008,99937,71160
,438,81008,99937,71160
,439,81008,99937,71160
,440,81008,99937,71160
,441,81008,99937,71160
,442,81008,99937,71160
,443,81008,99937,71160
,444,81008,99937,71160
,445,81008,99937,71160
,446,81008,99937,71160
,447,81008,99937,71160
,448,81008,99937,71160
,449,81008,99937,71160
,450,81008,99937,71160
,451,81008,99937,71160
,452,81008,99937,71160
,453,81008,99937,71160
,454,81008,99937,71160
,455,81008,99937,71160
,456,81008,99937,71160
,457,81008,99937,71160
,458,81008,99937,71160
,459,81008,99937,71160
,460,81008,99937,71160
,461,81008,99937,71160
,462,81008,99937,71160
,463,81008,99937,71160
,464,81008,99937,71160
,465,81008,99937,71160
,466,81008,99937,71160
,467,81008,99937,71160
,468,81008,99937,71160
,469,81008,99937,71160
,470,81008,99937,71160
,471,81008,99937,71160
,472,81008,99937,71160
,473,81008,99937,71160
,474,81008,99937,71160
,475,81008,99937,71160
,476,81008,99937,71160
,477,81008,99937,71160
,478,81008,99937,71160
,479,81008,99937,71160
,480,81008,99937,71160
,481,81008,99937,71160
,482,81008,99937,71160
,483,81008,99937,71160
,484,81008,99937,71160
,485,81008,99937,71160
,486,81008,99937,71160
,487,81008,99937,71160
,488,81008,99937,71160
,489,81008,99937,71160
,490,81008,99937,71160
,491,81008,99937,71160
,492,81008,99937,71160
,493,81008,99937,71160
,494,81008,99937,71160
,495,81008,99937,71160
,496,81008,99937,71160
,497,81008,99937,71160
,498,81008,99937,71160
,499,81008,99937,71160
,500,81008,99937,71160
,501,81008,99937,71160
,502,81008,99937,71160
,503,81008,99937,71160
,504,81008,99937,71160
,505,81008,99937,71160
,506,81008,99937,71160
,507,81008,99937,71160
,508,81008,99937,71160
,509,81008,99937,71160
,510,81008,99937,71160
,511,81008,99937,71160
,512,81008,99937,71160
,513,81008,99937,71160
,514,81008,99937,71160
,515,81008,99937,71160
,516,81008,99937,71160
,517,81008,99937,71160
,518,81008,99937,71160
,519,81008,99937,71160
,520,81008,99937,71160
,521,81008,99937,71160
,522,81008,99937,71160
,523,81008,99937,71160
,524,81008,99937,71160
,525,81008,99937,71160
,526,81008,99937,71160
,527,81008,99937,71160
,528,81008,99937,71160
,529,81008,99937,71160
,530,81008,99937,71160
,531,81008,99937,71160
,532,81008,99937,71160
,533,81008,99937,71160
,534,81008,99937,71160
,535,81008,99937,71160
,536,81008,99937,71160
,537,81008,99937,71160
,538,81008,99937,71160
,539,81008,99937,71160
,540,81008,99937,71160
,541,81008,99937,71160
,542,81008,99937,71160
,543,81008,99937,71160
,544,81008,99937,71160
,545,81008,99937,71160
,546,81008,99937,71160
,547,81008,99937,71160
,548,81008,99937,71160
,549,81008,99937,71160
,550,81008,99937,71160
,551,81008,99937,71160
,552,81008,99937,71160
,553,81008,99937,71160
,554,81008,99937,71160
,555,81008,99937,71160
,556,81008,99937,71160
,557,81008,99937,71160
,558,81008,99937,71160
,559,81008,99937,71160
,560,81008,99937,71160
,561,81008,99937,71160
,562,81008,99937,71160
,563,81008,99937,71160
,564,81008,99937,71160
,565,81008,99937,71160
,566,81008,99937,71160
,567,81008,99937,71160
,568,81008,99937,71160
,569,81008,99937,71160
,570,81008,99937,71160
,571,81008,99937,71160
,572,81008,99937,71160
,573,81008,99937,71160
,574,81008,99937,71160
,575,81008,99937,71160
,576,81008,99937,71160
,577,81008,99937,71160
,578,81008,99937,71160
,579,81008,99937,71160
,580,81008,99937,71160
,581,81008,99937,71160
,582,81008,99937,71160
,583,81008,99937,71160
,584,81008,99937,71160
,585,81008,99937,71160
,586,81008,99937,71160
,587,81008,99937,71160
,588,81008,99937,71160
,589,81008,99937,71160
,590,81008,99937,71160
,591,81008,99937,71160
,592,81008,99937,71160
,593,81008,99937,71160
,594,81008,99937,71160
,595,81008,99937,71160
,596,81008,99937,71160
,597,81008,99937,71160
,598,81008,99937,71160
,599,81008,99937,71160
,600,81008,99937,71160
,601,81008,99937,71160
,602,81008,99937,71160
,603,81008,99937,71160
,604,81008,99937,71160
,605,81008,99937,71160
,606,81008,99937,71160
,607,81008,99937,71160
,608,81008,99937,71160
,609,81008,99937,71160
,610,81008,99937,71160
,611,81008,99937,71160
,612,81008,99937,71160
,613,81008,99937,71160
,614,81008,99937,71160
,615,81008,99937,71160
,616,81008,99937,71160
,617,81008,99937,71160
,618,81008,99937,71160
,619,81008,99937,71160
,620,81008,99937,71160
,621,81008,99937,71160
,622,81008,99937,71160
,623,81008,99937,71160
,624,81008,99937,71160
,625,81008,99937,71160
,626,81008,99937,71160
,627,81008,99937,71160
,628,81008,99937,71160
,629,81008,99937,71160
,630,81008,99937,71160
,631,81008,99937,71160
,632,81008,99937,71160
,633,81008,99937,71160
,634,81008,99937,71160
,635,81008,99937,71160
,636,81008,99937,71160
,637,81008,99937,71160
,638,81008,99937,71160
,639,81008,99937,71160
,640,81008,99937,71160
,641,81008,99937,71160
,642,81008,99937,71160
,643,81008,99937,71160
,644,81008,99937,71160
,645,81008,99937,71160
,646,81008,99937,71160
,647,81008,99937,71160
,648,81008,99937,71160
,649,81008,99937,71160
,650,81008,99937,71160
,651,81008,99937,71160
,652,81008,99937,71160
,653,81008,99937,71160
,654,81008,99937,71160
,655,81008,99937,71160
,656,81008,99937,71160
,657,81008,99937,71160
,658,81008,99937,71160
,659,81008,99937,71160
,660,81008,99937,71160
,661,81008,99937,71160
,662,81008,99937,71160
,663,81008,99937,71160
,664,81008,99937,71160
,665,81008,99937,71160
,666,81008,99937,71160
,667,81008,99937,71160
,668,81008,99937,71160
,669,81008,99937,71160
,670,81008,99937,71160
,671,81008,99937,71160
,672,81008,99937,71160
,673,81008,99937,71160
,674,81008,99937,71160
,675,81008,99937,71160
,676,81008,99937,71160
,677,81008,99937,71160
,678,81008,99937,71160
,679,81008,99937,71160
,680,81008,99937,71160
,681,81008,99937,71160
,682,81008,99937,71160
,683,81008,99937,71160
,684,81008,99937,71160
,685,81008,99937,71160
,686,81008,99937,71160
,687,81008,99937,71160
,688,81008,99937,71160
,689,81008,99937,71160
,690,81008,99937,71160
,691,81008,99937,71160
,692,81008,99937,71160
,693,81008,99937,71160
,694,81008,99937,71160
,695,81008,99937,71160
,696,81008,99937,71160
,697,81008,99937,71160
,698,81008,99937,71160
,699,81008,99937,71160
,700,81008,99937,71160
,701,81008,99937,71160
,702,81008,99937,71160
,703,81008,99937,71160
,704,81008,99937,71160
,705,81008,99937,71160
,706,81008,99937,71160
,707,81008,99937,71160
,708,81008,99937,71160
,709,81008,99937,71160
,710,81008,99937,71160
,711,81008,99937,71160
,712,81008,99937,71160
,713,81008,99937,71160
,714,81008,99937,71160
,715,81008,99937,71160
,716,81008,99937,71160
,717,81008,99937,71160
,718,81008,99937,71160
,719,81008,99937,71160
,720,81008,99937,71160
,721,81008,99937,71160
,722,81008,99937,71160
,723,81008,99937,71160
,724,81008,99937,71160
,725,81008,99937,71160
,726,81008,99937,71160
,727,81008,99937,71160
,728,81008,99937,71160
,729,81008,99937,71160
,730,81008,99937,71160
,731,81008,99937,71160
,732,81008,99937,71160
,733,81008,99937,71160
,734,81008,99937,71160
,735,81008,99937,71160
,736,81008,99937,71160
,737,81008,99937,71160
,738,81008,99937,71160
,739,81008,99937,71160
,740,81008,99937,71160
,741,81008,99937,71160
,742,81008,99937,71160
,743,81008,99937,71160
,744,81008,99937,71160
,745,81008,99937,71160
,746,81008,99937,71160
,747,81008,99937,71160
,748,81008,99937,71160
,749,81008,99937,71160
,750,81008,99937,71160
,751,81008,99937,71160
,752,81008,99937,71160
,753,81008,99937,71160
,754,81008,99937,71160
,755,81008,99937,71160
,756,81008,99937,71160
,757,81008,99937,71160
,758,81008,99937,71160
,759,81008,99937,71160
,760,81008,99937,71160
,761,81008,99937,71160
,762,81008,99937,71160
,763,81008,99937,71160
,764,81008,99937,71160
,765,81008,99937,71160
,766,81008,99937,71160
,767,81008,99937,71160
,768,81008,99937,71160
,769,81008,99937,71160
,770,81008,99937,71160
,771,81008,99937,71160
,772,81008,99937,71160
,773,81008,99937,71160
,774,81008,99937,71160
,775,81008,99937,71160
,776,81008,99937,71160
,777,81008,99937,71160
,778,81008,99937,71160
,779,81008,99937,71160
,780,81008,99937,71160
,781,81008,99937,71160
,782,81008,99937,71160
,783,81008,99937,71160
,784,81008,99937,71160
,785,81008,99937,71160
,786,81008,99937,71160
,787,81008,99937,71160
,788,81008,99937,71160
,789,81008,99937,71160
,790,81008,99937,71160
,791,81008,99937,71160
,792,81008,99937,71160
,793,81008,99937,71160
,794,81008,99937,71160
,795,81008,99937,71160
,796,81008,99937,71160
,797,81008,99937,71160
,798,81008,99937,71160
,799,81008,99937,71160
,800,81008,99937,71160
,801,81008,99937,71160
,802,81008,99937,71160
,803,81008,99937,71160
,804,81008,99937,71160
,805,81008,99937,71160
,806,81008,99937,71160
,807,81008,99937,71160
,808,81008,99937,71160
,809,81008,99937,71160
,810,81008,99937,71160
,811,81008,99937,71160
,812,81008,99937,71160
,813,81008,99937,71160
,814,81008,99937,71160
,815,81008,99937,71160
,816,81008,99937,71160
,817,81008,99937,71160
,818,81008,99937,71160
,819,81008,99937,71160
,820,81008,99937,71160
,821,81008,99937,71160
,822,81008,99937,71160
,823,81008,99937,71160
,824,81008,99937,71160
,825,81008,99937,71160
,826,81008,99937,71160
,827,81008,99937,71160
,828,81008,99937,71160
,829,81008,99937,71160
,830,81008,99937,71160
,831,81008,99937,71160
,832,81008,99937,71160
,833,81008,99937,71160
,834,81008,99937,71160
,835,81008,99937,71160
,836,81008,99937,71160
,837,81008,99937,71160
,838,81008,99937,71160
,839,81008,99937,71160
,840,81008,99937,71160
,841,81008,99937,71160
,842,81008,99937,71160
,843,81008,99937,71160
,844,81008,99937,71160
,845,81008,99937,71160
,846,81008,99937,71160
,847,81008,99937,71160
,848,81008,99937,71160
,849,81008,99937,71160
,850,81008,99937,71160
,851,81008,99937,71160
,852,81008,99937,71160
,853,81008,99937,71160
,854,81008,99937,71160
,855,81008,99937,71160
,856,81008,99937,71160
,857,81008,99937,71160
,858,81008,99937,71160
,859,81008,99937,71160
,860,81008,99937,71160
,861,81008,99937,71160
,862,81008,99937,71160
,863,81008,99937,71160
,864,81008,99937,71160
,865,81008,99937,71160
,866,81008,99937,71160
,867,81008,99937,71160
,868,81008,99937,71160
,869,81008,99937,71160
,870,81008,99937,71160
,871,81008,99937,71160
,872,81008,99937,71160
,873,81008,99937,71160
,874,81008,99937,71160
,875,81008,99937,71160
,876,81008,99937,71160
,877,81008,99937,71160
,878,81008,99937,71160
,879,81008,99937,71160
,880,81008,99937,71160
,881,81008,99937,71160
,882,81008,99937,71160
,883,81008,99937,71160
,884,81008,99937,71160
,885,81008,99937,71160
,886,81008,99937,71160
,887,81008,99937,71160
,888,81008,99937,71160
,889,81008,99937,71160
,890,81008,99937,71160
,891,81008,99937,71160
,892,81008,99937,71160
,893,81008,99937,71160
,894,81008,99937,71160
,895,81008,99937,71160
,896,81008,99937,71160
,897,81008,99937,71160
,898,81008,99937,71160
,899,81008,99937,71160
,900,81008,99937,71160
,901,81008,99937,71160
,902,81008,99937,71160
,903,81008,99937,71160
,904,81008,99937,71160
,905,81008,99937,71160
,906,81008,99937,71160
,907,81008,99937,71160
,908,81008,99937,71160
,909,81008,99937,71160
,910,81008,99937,71160
,911,81008,99937,71160
,912,81008,99937,71160
,913,81008,99937,71160
,914,81008,99937,71160
,915,81008,99937,71160
,916,81008,99937,71160
,917,81008,99937,71160
,918,81008,99937,71160
,919,81008,99937,71160
,920,81008,99937,71160
,921,81008,99937,71160
,922,81008,99937,71160
,923,81008,99937,71160
,924,81008,99937,71160
,925,81008,99937,71160
,926,81008,99937,71160
,927,81008,99937,71160
,928,81008,99937,71160
,929,81008,99937,71160
,930,81008,99937,71160
,931,81008,99937,71160
,932,81008,99937,71160
,933,81008,99937,71160
,934,81008,99937,71160
,935,81008,99937,71160
,936,81008,99937,71160
,937,81008,99937,71160
,938,81008,99937,71160
,939,81008,99937,71160
,940,81008,99937,71160
,941,81008,99937,71160
,942,81008,99937,71160
,943,81008,99937,71160
,944,81008,99937,71160
,945,81008,99937,71160
,946,81008,99937,71160
,947,81008,99937,71160
,948,81008,99937,71160
,949,81008,99937,71160
,950,81008,99937,71160
,951,81008,99937,71160
,952,81008,99937,71160
,953,81008,99937,71160
,954,81008,99937,71160
,955,81008,99937,71160
,956,81008,99937,71160
,957,81008,99937,71160
,958,81008,99937,71160
,959,81008,99937,71160
,960,81008,99937,71160
,961,81008,99937,71160
,962,81008,99937,71160
,963,81008,99937,71160
,964,81008,99937,71160
,965,81008,99937,71160
,966,81008,99937,71160
,967,81008,99937,71160
,968,81008,99937,71160
,969,81008,99937,71160
,970,81008,99937,71160
,971,81008,99937,71160
,972,81008,99937,71160
,973,81008,99937,71160
,974,81008,99937,71160
,975,81008,99937,71160
,976,81008,99937,71160
,977,81008,99937,71160
,978,81008,99937,71160
,979,81008,99937,71160
,980,81008,99937,71160
,981,81008,99937,71160
,982,81008,99937,71160
,983,81008,99937,71160
,984,81008,99937,71160
,985,81008,99937,71160
,986,81008,99937,71160
,987,81008,99937,71160
,988,81008,99937,71160
,989,81008,99937,71160
,990,81008,99937,71160
,991,81008,99937,71160
,992,81008,99937,71160
,993,81008,99937,71160
,994,81008,99937,71160
,995,81008,99937,71160
,996,81008,99937,71160
,997,81008,99937,71160
,998,81008,99937,71160
,999,81008,99937,71160
,1000,81008,99937,71160
,1001,81008,99937,71160
,1002,81008,99937,71160
,1003,81008,99937,71160
,1004,81008,99937,71160
,1005,81008,99937,71160
,1006,81008,99937,71160
,1007,81008,99937,71160
,1008,81008,99937,71160
,1009,81008,99937,71160
,1010,81008,99937,71160
,1011,81008,99937,71160
,1012,81008,99937,71160
,1013,81008,99937,71160
,1014,81008,99937,71160
,1015,81008,99937,71160
,1016,81008,99937,71160
,1017,81008,99937,71160
,1018,81008,99937,71160
,1019,81008,99937,71160
,1020,81008,99937,71160
,1021,81008,99937,71160
,1022,81008,99937,71160
,1023,81008,99937,71160
,1024,81008,99937,71160
,1025,81008,99937,71160
,1026,81008,99937,71160
,1027,81008,99937,71160
,1028,81008,99937,71160
,1029,81008,99937,71160
,1030,81008,99937,71160
,1031,81008,99937,71160
,1032,81008,99937,71160
,1033,81008,99937,71160
,1034,81008,99937,71160
,1035,81008,99937,71160
,1036,81008,99937,71160
,1037,81008,99937,71160
,1038,81008,99937,71160
,1039,81008,99937,71160
,1040,81008,99937,71160
,1041,81008,99937,71160
,1042,81008,99937,71160
,1043,81008,99937,71160
,1044,81008,99937,71160
,1045,81008,99937,71160
,1046,81008,99937,71160
,1047,81008,99937,71160
,1048,81008,99937,71160
,1049,81008,99937,71160
,1050,81008,99937,71160
,1051,81008,99937,71160
,1052,81008,99937,71160
,1053,81008,99937,71160
,1054,81008,99937,71160
,1055,81008,99937,71160
,1056,81008,99937,71160
,1057,81008,99937,71160
,1058,81008,99937,71160
,1059,81008,99937,71160
,1060,81008,99937,71160
,1061,81008,99937,71160
,1062,81008,99937,71160
,1063,81008,99937,71160
,1064,81008,99937,71160
,1065,81008,99937,71160
,1066,81008,99937,71160
,1067,81008,99937,71160
,1068,81008,99937,71160
,1069,81008,99937,71160
,1070,81008,99937,71160
,1071,81008,99937,71160
,1072,81008,99937,71160
,1073,81008,99937,71160
,1074,81008,99937,71160
,1075,81008,99937,71160
,1076,81008,99937,71160
,1077,81008,99937,71160
,1078,81008,99937,71160
,1079,81008,99937,71160
,1080,81008,99937,71160
,1081,81008,99937,71160
,1082,81008,99937,71160
,1083,81008,99937,71160
,1084,81008,99937,71160
,1085,81008,99937,71160
,1086,81008,99937,71160
,1087,81008,99937,71160
,1088,81008,99937,71160
,1089,81008,99937,71160
,1090,81008,99937,71160
,1091,81008,99937,71160
,1092,81008,99937,71160
,1093,81008,99937,71160
,1094,81008,99937,71160
,1095,81008,99937,71160
,1096,81008,99937,71160
,1097,81008,99937,71160
,1098,81008,99937,71160
,1099,81008,99937,71160
,1100,81008,99937,71160
,1101,81008,99937,71160
,1102,81008,99937,71160
,1103,81008,99937,71160
,1104,81008,99937,71160
,1105,81008,99937,71160
,1106,81008,99937,71160
,1107,81008,99937,71160
,1108,81008,99937,71160
,1109,81008,99937,71160
,1110,81008,99937,71160
,1111,81008,99937,71160
,1112,81008,99937,71160
,1113,81008,99937,71160
,1114,81008,99937,71160
,1115,81008,99937,71160
,1116,81008,99937,71160
,1117,81008,99937,71160
,1118,81008,99937,71160
,1119,81008,99937,71160
,1120,81008,99937,71160
,1121,81008,99937,71160
,1122,81008,99937,71160
,1123,81008,99937,71160
,1124,81008,99937,71160
,1125,81008,99937,71160
,1126,81008,99937,71160
,1127,81008,99937,71160
,1128,81008,99937,71160
,1129,81008,99937,71160
,1130,81008,99937,71160
,1131,81008,99937,71160
,1132,81008,99937,71160
,1133,81008,99937,71160
,1134,81008,99937,71160
,1135,81008,99937,71160
,1136,81008,99937,71160
,1137,81008,99937,71160
,1138,81008,99937,71160
,1139,81008,99937,71160
,1140,81008,99937,71160
,1141,81008,99937,71160
,1142,81008,99937,71160
,1143,81008,99937,71160
,1144,81008,99937,71160
