Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10
50000,1,1.0,1.0,2000,5,168,2358.4615384615386,1,10718.867086235105,67034.88808643493,2651.4403901092824,2024.9618410257272,67055.76393922513,1156.3403132881874,47103.01928713508,16035.798125952651,15684.23602805982,17413.51157076614
,2,0.9,0.04,1800,,,1347.6923076923078,2,10349.472100761199,65682.37293683783,2616.722496635447,1998.4470404697956,65244.395742710374,1147.5382847233961,46744.47245922673,15607.822404106406,15657.119156270492,17324.751372081028
,3,0.55,0.024,1100,,,1010.7692307692308,3,10086.495619424793,65337.2702423748,2655.4773546279334,2028.0449561947808,63464.94167003054,1127.2061052851195,45916.24999116517,15548.072556213981,15637.749974975102,17366.693002595428
,4,0.2,0.003,400,,,2695.3846153846157,4,9971.222516307096,65286.976598286856,2670.3409503882713,2039.39660390765,63106.81174704713,1078.1760390905267,43919.03159606514,15445.126407782574,15760.543328964095,17557.882439683992
,,,,,,,1347.6923076923078,5,10337.902416687857,67707.51992309908,2795.817371384596,2135.2256347856824,66164.89855510907,1039.6578527646072,42350.01003432951,15875.76038217861,16197.117543771576,18269.92839498108
,,,,,,,,6,11229.512042136133,76039.18476931851,3275.739268006764,2501.7522702079727,71973.5151371887,1051.402628094723,42828.428337471756,17736.22231814353,17377.468538028756,20024.66279579289
,,,,,,,,7,11790.276072096638,81994.13775825404,3799.0219456356517,2901.3944651875854,74186.96883488462,1176.754600456473,47934.58637012253,20573.464534905073,18618.247769190097,21219.044324830553
,,,,,,,,8,11787.206303118302,84955.4860801658,3971.804021883818,3033.3518395852766,74844.53946613039,1334.0780413994908,54343.08824552233,22485.459948291165,19297.137789302924,21668.697615995534
,,,,,,,,9,11983.671236919534,85982.27901755463,4008.1367015612736,3061.0998860107497,74081.62963486144,1426.5837333376983,58111.26730572402,23474.806412660928,19486.95582192241,21752.58087702433
,,,,,,,,10,12208.43260512986,88753.97321681741,4104.693323148333,3134.8422458834125,72998.80069209581,1492.4274432398522,60793.382205744594,23886.228557064962,19435.828452707527,22047.134044269897
,,,,,,,,11,12286.199968909259,90828.84360531492,4058.6719292203557,3099.694721269492,72056.64591967128,1483.0588506211604,60411.75666375393,23948.757483977293,19067.813888256554,21982.758524063443
,,,,,,,,12,11987.409559617976,90560.01205115263,3962.59217684575,3026.3165539014017,70285.70532044976,1467.8543625522464,59792.40847722411,23716.705709720656,18705.61008418613,21854.007473847625
,,,,,,,,13,11816.526007225517,89982.29498865943,3965.8217472721917,3028.7830486116823,67769.40308055936,1449.5793571200545,59047.98406535012,23754.223065868056,18533.22431273519,21798.41042965904
,,,,,,,,14,11662.01453933583,88784.11609809007,3908.496852890073,2985.0027979589754,65042.210570095674,1417.3869454469207,57736.64021703787,23548.572391856716,18397.640003721273,21681.364014133716
,,,,,,,,15,11626.200611380955,87898.25655410207,3806.7653497931974,2907.30826856189,63207.99220900809,1400.3294320147231,57041.80977181901,23456.863315767943,18592.30034165115,21703.79791362868
,,,,,,,,16,11435.206661816286,85297.83749905296,3774.8001585237485,2882.89576724047,61448.630853718605,1377.5321019024711,56113.17051674197,23274.713876630223,18707.346025119296,21439.481732404103
,,,,,,,,17,11681.811068678924,86809.84317759896,4143.778706020574,3164.692590552998,63151.54322387506,1424.3941540813046,58022.0758085032,23558.17831186751,19031.779921669087,22287.092818709953
,,,,,,,,18,12365.345268219759,90002.04344658913,4226.132779626007,3227.588161592391,71467.05507920902,1532.593607570141,62429.533441487605,23706.858186917565,19373.64607938743,22350.49295922747
,,,,,,,,19,12187.29892823052,87686.91630830144,3969.381843568787,3031.5019692953656,70414.93364717693,1616.6276581249017,65852.62387357601,23184.39431999223,19130.562768245985,21845.24262387391
,,,,,,,,20,11765.69755135505,84015.04321230747,3758.560211166018,2870.4929713959436,67884.4002517161,1585.0995545149117,64568.34032794867,22375.86817350008,18995.7641505644,21427.268954098545
,,,,,,,,21,11140.488872141514,79791.98679209809,3489.6983815528465,2665.1574306205603,64747.746782092254,1487.7371365815327,60602.324620928775,21016.906315725722,18585.137383268946,20541.617775639857
,,,,,,,,22,11385.046769694933,76768.07859398151,3181.27430084538,2429.607351680621,67647.08097980406,1370.2377569229684,55816.03852474708,19303.61390888996,17944.017270676755,19474.544671252304
,,,,,,,,23,11355.372379696726,70884.70460949317,2886.5758989070846,2204.5398660981823,66792.65943568289,1230.667099281208,50130.688539626266,17804.309373006916,17115.01604559192,18334.3175510346
,,,,,,,,24,11155.107906133246,70290.62190721968,2847.8752939833703,2174.983386688049,66186.24797091879,1172.368312392265,47755.9128269768,17114.135015670723,16885.710369987963,18277.209721650794
,,,,,,,,25,10708.933504412476,67611.45872867013,2748.519065883997,2099.1029058381555,65739.73529011193,1148.318081259795,46776.23712149094,16239.806123633303,16649.412286196577,18010.8619560598
,,,,,,,,26,10358.980362390674,66497.5210095971,2715.415957623382,2073.821352142165,64188.10810797732,1139.064957384037,46399.31514986675,15835.452443071626,16539.97638391529,17923.077146866533
,,,,,,,,27,10150.236382763123,66849.91074926144,2721.8751014474624,2078.7543376011295,62575.86109548502,1112.9969546826358,45337.44641032976,15752.080553894633,16614.547763859486,17961.117229216463
,,,,,,,,28,10079.926699526797,66676.73401271034,2735.8929984424904,2089.4601064869157,62091.1935446389,1064.9677011184954,43380.99569193111,15646.128065964653,16693.25491112779,18060.537572391404
,,,,,,,,29,10381.058501044588,69517.99254733202,2909.774686018323,2222.2572778620647,64931.42994701629,1017.003417527717,41427.19147051748,16022.343029851882,17118.67054139791,18826.14706614041
,,,,,,,,30,11380.050077296768,77919.6387189573,3376.73998932883,2578.8886869693133,70340.42904938172,1020.4084328846777,41565.893297563554,17857.566124543613,18627.792188709216,20657.854274785117
,,,,,,,,31,11929.980241459569,83776.40063086821,3869.2842790120826,2955.055313961578,72236.56431571813,1138.9371690287956,46394.109778251375,20604.842638630158,19929.310298205713,21806.756215056
,,,,,,,,32,11896.212842871926,86028.4449318765,4046.910713871109,3090.7124279486925,73743.0645781756,1304.1056439891006,53122.17570832932,22539.07055379087,20497.795950980555,22246.655640711266
,,,,,,,,33,12054.817339409063,86892.47436354596,4074.3620704190544,3111.6776196156893,73327.52897306283,1413.8452828206796,57592.37209161802,23418.644028738338,20531.692028234036,22367.60359459815
,,,,,,,,34,12305.219861914838,89356.6511027486,4137.853891389796,3160.167681189474,72613.58403196682,1498.3734328936225,61035.5894732803,23677.444980159475,20279.630634471552,22471.06369715811
,,,,,,,,35,12340.010530200601,91124.38299301463,4087.795531952769,3121.9370404161014,71990.41719829122,1513.6164098858376,61656.50551988734,23588.514963031426,19883.53075314765,22444.728259301588
