Resource,Zone,StartCap,RetCap,NewCap,EndCap
Small Electrolyzer,1,0,0.0,30000.0,30000.0
Large Electrolyzer,1,0,0.0,17540.0,17540.0
Small SMR,1,0,0.0,0.0,0.0
Large SMR,1,0,0.0,0.0,0.0
Large SMR with CCS 90%,1,0,0.0,0.0,0.0
Large SMR with CCS 56%,1,0,0.0,0.0,0.0
ATR,1,0,0.0,0.0,0.0
ATR with CCS,1,0,0.0,0.0,0.0
ATR with CCS 95%,1,0,0.0,0.0,0.0
Total,n/a,0,0.0,47540.0,47540.0
