,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t293,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10724.0
t294,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11684.0
t295,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13509.0
t296,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14702.0
t297,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14935.0
t298,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14998.0
t299,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15018.0
t300,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14953.0
t301,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14817.0
t302,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14757.0
t303,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14701.0
t304,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14914.0
t305,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15842.0
t306,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16772.0
t307,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16620.0
t308,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16195.0
t309,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15656.0
t310,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14852.0
t311,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13774.0
t312,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12698.0
t313,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11860.0
t314,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11370.0
t315,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11095.0
t316,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11008.0
t317,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11123.0
t318,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11514.0
t319,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12244.0
t320,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12979.0
t321,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13811.0
t322,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14465.0
t323,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14741.0
t324,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14648.0
t325,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14416.0
t326,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14145.0
t327,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14017.0
t328,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14131.0
t329,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15053.0
t330,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16309.999999999998
t331,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16306.000000000002
t332,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15940.0
t333,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15438.0
t334,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14827.0
t335,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14100.0
t336,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13254.0
t337,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12458.0
t338,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11981.0
t339,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11788.0
t340,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11765.0
t341,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11896.0
t342,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12228.0
t343,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12800.0
t344,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13417.0
t345,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14289.0
t346,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14944.0
t347,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15302.0
t348,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15422.0
t349,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15410.0
t350,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15254.0
t351,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15160.0
t352,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15281.0
t353,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16271.0
t354,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17565.0
t355,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17586.0
t356,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17098.0
t357,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16608.0
t358,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15781.0
t359,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14792.0
t360,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13802.0
t361,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13108.0
t362,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12744.0
t363,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12598.0
t364,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12604.0
t365,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12895.0
t366,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13656.0
t367,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14913.0
t368,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15839.0
t369,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16476.0
t370,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16832.0
t371,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16968.0
t372,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16833.0
t373,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16562.0
t374,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16373.999999999998
t375,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16167.000000000002
t376,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16199.000000000002
t377,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17023.0
t378,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18122.0
t379,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17922.0
t380,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17380.0
t381,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16590.0
t382,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15454.0
t383,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14092.0
t384,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12838.0
t385,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11975.0
t386,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11489.0
t387,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11270.0
t388,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11212.0
t389,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11495.0
t390,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12471.0
t391,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14244.0
t392,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15283.0
t393,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15437.0
t394,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15442.0
t395,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15432.0
t396,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15372.0
t397,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15291.0
t398,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15273.0
t399,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15221.0
t400,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15368.0
t401,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16221.0
t402,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17049.0
t403,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16811.0
t404,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16305.0
t405,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15551.0
t406,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14425.0
t407,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13021.0
t408,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11759.0
t409,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10910.0
t410,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10476.0
t411,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10252.0
t412,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10226.0
t413,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10562.0
t414,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11652.0
t415,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13652.0
t416,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14698.0
t417,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14807.0
t418,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14897.0
t419,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15012.0
t420,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15020.0
t421,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14951.0
t422,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14934.0
t423,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14862.0
t424,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14987.0
t425,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15879.0
t426,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17379.0
t427,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17506.0
t428,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17201.0
t429,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16609.0
t430,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15606.0
t431,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14327.0
t432,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13151.0
t433,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12419.0
t434,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12069.0
t435,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11924.0
t436,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11951.0
t437,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12330.0
t438,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13432.0
t439,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15441.0
t440,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16495.0
t441,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16541.0
t442,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16458.0
t443,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16367.999999999998
t444,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16164.000000000002
t445,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15911.0
t446,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15752.0
t447,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15565.0
t448,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15672.0
t449,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16462.0
t450,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17564.0
t451,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17532.0
t452,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17230.0
t453,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16538.0
t454,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15449.0
t455,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14077.0
t456,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12834.0
t457,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11993.0
t458,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11519.0
t459,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11299.0
t460,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11252.0
t461,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11592.0
t462,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12607.0
t463,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14487.0
t464,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15486.0
t465,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15598.0
t466,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15644.0
t467,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15688.0
t468,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15624.0
t469,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15449.0
t470,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15337.0
t471,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15152.0
t472,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15178.0
t473,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15852.0
t474,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17100.0
t475,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17034.0
t476,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16616.0
t477,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16075.0
t478,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15301.0
t479,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14246.0
t480,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13142.0
t481,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12357.0
t482,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11915.0
t483,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11645.0
t484,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11540.0
t485,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11639.0
t486,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12016.0
t487,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12759.0
t488,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13644.0
t489,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14632.0
t490,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15491.0
t491,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16021.0
t492,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16247.0
t493,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16245.999999999998
t494,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16039.000000000002
t495,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15778.0
t496,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15666.0
t497,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16265.0
t498,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17292.0
t499,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17114.0
t500,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16521.0
t501,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15910.0
t502,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15120.0
t503,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14150.0
t504,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13200.0
t505,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12458.0
t506,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12050.0
t507,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11852.0
t508,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11767.0
t509,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11845.0
t510,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12167.0
t511,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12740.0
t512,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13365.0
t513,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14193.0
t514,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14704.0
t515,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14906.0
t516,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14902.0
t517,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14813.0
t518,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14701.0
t519,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14657.0
t520,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14683.0
t521,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15368.0
t522,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16390.0
t523,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16396.0
t524,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16097.000000000002
t525,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15507.0
t526,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14535.0
t527,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13448.0
t528,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12346.0
t529,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11555.0
t530,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11150.0
t531,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10988.0
t532,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10997.0
t533,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11337.0
t534,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12375.0
t535,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14267.0
t536,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15329.0
t537,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15560.0
t538,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15688.0
t539,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15811.0
t540,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15787.0
t541,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15635.0
t542,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15529.0
t543,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15361.0
t544,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15368.0
t545,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16068.000000000002
t546,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17090.0
t547,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16948.0
t548,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16411.0
t549,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15636.0
t550,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14499.0
t551,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13072.0
t552,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11781.0
t553,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10958.0
t554,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10438.0
t555,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10183.0
t556,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10118.0
t557,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10407.0
t558,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11367.0
t559,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13276.0
t560,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14330.0
t561,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14437.0
t562,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14377.0
t563,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14394.0
t564,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14334.0
t565,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14169.0
t566,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14062.0
t567,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13910.0
t568,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13922.0
t569,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14619.0
t570,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15901.0
t571,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15914.0
t572,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15535.0
t573,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14920.0
t574,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13900.0
t575,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12627.0
t576,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11435.0
t577,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10669.0
t578,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10283.0
t579,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10111.0
t580,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10120.0
t581,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10445.0
t582,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11498.0
t583,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13494.0
t584,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14608.0
t585,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14699.0
t586,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14783.0
t587,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14849.0
