Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,CT_onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.3643360994074
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237.6404482043736
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237.6404482043736
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12558559930889,2237.6404482043736
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.39832134270375,2237.6404482043736
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2237.6404482043736
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2457.4469856912533
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2882.9461494174147
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,3263.157407479463
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,3263.157407479463
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,3263.157407479463
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,3263.157407479463
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.6710570860986,2478.1398530269203
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.5985928753496,1805.5800642458805
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.5985928753496,978.085465203647
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.5985928753496,346.85474710046134
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7734198397828,223.5985928753496,0.0
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.05224027553582,223.5985928753496,166.25554379825977
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,0.0
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,253.6710570860986,46.6186643626955
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,253.6710570860986,46.6186643626955
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,253.6710570860986,0.0
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,119.84221050836368,0.0
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,119.84221050836368,0.0
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,119.84221050836368,0.0
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100920228996788,84.46835656188165,0.0
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.46835656188165,0.0
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.278820435753019,79.68509868253184,0.0
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.05224027553582,140.39832134270375,0.0
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,0.0
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,0.0
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,0.0
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,0.0
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,700.3914286293466
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,1400.7828572586932
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,2101.17428588804
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,2801.5657145173864
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,3263.157407479463
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,3263.157407479463
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,3263.157407479463
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82566011531862,253.6710570860986,3263.157407479463
