Resource,Small_Electrolyzer_1.0,Large_SMR_1.0,Large_SMR_wCCS_90pct_1.0,Above_ground_storage_1.0,Small_Electrolyzer_2.0,Large_SMR_2.0,Large_SMR_wCCS_90pct_2.0,Above_ground_storage_2.0,Small_Electrolyzer_3.0,Large_SMR_3.0,Large_SMR_wCCS_90pct_3.0,Above_ground_storage_3.0,Small_Electrolyzer_4.0,Large_SMR_4.0,Large_SMR_wCCS_90pct_4.0,Above_ground_storage_4.0,Small_Electrolyzer_5.0,Large_SMR_5.0,Large_SMR_wCCS_90pct_5.0,Above_ground_storage_5.0,Small_Electrolyzer_6.0,Large_SMR_6.0,Large_SMR_wCCS_90pct_6.0,Above_ground_storage_6.0,Small_Electrolyzer_7.0,Large_SMR_7.0,Large_SMR_wCCS_90pct_7.0,Above_ground_storage_7.0,Small_Electrolyzer_8.0,Large_SMR_8.0,Large_SMR_wCCS_90pct_8.0,Above_ground_storage_8.0,Small_Electrolyzer_9.0,Large_SMR_9.0,Large_SMR_wCCS_90pct_9.0,Above_ground_storage_9.0,Small_Electrolyzer_10.0,Large_SMR_10.0,Large_SMR_wCCS_90pct_10.0,Above_ground_storage_10.0
Zone,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10
t1,0.0,0.0,0.0,8.620164717282261e-6,0.0,0.0,0.0,516.307968725088,0.0,0.0,0.0,2.6263112338404098e-5,0.0,0.0,0.0,3.2339054193659083,0.0,0.0,0.0,232.44457581420357,0.0,0.0,0.0,0.5170529421857643,0.0,0.0,0.0,680.9069570924673,0.0,0.0,0.0,5.037261513458524,0.0,0.0,0.0,7.966917244269242,0.0,0.0,0.0,119.4926585154352
t2,0.0,0.0,0.0,8.502507031256948e-6,0.0,0.0,0.0,449.04551119339885,0.0,0.0,0.0,2.621498014888483e-5,0.0,0.0,0.0,2.6128958054783373,0.0,0.0,0.0,187.7198376209549,0.0,0.0,0.0,0.5173581346813629,0.0,0.0,0.0,607.4881455418982,0.0,0.0,0.0,5.037618414857457,0.0,0.0,0.0,6.591756734710447,0.0,0.0,0.0,106.25250783821336
t3,0.0,0.0,0.0,8.368446195389e-6,0.0,0.0,0.0,381.89431653476623,0.0,0.0,0.0,2.626468093048165e-5,0.0,0.0,0.0,1.9758096417913449,0.0,0.0,0.0,142.9903503579493,0.0,0.0,0.0,0.5176781828512371,0.0,0.0,0.0,536.243856178456,0.0,0.0,0.0,5.037965721803985,0.0,0.0,0.0,4.838132861828241,0.0,0.0,0.0,93.01235674816887
t4,0.0,0.0,0.0,8.599673893874507e-6,0.0,0.0,0.0,357.3143711666348,0.0,0.0,0.0,2.6504664572373243e-5,0.0,0.0,0.0,1.9578496362126436,0.0,0.0,0.0,115.26501774699338,0.0,0.0,0.0,0.521084425015862,0.0,0.0,0.0,499.9594018016538,0.0,0.0,0.0,5.105566071971381,0.0,0.0,0.0,4.383765347297086,0.0,0.0,0.0,85.92828940684376
t5,0.0,0.0,0.0,9.15672862525077e-6,0.0,0.0,0.0,359.28476011912187,0.0,0.0,0.0,2.6968006945277842e-5,0.0,0.0,0.0,2.156183769046256,0.0,0.0,0.0,104.55015502515873,0.0,0.0,0.0,0.524568463512318,0.0,0.0,0.0,497.31673855421406,0.0,0.0,0.0,5.169323478853531,0.0,0.0,0.0,4.522803323358191,0.0,0.0,0.0,85.00030866622086
t6,0.0,0.0,0.0,8.635484186152212e-6,0.0,0.0,0.0,370.5236152175103,0.0,0.0,0.0,2.6582992663909334e-5,0.0,0.0,0.0,2.354519304921069,0.0,0.0,0.0,108.34434085502622,0.0,0.0,0.0,0.5282965185948789,0.0,0.0,0.0,521.768742559539,0.0,0.0,0.0,5.169396485605533,0.0,0.0,0.0,4.383757052427944,0.0,0.0,0.0,87.48282142236121
t7,0.0,0.0,0.0,8.523288179301333e-6,0.0,0.0,0.0,407.6564831037467,0.0,0.0,0.0,2.639109237252744e-5,0.0,0.0,0.0,2.5528550499930605,0.0,0.0,0.0,132.37095998474433,0.0,0.0,0.0,0.5320327666326624,0.0,0.0,0.0,585.5688168245393,0.0,0.0,0.0,5.169468326799493,0.0,0.0,0.0,6.329188178879169,0.0,0.0,0.0,93.85281053401118
t8,0.0,0.0,0.0,8.520299117912158e-6,0.0,0.0,0.0,441.0440195828638,0.0,0.0,0.0,2.6413968126916822e-5,0.0,0.0,0.0,2.7511908303320514,0.0,0.0,0.0,155.97763149354418,0.0,0.0,0.0,0.535753431315908,0.0,0.0,0.0,637.7707779555341,0.0,0.0,0.0,5.169538297270931,0.0,0.0,0.0,8.179570372307637,0.0,0.0,0.0,99.84272495280167
t9,0.0,0.0,0.0,8.618992021938895e-6,0.0,0.0,0.0,474.85446590422214,0.0,0.0,0.0,2.6599114062891464e-5,0.0,0.0,0.0,2.949526606089023,0.0,0.0,0.0,179.5487241764583,0.0,0.0,0.0,0.5394397085685434,0.0,0.0,0.0,682.7048978148616,0.0,0.0,0.0,5.169605903086501,0.0,0.0,0.0,10.005855415617837,0.0,0.0,0.0,106.00767750002845
