Resource,CCGT-H2_1.0,Fuel_cell_1.0,CCGT-H2_2.0,Fuel_cell_2.0,CCGT-H2_3.0,Fuel_cell_3.0,CCGT-H2_4.0,Fuel_cell_4.0,CCGT-H2_5.0,Fuel_cell_5.0,CCGT-H2_6.0,Fuel_cell_6.0,CCGT-H2_7.0,Fuel_cell_7.0,CCGT-H2_8.0,Fuel_cell_8.0,CCGT-H2_9.0,Fuel_cell_9.0,CCGT-H2_10.0,Fuel_cell_10.0
Zone,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,10.0,10.0
AnnualSum,0.002563316,0.0015444498,0.0027715915,0.0016007758,0.0030067582,0.0016678462,0.0029962922,0.001611813,0.0026709677,0.0015954345,0.0037888614,0.001661942,0.0034815306,0.0015218948,0.0039525684,0.0015686078,0.0043624947,0.0016795737,0.004113535,0.0016410232
t1,3.248453695532645e-6,1.9344349962526364e-6,3.552992691323889e-6,2.0283714360959253e-6,4.087024457929248e-6,2.0793140979264935e-6,3.6797109032754208e-6,2.0347731453403877e-6,3.3220401371316627e-6,1.999278848317567e-6,5.204581429035866e-6,2.265128753427063e-6,4.763839217947021e-6,2.023021240679726e-6,5.094022829504417e-6,1.9800672657783446e-6,4.254787732862645e-6,1.8489038846814127e-6,5.060210258721634e-6,2.0412565103217843e-6
t2,3.2548613814170756e-6,1.923483541659311e-6,3.558239006507639e-6,2.024213532290933e-6,4.043604552211599e-6,2.093325168699398e-6,3.7073140358301324e-6,2.0323335517779916e-6,3.3253218682562943e-6,1.992486259269377e-6,4.9475236734478274e-6,2.1568460876549515e-6,4.804584321301929e-6,2.0174927383004314e-6,5.053507466176113e-6,1.964417093458534e-6,4.3097371011992605e-6,1.8500476234215445e-6,5.07069366761791e-6,2.0448188739261095e-6
t3,3.2628996520347044e-6,1.9213375942746508e-6,3.5659137206292293e-6,2.0143583814158875e-6,4.030853289446547e-6,2.096484113248023e-6,3.710215420667877e-6,2.0297902157444147e-6,3.3341292483772657e-6,1.99077064262829e-6,4.863624003602759e-6,2.0443828042732725e-6,4.790872173305673e-6,2.008362210642749e-6,5.041679147410838e-6,1.9588429639343276e-6,4.330805449268543e-6,1.8519525124165235e-6,5.0617623191312255e-6,2.046914693403666e-6
t4,3.264451378027763e-6,1.9197232161393974e-6,3.5136822515309935e-6,1.994653057513476e-6,4.033023219280463e-6,2.094375887169365e-6,3.6673676289071013e-6,2.0230104245129437e-6,3.3454941946700834e-6,1.986528058114948e-6,4.715857267431024e-6,1.965774995282598e-6,4.662875201669446e-6,1.9817032441609464e-6,4.995565289057771e-6,1.949631113491167e-6,4.356302446888067e-6,1.857559345941072e-6,5.031635429527934e-6,2.044962640310877e-6
t5,3.268283645019724e-6,1.9214236942620878e-6,3.536225118857183e-6,1.9998093609038633e-6,4.044948742794605e-6,2.0907520812261147e-6,3.802766913991204e-6,2.058935775618685e-6,3.367354645200583e-6,1.988007275931691e-6,4.605273108403647e-6,1.920411990119397e-6,4.582404108484369e-6,1.971862771189579e-6,4.968558393852591e-6,1.9488473268790515e-6,4.457190480866663e-6,1.8796957609614909e-6,4.979996547515011e-6,2.0376460969817477e-6
t6,3.2829166412613563e-6,1.9348412436137976e-6,3.514993222366398e-6,2.002519828032338e-6,4.035442944826434e-6,2.0887843514701214e-6,3.8059588235212546e-6,2.0666716317776166e-6,3.404268324652015e-6,2.0000854235450546e-6,4.446238506209031e-6,1.8946271988774643e-6,4.489456234001417e-6,1.978405495658578e-6,4.971017908939007e-6,1.9645776301472026e-6,4.73272554751938e-6,1.945087394653309e-6,4.973252392104853e-6,2.0453740370893112e-6
t7,3.2785067312949343e-6,1.937033629532034e-6,3.5069087660935015e-6,2.0062343019596097e-6,4.008117097496542e-6,2.090160158169356e-6,3.8061278760023994e-6,2.0691883879790955e-6,3.4127059674420336e-6,1.9981832576796803e-6,4.340900991661438e-6,1.8762942031405443e-6,4.350478536721225e-6,1.9806803197767705e-6,4.9501291928569435e-6,1.9688287639314245e-6,6.5431608750158225e-6,2.3287703981150788e-6,4.984230978674708e-6,2.0480242116106802e-6
t8,3.269695959301922e-6,1.9377355968120497e-6,3.4927021538009684e-6,2.007454867027365e-6,3.985770595438529e-6,2.0926061423555393e-6,3.8041500986369035e-6,2.069987672161599e-6,3.414239302675367e-6,1.9977186828982883e-6,4.269448987156498e-6,1.8655707383226473e-6,4.24614329258107e-6,1.987210548006648e-6,4.945369793379489e-6,1.9712671590280182e-6,6.796879880067304e-6,2.3939397548820007e-6,4.990178909382741e-6,2.048266638022621e-6
t9,3.255294000455103e-6,1.938314179226064e-6,3.4755844001270697e-6,2.007782424300695e-6,3.9600124804991605e-6,2.0966750866943364e-6,3.801971402930579e-6,2.0706175374836386e-6,3.4120986461966004e-6,1.999007658845516e-6,4.254009084729532e-6,1.8664461498923425e-6,4.18646282148324e-6,1.9893293737437283e-6,4.957666205755804e-6,1.9729797695864045e-6,6.82573531050218e-6,2.4041853982378057e-6,5.004885862718145e-6,2.0477877361263596e-6
