Conventional_jetfuel_co2_per_mmbtu,Conventional_jetfuel_price_per_mmbtu,Syn_jetfuel_co2_per_mmbtu,Time_Index,Load_mmbtu_z1,Load_mmbtu_z2,Load_mmbtu_z3
,,,18107,59244.77,32395.61,33613.87
,,,18108,59244.77,32395.61,33613.87
,,,18109,59244.77,32395.61,33613.87
,,,18110,59244.77,32395.61,33613.87
,,,18111,59244.77,32395.61,33613.87
,,,18112,59244.77,32395.61,33613.87
,,,18113,59244.77,32395.61,33613.87
,,,18114,59244.77,32395.61,33613.87
,,,18115,59244.77,32395.61,33613.87
,,,18116,59244.77,32395.61,33613.87
,,,18117,59244.77,32395.61,33613.87
,,,18118,59244.77,32395.61,33613.87
,,,18119,59244.77,32395.61,33613.87
,,,18120,59244.77,32395.61,33613.87
,,,18121,59244.77,32395.61,33613.87
,,,18122,59244.77,32395.61,33613.87
,,,18123,59244.77,32395.61,33613.87
,,,18124,59244.77,32395.61,33613.87
,,,18125,59244.77,32395.61,33613.87
,,,18126,59244.77,32395.61,33613.87
,,,18127,59244.77,32395.61,33613.87
,,,18128,59244.77,32395.61,33613.87
,,,18129,59244.77,32395.61,33613.87
,,,18130,59244.77,32395.61,33613.87
,,,18131,59244.77,32395.61,33613.87
,,,18132,59244.77,32395.61,33613.87
,,,18133,59244.77,32395.61,33613.87
,,,18134,59244.77,32395.61,33613.87
,,,18135,59244.77,32395.61,33613.87
,,,18136,59244.77,32395.61,33613.87
,,,18137,59244.77,32395.61,33613.87
,,,18138,59244.77,32395.61,33613.87
,,,18139,59244.77,32395.61,33613.87
,,,18140,59244.77,32395.61,33613.87
,,,18141,59244.77,32395.61,33613.87
,,,18142,59244.77,32395.61,33613.87
,,,18143,59244.77,32395.61,33613.87
,,,18144,59244.77,32395.61,33613.87
,,,18145,59244.77,32395.61,33613.87
,,,18146,59244.77,32395.61,33613.87
,,,18147,59244.77,32395.61,33613.87
,,,18148,59244.77,32395.61,33613.87
,,,18149,59244.77,32395.61,33613.87
,,,18150,59244.77,32395.61,33613.87
,,,18151,59244.77,32395.61,33613.87
,,,18152,59244.77,32395.61,33613.87
,,,18153,59244.77,32395.61,33613.87
,,,18154,59244.77,32395.61,33613.87
,,,18155,59244.77,32395.61,33613.87
,,,18156,59244.77,32395.61,33613.87
,,,18157,59244.77,32395.61,33613.87
,,,18158,59244.77,32395.61,33613.87
,,,18159,59244.77,32395.61,33613.87
,,,18160,59244.77,32395.61,33613.87
,,,18161,59244.77,32395.61,33613.87
,,,18162,59244.77,32395.61,33613.87
,,,18163,59244.77,32395.61,33613.87
,,,18164,59244.77,32395.61,33613.87
,,,18165,59244.77,32395.61,33613.87
,,,18166,59244.77,32395.61,33613.87
,,,18167,59244.77,32395.61,33613.87
,,,18168,59244.77,32395.61,33613.87
,,,18169,59244.77,32395.61,33613.87
,,,18170,59244.77,32395.61,33613.87
,,,18171,59244.77,32395.61,33613.87
,,,18172,59244.77,32395.61,33613.87
,,,18173,59244.77,32395.61,33613.87
,,,18174,59244.77,32395.61,33613.87
,,,18175,59244.77,32395.61,33613.87
,,,18176,59244.77,32395.61,33613.87
,,,18177,59244.77,32395.61,33613.87
,,,18178,59244.77,32395.61,33613.87
,,,18179,59244.77,32395.61,33613.87
,,,18180,59244.77,32395.61,33613.87
,,,18181,59244.77,32395.61,33613.87
,,,18182,59244.77,32395.61,33613.87
,,,18183,59244.77,32395.61,33613.87
,,,18184,59244.77,32395.61,33613.87
,,,18185,59244.77,32395.61,33613.87
,,,18186,59244.77,32395.61,33613.87
,,,18187,59244.77,32395.61,33613.87
,,,18188,59244.77,32395.61,33613.87
,,,18189,59244.77,32395.61,33613.87
,,,18190,59244.77,32395.61,33613.87
,,,18191,59244.77,32395.61,33613.87
,,,18192,59244.77,32395.61,33613.87
,,,18193,59244.77,32395.61,33613.87
,,,18194,59244.77,32395.61,33613.87
,,,18195,59244.77,32395.61,33613.87
,,,18196,59244.77,32395.61,33613.87
,,,18197,59244.77,32395.61,33613.87
,,,18198,59244.77,32395.61,33613.87
,,,18199,59244.77,32395.61,33613.87
,,,18200,59244.77,32395.61,33613.87
,,,18201,59244.77,32395.61,33613.87
,,,18202,59244.77,32395.61,33613.87
,,,18203,59244.77,32395.61,33613.87
,,,18204,59244.77,32395.61,33613.87
,,,18205,59244.77,32395.61,33613.87
,,,18206,59244.77,32395.61,33613.87
,,,18207,59244.77,32395.61,33613.87
,,,18208,59244.77,32395.61,33613.87
,,,18209,59244.77,32395.61,33613.87
,,,18210,59244.77,32395.61,33613.87
,,,18211,59244.77,32395.61,33613.87
,,,18212,59244.77,32395.61,33613.87
,,,18213,59244.77,32395.61,33613.87
,,,18214,59244.77,32395.61,33613.87
,,,18215,59244.77,32395.61,33613.87
,,,18216,59244.77,32395.61,33613.87
,,,18217,59244.77,32395.61,33613.87
,,,18218,59244.77,32395.61,33613.87
,,,18219,59244.77,32395.61,33613.87
,,,18220,59244.77,32395.61,33613.87
,,,18221,59244.77,32395.61,33613.87
,,,18222,59244.77,32395.61,33613.87
,,,18223,59244.77,32395.61,33613.87
,,,18224,59244.77,32395.61,33613.87
,,,18225,59244.77,32395.61,33613.87
,,,18226,59244.77,32395.61,33613.87
,,,18227,59244.77,32395.61,33613.87
,,,18228,59244.77,32395.61,33613.87
,,,18229,59244.77,32395.61,33613.87
,,,18230,59244.77,32395.61,33613.87
,,,18231,59244.77,32395.61,33613.87
,,,18232,59244.77,32395.61,33613.87
,,,18233,59244.77,32395.61,33613.87
,,,18234,59244.77,32395.61,33613.87
,,,18235,59244.77,32395.61,33613.87
,,,18236,59244.77,32395.61,33613.87
,,,18237,59244.77,32395.61,33613.87
,,,18238,59244.77,32395.61,33613.87
,,,18239,59244.77,32395.61,33613.87
,,,18240,59244.77,32395.61,33613.87
,,,18241,59244.77,32395.61,33613.87
,,,18242,59244.77,32395.61,33613.87
,,,18243,59244.77,32395.61,33613.87
,,,18244,59244.77,32395.61,33613.87
,,,18245,59244.77,32395.61,33613.87
,,,18246,59244.77,32395.61,33613.87
,,,18247,59244.77,32395.61,33613.87
,,,18248,59244.77,32395.61,33613.87
,,,18249,59244.77,32395.61,33613.87
,,,18250,59244.77,32395.61,33613.87
,,,18251,59244.77,32395.61,33613.87
,,,18252,59244.77,32395.61,33613.87
,,,18253,59244.77,32395.61,33613.87
,,,18254,59244.77,32395.61,33613.87
,,,18255,59244.77,32395.61,33613.87
,,,18256,59244.77,32395.61,33613.87
,,,18257,59244.77,32395.61,33613.87
,,,18258,59244.77,32395.61,33613.87
,,,18259,59244.77,32395.61,33613.87
,,,18260,59244.77,32395.61,33613.87
,,,18261,59244.77,32395.61,33613.87
,,,18262,59244.77,32395.61,33613.87
,,,18263,59244.77,32395.61,33613.87
,,,18264,59244.77,32395.61,33613.87
,,,18265,59244.77,32395.61,33613.87
,,,18266,59244.77,32395.61,33613.87
,,,18267,59244.77,32395.61,33613.87
,,,18268,59244.77,32395.61,33613.87
,,,18269,59244.77,32395.61,33613.87
,,,18270,59244.77,32395.61,33613.87
,,,18271,59244.77,32395.61,33613.87
,,,18272,59244.77,32395.61,33613.87
,,,18273,59244.77,32395.61,33613.87
,,,18274,59244.77,32395.61,33613.87
,,,18275,59244.77,32395.61,33613.87
,,,18276,59244.77,32395.61,33613.87
,,,18277,59244.77,32395.61,33613.87
,,,18278,59244.77,32395.61,33613.87
,,,18279,59244.77,32395.61,33613.87
,,,18280,59244.77,32395.61,33613.87
,,,18281,59244.77,32395.61,33613.87
,,,18282,59244.77,32395.61,33613.87
,,,18283,59244.77,32395.61,33613.87
,,,18284,59244.77,32395.61,33613.87
,,,18285,59244.77,32395.61,33613.87
,,,18286,59244.77,32395.61,33613.87
,,,18287,59244.77,32395.61,33613.87
,,,18288,59244.77,32395.61,33613.87
,,,18289,59244.77,32395.61,33613.87
,,,18290,59244.77,32395.61,33613.87
,,,18291,59244.77,32395.61,33613.87
,,,18292,59244.77,32395.61,33613.87
,,,18293,59244.77,32395.61,33613.87
,,,18294,59244.77,32395.61,33613.87
,,,18295,59244.77,32395.61,33613.87
,,,18296,59244.77,32395.61,33613.87
,,,18297,59244.77,32395.61,33613.87
,,,18298,59244.77,32395.61,33613.87
,,,18299,59244.77,32395.61,33613.87
,,,18300,59244.77,32395.61,33613.87
,,,18301,59244.77,32395.61,33613.87
,,,18302,59244.77,32395.61,33613.87
,,,18303,59244.77,32395.61,33613.87
,,,18304,59244.77,32395.61,33613.87
,,,18305,59244.77,32395.61,33613.87
,,,18306,59244.77,32395.61,33613.87
,,,18307,59244.77,32395.61,33613.87
,,,18308,59244.77,32395.61,33613.87
,,,18309,59244.77,32395.61,33613.87
,,,18310,59244.77,32395.61,33613.87
,,,18311,59244.77,32395.61,33613.87
,,,18312,59244.77,32395.61,33613.87
,,,18313,59244.77,32395.61,33613.87
,,,18314,59244.77,32395.61,33613.87
,,,18315,59244.77,32395.61,33613.87
,,,18316,59244.77,32395.61,33613.87
,,,18317,59244.77,32395.61,33613.87
,,,18318,59244.77,32395.61,33613.87
,,,18319,59244.77,32395.61,33613.87
,,,18320,59244.77,32395.61,33613.87
,,,18321,59244.77,32395.61,33613.87
,,,18322,59244.77,32395.61,33613.87
,,,18323,59244.77,32395.61,33613.87
,,,18324,59244.77,32395.61,33613.87
,,,18325,59244.77,32395.61,33613.87
,,,18326,59244.77,32395.61,33613.87
,,,18327,59244.77,32395.61,33613.87
,,,18328,59244.77,32395.61,33613.87
,,,18329,59244.77,32395.61,33613.87
,,,18330,59244.77,32395.61,33613.87
,,,18331,59244.77,32395.61,33613.87
,,,18332,59244.77,32395.61,33613.87
,,,18333,59244.77,32395.61,33613.87
,,,18334,59244.77,32395.61,33613.87
,,,18335,59244.77,32395.61,33613.87
,,,18336,59244.77,32395.61,33613.87
,,,18337,59244.77,32395.61,33613.87
,,,18338,59244.77,32395.61,33613.87
,,,18339,59244.77,32395.61,33613.87
,,,18340,59244.77,32395.61,33613.87
,,,18341,59244.77,32395.61,33613.87
,,,18342,59244.77,32395.61,33613.87
,,,18343,59244.77,32395.61,33613.87
,,,18344,59244.77,32395.61,33613.87
,,,18345,59244.77,32395.61,33613.87
,,,18346,59244.77,32395.61,33613.87
,,,18347,59244.77,32395.61,33613.87
,,,18348,59244.77,32395.61,33613.87
,,,18349,59244.77,32395.61,33613.87
,,,18350,59244.77,32395.61,33613.87
,,,18351,59244.77,32395.61,33613.87
,,,18352,59244.77,32395.61,33613.87
,,,18353,59244.77,32395.61,33613.87
,,,18354,59244.77,32395.61,33613.87
,,,18355,59244.77,32395.61,33613.87
,,,18356,59244.77,32395.61,33613.87
,,,18357,59244.77,32395.61,33613.87
,,,18358,59244.77,32395.61,33613.87
,,,18359,59244.77,32395.61,33613.87
,,,18360,59244.77,32395.61,33613.87
,,,18361,59244.77,32395.61,33613.87
,,,18362,59244.77,32395.61,33613.87
,,,18363,59244.77,32395.61,33613.87
,,,18364,59244.77,32395.61,33613.87
,,,18365,59244.77,32395.61,33613.87
,,,18366,59244.77,32395.61,33613.87
,,,18367,59244.77,32395.61,33613.87
,,,18368,59244.77,32395.61,33613.87
,,,18369,59244.77,32395.61,33613.87
,,,18370,59244.77,32395.61,33613.87
,,,18371,59244.77,32395.61,33613.87
,,,18372,59244.77,32395.61,33613.87
,,,18373,59244.77,32395.61,33613.87
,,,18374,59244.77,32395.61,33613.87
,,,18375,59244.77,32395.61,33613.87
,,,18376,59244.77,32395.61,33613.87
,,,18377,59244.77,32395.61,33613.87
,,,18378,59244.77,32395.61,33613.87
,,,18379,59244.77,32395.61,33613.87
,,,18380,59244.77,32395.61,33613.87
,,,18381,59244.77,32395.61,33613.87
,,,18382,59244.77,32395.61,33613.87
,,,18383,59244.77,32395.61,33613.87
,,,18384,59244.77,32395.61,33613.87
,,,18385,59244.77,32395.61,33613.87
,,,18386,59244.77,32395.61,33613.87
,,,18387,59244.77,32395.61,33613.87
,,,18388,59244.77,32395.61,33613.87
,,,18389,59244.77,32395.61,33613.87
,,,18390,59244.77,32395.61,33613.87
,,,18391,59244.77,32395.61,33613.87
,,,18392,59244.77,32395.61,33613.87
,,,18393,59244.77,32395.61,33613.87
,,,18394,59244.77,32395.61,33613.87
,,,18395,59244.77,32395.61,33613.87
,,,18396,59244.77,32395.61,33613.87
,,,18397,59244.77,32395.61,33613.87
,,,18398,59244.77,32395.61,33613.87
,,,18399,59244.77,32395.61,33613.87
,,,18400,59244.77,32395.61,33613.87
,,,18401,59244.77,32395.61,33613.87
,,,18402,59244.77,32395.61,33613.87
,,,18403,59244.77,32395.61,33613.87
,,,18404,59244.77,32395.61,33613.87
,,,18405,59244.77,32395.61,33613.87
,,,18406,59244.77,32395.61,33613.87
,,,18407,59244.77,32395.61,33613.87
,,,18408,59244.77,32395.61,33613.87
,,,18409,59244.77,32395.61,33613.87
,,,18410,59244.77,32395.61,33613.87
,,,18411,59244.77,32395.61,33613.87
,,,18412,59244.77,32395.61,33613.87
,,,18413,59244.77,32395.61,33613.87
,,,18414,59244.77,32395.61,33613.87
,,,18415,59244.77,32395.61,33613.87
,,,18416,59244.77,32395.61,33613.87
,,,18417,59244.77,32395.61,33613.87
,,,18418,59244.77,32395.61,33613.87
,,,18419,59244.77,32395.61,33613.87
,,,18420,59244.77,32395.61,33613.87
,,,18421,59244.77,32395.61,33613.87
,,,18422,59244.77,32395.61,33613.87
,,,18423,59244.77,32395.61,33613.87
,,,18424,59244.77,32395.61,33613.87
,,,18425,59244.77,32395.61,33613.87
,,,18426,59244.77,32395.61,33613.87
,,,18427,59244.77,32395.61,33613.87
,,,18428,59244.77,32395.61,33613.87
,,,18429,59244.77,32395.61,33613.87
,,,18430,59244.77,32395.61,33613.87
,,,18431,59244.77,32395.61,33613.87
,,,18432,59244.77,32395.61,33613.87
,,,18433,59244.77,32395.61,33613.87
,,,18434,59244.77,32395.61,33613.87
,,,18435,59244.77,32395.61,33613.87
,,,18436,59244.77,32395.61,33613.87
,,,18437,59244.77,32395.61,33613.87
,,,18438,59244.77,32395.61,33613.87
,,,18439,59244.77,32395.61,33613.87
,,,18440,59244.77,32395.61,33613.87
,,,18441,59244.77,32395.61,33613.87
,,,18442,59244.77,32395.61,33613.87
,,,18443,59244.77,32395.61,33613.87
,,,18444,59244.77,32395.61,33613.87
,,,18445,59244.77,32395.61,33613.87
,,,18446,59244.77,32395.61,33613.87
,,,18447,59244.77,32395.61,33613.87
,,,18448,59244.77,32395.61,33613.87
,,,18449,59244.77,32395.61,33613.87
,,,18450,59244.77,32395.61,33613.87
,,,18451,59244.77,32395.61,33613.87
,,,18452,59244.77,32395.61,33613.87
,,,18453,59244.77,32395.61,33613.87
,,,18454,59244.77,32395.61,33613.87
,,,18455,59244.77,32395.61,33613.87
,,,18456,59244.77,32395.61,33613.87
,,,18457,59244.77,32395.61,33613.87
,,,18458,59244.77,32395.61,33613.87
,,,18459,59244.77,32395.61,33613.87
,,,18460,59244.77,32395.61,33613.87
,,,18461,59244.77,32395.61,33613.87
,,,18462,59244.77,32395.61,33613.87
,,,18463,59244.77,32395.61,33613.87
,,,18464,59244.77,32395.61,33613.87
,,,18465,59244.77,32395.61,33613.87
,,,18466,59244.77,32395.61,33613.87
,,,18467,59244.77,32395.61,33613.87
,,,18468,59244.77,32395.61,33613.87
,,,18469,59244.77,32395.61,33613.87
,,,18470,59244.77,32395.61,33613.87
,,,18471,59244.77,32395.61,33613.87
,,,18472,59244.77,32395.61,33613.87
,,,18473,59244.77,32395.61,33613.87
,,,18474,59244.77,32395.61,33613.87
,,,18475,59244.77,32395.61,33613.87
,,,18476,59244.77,32395.61,33613.87
,,,18477,59244.77,32395.61,33613.87
,,,18478,59244.77,32395.61,33613.87
,,,18479,59244.77,32395.61,33613.87
,,,18480,59244.77,32395.61,33613.87
,,,18481,59244.77,32395.61,33613.87
,,,18482,59244.77,32395.61,33613.87
,,,18483,59244.77,32395.61,33613.87
,,,18484,59244.77,32395.61,33613.87
,,,18485,59244.77,32395.61,33613.87
,,,18486,59244.77,32395.61,33613.87
,,,18487,59244.77,32395.61,33613.87
,,,18488,59244.77,32395.61,33613.87
,,,18489,59244.77,32395.61,33613.87
,,,18490,59244.77,32395.61,33613.87
,,,18491,59244.77,32395.61,33613.87
,,,18492,59244.77,32395.61,33613.87
,,,18493,59244.77,32395.61,33613.87
,,,18494,59244.77,32395.61,33613.87
,,,18495,59244.77,32395.61,33613.87
,,,18496,59244.77,32395.61,33613.87
,,,18497,59244.77,32395.61,33613.87
,,,18498,59244.77,32395.61,33613.87
,,,18499,59244.77,32395.61,33613.87
,,,18500,59244.77,32395.61,33613.87
,,,18501,59244.77,32395.61,33613.87
,,,18502,59244.77,32395.61,33613.87
,,,18503,59244.77,32395.61,33613.87
,,,18504,59244.77,32395.61,33613.87
,,,18505,59244.77,32395.61,33613.87
,,,18506,59244.77,32395.61,33613.87
,,,18507,59244.77,32395.61,33613.87
,,,18508,59244.77,32395.61,33613.87
,,,18509,59244.77,32395.61,33613.87
,,,18510,59244.77,32395.61,33613.87
,,,18511,59244.77,32395.61,33613.87
,,,18512,59244.77,32395.61,33613.87
,,,18513,59244.77,32395.61,33613.87
,,,18514,59244.77,32395.61,33613.87
,,,18515,59244.77,32395.61,33613.87
,,,18516,59244.77,32395.61,33613.87
,,,18517,59244.77,32395.61,33613.87
,,,18518,59244.77,32395.61,33613.87
,,,18519,59244.77,32395.61,33613.87
,,,18520,59244.77,32395.61,33613.87
,,,18521,59244.77,32395.61,33613.87
,,,18522,59244.77,32395.61,33613.87
,,,18523,59244.77,32395.61,33613.87
,,,18524,59244.77,32395.61,33613.87
,,,18525,59244.77,32395.61,33613.87
,,,18526,59244.77,32395.61,33613.87
,,,18527,59244.77,32395.61,33613.87
,,,18528,59244.77,32395.61,33613.87
,,,18529,59244.77,32395.61,33613.87
,,,18530,59244.77,32395.61,33613.87
,,,18531,59244.77,32395.61,33613.87
,,,18532,59244.77,32395.61,33613.87
,,,18533,59244.77,32395.61,33613.87
,,,18534,59244.77,32395.61,33613.87
,,,18535,59244.77,32395.61,33613.87
,,,18536,59244.77,32395.61,33613.87
,,,18537,59244.77,32395.61,33613.87
,,,18538,59244.77,32395.61,33613.87
,,,18539,59244.77,32395.61,33613.87
,,,18540,59244.77,32395.61,33613.87
,,,18541,59244.77,32395.61,33613.87
,,,18542,59244.77,32395.61,33613.87
,,,18543,59244.77,32395.61,33613.87
,,,18544,59244.77,32395.61,33613.87
,,,18545,59244.77,32395.61,33613.87
,,,18546,59244.77,32395.61,33613.87
,,,18547,59244.77,32395.61,33613.87
,,,18548,59244.77,32395.61,33613.87
,,,18549,59244.77,32395.61,33613.87
,,,18550,59244.77,32395.61,33613.87
,,,18551,59244.77,32395.61,33613.87
,,,18552,59244.77,32395.61,33613.87
,,,18553,59244.77,32395.61,33613.87
,,,18554,59244.77,32395.61,33613.87
,,,18555,59244.77,32395.61,33613.87
,,,18556,59244.77,32395.61,33613.87
,,,18557,59244.77,32395.61,33613.87
,,,18558,59244.77,32395.61,33613.87
,,,18559,59244.77,32395.61,33613.87
,,,18560,59244.77,32395.61,33613.87
,,,18561,59244.77,32395.61,33613.87
,,,18562,59244.77,32395.61,33613.87
,,,18563,59244.77,32395.61,33613.87
,,,18564,59244.77,32395.61,33613.87
,,,18565,59244.77,32395.61,33613.87
,,,18566,59244.77,32395.61,33613.87
,,,18567,59244.77,32395.61,33613.87
,,,18568,59244.77,32395.61,33613.87
,,,18569,59244.77,32395.61,33613.87
,,,18570,59244.77,32395.61,33613.87
,,,18571,59244.77,32395.61,33613.87
,,,18572,59244.77,32395.61,33613.87
,,,18573,59244.77,32395.61,33613.87
,,,18574,59244.77,32395.61,33613.87
,,,18575,59244.77,32395.61,33613.87
,,,18576,59244.77,32395.61,33613.87
,,,18577,59244.77,32395.61,33613.87
,,,18578,59244.77,32395.61,33613.87
,,,18579,59244.77,32395.61,33613.87
,,,18580,59244.77,32395.61,33613.87
,,,18581,59244.77,32395.61,33613.87
,,,18582,59244.77,32395.61,33613.87
,,,18583,59244.77,32395.61,33613.87
,,,18584,59244.77,32395.61,33613.87
,,,18585,59244.77,32395.61,33613.87
,,,18586,59244.77,32395.61,33613.87
,,,18587,59244.77,32395.61,33613.87
,,,18588,59244.77,32395.61,33613.87
,,,18589,59244.77,32395.61,33613.87
,,,18590,59244.77,32395.61,33613.87
,,,18591,59244.77,32395.61,33613.87
,,,18592,59244.77,32395.61,33613.87
,,,18593,59244.77,32395.61,33613.87
,,,18594,59244.77,32395.61,33613.87
,,,18595,59244.77,32395.61,33613.87
,,,18596,59244.77,32395.61,33613.87
,,,18597,59244.77,32395.61,33613.87
,,,18598,59244.77,32395.61,33613.87
,,,18599,59244.77,32395.61,33613.87
,,,18600,59244.77,32395.61,33613.87
,,,18601,59244.77,32395.61,33613.87
,,,18602,59244.77,32395.61,33613.87
,,,18603,59244.77,32395.61,33613.87
,,,18604,59244.77,32395.61,33613.87
,,,18605,59244.77,32395.61,33613.87
,,,18606,59244.77,32395.61,33613.87
,,,18607,59244.77,32395.61,33613.87
,,,18608,59244.77,32395.61,33613.87
,,,18609,59244.77,32395.61,33613.87
,,,18610,59244.77,32395.61,33613.87
,,,18611,59244.77,32395.61,33613.87
,,,18612,59244.77,32395.61,33613.87
,,,18613,59244.77,32395.61,33613.87
,,,18614,59244.77,32395.61,33613.87
,,,18615,59244.77,32395.61,33613.87
,,,18616,59244.77,32395.61,33613.87
,,,18617,59244.77,32395.61,33613.87
,,,18618,59244.77,32395.61,33613.87
,,,18619,59244.77,32395.61,33613.87
,,,18620,59244.77,32395.61,33613.87
,,,18621,59244.77,32395.61,33613.87
,,,18622,59244.77,32395.61,33613.87
,,,18623,59244.77,32395.61,33613.87
,,,18624,59244.77,32395.61,33613.87
,,,18625,59244.77,32395.61,33613.87
,,,18626,59244.77,32395.61,33613.87
,,,18627,59244.77,32395.61,33613.87
,,,18628,59244.77,32395.61,33613.87
,,,18629,59244.77,32395.61,33613.87
,,,18630,59244.77,32395.61,33613.87
,,,18631,59244.77,32395.61,33613.87
,,,18632,59244.77,32395.61,33613.87
,,,18633,59244.77,32395.61,33613.87
,,,18634,59244.77,32395.61,33613.87
,,,18635,59244.77,32395.61,33613.87
,,,18636,59244.77,32395.61,33613.87
,,,18637,59244.77,32395.61,33613.87
,,,18638,59244.77,32395.61,33613.87
,,,18639,59244.77,32395.61,33613.87
,,,18640,59244.77,32395.61,33613.87
,,,18641,59244.77,32395.61,33613.87
,,,18642,59244.77,32395.61,33613.87
,,,18643,59244.77,32395.61,33613.87
,,,18644,59244.77,32395.61,33613.87
,,,18645,59244.77,32395.61,33613.87
,,,18646,59244.77,32395.61,33613.87
,,,18647,59244.77,32395.61,33613.87
,,,18648,59244.77,32395.61,33613.87
,,,18649,59244.77,32395.61,33613.87
,,,18650,59244.77,32395.61,33613.87
,,,18651,59244.77,32395.61,33613.87
,,,18652,59244.77,32395.61,33613.87
,,,18653,59244.77,32395.61,33613.87
,,,18654,59244.77,32395.61,33613.87
,,,18655,59244.77,32395.61,33613.87
,,,18656,59244.77,32395.61,33613.87
,,,18657,59244.77,32395.61,33613.87
,,,18658,59244.77,32395.61,33613.87
,,,18659,59244.77,32395.61,33613.87
,,,18660,59244.77,32395.61,33613.87
,,,18661,59244.77,32395.61,33613.87
,,,18662,59244.77,32395.61,33613.87
,,,18663,59244.77,32395.61,33613.87
,,,18664,59244.77,32395.61,33613.87
,,,18665,59244.77,32395.61,33613.87
,,,18666,59244.77,32395.61,33613.87
,,,18667,59244.77,32395.61,33613.87
,,,18668,59244.77,32395.61,33613.87
,,,18669,59244.77,32395.61,33613.87
,,,18670,59244.77,32395.61,33613.87
,,,18671,59244.77,32395.61,33613.87
,,,18672,59244.77,32395.61,33613.87
,,,18673,59244.77,32395.61,33613.87
,,,18674,59244.77,32395.61,33613.87
,,,18675,59244.77,32395.61,33613.87
,,,18676,59244.77,32395.61,33613.87
,,,18677,59244.77,32395.61,33613.87
,,,18678,59244.77,32395.61,33613.87
,,,18679,59244.77,32395.61,33613.87
,,,18680,59244.77,32395.61,33613.87
,,,18681,59244.77,32395.61,33613.87
,,,18682,59244.77,32395.61,33613.87
,,,18683,59244.77,32395.61,33613.87
,,,18684,59244.77,32395.61,33613.87
,,,18685,59244.77,32395.61,33613.87
,,,18686,59244.77,32395.61,33613.87
,,,18687,59244.77,32395.61,33613.87
,,,18688,59244.77,32395.61,33613.87
,,,18689,59244.77,32395.61,33613.87
,,,18690,59244.77,32395.61,33613.87
,,,18691,59244.77,32395.61,33613.87
,,,18692,59244.77,32395.61,33613.87
,,,18693,59244.77,32395.61,33613.87
,,,18694,59244.77,32395.61,33613.87
,,,18695,59244.77,32395.61,33613.87
,,,18696,59244.77,32395.61,33613.87
,,,18697,59244.77,32395.61,33613.87
,,,18698,59244.77,32395.61,33613.87
,,,18699,59244.77,32395.61,33613.87
,,,18700,59244.77,32395.61,33613.87
,,,18701,59244.77,32395.61,33613.87
,,,18702,59244.77,32395.61,33613.87
,,,18703,59244.77,32395.61,33613.87
,,,18704,59244.77,32395.61,33613.87
,,,18705,59244.77,32395.61,33613.87
,,,18706,59244.77,32395.61,33613.87
,,,18707,59244.77,32395.61,33613.87
,,,18708,59244.77,32395.61,33613.87
,,,18709,59244.77,32395.61,33613.87
,,,18710,59244.77,32395.61,33613.87
,,,18711,59244.77,32395.61,33613.87
,,,18712,59244.77,32395.61,33613.87
,,,18713,59244.77,32395.61,33613.87
,,,18714,59244.77,32395.61,33613.87
,,,18715,59244.77,32395.61,33613.87
,,,18716,59244.77,32395.61,33613.87
,,,18717,59244.77,32395.61,33613.87
,,,18718,59244.77,32395.61,33613.87
,,,18719,59244.77,32395.61,33613.87
,,,18720,59244.77,32395.61,33613.87
,,,18721,59244.77,32395.61,33613.87
,,,18722,59244.77,32395.61,33613.87
,,,18723,59244.77,32395.61,33613.87
,,,18724,59244.77,32395.61,33613.87
,,,18725,59244.77,32395.61,33613.87
,,,18726,59244.77,32395.61,33613.87
,,,18727,59244.77,32395.61,33613.87
,,,18728,59244.77,32395.61,33613.87
,,,18729,59244.77,32395.61,33613.87
,,,18730,59244.77,32395.61,33613.87
,,,18731,59244.77,32395.61,33613.87
,,,18732,59244.77,32395.61,33613.87
,,,18733,59244.77,32395.61,33613.87
,,,18734,59244.77,32395.61,33613.87
,,,18735,59244.77,32395.61,33613.87
,,,18736,59244.77,32395.61,33613.87
,,,18737,59244.77,32395.61,33613.87
,,,18738,59244.77,32395.61,33613.87
,,,18739,59244.77,32395.61,33613.87
,,,18740,59244.77,32395.61,33613.87
,,,18741,59244.77,32395.61,33613.87
,,,18742,59244.77,32395.61,33613.87
,,,18743,59244.77,32395.61,33613.87
,,,18744,59244.77,32395.61,33613.87
,,,18745,59244.77,32395.61,33613.87
,,,18746,59244.77,32395.61,33613.87
,,,18747,59244.77,32395.61,33613.87
,,,18748,59244.77,32395.61,33613.87
,,,18749,59244.77,32395.61,33613.87
,,,18750,59244.77,32395.61,33613.87
,,,18751,59244.77,32395.61,33613.87
,,,18752,59244.77,32395.61,33613.87
,,,18753,59244.77,32395.61,33613.87
,,,18754,59244.77,32395.61,33613.87
,,,18755,59244.77,32395.61,33613.87
,,,18756,59244.77,32395.61,33613.87
,,,18757,59244.77,32395.61,33613.87
,,,18758,59244.77,32395.61,33613.87
,,,18759,59244.77,32395.61,33613.87
,,,18760,59244.77,32395.61,33613.87
,,,18761,59244.77,32395.61,33613.87
,,,18762,59244.77,32395.61,33613.87
,,,18763,59244.77,32395.61,33613.87
,,,18764,59244.77,32395.61,33613.87
,,,18765,59244.77,32395.61,33613.87
,,,18766,59244.77,32395.61,33613.87
,,,18767,59244.77,32395.61,33613.87
