Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
50000.0,1,1,1,50000,1,61320,61320,1,108217,83549,30118
,,,,,,,,2,105797,79189,28598
,,,,,,,,3,103262,77202,27261
,,,,,,,,4,101779,76236,26528
,,,,,,,,5,101506,76251,26317
,,,,,,,,6,102712,77315,26656
,,,,,,,,7,105603,79426,27516
,,,,,,,,8,108719,81362,28190
,,,,,,,,9,113294,83036,29343
,,,,,,,,10,116022,83624,30692
,,,,,,,,11,115901,83917,31724
,,,,,,,,12,115374,84247,32324
,,,,,,,,13,115827,84850,32785
,,,,,,,,14,115552,85135,32905
,,,,,,,,15,114368,85054,32806
,,,,,,,,16,112969,85672,33100
,,,,,,,,17,113156,89270,35660
,,,,,,,,18,118123,95912,38531
,,,,,,,,19,126673,98036,38412
,,,,,,,,20,126460,97518,37629
,,,,,,,,21,124246,96519,36541
,,,,,,,,22,120588,93789,34883
,,,,,,,,23,115874,90074,32744
,,,,,,,,24,109796,85527,30224
,,,,,,,,25,104335,81471,28006
,,,,,,,,26,101318,79006,26575
,,,,,,,,27,100559,78021,25798
,,,,,,,,28,101614,78489,25596
,,,,,,,,29,104368,80420,25980
,,,,,,,,30,110155,84039,27141
,,,,,,,,31,119334,89162,29030
,,,,,,,,32,126404,93066,30576
,,,,,,,,33,131988,95613,32292
,,,,,,,,34,136642,98607,34227
,,,,,,,,35,139301,101326,35758
,,,,,,,,36,139542,102553,36454
,,,,,,,,37,138143,102896,36674
,,,,,,,,38,135838,102802,36648
,,,,,,,,39,133702,102611,36597
,,,,,,,,40,132968,103287,37110
,,,,,,,,41,135937,107275,39887
,,,,,,,,42,147351,115980,43504
,,,,,,,,43,160162,118430,43371
,,,,,,,,44,162815,118202,42719
,,,,,,,,45,161906,116291,41204
,,,,,,,,46,158311,112698,38823
,,,,,,,,47,151962,106965,35656
,,,,,,,,48,145158,100943,32716
,,,,,,,,49,140585,96753,30670
,,,,,,,,50,138955,94484,29427
,,,,,,,,51,139027,93864,28887
,,,,,,,,52,141503,94443,28830
,,,,,,,,53,146348,96894,29636
,,,,,,,,54,156901,103135,32124
,,,,,,,,55,173144,113635,36844
,,,,,,,,56,183960,120150,39902
,,,,,,,,57,184175,120423,40720
,,,,,,,,58,181436,119899,41299
,,,,,,,,59,177896,120044,41745
,,,,,,,,60,173188,119886,41929
,,,,,,,,61,167667,119431,41909
,,,,,,,,62,162718,119286,41979
,,,,,,,,63,158557,118790,41920
,,,,,,,,64,156619,119000,42495
,,,,,,,,65,159702,122566,45170
,,,,,,,,66,172920,131432,48842
,,,,,,,,67,190552,134516,48940
,,,,,,,,68,195464,133504,48002
,,,,,,,,69,195905,131445,46281
,,,,,,,,70,192350,127076,43770
,,,,,,,,71,185262,120730,40467
,,,,,,,,72,177743,113955,37303
,,,,,,,,73,172940,109498,35194
,,,,,,,,74,171628,107088,34077
,,,,,,,,75,172454,106460,33430
,,,,,,,,76,174542,106816,33256
,,,,,,,,77,179240,108901,33909
,,,,,,,,78,189386,114730,36207
,,,,,,,,79,204604,124281,40819
,,,,,,,,80,213023,129774,43642
,,,,,,,,81,207678,128819,43950
,,,,,,,,82,195542,126629,44259
,,,,,,,,83,182753,124627,44355
,,,,,,,,84,170965,122036,44051
,,,,,,,,85,160886,119724,43612
,,,,,,,,86,152984,117832,43401
,,,,,,,,87,146634,116089,43081
,,,,,,,,88,143657,116045,43449
,,,,,,,,89,145527,119091,46067
,,,,,,,,90,156397,126630,48785
,,,,,,,,91,171513,128753,48671
,,,,,,,,92,174731,126841,47356
,,,,,,,,93,174353,124128,45393
,,,,,,,,94,170450,119270,42633
,,,,,,,,95,162623,111470,39089
,,,,,,,,96,153886,104075,35604
,,,,,,,,97,147603,98493,33240
,,,,,,,,98,145864,95645,31901
,,,,,,,,99,145574,94097,31191
,,,,,,,,100,147441,93875,30950
,,,,,,,,101,151578,95683,31518
,,,,,,,,102,161486,101191,33697
,,,,,,,,103,178259,111083,38092
,,,,,,,,104,186863,117644,41168
,,,,,,,,105,181220,117227,41807
,,,,,,,,106,169115,115174,42127
,,,,,,,,107,157110,112935,42079
,,,,,,,,108,147658,110453,41752
,,,,,,,,109,140356,108343,41421
,,,,,,,,110,135497,106767,41341
,,,,,,,,111,131391,105238,41091
,,,,,,,,112,128819,104340,41342
,,,,,,,,113,129898,107071,43618
,,,,,,,,114,137862,115195,46656
,,,,,,,,115,151104,118937,46558
,,,,,,,,116,153842,118385,45326
,,,,,,,,117,153444,116311,43447
,,,,,,,,118,149867,112147,40837
,,,,,,,,119,143118,105847,37438
,,,,,,,,120,135583,98697,34236
,,,,,,,,121,130406,93739,32017
,,,,,,,,122,128328,91112,30696
,,,,,,,,123,128517,89760,30019
,,,,,,,,124,130129,89495,29771
,,,,,,,,125,134603,91305,30322
,,,,,,,,126,144249,96555,32505
,,,,,,,,127,160790,106168,36847
,,,,,,,,128,170327,112052,39694
,,,,,,,,129,165797,110991,40153
,,,,,,,,130,156023,108281,40301
,,,,,,,,131,146273,105784,40271
,,,,,,,,132,138551,103196,39930
,,,,,,,,133,132827,100775,39482
,,,,,,,,134,129017,99113,39165
,,,,,,,,135,125620,97310,38726
,,,,,,,,136,123198,95980,38906
,,,,,,,,137,123115,97125,40838
,,,,,,,,138,128605,103913,43477
,,,,,,,,139,138475,106539,43127
,,,,,,,,140,137629,104885,41675
,,,,,,,,141,135331,102694,39872
,,,,,,,,142,132067,99675,37884
,,,,,,,,143,127095,94951,35181
,,,,,,,,144,119980,89207,32327
,,,,,,,,145,114161,84632,30071
,,,,,,,,146,110388,81448,28660
,,,,,,,,147,108471,79764,27830
,,,,,,,,148,107781,79220,27457
,,,,,,,,149,108842,79838,27594
,,,,,,,,150,111939,82169,28467
,,,,,,,,151,117165,85984,30095
,,,,,,,,152,122809,90203,31811
,,,,,,,,153,127409,92906,33689
,,,,,,,,154,129304,93900,35036
,,,,,,,,155,128053,93531,35604
,,,,,,,,156,125617,92321,35551
,,,,,,,,157,122980,90463,35157
,,,,,,,,158,120091,88612,34625
,,,,,,,,159,117791,87019,34219
,,,,,,,,160,116745,86336,34499
,,,,,,,,161,116919,88125,36601
,,,,,,,,162,121744,95431,39571
,,,,,,,,163,130550,98837,39583
,,,,,,,,164,129160,97623,38343
,,,,,,,,165,125976,96035,36894
,,,,,,,,166,121936,93382,35299
,,,,,,,,167,116797,89903,33229
,,,,,,,,168,110170,85388,30931
,,,,,,,,169,104337,81372,28957
,,,,,,,,170,100884,79103,27715
,,,,,,,,171,99237,77863,26910
,,,,,,,,172,98973,77691,26590
,,,,,,,,173,100058,78297,26655
,,,,,,,,174,102709,80288,27280
,,,,,,,,175,107571,83440,28539
,,,,,,,,176,113698,87076,29878
,,,,,,,,177,120356,90261,31686
,,,,,,,,178,123336,91749,33384
,,,,,,,,179,122726,91375,34483
,,,,,,,,180,120597,90398,35050
,,,,,,,,181,120152,89981,35409
,,,,,,,,182,119939,89411,35476
,,,,,,,,183,119102,88426,35432
,,,,,,,,184,118320,88770,35814
,,,,,,,,185,119957,92178,38216
,,,,,,,,186,125497,100640,41526
,,,,,,,,187,134113,104566,41672
,,,,,,,,188,133330,104541,40969
,,,,,,,,189,130945,104017,39763
,,,,,,,,190,125919,101074,37699
,,,,,,,,191,117802,95983,34915
,,,,,,,,192,109380,90850,32274
,,,,,,,,193,102513,87108,30437
,,,,,,,,194,98931,85252,29358
,,,,,,,,195,97609,84654,28836
,,,,,,,,196,97730,84930,28826
,,,,,,,,197,100439,87495,29522
,,,,,,,,198,108464,93901,31985
,,,,,,,,199,123706,104802,36719
,,,,,,,,200,133848,111775,39762
,,,,,,,,201,133399,112051,40268
,,,,,,,,202,133395,111131,40554
,,,,,,,,203,134354,110551,40714
,,,,,,,,204,134774,109436,40463
,,,,,,,,205,134291,108111,40011
,,,,,,,,206,133713,107107,39724
,,,,,,,,207,132567,106167,39291
,,,,,,,,208,131956,106221,39473
,,,,,,,,209,132995,108716,41620
,,,,,,,,210,138097,115422,45082
,,,,,,,,211,146456,117749,44957
,,,,,,,,212,146070,116825,43999
,,,,,,,,213,141362,114497,42385
,,,,,,,,214,133704,109787,39690
,,,,,,,,215,125226,102902,36254
,,,,,,,,216,115747,95854,33025
,,,,,,,,217,108540,90765,30795
,,,,,,,,218,103975,88202,29492
,,,,,,,,219,101821,86940,28857
,,,,,,,,220,101451,87208,28705
,,,,,,,,221,103679,89415,29373
,,,,,,,,222,111031,95690,31723
,,,,,,,,223,125520,106524,36423
,,,,,,,,224,134747,113281,39301
,,,,,,,,225,134281,112585,39872
,,,,,,,,226,133752,109978,40217
,,,,,,,,227,133895,107421,40258
,,,,,,,,228,133092,105040,40033
,,,,,,,,229,132397,102761,39635
,,,,,,,,230,131641,101424,39459
,,,,,,,,231,131192,99884,39219
,,,,,,,,232,130497,99332,39638
,,,,,,,,233,131896,101642,41833
,,,,,,,,234,138146,109136,44687
,,,,,,,,235,146175,113187,44536
,,,,,,,,236,145603,112802,43242
,,,,,,,,237,141645,111037,41382
,,,,,,,,238,135308,107565,38872
,,,,,,,,239,125074,101236,35535
,,,,,,,,240,115120,94989,32454
,,,,,,,,241,107832,90685,30392
,,,,,,,,242,103079,88602,29295
,,,,,,,,243,100599,87722,28749
,,,,,,,,244,99653,88095,28728
,,,,,,,,245,100794,90308,29439
,,,,,,,,246,107544,96297,31918
,,,,,,,,247,121302,106752,36694
,,,,,,,,248,131062,113056,39513
,,,,,,,,249,131480,112041,39914
,,,,,,,,250,132060,110299,39942
,,,,,,,,251,133492,108953,39850
,,,,,,,,252,134224,107674,39509
,,,,,,,,253,133883,106462,39106
,,,,,,,,254,133105,105963,38966
,,,,,,,,255,131961,105306,38769
,,,,,,,,256,131496,105454,39069
,,,,,,,,257,133305,108248,41312
,,,,,,,,258,138633,113648,44463
,,,,,,,,259,146916,114938,44447
,,,,,,,,260,145775,112973,43175
,,,,,,,,261,142120,110191,41338
,,,,,,,,262,136579,105322,38683
,,,,,,,,263,127725,98195,35295
,,,,,,,,264,118073,91053,32172
,,,,,,,,265,110866,85866,30093
,,,,,,,,266,107171,82669,28913
,,,,,,,,267,105512,80987,28290
,,,,,,,,268,105566,80609,28170
,,,,,,,,269,107933,82191,28797
,,,,,,,,270,115887,87638,31086
,,,,,,,,271,131079,98037,35496
,,,,,,,,272,140772,104867,38809
,,,,,,,,273,139748,105289,40032
,,,,,,,,274,138360,104749,40703
,,,,,,,,275,137999,105025,41131
,,,,,,,,276,137375,104775,41306
,,,,,,,,277,136880,104189,41248
,,,,,,,,278,136582,103493,41176
,,,,,,,,279,136391,102687,40825
,,,,,,,,280,136726,102619,40931
,,,,,,,,281,138953,104823,42756
,,,,,,,,282,145560,110900,44988
,,,,,,,,283,156528,113586,44700
,,,,,,,,284,158223,112453,43217
,,,,,,,,285,156506,110589,41259
,,,,,,,,286,151549,106792,38634
,,,,,,,,287,143592,100948,35286
,,,,,,,,288,135095,94680,32146
,,,,,,,,289,128942,90350,29936
,,,,,,,,290,126760,88073,28725
,,,,,,,,291,126842,87478,28086
,,,,,,,,292,128195,88157,27868
,,,,,,,,293,132248,90710,28378
,,,,,,,,294,141877,97162,30645
,,,,,,,,295,158016,107644,35153
,,,,,,,,296,169105,115571,38406
,,,,,,,,297,169655,116971,39318
,,,,,,,,298,167667,117800,39982
,,,,,,,,299,165395,118646,40442
,,,,,,,,300,161376,118622,40594
,,,,,,,,301,157010,117939,40536
,,,,,,,,302,152780,116953,40614
,,,,,,,,303,149135,115876,40480
,,,,,,,,304,146731,115532,40897
,,,,,,,,305,148422,117442,42949
,,,,,,,,306,156118,123798,45584
,,,,,,,,307,167095,125578,45427
,,,,,,,,308,167719,123148,43965
,,,,,,,,309,166218,120728,42203
,,,,,,,,310,162190,116948,40107
,,,,,,,,311,156388,111654,37405
,,,,,,,,312,150193,105521,34623
,,,,,,,,313,144740,100916,32481
,,,,,,,,314,142352,98134,31136
,,,,,,,,315,141992,96752,30271
,,,,,,,,316,142976,96113,29938
,,,,,,,,317,146173,96682,30099
,,,,,,,,318,151352,98913,30927
,,,,,,,,319,159436,102697,32685
,,,,,,,,320,167639,106944,34505
,,,,,,,,321,173116,109939,36580
,,,,,,,,322,170598,111325,38238
,,,,,,,,323,164166,111184,38992
,,,,,,,,324,155834,109763,39103
,,,,,,,,325,147974,107703,38780
,,,,,,,,326,140994,105648,38402
,,,,,,,,327,135800,104047,38089
,,,,,,,,328,133152,103834,38344
,,,,,,,,329,134375,106484,40362
,,,,,,,,330,141511,112938,43566
,,,,,,,,331,154186,116186,43821
,,,,,,,,332,156129,115067,42702
,,,,,,,,333,156019,113343,41196
,,,,,,,,334,153959,110872,39682
,,,,,,,,335,149829,106610,37760
,,,,,,,,336,143901,101661,35487
,,,,,,,,337,138950,97448,33513
,,,,,,,,338,136884,95151,32329
,,,,,,,,339,136300,93686,31634
,,,,,,,,340,137452,93496,31454
,,,,,,,,341,139773,94237,31650
,,,,,,,,342,144226,96328,32350
,,,,,,,,343,151024,99735,33727
,,,,,,,,344,159359,103599,35132
,,,,,,,,345,164929,106309,37096
,,,,,,,,346,160076,107281,38724
,,,,,,,,347,150320,106491,39750
,,,,,,,,348,141251,105060,40206
,,,,,,,,349,134723,103797,40310
,,,,,,,,350,129585,102070,40087
,,,,,,,,351,125108,100587,39844
,,,,,,,,352,122899,100449,40066
,,,,,,,,353,123753,103558,42015
,,,,,,,,354,130766,111726,45273
,,,,,,,,355,144271,116767,45573
,,,,,,,,356,147444,116787,44703
,,,,,,,,357,148714,116223,43703
,,,,,,,,358,146595,113524,41845
,,,,,,,,359,142798,109615,39537
,,,,,,,,360,137805,105283,37050
,,,,,,,,361,133756,101936,35143
,,,,,,,,362,132336,100065,33957
,,,,,,,,363,132220,99646,33355
,,,,,,,,364,133422,100287,33263
,,,,,,,,365,136562,102411,33811
,,,,,,,,366,143136,107238,35502
,,,,,,,,367,152547,114471,38408
,,,,,,,,368,160497,119837,40781
,,,,,,,,369,162090,120856,42406
,,,,,,,,370,159037,119554,43650
,,,,,,,,371,154461,118043,44243
,,,,,,,,372,149309,116027,44058
,,,,,,,,373,144680,113504,43536
,,,,,,,,374,140415,111810,43095
,,,,,,,,375,137408,110721,42581
,,,,,,,,376,135283,110517,42588
,,,,,,,,377,135454,112666,44261
,,,,,,,,378,141196,118701,47225
,,,,,,,,379,150310,119802,46924
,,,,,,,,380,150341,118175,45847
,,,,,,,,381,146785,115020,43982
,,,,,,,,382,139757,109698,41179
,,,,,,,,383,131097,102803,37862
,,,,,,,,384,121612,95620,34598
,,,,,,,,385,114006,90002,32286
,,,,,,,,386,110178,86835,30881
,,,,,,,,387,108514,85212,30147
,,,,,,,,388,108875,84859,29943
,,,,,,,,389,111631,86486,30534
,,,,,,,,390,119396,92045,32693
,,,,,,,,391,134732,101864,37059
,,,,,,,,392,144017,108273,40042
,,,,,,,,393,141576,108890,40745
,,,,,,,,394,138165,108661,41071
,,,,,,,,395,136458,108601,41328
,,,,,,,,396,134880,108233,41377
,,,,,,,,397,133327,107232,41378
,,,,,,,,398,132146,106314,41381
,,,,,,,,399,130466,104901,41266
,,,,,,,,400,129339,103576,41504
,,,,,,,,401,130525,105382,43193
,,,,,,,,402,135443,111516,45508
,,,,,,,,403,144011,113792,45093
,,,,,,,,404,144475,112225,43673
,,,,,,,,405,140598,109693,41547
,,,,,,,,406,134391,105252,38906
,,,,,,,,407,125576,98786,35544
,,,,,,,,408,116275,92061,32377
,,,,,,,,409,109320,87103,30219
,,,,,,,,410,106271,84795,29012
,,,,,,,,411,105127,84025,28343
,,,,,,,,412,105981,84601,28188
,,,,,,,,413,109165,86918,28949
,,,,,,,,414,117803,93334,31479
,,,,,,,,415,134110,104350,36263
,,,,,,,,416,145356,111489,39234
,,,,,,,,417,145244,111784,39931
,,,,,,,,418,144747,111527,40417
,,,,,,,,419,144151,111382,40782
,,,,,,,,420,142388,110704,40854
,,,,,,,,421,139895,109909,40700
,,,,,,,,422,137733,109088,40705
,,,,,,,,423,136049,108182,40538
,,,,,,,,424,134934,108283,40884
,,,,,,,,425,136892,111384,42884
,,,,,,,,426,143858,118957,46607
,,,,,,,,427,156405,123446,47084
,,,,,,,,428,158589,123087,46028
,,,,,,,,429,156630,121065,44235
,,,,,,,,430,152155,117238,41808
,,,,,,,,431,144962,111341,38594
,,,,,,,,432,136404,105019,35535
,,,,,,,,433,130377,100672,33505
,,,,,,,,434,128045,98820,32449
,,,,,,,,435,127988,98032,31947
,,,,,,,,436,129573,98669,31893
,,,,,,,,437,133703,101392,32665
,,,,,,,,438,143852,107951,35168
,,,,,,,,439,161387,118930,40035
,,,,,,,,440,172256,125296,42863
,,,,,,,,441,169370,124109,43295
,,,,,,,,442,162489,121081,43331
,,,,,,,,443,155714,119031,43331
,,,,,,,,444,149342,116643,42988
,,,,,,,,445,143573,114640,42548
,,,,,,,,446,139429,113271,42273
,,,,,,,,447,136300,112180,41986
,,,,,,,,448,134400,112310,42370
,,,,,,,,449,135349,115109,44297
,,,,,,,,450,140728,121257,47189
,,,,,,,,451,152260,124637,47132
,,,,,,,,452,154542,123581,45983
,,,,,,,,453,152354,121344,43960
,,,,,,,,454,147442,117086,41346
,,,,,,,,455,139328,109984,38006
,,,,,,,,456,130215,103300,34775
,,,,,,,,457,123226,98646,32623
,,,,,,,,458,120072,96171,31344
,,,,,,,,459,118793,95233,30707
,,,,,,,,460,119175,95479,30562
,,,,,,,,461,121891,97896,31282
,,,,,,,,462,129622,103946,33573
,,,,,,,,463,144500,114107,38203
,,,,,,,,464,153477,120790,41058
,,,,,,,,465,150763,120880,41704
,,,,,,,,466,146142,120012,42096
,,,,,,,,467,142711,119111,42282
,,,,,,,,468,139581,117441,42203
,,,,,,,,469,136873,115820,41846
,,,,,,,,470,135586,114636,41604
,,,,,,,,471,134019,113543,41181
,,,,,,,,472,133206,113431,41245
,,,,,,,,473,133720,115333,42862
,,,,,,,,474,137061,121038,46012
,,,,,,,,475,142927,122859,46037
,,,,,,,,476,141380,120740,44703
,,,,,,,,477,137047,118051,43042
,,,,,,,,478,131735,114284,41072
,,,,,,,,479,124890,108877,38463
,,,,,,,,480,116896,102808,35639
,,,,,,,,481,109544,98101,33531
,,,,,,,,482,104880,95213,32176
,,,,,,,,483,102228,93616,31408
,,,,,,,,484,100932,92925,31092
,,,,,,,,485,101461,93391,31277
,,,,,,,,486,104096,95258,32115
,,,,,,,,487,108837,98494,33836
,,,,,,,,488,114799,102837,35901
,,,,,,,,489,120926,106393,38190
,,,,,,,,490,126439,110225,40236
,,,,,,,,491,130350,112553,41529
,,,,,,,,492,131407,113004,42017
,,,,,,,,493,131403,112157,41929
,,,,,,,,494,130088,110588,41558
,,,,,,,,495,128562,108951,41131
,,,,,,,,496,127603,108248,41027
,,,,,,,,497,128159,109677,42402
,,,,,,,,498,131205,114722,45136
,,,,,,,,499,137984,117566,45176
,,,,,,,,500,136835,115690,43713
,,,,,,,,501,133060,113226,42052
,,,,,,,,502,128690,110152,40254
,,,,,,,,503,122834,105949,37970
,,,,,,,,504,116266,101008,35633
,,,,,,,,505,109861,96694,33701
,,,,,,,,506,105778,94386,32560
,,,,,,,,507,103582,93078,31921
,,,,,,,,508,103053,92647,31598
,,,,,,,,509,103762,93009,31673
,,,,,,,,510,106292,94512,32355
,,,,,,,,511,110601,97169,33643
,,,,,,,,512,116665,100651,34905
,,,,,,,,513,124158,103871,36885
,,,,,,,,514,129729,106568,38433
,,,,,,,,515,131257,107388,39200
,,,,,,,,516,130917,107253,39404
,,,,,,,,517,131512,106820,39339
,,,,,,,,518,131431,105983,39131
,,,,,,,,519,130825,105135,38954
,,,,,,,,520,130474,105092,39100
,,,,,,,,521,131010,106823,40662
,,,,,,,,522,134979,112158,43434
,,,,,,,,523,142742,114969,43711
,,,,,,,,524,143156,113952,42921
,,,,,,,,525,139780,111790,41586
,,,,,,,,526,133456,107732,39370
,,,,,,,,527,126075,102196,36730
,,,,,,,,528,117755,96502,33885
,,,,,,,,529,109877,91541,31678
,,,,,,,,530,105723,88863,30418
,,,,,,,,531,103811,87612,29693
,,,,,,,,532,103626,87520,29643
,,,,,,,,533,105947,89393,30247
,,,,,,,,534,112997,94912,32538
,,,,,,,,535,126986,104594,37047
,,,,,,,,536,136551,111478,39890
,,,,,,,,537,137203,112225,40695
,,,,,,,,538,138381,112223,41275
,,,,,,,,539,139811,112452,41781
,,,,,,,,540,139898,111849,41902
,,,,,,,,541,139463,111126,41681
,,,,,,,,542,138470,110368,41500
,,,,,,,,543,137213,109406,41170
,,,,,,,,544,136442,108915,41236
,,,,,,,,545,136294,110686,42776
,,,,,,,,546,139410,115311,45191
,,,,,,,,547,147838,116916,44856
,,,,,,,,548,148645,115269,43682
,,,,,,,,549,144576,112467,41826
,,,,,,,,550,137509,107499,39080
,,,,,,,,551,127998,100109,35626
,,,,,,,,552,117834,93371,32262
,,,,,,,,553,109702,87578,29930
,,,,,,,,554,105344,84761,28454
,,,,,,,,555,103838,83321,27750
,,,,,,,,556,103684,83222,27534
,,,,,,,,557,105744,85219,28139
,,,,,,,,558,113414,91094,30376
,,,,,,,,559,128564,101650,34932
,,,,,,,,560,138417,108464,37927
,,,,,,,,561,138048,108304,38641
,,,,,,,,562,136898,106852,38818
,,,,,,,,563,135866,105734,39044
,,,,,,,,564,134452,104823,38963
,,,,,,,,565,133020,103795,38574
,,,,,,,,566,132152,103009,38525
,,,,,,,,567,131022,101874,37967
,,,,,,,,568,130169,101552,38530
,,,,,,,,569,130350,103200,40117
,,,,,,,,570,132882,108887,43306
,,,,,,,,571,143707,113371,43625
,,,,,,,,572,145737,112797,42440
,,,,,,,,573,143139,110914,40586
,,,,,,,,574,137548,106945,38060
,,,,,,,,575,129412,100806,34933
,,,,,,,,576,120441,94542,31840
,,,,,,,,577,113518,89891,29705
,,,,,,,,578,109966,87716,28563
,,,,,,,,579,108724,86709,28001
,,,,,,,,580,108935,87109,27897
,,,,,,,,581,111614,89406,28551
,,,,,,,,582,119863,95802,30927
,,,,,,,,583,135594,106425,35611
,,,,,,,,584,144638,113010,38695
,,,,,,,,585,143392,112515,39374
,,,,,,,,586,140077,110459,39765
,,,,,,,,587,138201,108849,40026
,,,,,,,,588,136450,106944,39997
,,,,,,,,589,135183,105257,39754
,,,,,,,,590,134334,103899,39648
,,,,,,,,591,133361,102819,39306
,,,,,,,,592,132720,102573,39357
