Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3
,,,,,,,,593,133178,104928,40919
,,,,,,,,594,135978,111446,44276
,,,,,,,,595,145512,115061,44667
,,,,,,,,596,146559,113932,43465
,,,,,,,,597,142819,111934,41656
,,,,,,,,598,136507,107732,39065
,,,,,,,,599,127268,101199,35704
,,,,,,,,600,117269,94071,32635
,,,,,,,,601,109355,89071,30509
,,,,,,,,602,104726,86422,29285
,,,,,,,,603,102286,85138,28678
,,,,,,,,604,101420,84952,28550
,,,,,,,,605,103021,86816,29229
,,,,,,,,606,109396,92546,31494
,,,,,,,,607,123297,102645,36156
,,,,,,,,608,131688,109218,39110
,,,,,,,,609,131337,109387,39717
,,,,,,,,610,132469,108926,39969
,,,,,,,,611,134101,108720,40163
,,,,,,,,612,134845,107900,40178
,,,,,,,,613,134848,106958,40090
,,,,,,,,614,134500,106245,40237
,,,,,,,,615,134090,105288,40176
,,,,,,,,616,133416,105097,40566
,,,,,,,,617,134263,106856,42300
,,,,,,,,618,137053,111550,44912
,,,,,,,,619,144318,113159,44843
,,,,,,,,620,144465,111518,43450
,,,,,,,,621,140228,108569,41602
,,,,,,,,622,133628,103845,38964
,,,,,,,,623,124018,97141,35705
,,,,,,,,624,113779,89835,32597
,,,,,,,,625,105680,84603,30406
,,,,,,,,626,101150,81630,29091
,,,,,,,,627,98813,79894,28385
,,,,,,,,628,97924,79385,28091
,,,,,,,,629,99679,80687,28614
,,,,,,,,630,106007,85713,30699
,,,,,,,,631,119890,95484,34883
,,,,,,,,632,129951,102402,38098
,,,,,,,,633,131325,103447,39287
,,,,,,,,634,133128,103957,40023
,,,,,,,,635,134288,104460,40564
,,,,,,,,636,134338,104253,40772
,,,,,,,,637,133163,103345,40627
,,,,,,,,638,132053,102444,40438
,,,,,,,,639,130096,100881,39990
,,,,,,,,640,128350,99829,39915
,,,,,,,,641,127619,100748,41055
,,,,,,,,642,129745,105116,42852
,,,,,,,,643,137843,108635,42614
,,,,,,,,644,138585,107017,41124
,,,,,,,,645,135997,104718,39408
,,,,,,,,646,132531,101777,37462
,,,,,,,,647,127291,97015,34902
,,,,,,,,648,120967,91454,32191
,,,,,,,,649,115233,87146,30036
,,,,,,,,650,112112,84474,28706
,,,,,,,,651,110959,83197,27913
,,,,,,,,652,111449,82992,27616
,,,,,,,,653,113420,84021,27757
,,,,,,,,654,117243,86457,28656
,,,,,,,,655,124086,90700,30381
,,,,,,,,656,131644,95381,32255
,,,,,,,,657,137605,98601,34389
,,,,,,,,658,138285,99675,35907
,,,,,,,,659,135621,99201,36499
,,,,,,,,660,132191,97883,36331
,,,,,,,,661,128619,96376,35828
,,,,,,,,662,125221,94412,35250
,,,,,,,,663,122331,92378,34847
,,,,,,,,664,120669,91572,34932
,,,,,,,,665,120618,92945,36342
,,,,,,,,666,124034,98571,39566
,,,,,,,,667,134144,103971,40256
,,,,,,,,668,136121,103569,39110
,,,,,,,,669,134561,102019,37737
,,,,,,,,670,131992,99847,36087
,,,,,,,,671,127908,95981,34060
,,,,,,,,672,122783,91614,31888
,,,,,,,,673,118061,87917,30015
,,,,,,,,674,115552,85729,28814
,,,,,,,,675,115082,84587,28023
,,,,,,,,676,115870,84502,27733
,,,,,,,,677,118093,85328,27769
,,,,,,,,678,121804,87407,28335
,,,,,,,,679,128151,90537,29583
,,,,,,,,680,135511,93903,30882
,,,,,,,,681,142636,96339,32756
,,,,,,,,682,142391,96692,34229
,,,,,,,,683,136967,96173,35159
,,,,,,,,684,130814,95236,35562
,,,,,,,,685,127032,94532,35669
,,,,,,,,686,124050,93360,35562
,,,,,,,,687,121301,92040,35293
,,,,,,,,688,119470,92282,35401
,,,,,,,,689,120392,94527,37002
,,,,,,,,690,125196,101094,40560
,,,,,,,,691,137851,107428,41355
,,,,,,,,692,143247,108352,40713
,,,,,,,,693,143479,107159,39419
,,,,,,,,694,140744,103823,37266
,,,,,,,,695,134834,98958,34570
,,,,,,,,696,127761,93823,31902
,,,,,,,,697,122726,90026,29912
,,,,,,,,698,121000,88234,28792
,,,,,,,,699,121383,88020,28304
,,,,,,,,700,123293,88713,28340
,,,,,,,,701,128040,91639,29123
,,,,,,,,702,138237,98359,31605
,,,,,,,,703,156408,109394,36369
,,,,,,,,704,166884,115921,39107
,,,,,,,,705,163811,115230,39774
,,,,,,,,706,154931,113317,40229
,,,,,,,,707,146703,111817,40486
,,,,,,,,708,140315,109811,40542
,,,,,,,,709,135401,107612,40348
,,,,,,,,710,131823,105635,40174
,,,,,,,,711,128909,103628,39810
,,,,,,,,712,126954,102430,39897
,,,,,,,,713,127002,103582,41204
,,,,,,,,714,130600,109376,44647
,,,,,,,,715,143203,114497,45172
,,,,,,,,716,147690,114352,44343
,,,,,,,,717,146724,112413,42821
,,,,,,,,718,141889,107965,40104
,,,,,,,,719,134561,101139,36764
,,,,,,,,720,125603,94077,33458
,,,,,,,,721,119433,89137,31242
,,,,,,,,722,116849,86191,29840
,,,,,,,,723,116197,85005,29189
