Syn_Fuel_Resource,Zone,mmbtu_sf_diesel_p_tonne_co2,mmbtu_sf_jetfuel_p_tonne_co2,mmbtu_sf_gasoline_p_tonne_co2,tonnes_h2_p_tonne_co2,mmbtu_ng_p_tonne_co2,mwh_p_tonne_co2,Inv_Cost_p_tonne_co2_p_hr_yr,Fixed_OM_cost_p_tonne_co2_hr_yr,Var_OM_cost_p_tonne_co2,mmbtu_p_tonne_co2_p1,price_p_mmbtu_p1,co2_out_p_mmbtu_p1,co2_out_p_co2_in,co2_captured_p_co2_in,Fuel,MinCapacity_tonne_p_hr,MaxCapacity_tonne_p_hr
SE_Synfuel_Plant,1,1.688,2.878,1.599,0.0934,0,0.0362,219430.6595,214160.0335,8.52E+00,0,0,0,0.545,0,None,0,100000000
MIDAT_Synfuel_Plant,2,1.688,2.878,1.599,0.0934,0,0.0362,219430.6595,214160.0335,8.52E+00,0,0,0,0.545,0,None,0,100000000
NE_Synfuel_Plant,3,1.688,2.878,1.599,0.0934,0,0.0362,219430.6595,214160.0335,8.52E+00,0,0,0,0.545,0,None,0,100000000
SE_Synfuel_Plant_wCCS_Stored_90pct,1,1.688,2.878,1.599,0.0934,0,0.107,343141.4202,271483.9599,9.52E+00,0,0,0,0.0545,0.4905,None,0,100000000
MIDAT_Synfuel_Plant_wCCS_Stored_90pct,2,1.688,2.878,1.599,0.0934,0,0.107,343141.4202,271483.9599,9.52E+00,0,0,0,0.0545,0.4905,None,0,100000000
NE_Synfuel_Plant_wCCS_Stored_90pct,3,1.688,2.878,1.599,0.0934,0,0.107,343141.4202,271483.9599,9.52E+00,0,0,0,0.0545,0.4905,None,0,100000000
SE_Synfuel_Plant_wCCS_Recycled_90pct,1,3.31275074,5.649182664,3.137686676,0.176643768,0,0.210738454,673486.5952,532843.886,18.68498528,0,0,0,0.106967615,0,None,0,100000000
MIDAT_Synfuel_Plant_wCCS_Recycled_90pct,2,3.31275074,5.649182664,3.137686676,0.176643768,0,0.210738454,673486.5952,532843.886,18.68498528,0,0,0,0.106967615,0,None,0,100000000
NE_Synfuel_Plant_wCCS_Recycled_90pct,3,3.31275074,5.649182664,3.137686676,0.176643768,0,0.210738454,673486.5952,532843.886,18.68498528,0,0,0,0.106967615,0,None,0,100000000
